-----
{
 "description": "The table refers to block wise surface flow schemes according to water distribution system. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.8.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes according to water distribution system for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.8.csv"
}
-----
State,District,Block,Sprinkler,Drip Irrigation,Open channel,Under ground channel,Others,Total
ANDHRA PRADESH,ADILABAD,KHANPUR,0,0,11,0,0,11
ANDHRA PRADESH,ADILABAD,KOTAPALLE,0,0,34,0,0,34
ANDHRA PRADESH,ADILABAD,KOUTHALA,0,0,68,0,0,68
ANDHRA PRADESH,ADILABAD,KUBEER,0,0,8,0,0,8
ANDHRA PRADESH,ADILABAD,KUNTALA,2,0,44,0,1,47
ANDHRA PRADESH,ADILABAD,LAHESRA,0,0,59,0,0,59
ANDHRA PRADESH,ADILABAD,LAXMANCHANDA,0,0,34,0,0,34
ANDHRA PRADESH,ADILABAD,LUXETTIPET,0,0,40,0,0,40
ANDHRA PRADESH,ADILABAD,MAMDA,0,0,31,0,0,31
ANDHRA PRADESH,ADILABAD,MANCHERIAL,0,0,40,0,1,41
ANDHRA PRADESH,ADILABAD,MANDAMARRI,0,0,13,0,0,13
ANDHRA PRADESH,ADILABAD,MUDHOLE,0,0,89,0,1,90
ANDHRA PRADESH,ADILABAD,NARNOOR,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,ADILABAD,NENNAL,2,0,43,0,0,45
ANDHRA PRADESH,ADILABAD,NERADIGONDA,0,0,7,0,0,7
ANDHRA PRADESH,ADILABAD,NIRMAL,0,0,3,0,0,3
ANDHRA PRADESH,ADILABAD,REBBENA,0,1,37,0,0,38
ANDHRA PRADESH,ADILABAD,SARANGAPUR,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,ADILABAD,SIRPUR,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,ADILABAD,SIRPUR (T),0,0,47,0,0,47
ANDHRA PRADESH,ADILABAD,TALAMADUGU,18,0,94,0,0,112
ANDHRA PRADESH,ADILABAD,TAMSI,0,0,11,0,0,11
ANDHRA PRADESH,ADILABAD,TANDUR,0,0,50,0,0,50
ANDHRA PRADESH,ADILABAD,TANUR,0,0,5,0,0,5
ANDHRA PRADESH,ADILABAD,TIRYANI,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,ADILABAD,UTNUR,0,0,2,0,0,2
ANDHRA PRADESH,ADILABAD,VEMANPALLE,0,0,16,0,0,16
ANDHRA PRADESH,ADILABAD,WANKDI,0,0,3,0,0,3
ANDHRA PRADESH,ANANTHAPUR,AGALI,0,0,36,0,2,38
ANDHRA PRADESH,ANANTHAPUR,AMADAGUR,0,0,63,0,0,63
ANDHRA PRADESH,ANANTHAPUR,AMARAPURAM,0,0,23,0,0,23
ANDHRA PRADESH,ANANTHAPUR,ANANTAPUR,0,0,9,0,0,9
ANDHRA PRADESH,ANANTHAPUR,ATMAKUR,0,0,8,0,0,8
ANDHRA PRADESH,ANANTHAPUR,BATHALAPALLE,0,3,64,2,0,69
ANDHRA PRADESH,ANANTHAPUR,BELUGUPPA,0,0,7,0,0,7
ANDHRA PRADESH,ANANTHAPUR,BOMMANAHAL,0,0,8,0,0,8
ANDHRA PRADESH,ANANTHAPUR,BRAHMASAMUDRAM,0,0,15,0,0,15
ANDHRA PRADESH,ANANTHAPUR,BUKKAPATNAM,0,0,33,0,0,33
ANDHRA PRADESH,ANANTHAPUR,BUKKARAYASAMUDRAM,0,0,35,0,0,35
ANDHRA PRADESH,ANANTHAPUR,CHENNEKOTHAPALLE,0,0,10,0,0,10
ANDHRA PRADESH,ANANTHAPUR,CHILAMATHUR,0,0,65,0,1,66
ANDHRA PRADESH,ANANTHAPUR,D.HIREHAL,0,0,19,0,0,19
ANDHRA PRADESH,ANANTHAPUR,DHARMAVARAM,0,0,80,0,2,82
ANDHRA PRADESH,ANANTHAPUR,GANDLAPENTA,0,0,54,0,1,55
ANDHRA PRADESH,ANANTHAPUR,GARLADINNE,0,0,20,0,0,20
ANDHRA PRADESH,ANANTHAPUR,GOOTY,0,0,49,0,0,49
ANDHRA PRADESH,ANANTHAPUR,GORANTLA,0,0,82,0,0,82
ANDHRA PRADESH,ANANTHAPUR,GUDIBANDA,0,0,38,0,0,38
ANDHRA PRADESH,ANANTHAPUR,GUMMAGATA,0,0,26,0,0,26
ANDHRA PRADESH,ANANTHAPUR,GUNTAKAL,0,0,43,0,7,50
ANDHRA PRADESH,ANANTHAPUR,HINDUPUR,0,0,50,0,0,50
ANDHRA PRADESH,ANANTHAPUR,KADIRI,2,0,73,0,0,75
ANDHRA PRADESH,ANANTHAPUR,KALYANDRUG,0,0,5,0,0,5
ANDHRA PRADESH,ANANTHAPUR,KAMBADUR,0,0,88,0,0,88
ANDHRA PRADESH,ANANTHAPUR,KANAGANAPALLE,0,0,53,0,6,59
ANDHRA PRADESH,ANANTHAPUR,KANEKAL,0,0,16,0,0,16
ANDHRA PRADESH,ANANTHAPUR,KOTHACHERUVU,0,0,22,0,0,22
ANDHRA PRADESH,ANANTHAPUR,KUDAIR,0,0,102,0,1,103
ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,0,0,71,0,28,99
ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,0,0,45,0,0,45
ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,2,0,52,1,2,57
ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,4,0,77,0,0,81
ANDHRA PRADESH,ANANTHAPUR,NALLACHERUVU,0,0,44,0,0,44
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,0,0,29,0,9,38
ANDHRA PRADESH,ANANTHAPUR,NAMBULAPULIKUNTA,1,0,66,0,0,67
ANDHRA PRADESH,ANANTHAPUR,NARPALA,0,0,44,0,3,47
ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,0,0,40,0,0,40
ANDHRA PRADESH,ANANTHAPUR,PAMIDI,0,0,37,0,0,37
ANDHRA PRADESH,ANANTHAPUR,PARIGI,4,0,21,0,0,25
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,0,0,9,0,1,10
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,0,0,57,0,0,57
ANDHRA PRADESH,ANANTHAPUR,PENUKONDA,0,0,82,0,0,82
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,0,0,2,0,0,2
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,0,0,36,0,0,36
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,0,0,48,0,0,48
ANDHRA PRADESH,ANANTHAPUR,RAPTADU,0,0,13,0,0,13
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,0,0,26,0,0,26
ANDHRA PRADESH,ANANTHAPUR,RODDAM,0,0,63,0,0,63
ANDHRA PRADESH,ANANTHAPUR,ROLLA,3,1,27,0,0,31
ANDHRA PRADESH,ANANTHAPUR,SETTUR,0,0,11,0,0,11
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,0,0,59,0,0,59
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,0,0,47,0,0,47
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,0,0,77,0,0,77
ANDHRA PRADESH,ANANTHAPUR,TADPATRI,0,0,18,0,0,18
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,0,0,60,0,0,60
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,0,0,93,0,0,93
ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,0,0,85,0,0,85
ANDHRA PRADESH,ANANTHAPUR,VAJRAKARUR,0,0,31,0,0,31
ANDHRA PRADESH,ANANTHAPUR,VIDAPANAKAL,0,1,1,0,0,2
ANDHRA PRADESH,ANANTHAPUR,YADIKI,0,0,19,0,0,19
ANDHRA PRADESH,ANANTHAPUR,YELLANUR,0,0,11,0,8,19
ANDHRA PRADESH,CHITTOOR,B.KOTHAKOTA,0,0,179,0,7,186
ANDHRA PRADESH,CHITTOOR,BAIREDDIPALLE,4,0,157,0,1,162
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,0,0,43,0,0,43
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,0,0,82,0,0,82
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,0,0,8,0,1,9
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,1,1,178,0,1,181
ANDHRA PRADESH,CHITTOOR,CHITTOOR,0,0,44,0,1,45
ANDHRA PRADESH,CHITTOOR,CHOWDE[ALLE,0,0,239,0,0,239
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,0,0,118,0,0,118
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,0,0,186,0,0,186
ANDHRA PRADESH,CHITTOOR,GUDIPALA,0,0,56,0,0,56
ANDHRA PRADESH,CHITTOOR,GUDUPALLE,3,0,141,0,8,152
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,0,0,138,0,7,145
ANDHRA PRADESH,CHITTOOR,IRALA,0,0,111,0,0,111
ANDHRA PRADESH,CHITTOOR,K.V.B. PURAM,1,0,92,0,2,95
ANDHRA PRADESH,CHITTOOR,KALAKADA,0,0,114,0,0,114
ANDHRA PRADESH,CHITTOOR,KALIKIRI,0,0,153,0,0,153
ANDHRA PRADESH,CHITTOOR,KAMACHANDRA PURAM,0,0,4,0,0,4
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,2,0,220,0,0,222
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,0,0,52,0,0,52
ANDHRA PRADESH,CHITTOOR,KUPPAM,2,0,115,0,1,118
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,0,0,159,0,1,160
ANDHRA PRADESH,CHITTOOR,MADANAPALLE,0,0,155,0,0,155
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,0,0,138,0,1,139
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,17,0,12,0,0,29
ANDHRA PRADESH,CHITTOOR,NAGARI,0,0,35,0,0,35
ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,0,0,17,0,3,20
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,0,2,166,0,4,172
ANDHRA PRADESH,CHITTOOR,NINDRA,0,0,30,0,0,30
ANDHRA PRADESH,CHITTOOR,PAKALA,0,6,109,0,0,115
ANDHRA PRADESH,CHITTOOR,PALAMANERU,0,0,104,0,0,104
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,0,0,28,0,3,31
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,0,0,122,0,0,122
ANDHRA PRADESH,CHITTOOR,PEDDAPANJANI,0,0,261,0,0,261
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMDRAM,0,0,127,0,0,127
ANDHRA PRADESH,CHITTOOR,PENUMURU,0,0,72,0,0,72
ANDHRA PRADESH,CHITTOOR,PICHATURU,1,0,32,0,0,33
ANDHRA PRADESH,CHITTOOR,PILERU,0,0,194,0,37,231
ANDHRA PRADESH,CHITTOOR,PULICHERLA,1,0,202,0,1,204
ANDHRA PRADESH,CHITTOOR,PUNGANURU,0,0,205,0,1,206
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,0,0,98,0,0,98
ANDHRA PRADESH,CHITTOOR,PUTTURU,0,0,32,0,0,32
ANDHRA PRADESH,CHITTOOR,RAMAKUPPAM,0,0,118,0,1,119
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,0,0,193,0,5,198
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,0,0,46,0,0,46
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,0,1,178,0,0,179
ANDHRA PRADESH,CHITTOOR,SANTHIPURAM,1,0,144,0,0,145
ANDHRA PRADESH,CHITTOOR,SATYAVEDU,0,0,112,0,0,112
ANDHRA PRADESH,CHITTOOR,SODAM,0,0,296,0,1,297
ANDHRA PRADESH,CHITTOOR,SOMALA,0,0,187,0,0,187
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,0,0,106,0,0,106
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,1,0,28,0,1,30
ANDHRA PRADESH,CHITTOOR,THAMBALLAPALLE,0,0,135,0,2,137
ANDHRA PRADESH,CHITTOOR,THAVANAMPALLE,1,0,68,0,1,70
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDA,0,0,92,0,0,92
ANDHRA PRADESH,CHITTOOR,TIRUPATI (RURAL),0,0,10,0,0,10
ANDHRA PRADESH,CHITTOOR,TIRUPATI (URBAN),0,0,10,0,0,10
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,0,0,17,0,2,19
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,0,1,73,0,0,74
ANDHRA PRADESH,CHITTOOR,VAYALPAD,0,0,144,0,11,155
ANDHRA PRADESH,CHITTOOR,VEDURUKUPPAM,0,0,108,0,6,114
ANDHRA PRADESH,CHITTOOR,VENKATAGIRIKOTA,0,0,145,0,0,145
ANDHRA PRADESH,CHITTOOR,VIJAYAPURAM,0,0,32,0,0,32
ANDHRA PRADESH,CHITTOOR,YADAMARI,0,0,57,0,0,57
ANDHRA PRADESH,CHITTOOR,YERPEDU,0,0,91,0,2,93
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,0,0,261,0,0,261
ANDHRA PRADESH,CUDDAPAH,ATLUR,0,0,36,0,0,36
ANDHRA PRADESH,CUDDAPAH,B.KODUR,0,0,39,0,0,39
ANDHRA PRADESH,CUDDAPAH,BADVEL,1,0,30,0,0,31
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATHAM,0,0,39,0,0,39
ANDHRA PRADESH,CUDDAPAH,CHAKARAYAPET,0,0,88,0,0,88
ANDHRA PRADESH,CUDDAPAH,CHAPAD,0,0,1,0,0,1
ANDHRA PRADESH,CUDDAPAH,CHENNAMANDEM,0,0,127,0,0,127
ANDHRA PRADESH,CUDDAPAH,CHENNUR,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,CUDDAPAH,CHINTHAKOMMADINNE,0,0,45,0,0,45
ANDHRA PRADESH,CUDDAPAH,CHITVEL,1,0,7,0,0,8
ANDHRA PRADESH,CUDDAPAH,CUDDAPAH,0,0,7,0,0,7
ANDHRA PRADESH,CUDDAPAH,DUVVUR,0,0,270,0,0,270
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,0,1,213,0,0,214
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,3,0,32,0,0,35
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,0,0,15,0,0,15
ANDHRA PRADESH,CUDDAPAH,KALASAPADU,0,0,31,0,0,31
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,0,0,6,0,0,6
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,0,0,2,0,0,2
ANDHRA PRADESH,CUDDAPAH,KODUR,0,0,13,0,0,13
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,0,0,2,0,0,2
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,0,0,114,0,0,114
ANDHRA PRADESH,CUDDAPAH,LINGALA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,CUDDAPAH,MUDDANUR,0,0,10,0,0,10
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,0,0,29,0,0,29
ANDHRA PRADESH,CUDDAPAH,NANDALUR,1,0,25,0,0,26
ANDHRA PRADESH,CUDDAPAH,OBULAVARIPALLE,0,0,27,0,0,27
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,0,0,3,0,0,3
ANDHRA PRADESH,CUDDAPAH,PENAGALUR,0,0,24,0,0,24
ANDHRA PRADESH,CUDDAPAH,PENDLIMARRI,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,0,0,51,0,0,51
ANDHRA PRADESH,CUDDAPAH,PRODDUTUR,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,CUDDAPAH,PULIVENDLA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,0,0,30,0,0,30
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,0,0,23,0,0,23
ANDHRA PRADESH,CUDDAPAH,RAJUPALEM,0,0,1,0,0,1
ANDHRA PRADESH,CUDDAPAH,RAMAPURAM,0,0,84,0,0,84
ANDHRA PRADESH,CUDDAPAH,ROYACHOTI,1,0,122,0,0,123
ANDHRA PRADESH,CUDDAPAH,S.MYDUKUR,0,0,12,0,0,12
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,0,1,55,0,0,56
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,CUDDAPAH,SIMHADRIPURAM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,CUDDAPAH,T.SUNDUPALLE,3,0,99,0,0,102
ANDHRA PRADESH,CUDDAPAH,THONDUR,0,0,5,0,0,5
ANDHRA PRADESH,CUDDAPAH,VALLUR,0,0,6,0,0,6
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,0,0,78,0,0,78
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,0,0,4,0,0,4
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,0,0,13,0,0,13
ANDHRA PRADESH,CUDDAPAH,VEMULA,0,0,11,0,0,11
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,0,0,18,0,0,18
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,0,0,4,0,0,4
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,0,0,71,0,0,71
ANDHRA PRADESH,EAST GODAVARI,AINAVILLI,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,ALAMURU,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,ALLAVARAM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,AMALAPURAM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,AMBAJIPETA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,ANAPARTHY,0,0,18,0,0,18
ANDHRA PRADESH,EAST GODAVARI,ATREYAPURAM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,0,0,33,0,0,33
ANDHRA PRADESH,EAST GODAVARI,DEVIPATNAM,0,0,48,0,0,48
ANDHRA PRADESH,EAST GODAVARI,GANDEPALLE,0,0,100,0,16,116
ANDHRA PRADESH,EAST GODAVARI,GANGAVARAM,0,0,15,0,0,15
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,0,0,103,0,13,116
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,1,0,47,0,0,48
ANDHRA PRADESH,EAST GODAVARI,I. POLAVARAM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,0,4,77,0,26,107
ANDHRA PRADESH,EAST GODAVARI,KADIAM,0,0,9,0,0,9
ANDHRA PRADESH,EAST GODAVARI,KAJULURU,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,KAKINADA RURAL,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,KAKINADA URBAN,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,KAPILESWARAPURAM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,KARAPA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,KATRENIKONA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,0,0,8,0,0,8
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,10,0,100,0,0,110
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,0,0,89,0,0,89
ANDHRA PRADESH,EAST GODAVARI,KOTHAPALLE,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,KOTHAPETA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,MALIKIPURAM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,MAMIDIKUDURU,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,MANDAPETA,0,0,28,0,0,28
ANDHRA PRADESH,EAST GODAVARI,MAREDUMILLI,0,0,11,0,0,11
ANDHRA PRADESH,EAST GODAVARI,MUMMIDIVARAM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,P.GANNAVARAM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,PAMARRU,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,PEDAPUDI,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,0,0,52,0,0,52
ANDHRA PRADESH,EAST GODAVARI,PITHAPURAM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,0,0,85,0,0,85
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY RURAL,0,0,17,0,0,17
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY URBAN,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,0,0,199,0,0,199
ANDHRA PRADESH,EAST GODAVARI,RAJAVOMMANGI,0,0,83,0,2,85
ANDHRA PRADESH,EAST GODAVARI,RAMACHANDRAPURAM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,RAMPACHODAVARAM,0,0,31,0,0,31
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,0,0,143,0,0,143
ANDHRA PRADESH,EAST GODAVARI,RAVULAPALEM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,RAYAVARAM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,RAZOLE,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,SAKHINETIPALLE,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,0,0,29,0,0,29
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,0,0,114,0,0,114
ANDHRA PRADESH,EAST GODAVARI,SEETHANAGARAM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,THALLAREVU,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,0,0,39,0,0,39
ANDHRA PRADESH,EAST GODAVARI,TUNI,0,0,102,0,0,102
ANDHRA PRADESH,EAST GODAVARI,UPPALAGUPTAM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,EAST GODAVARI,Y. RAMAVARAM,0,0,40,0,0,40
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,0,0,24,0,0,24
ANDHRA PRADESH,GUNTUR,ACHAMPET,0,0,5,0,0,5
ANDHRA PRADESH,GUNTUR,AMARAVATHI,0,0,3,0,0,3
ANDHRA PRADESH,GUNTUR,AMRUTHALUR,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,BAPATLA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,0,0,6,0,0,6
ANDHRA PRADESH,GUNTUR,BHATTIPROLU,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,0,0,9,0,0,9
ANDHRA PRADESH,GUNTUR,CHEBROLE,0,0,1,0,0,1
ANDHRA PRADESH,GUNTUR,CHERUKUPALLE,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,CHILAKALURIPET,0,0,1,0,0,1
ANDHRA PRADESH,GUNTUR,DACHEPALLE,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,DUGGIRALA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,DURGI,0,0,3,0,0,3
ANDHRA PRADESH,GUNTUR,EDLAPADU,0,0,3,0,0,3
ANDHRA PRADESH,GUNTUR,GUNTUR,0,0,12,0,0,12
ANDHRA PRADESH,GUNTUR,GURAZALA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,IPUR,0,0,9,0,0,9
ANDHRA PRADESH,GUNTUR,KAKUMANU,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,KAREMPUDI,0,0,3,0,1,4
ANDHRA PRADESH,GUNTUR,KARLAPALEM,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,KOLLIPARA,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,KOLLUR,NA,NA,NA,NA,NA,NA
ANDHRA PRADESH,GUNTUR,KROSURU,0,0,6,0,0,6
ANDHRA PRADESH,GUNTUR,MACHAVARAM,0,0,10,0,0,10
