-----
{
 "description": "The table refers to district wise distribution of dugwells according to the farmers holding size. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statedgwltab1.3.csv", 
 "title": "Download CSV for District wise Distribution of Dugwells according to the holding size for 2nd census of minor irrigation schemes", 
 "url": "http://data.gov.in/sites/default/files/Statedgwltab1.3.csv"
}
-----
"State","District","Marginal (0-1 ha)","Small (1-2 ha)","Medium (2-10 ha)","Big ( > 10 ha)","Total"
"ASSAM","DARRANG",NA,NA,NA,NA,NA
"ASSAM","DHEMAJI",NA,NA,NA,NA,NA
"ASSAM","DHUBRI",1,6,13,0,20
"ASSAM","DIBRUGARH",NA,NA,NA,NA,NA
"ASSAM","GOALPARA",0,0,1,0,1
"ASSAM","GOLAGHAT",NA,NA,NA,NA,NA
"ASSAM","HAILAKANDI",NA,NA,NA,NA,NA
"ASSAM","JORHAT",NA,NA,NA,NA,NA
"ASSAM","KAMRUP",NA,NA,NA,NA,NA
"ASSAM","KARBI ANGLONG",NA,NA,NA,NA,NA
"ASSAM","KARIMGANJ",NA,NA,NA,NA,NA
"ASSAM","KOKRAJHAR",NA,NA,NA,NA,NA
"ASSAM","LAKHIMPUR",0,0,3,1,4
"ASSAM","MARIGAON",0,0,2,0,2
"ASSAM","NAGAON",NA,NA,NA,NA,NA
"ASSAM","NALBARI",NA,NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS",NA,NA,NA,NA,NA
"ASSAM","SIBSAGAR",0,1,1,0,2
"ASSAM","SONITPUR",0,0,9,0,9
"ASSAM","TINSUKIA",NA,NA,NA,NA,NA
"BIHAR","ARARIA",1,2,0,0,3
"BIHAR","AURANGABAD",2890,2438,3212,343,8883
"BIHAR","BANKA",3815,1796,986,71,6668
"BIHAR","BEGUSARAI",21,9,7,0,37
"BIHAR","BHABUA",1729,1855,2405,418,6407
"BIHAR","BHAGALPUR",2221,908,858,64,4051
"BIHAR","BHOJPUR",936,1242,1400,65,3643
"BIHAR","BOKARO",4592,3007,296,10,7905
"BIHAR","BUXAR",479,580,974,65,2098
"BIHAR","CHAMPARAN EAST",8,12,10,0,30
"BIHAR","CHAMPARAN WEST",7,5,0,0,12
"BIHAR","CHATRA",7777,3089,1240,76,12182
"BIHAR","DARBHANGA",1,0,9,1,11
"BIHAR","DEOGHAR",4974,1519,368,67,6928
"BIHAR","DHANBAD",1903,469,101,10,2483
"BIHAR","DUMKA",20151,7717,1336,102,29306
"BIHAR","GARHWA",4776,4645,3310,258,12989
"BIHAR","GAYA",7717,5427,3782,302,17228
"BIHAR","GIRIDIH",10072,7111,2686,258,20127
"BIHAR","GODDA",3506,1447,503,203,5659
"BIHAR","GOPALGANJ",801,787,262,60,1910
"BIHAR","GUMLA",7949,15024,6899,481,30353
"BIHAR","HAZARIBAG",18381,7814,2874,313,29382
"BIHAR","JAMUI",3214,1311,466,152,5143
"BIHAR","JEHANABAD",1197,1178,804,60,3239
"BIHAR","KATIHAR",0,2,0,0,2
"BIHAR","KHAGARIA",1,0,4,1,6
"BIHAR","KISHANGANJ",0,0,0,0,0
"BIHAR","KODARMA",6912,1927,867,46,9752
"BIHAR","LAKHISARAI",320,211,56,10,597
"BIHAR","LOHARDAGA",9249,4764,1246,319,15578
"BIHAR","MADHEPURA",0,0,2,0,2
"BIHAR","MADHUBANI",33,17,4,0,54
"BIHAR","MUNGER",1364,380,318,38,2100
"BIHAR","MUZAFFARPUR",604,470,337,24,1435
"BIHAR","NALANDA",7947,7939,5775,541,22202
"BIHAR","NAWADA",2514,1825,1041,93,5473
"BIHAR","PAKUR",323,405,130,14,872
"BIHAR","PALAMU",8249,7083,3951,348,19631
"BIHAR","PATNA",2758,2798,1189,138,6883
"BIHAR","PURNIA",0,0,0,0,0
"BIHAR","RANCHI",23081,12007,2646,240,37974
"BIHAR","ROHTAS",2286,2051,2313,283,6933
"BIHAR","SAHARSA",NA,NA,NA,NA,NA
"BIHAR","SAHEBGANJ",789,963,288,2,2042
"BIHAR","SAMASTIPUR",2,12,9,0,23
"BIHAR","SARAN",1784,776,278,16,2854
"BIHAR","SHEIKHPURA",309,164,47,0,520
"BIHAR","SHEOHAR",NA,NA,NA,NA,NA
"BIHAR","SINGHBHUM EAST",592,1025,655,32,2304
"BIHAR","SINGHBHUM WEST",1462,1911,1194,58,4625
"BIHAR","SITAMARHI",4,4,1,0,9
"BIHAR","SIWAN",5433,3604,1801,110,10948
"BIHAR","SUPAUL",NA,NA,NA,NA,NA
"BIHAR","VAISHALI",947,406,213,3,1569
"GOA","NORTH GOA",2055,345,317,76,2793
"GOA","SOUTH GOA",754,162,170,12,1098
"GUJARAT","",NA,NA,NA,NA,NA
"HARYANA","AMBALA",197,514,954,20,1685
"HARYANA","BHIWANI",494,1129,2649,212,4484
"HARYANA","FARIDABAD",NA,NA,NA,NA,NA
"HARYANA","GURGAON",308,1217,2128,307,3960
"HARYANA","HISAR",1,48,90,14,153
"HARYANA","JIND",NA,NA,NA,NA,NA
"HARYANA","KAITHAL",57,712,3903,105,4777
"HARYANA","KARNAL",94,303,1592,112,2101
"HARYANA","KURUKSHETRA",NA,NA,NA,NA,NA
"HARYANA","MEHANDERGARH",29,365,1668,188,2250
"HARYANA","PANCHKULA",5,18,23,0,46
"HARYANA","PANIPAT",35,82,296,25,438
"HARYANA","RIWARI",130,282,849,79,1340
"HARYANA","ROHTAK",195,457,765,60,1477
"HARYANA","SIRSA",49,346,1324,199,1918
"HARYANA","SONIPAT",17,31,65,10,123
"HARYANA","YAMUNA NAGAR",143,322,711,76,1252
"HIMACHAL PRADESH","Bilaspur",7,8,7,21,43
"HIMACHAL PRADESH","Chamba",NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Hamirpur",27,23,26,42,118
"HIMACHAL PRADESH","Kangra",86,67,82,59,294
"HIMACHAL PRADESH","Kinnaur",NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Kullu",9,0,0,3,12
"HIMACHAL PRADESH","Lahul & Spiti",NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Mandi",0,1,0,0,1
"HIMACHAL PRADESH","Shimla",NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Sirmaur",20,37,74,32,163
"HIMACHAL PRADESH","Solan",101,146,147,183,577
"HIMACHAL PRADESH","Una",169,65,71,34,339
"JAMMU & KASHMIR","Anantnagh",NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Baramulla",0,0,150,33,183
"JAMMU & KASHMIR","Budgam",0,0,80,17,97
"JAMMU & KASHMIR","Doda",NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Jammu",38,39,20,4,101
"JAMMU & KASHMIR","Kargil",NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Kathua",83,52,0,140,275
"JAMMU & KASHMIR","Kupwara",NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Leh",NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Poonch",NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Pulwama",0,0,40,28,68
"JAMMU & KASHMIR","Rajouri",3,2,0,0,5
"JAMMU & KASHMIR","Srinagar",551,86,45,5,687
"JAMMU & KASHMIR","Udhampur",4,0,3,2,9
"KARNATAKA","BANGALORE RURAL",4781,4193,2575,202,11751
"KARNATAKA","BANGALORE URBAN",850,659,806,138,2453
"KARNATAKA","BELGAUM",13183,18475,20029,2527,54214
"KARNATAKA","BELLARY",676,1340,2110,403,4529
"KARNATAKA","BIDAR",2195,6369,5607,2666,16837
"KARNATAKA","BIJAPUR",5648,12525,16824,2921,37918
"KARNATAKA","CHIKKAMAGALORE",490,651,1050,391,2582
"KARNATAKA","CHITRADURGA",1755,3242,4864,1381,11242
"KARNATAKA","DAKSHINA KANNADA",9992,10059,10139,650,30840
"KARNATAKA","DHARWAR",754,1957,2832,545,6088
"KARNATAKA","GULBARGA",3727,5882,7539,3118,20266
"KARNATAKA","HASSAN",409,944,1074,220,2647
"KARNATAKA","KODAGU",34,61,74,7,176
"KARNATAKA","KOLAR",8993,9981,6923,570,26467
"KARNATAKA","MANDYA",3104,3858,2071,140,9173
"KARNATAKA","MYSORE",3126,6479,5557,462,15624
"KARNATAKA","RAICHUR",2997,6228,7127,838,17190
"KARNATAKA","SHIMOGA",1243,1636,2433,403,5715
"KARNATAKA","TUMKUR",7839,10539,10883,1555,30816
"KARNATAKA","UTTARA KANNADA",8366,3453,2286,220,14325
"KERALA","ALAPUZHA",2867,69,29,1,2966
"KERALA","ERANAKULAM",12341,1484,611,16,14452
"KERALA","IDUKKI",3026,1014,388,51,4479
"KERALA","KANNUR",9634,1630,361,22,11647
"KERALA","KASARAGODE",3685,609,205,27,4526
"KERALA","KOLLAM",2197,142,53,3,2395
"KERALA","KOTTAYAM",7467,1028,131,5,8631
"KERALA","KOZHIKODE",8682,742,82,2,9508
"KERALA","MALAPPURAM",8208,1179,176,13,9576
"KERALA","PALAKKAD",4228,952,567,21,5768
"KERALA","PATHANAMTHITTA",4593,204,16,5,4818
"KERALA","THIRUVANANTHAPURAM",7960,160,32,2,8154
"KERALA","THRISSUR",34993,3195,454,28,38670
"KERALA","WAYANAD",124,151,125,10,410
"MADHYA PRADESH","BALAGHAT",1938,3194,2708,245,8085
"MADHYA PRADESH","BASTAR",1178,1652,3251,339,6420
"MADHYA PRADESH","BETUL",5559,10872,22997,4852,44280
"MADHYA PRADESH","BHIND",1010,2240,6712,365,10327
"MADHYA PRADESH","BHOPAL",549,1751,4017,743,7060
"MADHYA PRADESH","BILASPUR",3097,3304,3508,357,10266
"MADHYA PRADESH","CHHATARPUR",4201,11049,21901,3673,40824
"MADHYA PRADESH","CHHINDWARA",4370,10026,12698,3636,30730
"MADHYA PRADESH","DAMOH",2298,3286,3831,418,9833
"MADHYA PRADESH","DATIA",2056,3988,6865,803,13712
"MADHYA PRADESH","DEWAS",2540,7415,15926,4150,30031
"MADHYA PRADESH","DHAR",4044,9186,25115,3593,41938
"MADHYA PRADESH","DURG",2109,2739,3368,284,8500
"MADHYA PRADESH","GUNA",1917,3926,9897,1121,16861
"MADHYA PRADESH","GWALIOR",1582,2737,6613,717,11649
"MADHYA PRADESH","HOSHANGABAD",2581,8182,11510,1083,23356
"MADHYA PRADESH","INDORE",1640,4060,8422,1033,15155
"MADHYA PRADESH","JABALPUR",2151,3833,4081,715,10780
"MADHYA PRADESH","JHABUA",2011,4606,7521,999,15137
"MADHYA PRADESH","KHANDWA",5205,17097,28862,2916,54080
"MADHYA PRADESH","KHARGONE",5138,17129,39582,5384,67233
"MADHYA PRADESH","MANDLA",550,820,585,55,2010
"MADHYA PRADESH","MANDSAUR",17291,19052,39517,44595,120455
"MADHYA PRADESH","MORENA",2675,4522,8553,568,16318
"MADHYA PRADESH","NARSIMHAPUR",2203,6787,8937,402,18329
"MADHYA PRADESH","PANNA",682,1565,2570,205,5022
"MADHYA PRADESH","RAIGARH",1704,3106,5582,1150,11542
"MADHYA PRADESH","RAIPUR",7821,9654,13774,1275,32524
"MADHYA PRADESH","RAISEN",707,2932,3336,609,7584
"MADHYA PRADESH","RAJGARH",6320,10632,29618,6066,52636
"MADHYA PRADESH","RAJNANDGAON",1625,1853,2220,404,6102
"MADHYA PRADESH","RATLAM",5681,10583,25022,4033,45319
"MADHYA PRADESH","REWA",1814,3435,4653,731,10633
"MADHYA PRADESH","SAGAR",4991,9099,12169,1261,27520
"MADHYA PRADESH","SATNA",3437,4581,4979,530,13527
"MADHYA PRADESH","SEHORE",1690,6004,15380,3912,26986
"MADHYA PRADESH","SEONI",1447,3305,6018,712,11482
"MADHYA PRADESH","SHAHDOL",1050,1729,2461,286,5526
"MADHYA PRADESH","SHAJAPUR",3875,9506,23640,5341,42362
"MADHYA PRADESH","SHIVPURI",5064,10370,22847,2366,40647
"MADHYA PRADESH","SIDHI",943,2293,4163,745,8144
"MADHYA PRADESH","SURGUJA",6383,10041,19246,1920,37590
"MADHYA PRADESH","TIKAMGARH",7272,14398,20850,947,43467
"MADHYA PRADESH","UJJAIN",2860,7564,17879,3606,31909
"MADHYA PRADESH","VIDISHA",986,3011,4700,1226,9923
"MAHARASHTRA","",NA,NA,NA,NA,NA
"MANIPUR","BISHNUPUR",NA,NA,NA,NA,NA
"MANIPUR","CHANDEL",NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR",NA,NA,NA,NA,NA
"MANIPUR","IMPHAL",NA,NA,NA,NA,NA
"MANIPUR","SENAPATI",NA,NA,NA,NA,NA
"MANIPUR","TAMENGLONG",NA,NA,NA,NA,NA
"MANIPUR","THOUBAL",NA,NA,NA,NA,NA
"MANIPUR","UKHRUL",NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS",NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS",NA,NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT",NA,NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS",0,0,0,0,0
"MEGHALAYA","WEST GARO HILLS",NA,NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS",NA,NA,NA,NA,NA
"MIZORAM","AIZAWL",64,171,48,0,283
"MIZORAM","CHHIMTUIPUI",5,22,4,0,31
"MIZORAM","LUNGLEI",143,24,8,0,175
"NAGALAND","KOHIMA",183,253,82,1,519
"NAGALAND","MOKOKCHUNG",2,2,6,0,10
"NAGALAND","MON",NA,NA,NA,NA,NA
"NAGALAND","PHEK",NA,NA,NA,NA,NA
"NAGALAND","TUENSANG",NA,NA,NA,NA,NA
"NAGALAND","WOKHA",NA,NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO",NA,NA,NA,NA,NA
"ORISSA","ANGUL",6325,8163,3846,196,18530
"ORISSA","BALASORE",1721,688,220,8,2637
"ORISSA","BARAGARH",2229,7012,4955,794,14990
"ORISSA","BHADRAK",321,75,33,2,431
"ORISSA","BOLANGIR",13404,20314,17138,2266,53122
"ORISSA","BOUDH",2294,3921,3801,258,10274
"ORISSA","CUTTACK",5860,3473,1574,72,10979
"ORISSA","DEOGARH",1966,2818,1468,60,6312
"ORISSA","DHENKANAL",2688,3934,2666,187,9475
"ORISSA","GAJAPATI",1830,1860,396,25,4111
"ORISSA","GANJAM",14717,10216,4830,480,30243
"ORISSA","JAGATSINGHPUR",568,159,59,2,788
"ORISSA","JAJPUR",1216,854,370,21,2461
"ORISSA","JHARSUGUDA",2049,2408,1537,81,6075
"ORISSA","KALAHANDI",4307,5580,3867,485,14239
"ORISSA","KENDRAPARA",183,84,21,1,289
"ORISSA","KEONJHAR",6676,6980,3533,131,17320
"ORISSA","KHURDA",6222,4661,2094,152,13129
"ORISSA","KORAPUT",1247,2554,1822,118,5741
"ORISSA","MALKANGIRI",178,831,321,14,1344
"ORISSA","MAYURBHANJ",4005,4205,2105,76,10391
"ORISSA","NAYAGARH",6815,5376,1873,108,14172
"ORISSA","NOWRANGPUR",2536,4275,2348,155,9314
"ORISSA","NUAPADA",4161,5546,3482,376,13565
"ORISSA","PHULBANI",1628,2546,1588,66,5828
"ORISSA","PURI",663,257,87,9,1016
"ORISSA","RAYAGADA",867,704,394,29,1994
"ORISSA","SAMBALPUR",3802,5045,3988,420,13255
"ORISSA","SONEPUR",2338,3860,4203,609,11010
"ORISSA","SUNDARGARH",3872,8653,5604,479,18608
"PUNJAB","AMRITSAR",32,155,1242,5,1434
"PUNJAB","BATHINDA",25,22,306,13,366
"PUNJAB","FARIDKOT",51,110,319,25,505
"PUNJAB","FATEHGARH SAHIB",7,21,88,8,124
"PUNJAB","FEROZEPUR",1,16,267,60,344
"PUNJAB","GURDASPUR",41,39,565,11,656
"PUNJAB","HOSHIARPUR",146,190,342,25,703
"PUNJAB","JALANDHAR",182,311,947,22,1462
"PUNJAB","KAPURTHALA",86,212,450,34,782
"PUNJAB","LUDHIANA",39,128,485,44,696
"PUNJAB","MANSA",34,112,319,98,563
"PUNJAB","PATIALA",10,14,120,2,146
"PUNJAB","ROPAR",626,728,867,106,2327
"PUNJAB","SANGRUR",90,262,1136,34,1522
"RAJASTHAN","AJMER",3755,9426,27599,4653,45433
"RAJASTHAN","ALWAR",5121,11020,46134,1615,63890
"RAJASTHAN","BANSWARA",1728,2922,6910,183,11743
"RAJASTHAN","BARAN",2189,4337,15098,1129,22753
"RAJASTHAN","BARMER",262,649,8437,3944,13292
"RAJASTHAN","BHARATPUR",724,2022,7846,946,11538
"RAJASTHAN","BHILWARA",9525,15095,68406,3793,96819
"RAJASTHAN","BIKANER",1,3,164,53,221
"RAJASTHAN","BUNDI",1663,3339,15681,725,21408
"RAJASTHAN","CHITTORGARH",8751,15353,50619,3478,78201
"RAJASTHAN","CHURU",66,168,1395,218,1847
"RAJASTHAN","DAUSA",3460,8327,21527,2162,35476
"RAJASTHAN","DHOLPUR",2151,4687,7579,366,14783
"RAJASTHAN","DUNGARPUR",2613,5588,7414,337,15952
"RAJASTHAN","GANGANAGAR",NA,NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH",26,130,781,152,1089
"RAJASTHAN","JAIPUR",10482,19179,71286,5715,106662
"RAJASTHAN","JAISALMER",14,12,106,77,209
"RAJASTHAN","JALORE",1292,2721,30705,8036,42754
"RAJASTHAN","JHALAWAR",4465,10282,37958,4033,56738
"RAJASTHAN","JHUNJHNU",1111,3512,20336,1528,26487
"RAJASTHAN","JODHPUR",336,788,7381,1866,10371
"RAJASTHAN","KOTA",2257,2980,7658,974,13869
"RAJASTHAN","NAGAUR",1000,2583,18762,3037,25382
"RAJASTHAN","PALI",6911,5302,23567,5405,41185
"RAJASTHAN","RAJSAMAND",11091,11373,23366,2184,48014
"RAJASTHAN","SAWAI-MADHOPUR",2343,6159,36021,2823,47346
"RAJASTHAN","SIKAR",1525,5486,34793,2218,44022
"RAJASTHAN","SIROHI",853,2205,10450,1866,15374
"RAJASTHAN","TONK",3162,8759,24899,3458,40278
"RAJASTHAN","UDAIPUR",4991,10419,38479,3311,57200
"SIKKIM","EAST SIKKIM",NA,NA,NA,NA,NA
"SIKKIM","NORTH SIKKIM",NA,NA,NA,NA,NA
"SIKKIM","SOUTH SIKKIM",NA,NA,NA,NA,NA
"SIKKIM","WEST SIKKIM",NA,NA,NA,NA,NA
"TAMIL NADU","COIMBATORE",20775,25879,35958,2613,85225
"TAMIL NADU","CUDDALORE",4943,3545,2543,156,11187
"TAMIL NADU","DHARMAPURI",55083,27899,12849,559,96390
"TAMIL NADU","DINDIGUL",18110,9715,7940,460,36225
"TAMIL NADU","ERODE",29879,31754,34905,2008,98546
"TAMIL NADU","KANCHIPURAM",24548,11309,7316,460,43633
"TAMIL NADU","KANNIYAKUMARI",1660,357,305,11,2333
"TAMIL NADU","KARUR",19092,9568,5497,109,34266
"TAMIL NADU","MADRAS",NA,NA,NA,NA,NA
"TAMIL NADU","MADURAI",23647,10719,3739,221,38326
"TAMIL NADU","NAGAPATTINAM",5263,2013,1082,92,8450
"TAMIL NADU","NAMAKKAL",23868,9557,7059,205,40689
"TAMIL NADU","PERAMBALUR",26835,12323,5369,581,45108
"TAMIL NADU","PUDUKOTTAI",20652,8352,4203,307,33514
"TAMIL NADU","RAMNATHAPURAM",3527,1506,892,61,5986
"TAMIL NADU","SALEM",36361,18138,6540,220,61259
"TAMIL NADU","SIVAGANGA",6195,3095,1731,178,11199
"TAMIL NADU","THANJAVUR",2010,1821,1216,186,5233
"TAMIL NADU","THE NILGIRIS",126,76,28,7,237
"TAMIL NADU","THENI",9970,6234,2364,239,18807
"TAMIL NADU","THOOTHUGUDI",10175,6111,4234,612,21132
"TAMIL NADU","TIRUNELVELI",44364,16302,6281,578,67525
"TAMIL NADU","TIRUVALLUR",10962,7397,4706,231,23296
"TAMIL NADU","TIRUVANNAMALAI",85450,35497,15750,7230,143927
"TAMIL NADU","TIRUVARUR",33,28,1,3,65
"TAMIL NADU","TRICHIRAPPALLI",35672,19267,8592,586,64117
"TAMIL NADU","VELLORE",53442,28122,14052,715,96331
"TAMIL NADU","VILLUPURAM",84968,32793,15717,1610,135088
"TAMIL NADU","VIRUDHUNAGAR",17310,10479,5599,402,33790
"TRIPURA","DHALAI",84,18,4,0,106
"TRIPURA","NORTH",32,0,0,0,32
"TRIPURA","SOUTH",429,89,38,2,558
"TRIPURA","WEST",1,0,0,0,1
"UTTAR PRADESH","AGRA",3655,632,1617,6,5910
"UTTAR PRADESH","ALIGARH",32,63,166,7,268
"UTTAR PRADESH","ALLAHABAD",1474,1212,628,72,3386
"UTTAR PRADESH","ALMORA",NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH",78,36,6,0,120
"UTTAR PRADESH","BADAUN",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH",245,270,132,13,660
"UTTAR PRADESH","BALLIA",315,160,16,6,497
"UTTAR PRADESH","BANDA",883,2244,3006,413,6546
"UTTAR PRADESH","BARABANKI",1416,252,63,16,1747
"UTTAR PRADESH","BAREILLY",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI",718,257,125,10,1110
"UTTAR PRADESH","BIJNOR",67,123,87,2,279
"UTTAR PRADESH","BULANDSHAHR",98,0,0,0,98
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)",NA,NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN",12,8,9,0,29
"UTTAR PRADESH","DEORIA",2102,894,334,25,3355
"UTTAR PRADESH","ETAH",545,731,527,17,1820
"UTTAR PRADESH","ETAWAH",269,219,120,6,614
"UTTAR PRADESH","FAIZABAD",NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD",33,12,10,2,57
"UTTAR PRADESH","FATEHPUR",463,588,464,38,1553
"UTTAR PRADESH","FIROZABAD",452,464,492,23,1431
"UTTAR PRADESH","GHAZIABAD",NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR",197,138,81,7,423
"UTTAR PRADESH","GONDA",498,149,73,8,728
"UTTAR PRADESH","GORAKHPUR",1989,163,181,10,2343
"UTTAR PRADESH","HAMIRPUR",319,662,1086,142,2209
"UTTAR PRADESH","HARDOI",612,360,206,7,1185
"UTTAR PRADESH","HARDWAR",57,92,98,7,254
"UTTAR PRADESH","JALAUN",792,1065,1261,265,3383
"UTTAR PRADESH","JAUNPUR",1301,485,127,46,1959
"UTTAR PRADESH","JHANSI",14981,12474,8134,414,36003
"UTTAR PRADESH","KANPUR DEHAT",0,0,1,0,1
"UTTAR PRADESH","KANPUR NAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","KHIRI",NA,NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR",663,168,50,3,884
"UTTAR PRADESH","LALITPUR",3219,11333,8263,602,23417
"UTTAR PRADESH","LUCKNOW",369,224,131,21,745
"UTTAR PRADESH","MAHOBA",1923,5134,5247,508,12812
"UTTAR PRADESH","MAHRAJGANJ",221,74,9,7,311
"UTTAR PRADESH","MAINPURI",109,136,89,4,338
"UTTAR PRADESH","MATHURA",96,273,494,13,876
"UTTAR PRADESH","MAU",NA,NA,NA,NA,NA
"UTTAR PRADESH","MEERUT",5,2,4,0,11
"UTTAR PRADESH","MIRZAPUR",1161,1076,930,74,3241
"UTTAR PRADESH","MORADABAD",660,654,310,7,1631
"UTTAR PRADESH","MUZAFFER NAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL",0,0,0,0,0
"UTTAR PRADESH","PAURI GARHWAL",NA,NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT",NA,NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH",NA,NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH",232,88,28,7,355
"UTTAR PRADESH","RAEBARELY",989,0,0,0,989
"UTTAR PRADESH","RAMPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR",0,4,57,0,61
"UTTAR PRADESH","SANT RAVIDAS NAGAR",307,115,60,25,507
"UTTAR PRADESH","SHAHJAHANPUR",421,328,210,16,975
"UTTAR PRADESH","SIDDHARTH NAGAR",428,220,78,27,753
"UTTAR PRADESH","SITAPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA",1577,1317,953,87,3934
"UTTAR PRADESH","SULTANPUR",697,296,157,8,1158
