-----
{
 "description": "This time series is based on the surface air temperature (1.2 m above sea level) data from more than 350 stations spread over the country. The time series shows a warming over India during the recent years.", 
 "file_name": "India_Max_Temperatures_1901-2012_1.xls", 
 "title": "Download XLS for Annual And Seasonal Maximum Temperature Of India", 
 "url": "http://data.gov.in/sites/default/files/India_Max_Temperatures_1901-2012_1.xls"
}
-----
"YEAR","ANNUAL","JAN-FEB","MAR-MAY","JUN-SEP","OCT-DEC"
1958.0,29.3327,25.4345,31.7323,31.2268,27.0065
1959.0,29.0162,24.0322,31.691,30.9909,27.0313
1960.0,29.3075,25.4785,31.1642,31.2938,27.355
1961.0,28.7208,24.1749,31.4654,30.7481,26.3038
1962.0,28.8881,24.2416,31.3123,31.0751,26.6458
1963.0,29.036,24.7338,30.9419,31.2826,27.0026
1964.0,29.0932,24.2896,31.8914,30.8161,27.2001
1965.0,29.1559,24.6728,30.7343,31.3694,27.6151
1966.0,29.406,25.5386,31.6895,31.2357,27.2613
1967.0,29.1445,25.3065,31.0446,31.3228,26.8986
1968.0,29.0686,23.6807,31.2428,31.5378,27.1941
1969.0,29.6126,24.9865,32.0158,31.5481,27.7128
1970.0,29.4682,25.1918,32.0335,31.1562,27.5034
1971.0,29.1547,24.9924,31.5781,30.9066,27.1705
1972.0,29.311,24.494,31.4872,31.6604,27.2134
1973.0,29.4401,25.3458,32.1887,31.2775,26.9711
1974.0,29.2595,24.3416,31.9236,31.3932,27.0289
1975.0,28.8919,24.1234,31.6167,30.6572,26.9926
1976.0,29.267,24.6093,31.445,31.0908,27.7625
1977.0,29.4073,25.1468,31.6466,31.2202,27.591
1978.0,29.2331,24.3605,31.574,31.1053,27.6443
1979.0,29.6325,24.9946,31.6983,31.8746,27.6691
1980.0,29.5836,25.208,32.1978,31.3646,27.5117
1981.0,29.3167,24.901,31.6378,31.3427,27.2382
1982.0,29.115,24.5087,30.7887,31.5546,27.2592
1983.0,29.1148,24.6219,30.8353,31.4803,27.2357
1984.0,29.2771,24.1079,32.1198,31.0904,27.4627
1985.0,29.6057,25.2898,32.5065,31.2784,27.3519
1986.0,29.3319,24.6393,31.5818,31.4445,27.4042
1987.0,29.7198,25.0745,31.374,32.238,27.8237
1988.0,29.5503,25.3934,31.7463,31.3403,27.7629
1989.0,29.1808,24.5093,31.3547,31.1132,27.5668
1990.0,29.1361,24.9855,30.8405,31.1819,27.497
1991.0,29.3224,24.7409,31.4636,31.4509,27.3982
1992.0,29.2293,24.5987,31.3184,31.2779,27.4947
1993.0,29.5473,25.3055,31.6112,31.4737,27.7428
1994.0,29.461,25.0922,31.8537,31.3076,27.5187
1995.0,30.1833,25.6822,32.3978,32.0089,28.5215
1996.0,29.5805,26.302,32.0743,31.1852,27.2921
1997.0,29.0539,24.6372,31.2633,31.7733,26.6541
1998.0,29.697,24.9668,31.8852,31.7463,27.8254
1999.0,29.8122,25.1051,32.4495,31.5491,27.9524
2000.0,29.7525,24.8228,32.2247,31.2546,28.5328
2001.0,29.9923,25.8827,32.6079,31.6148,28.1269
2002.0,30.2255,25.3715,33.0584,32.015,28.3635
2003.0,29.7458,25.3154,32.0487,31.7243,27.6972
2004.0,29.7886,25.4926,32.6928,31.4158,27.6487
2005.0,29.5996,24.9604,31.813,31.8376,27.495
2006.0,30.0561,27.4425,32.08,31.3936,27.7775
2007.0,29.8433,25.7344,32.3171,31.4025,28.0299
2008.0,29.6371,24.7249,32.1074,31.2495,28.2918
2009.0,30.2942,26.5011,32.5724,32.2355,27.9588
2010.0,30.124,25.955,33.4596,31.4271,27.7844
2011.0,29.8188,25.3262,32.0678,31.5527,28.2272
2012.0,29.81,25.0253,32.3309,31.7723,27.8828
