-----
{
 "description": "The table provides the end of fiscal figures of Foreign Exchange Reserves (Rs. Cr.) since 1950-51. It gives the quantity and value of Reserves including Gold, Reserve Tranche Position (RTP), Special Drawing Rights (SDRs). Also, gives details of the transactions with IMF i.e. Drawals and ...", 
 "file_name": "tab61.xls", 
 "title": "Download XLS for Foreign Exchange Reserves (Rs. Cr.)(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab61.xls"
}
-----
"6.1 (B):  FOREIGN EXCHANGE RESERVES","","","","","","","",""
"","","","","","","","","(US$ million)"
"1994-95",4370.0,"...",7.0,20809.0,25186.0,"...",1146.0,4300.0
"1995-96",4561.0,"...",82.0,17044.0,21687.0,"...",1710.0,2374.0
"1996-97",4054.0,"...",2.0,22367.0,26423.0,"...",977.0,1313.0
"1997-98",3391.0,"...",1.0,25975.0,29367.0,"...",615.0,664.0
"1998-99",2960.0,"...",8.0,29522.0,32490.0,"...",102.0,287.0
"1999-2000",2974.0,"...",4.0,35058.0,38036.0,"...","...","..."
"","","","","","","","","Contd..."
"","","","","","","","",""
"6.1 (B):  FOREIGN EXCHANGE RESERVES (Concl.)","","","","","","","",""
"","","","","","","","","(US$ million)"
"","Reserves","","","","","Transactions with IMF","",""
"End of Fiscal","Gold","RTP","SDRs","Foreign Currency Assets","Total (2+3+4+5)","Drawals","Repurchases","Outstanding repurchage obligations"
1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
"2000-01",2725.0,"...",2.0,39554.0,42281.0,"...","...","..."
"2001-02",3047.0,"...",10.0,51049.0,54106.0,"...","...","..."
"2002-03",3534.0,672.0,4.0,71890.0,76100.0,"...","...","..."
"2003-04",4198.0,1311.0,2.0,107448.0,112959.0,"...",561.27,"..."
"2004-05",4500.0,1438.0,5.0,135571.0,141514.0,"...",93.48,"..."
"2005-06",5755.0,756.0,3.0,145108.0,151622.0,670.02,50.73,"..."
"2006-07",6784.0,469.0,2.0,191924.0,199179.0,302.66,"...","..."
"2007-08",10039.0,436.0,18.0,299230.0,309723.0,74.2,"...","..."
"2008-09",9576.71,981.39,1.25,241426.15,251985.5,86.278,611.89,"..."
"2009-10",17986.0,1380.0,5006.0,254685.0,279057.0,"...",461.32,"..."
"2010-11",22972.0,2947.0,4569.0,274330.0,304818.0,36.15,353.15,"..."
"2011-12",27023.0,2836.0,4469.0,260069.0,294397.0,"…",275.11,""
"2012-13*","","","","","","","",""
"April",26618.0,2915.0,4474.0,260839.0,294846.0,"...",68.88,"..."
"May",25585.0,2839.0,4358.0,253237.0,286019.0,"...","...","..."
"June",25760.0,2895.0,4379.0,256703.0,289736.0,"...",35.14,"..."
"July",25715.0,2135.0,4353.0,256573.0,288775.0,"...","...","..."
"August",26239.0,2209.0,4393.0,257620.0,290462.0,"...",52.72,"..."
"September",28133.0,2270.0,4451.0,259958.0,294812.0,"...",30.79,"..."
"October",28189.0,2268.0,4446.0,260351.0,295254.0,"...","...","..."
"November",27803.0,2264.0,4430.0,260013.0,294510.0,"...",5.199,"..."
"December ",27220.0,2326.0,4436.0,261656.0,295638.0,"...",56.033,"..."
"Source : Reserve Bank of India.    SDRs: Special Drawing Rights,      RTP: Reserve Tranche Position in IMF,    -----: Nil or Negligible.                                                 * Figures pertain to end of month
Notes :  1.  For compiling figures in US dollars, gold is valued at SDR 35 per troy ounce as in the International Financial Statistics of the IMF upto October 16, 1990. Thereafter gold has been valued close to international market price.   
 2.  Conversion of foreign currency assets and SDR in US dollars is done at exchange rates supplied by the IMF.
 3.  Transactions with IMF are converted at respective SDR/$ rate.
 4.  While reserves pertain to end period, repurchases are for the relevant periods.  ","","","","","","","",""
"5. FCA  excludes US $ 250.00 millon invested in foreign currency denominated ","","","","","","","",""
"    bonds issued by IIFC (UK) since March 20, 2009, excludes US $ 380.00 million since September 16, 2011, excludes  ","","","","","","","",""
"    US $ 550 million since February 27, 2012, excludes US $ 673 million since 30th March 2012 and US $ 790 million since   July 5, 2012.","","","","","","","",""
"6. Includes  Rs. 31,463 crore ( US$ 6,699 million) reflecting the purchase of 200 metric tonnes of gold from IMF on November 3, 2009.","","","","","","","",""
"7. Includes SDRs 3,082.5 million allocated under general allocation and SDRs 214.6 million allocated under special allocation ","","","","","","","",""
"    by the IMF done on August 28, 2009 and September 9, 2009, respectively. ","","","","","","","",""
"8. Totals may not tally due to rounding off.","","","","","","","",""
