-----
{
 "description": "The table refers to district wise surface flow schemes constructed over the years. It has been sourced from 2nd census of minor irrigation scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statetab4.1.csv", 
 "title": "Download CSV for Districtwise Distribution of surface flow schemes consutructed over the years for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Statetab4.1.csv"
}
-----
State,District,Upto 1986-87,During 1987-88,During 1988-89,During 1989-90,During 1990-91,During 1991-92,During 1992-93,During 1993-94,Total
UTTAR PRADESH,AMBEDKAR NAGAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,AZAMGARH,9,0,0,1,1,2,0,3,16
UTTAR PRADESH,BADAUN,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,0,1,3,1,0,0,0,0,5
UTTAR PRADESH,BALLIA,18,0,0,1,0,0,2,0,21
UTTAR PRADESH,BANDA,31,8,2,3,6,3,2,3,58
UTTAR PRADESH,BARABANKI,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BIJNOR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,CHAMOLI(GOPESHWAR),1038,115,147,85,88,110,98,149,1830
UTTAR PRADESH,DEHRADUN,221,20,65,35,41,47,61,157,647
UTTAR PRADESH,DEORIA,0,0,0,0,1,0,0,0,1
UTTAR PRADESH,ETAH,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,1,0,0,0,0,0,0,0,1
UTTAR PRADESH,FAIZABAD,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,2,4,0,8,2,0,0,0,16
UTTAR PRADESH,FATEHPUR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,1,0,0,2,2,1,0,0,6
UTTAR PRADESH,GONDA,13,3,4,2,3,3,4,0,32
UTTAR PRADESH,GORAKHPUR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HAMIRPUR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDWAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JALAUN,8,3,10,10,5,12,8,11,67
UTTAR PRADESH,JAUNPUR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,47,0,1,0,0,0,0,0,48
UTTAR PRADESH,KANPUR DEHAT,0,0,0,0,0,0,0,1,1
UTTAR PRADESH,KANPUR NAGAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,3,0,0,0,0,0,0,2,5
UTTAR PRADESH,KUSHI NAGAR,3,0,0,0,0,0,0,0,3
UTTAR PRADESH,LALITPUR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHOBA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,1,0,1,0,1,1,0,3,7
UTTAR PRADESH,MAINPURI,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,742,9,27,39,43,31,14,9,914
UTTAR PRADESH,MORADABAD,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,NAINITAL,2170,201,180,136,171,158,122,164,3302
UTTAR PRADESH,PAURI GARHWAL,2124,186,195,165,205,216,168,168,3427
UTTAR PRADESH,PILIBHIT,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PITHORAGARH,1410,146,181,157,177,150,160,146,2527
UTTAR PRADESH,PRATAPGARH,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAMPUR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SAHARANPUR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SANT RAVIDAS NAGAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SHAHJAHANPUR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SIDDHARTH NAGAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SITAPUR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,SONBHADRA,657,143,55,28,24,38,36,25,1006
UTTAR PRADESH,SULTANPUR,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,TEHRI GARHWAL,1963,239,213,105,146,183,170,336,3355
UTTAR PRADESH,UDHAMSINGH NAGAR,634,13,12,16,3,0,0,1,679
UTTAR PRADESH,UNNAO,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,UTTARKASHI,633,112,104,98,112,113,154,149,1475
UTTAR PRADESH,VARANASI,54,1,2,2,0,23,6,1,89
WEST BENGAL,BANKURA,13767,124,125,94,82,47,39,95,14373
WEST BENGAL,BIRBHUM,4546,29,21,27,10,6,10,24,4673
WEST BENGAL,BURDWAN,3544,131,95,38,59,33,95,57,4052
WEST BENGAL,COOCHBEHAR,164,0,0,1,15,13,17,9,219
WEST BENGAL,DAKSHIN DINAJPUR,5367,31,25,7,13,9,19,45,5516
WEST BENGAL,DARJEELING,215,2,3,3,5,8,6,26,268
WEST BENGAL,HOOGLY,333,7,5,4,12,9,3,11,384
WEST BENGAL,HOWRAH,1383,15,14,2,5,2,14,6,1441
WEST BENGAL,JALPAIGURI,248,9,20,11,25,31,9,68,421
WEST BENGAL,MALDA,565,11,15,8,0,0,1,156,756
WEST BENGAL,MIDNAPORE,6140,262,136,136,112,61,94,163,7104
WEST BENGAL,MURSHIDABAD,1678,36,34,14,8,8,7,312,2097
WEST BENGAL,NADIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WEST BENGAL,NORTH 24 PARGANAS,25,1,0,1,0,1,0,0,28
WEST BENGAL,PURULIA,15111,499,348,265,258,163,154,335,17133
WEST BENGAL,SOUTH 24 PARGANAS,5551,285,339,256,152,175,124,1082,7964
WEST BENGAL,UTTAR DINAJPUR,20,1,1,3,0,0,0,0,25
ANDAMAN & NICOBARS,ANDAMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANDAMAN & NICOBARS,NICOBARS,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHANDIGARH,,NA,NA,NA,NA,NA,NA,NA,NA,NA
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,5,1,1,1,1,2,0,0,11
DAMAN & DIU,,NA,NA,NA,NA,NA,NA,NA,NA,NA
DELHI,CENTRAL-DELHI,NA,NA,NA,NA,NA,NA,NA,NA,NA
DELHI,EAST,NA,NA,NA,NA,NA,NA,NA,NA,NA
DELHI,NORTH-EAST,NA,NA,NA,NA,NA,NA,NA,NA,NA
DELHI,NORTH-WEST,1347,5,1,0,0,0,1,0,1354
DELHI,SOUTH-EAST,NA,NA,NA,NA,NA,NA,NA,NA,NA
DELHI,SOUTH-WEST,NA,NA,NA,NA,NA,NA,NA,NA,NA
DELHI,WEST,29,0,0,0,0,0,0,0,29
LAKSHADWEEP,,NA,NA,NA,NA,NA,NA,NA,NA,NA
PONDICHERRY,KARAIKAL,14380,126,8,0,1,1,0,0,14516
PONDICHERRY,MAHE,NA,NA,NA,NA,NA,NA,NA,NA,NA
PONDICHERRY,PONDICHERRY,2829,0,1,1,0,0,0,0,2831
PONDICHERRY,YANAM,297,0,1,0,0,0,0,0,298
