-----
{
 "description": "The table refers to District wise Distribution of Surface Lift Schemes(on Stream) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftstate5.17.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Lift Schemes(on Stream) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcliftstate5.17.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"HIMACHAL PRADESH","Lahul & Spiti",1,2,3,15,6,21,15,6,21
"HIMACHAL PRADESH","Mandi",30,2,32,1601,131,1733,1285,60,1345
"HIMACHAL PRADESH","Shimla",10,4,14,85,41,126,82,37,119
"HIMACHAL PRADESH","Sirmaur",14,7,21,849,27,876,548,27,574
"HIMACHAL PRADESH","Solan",80,47,127,2425,206,2631,2087,163,2250
"HIMACHAL PRADESH","Una",12,0,12,916,0,916,392,0,392
"JAMMU & KASHMIR","ANANTNAG",2,2,4,110,37,147,96,35,131
"JAMMU & KASHMIR","BADGAM",17,8,25,1839,757,2596,1519,734,2253
"JAMMU & KASHMIR","BARAMULLA",36,60,96,2207,5223,7430,1103,5130,6233
"JAMMU & KASHMIR","DODA",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","JAMMU",0,6,6,0,118,118,0,100,100
"JAMMU & KASHMIR","KATHUA",1,0,1,60,0,60,60,0,60
"JAMMU & KASHMIR","KUPWARA",1,0,1,7,0,7,7,0,7
"JAMMU & KASHMIR","POONCH",2,0,2,52,0,52,52,0,52
"JAMMU & KASHMIR","PULWAMA",8,8,16,395,1436,1831,368,1337,1705
"JAMMU & KASHMIR","RAJOURI",1,1,2,32,16,48,32,16,48
"JAMMU & KASHMIR","SRINAGAR",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","UDHAMPUR",3,0,3,65,0,65,36,0,36
"JHARKHAND","BOKARO",4,49,53,5,25,30,5,23,28
"JHARKHAND","CHATRA",2,2,4,28,19,47,28,19,46
"JHARKHAND","DEOGHAR",46,20,66,229,65,294,181,43,225
"JHARKHAND","DHANBAD",7,166,173,28,125,153,16,56,73
"JHARKHAND","DUMKA",16,142,158,53,195,248,48,114,162
"JHARKHAND","GARHWA",2,4,6,22,6,28,22,5,27
"JHARKHAND","GIRIDIH",25,30,55,50,53,103,40,31,70
"JHARKHAND","GODDA",0,0,0,0,0,0,0,0,0
"JHARKHAND","GUMLA",0,0,0,0,0,0,0,0,0
"JHARKHAND","HAZARIBAGH",36,21,57,161,46,206,153,36,189
"JHARKHAND","JAMTARA",40,121,161,74,232,307,46,106,152
"JHARKHAND","KODERMA",3,0,3,12,0,12,11,0,11
"JHARKHAND","LATEHAR",21,6,27,36,32,69,27,32,59
"JHARKHAND","LOHARDAGA",0,1,1,0,54,54,0,38,38
"JHARKHAND","PAKUR",6,9,15,18,8,26,12,7,19
"JHARKHAND","PALAMU",4,0,4,32,0,32,32,0,32
"JHARKHAND","RANCHI",8,12,20,44,33,78,41,31,72
"JHARKHAND","SAHEBGANJ",4,18,22,59,36,96,44,17,61
"JHARKHAND","SARAIKELA",3,12,15,10,9,18,4,7,10
"JHARKHAND","SIMDEGA",0,2,2,0,2,2,0,1,1
"JHARKHAND","WEST SINGHBHUM",2,1,3,11,7,18,7,7,14
"KARNATAKA","Bagalkote",1,261,262,242,609,851,225,559,784
"KARNATAKA","Bangalore",1,0,1,117,0,117,97,0,97
"KARNATAKA","Bangalore Rural",1,563,564,182,512,694,176,474,650
"KARNATAKA","Belgaum",5,1238,1243,592,3095,3687,511,2785,3295
"KARNATAKA","Bellary",13,1500,1513,2681,13728,16409,2011,9865,11876
"KARNATAKA","Bidar",0,91,91,0,150,150,0,115,115
"KARNATAKA","Bijapur",1,156,157,130,510,640,122,448,570
"KARNATAKA","Chamaraja Nagara",0,0,0,0,0,0,0,0,0
"KARNATAKA","Chikmagalur",5,610,615,723,3178,3901,618,3036,3654
"KARNATAKA","Chitradurga",13,5,18,621,18,639,510,4,514
"KARNATAKA","Dakshina Kannada",1,401,402,49,623,672,35,425,460
"KARNATAKA","Davanagere",8,1188,1196,1843,3645,5488,1107,3464,4571
"KARNATAKA","Dharwar",0,650,650,0,1965,1965,0,1744,1744
"KARNATAKA","Gadag",0,548,548,0,1736,1736,0,1581,1581
"KARNATAKA","Gulbarga",7,385,392,1137,971,2109,637,809,1446
"KARNATAKA","Hassan",8,3,11,549,5,554,394,1,395
"KARNATAKA","Haveri",1,37,38,1074,70,1144,930,68,998
"KARNATAKA","Kodagu",2,154,156,90,451,541,75,72,147
"KARNATAKA","Kolar",1,0,1,24,0,24,15,0,15
"KARNATAKA","Koppal",3,147,150,697,1260,1957,634,1251,1885
"KARNATAKA","Mandya",3,3,6,504,3,507,445,3,448
"KARNATAKA","Mysore",0,0,0,0,0,0,0,0,0
"KARNATAKA","Raichur",2,1104,1106,766,3899,4665,712,3061,3773
"KARNATAKA","Shimoga",5,1064,1069,175,1344,1520,42,1098,1139
"KARNATAKA","Tumkur",3,17,20,266,66,332,229,66,295
"KARNATAKA","Udupi",1,181,182,64,516,580,1,198,199
"KARNATAKA","Uttara Kannada",1,691,692,101,1352,1453,88,1175,1263
"KERALA","ALAPPUZHA",3,30,33,307,1104,1411,260,1015,1275
"KERALA","ERANAKULAM",36,32,68,3760,685,4445,3457,682,4139
"KERALA","IDDUKKI",5,30,35,24,287,311,23,216,239
"KERALA","KANNUR",0,20,20,0,23,23,0,21,21
"KERALA","KASARAGODE",0,0,0,0,0,0,0,0,0
"KERALA","KOLLAM",1,3,4,40,2,42,40,2,42
"KERALA","KOTTAYAM",33,190,223,207,3105,3312,145,1852,1997
"KERALA","KOZHIKODE",4,98,102,74,133,207,74,133,207
"KERALA","MALAPPURAM",16,302,318,1290,415,1705,1273,361,1634
"KERALA","PALAKKAD",13,368,381,324,1445,1770,289,1309,1598
"KERALA","PATHANAMTHITTA",1,16,17,440,787,1227,440,732,1172
"KERALA","THIRUVANANTHAPURAM",0,1,1,0,18,18,0,16,16
"KERALA","THRISSUR",27,94,121,3161,1459,4620,3133,1369,4503
"KERALA","WAYANAD",17,340,357,425,2173,2598,355,2043,2398
"MADHYA PRADESH","BALAGHAT",25,151,176,356,246,601,237,234,470
"MADHYA PRADESH","BARWANI",0,1101,1101,0,2572,2572,0,1364,1364
"MADHYA PRADESH","BETUL",0,597,597,0,839,839,0,447,447
"MADHYA PRADESH","BHIND",55,0,55,856,0,856,227,0,227
"MADHYA PRADESH","BHOPAL",9,427,436,26,1328,1354,22,962,983
"MADHYA PRADESH","CHHATARPUR",85,510,595,902,2166,3069,871,2142,3013
"MADHYA PRADESH","CHHINDWARA",0,55,55,0,58,58,0,53,53
"MADHYA PRADESH","DAMOH",36,4193,4229,559,8601,9160,559,7938,8497
"MADHYA PRADESH","DATIA",84,82,166,279,311,590,215,311,526
"MADHYA PRADESH","DEWAS",7,263,270,8,483,491,7,304,311
"MADHYA PRADESH","DHAR",199,612,811,451,1976,2427,84,311,395
"MADHYA PRADESH","DINDORI",7,42,49,5,28,33,3,7,10
"MADHYA PRADESH","GUNA",10,3766,3776,39,10677,10716,39,10636,10675
"MADHYA PRADESH","GWALIOR",144,120,264,1020,1279,2299,502,214,716
"MADHYA PRADESH","HARDA",6,706,712,13,2121,2134,8,1714,1722
"MADHYA PRADESH","HOSHANGABAD",8,1691,1699,27,2623,2650,25,2371,2396
"MADHYA PRADESH","INDORE",0,18,18,0,27,27,0,27,27
"MADHYA PRADESH","JABALPUR",8,1173,1181,210,4536,4746,183,3319,3503
"MADHYA PRADESH","JHABUA",21,492,513,78,1127,1206,17,355,372
"MADHYA PRADESH","KATNI",32,1238,1270,193,3178,3370,101,2472,2573
"MADHYA PRADESH","KHANDWA",8,368,376,17,814,831,9,424,434
"MADHYA PRADESH","KHARGONE",2,1126,1128,17,2951,2968,13,1724,1737
"MADHYA PRADESH","MANDLA",0,234,234,0,260,260,0,219,219
"MADHYA PRADESH","MANDSAUR",22,360,382,45,700,745,13,294,307
"MADHYA PRADESH","MORENA",0,1,1,0,1,1,0,1,1
"MADHYA PRADESH","NARSINGHPUR",1,527,528,26,1176,1202,26,1114,1140
"MADHYA PRADESH","NEEMUCH",2,48,50,12,64,76,3,34,37
"MADHYA PRADESH","PANNA",2725,2515,5240,11687,5245,16932,5642,4303,9945
"MADHYA PRADESH","RAISEN",2,2526,2528,72,8029,8100,71,5427,5497
"MADHYA PRADESH","RAJGARH",16,368,384,81,947,1028,55,653,708
"MADHYA PRADESH","RATLAM",7,225,232,31,527,558,20,184,204
"MADHYA PRADESH","REWA",21,1019,1040,119,8246,8365,47,4759,4806
"MADHYA PRADESH","SAGAR",36,5272,5308,172,8386,8558,168,8127,8295
"MADHYA PRADESH","SATNA",107,774,881,1527,3670,5197,882,2485,3367
"MADHYA PRADESH","SEHORE",0,209,209,0,455,455,0,246,246
"MADHYA PRADESH","SEONI",88,314,402,544,3236,3780,454,2981,3435
"MADHYA PRADESH","SHAHDOL",311,1235,1546,735,3275,4010,514,1509,2024
"MADHYA PRADESH","SHAJAPUR",33,227,260,84,481,565,62,325,387
"MADHYA PRADESH","SHEOPUR",340,138,478,597,1732,2329,594,1732,2326
"MADHYA PRADESH","SHIVPURI",57,175,232,440,525,966,428,415,843
"MADHYA PRADESH","SIDHI",37,1285,1322,1006,8236,9241,767,6962,7728
"MADHYA PRADESH","TIKAMGARH",49,268,317,427,986,1413,298,837,1135
"MADHYA PRADESH","UJJAIN",7,198,205,34,305,338,22,263,285
"MADHYA PRADESH","UMARIA",42,1078,1120,301,2920,3222,180,2164,2345
"MADHYA PRADESH","VIDISHA",1,3113,3114,5,12030,12035,5,7610,7615
"MAHARASHTRA","AHMEDNAGAR",5,201,206,212,172,384,212,166,378
"MAHARASHTRA","AKOLA",0,111,111,0,225,225,0,151,151
"MAHARASHTRA","AMRAVATI",0,144,144,0,409,409,0,275,275
"MAHARASHTRA","AURANGABAD",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","BEED",0,35,35,0,108,108,0,105,105
"MAHARASHTRA","BHANDARA",1,27,28,503,45,548,503,43,547
"MAHARASHTRA","BULDANA",0,115,115,0,256,256,0,223,223
"MAHARASHTRA","CHANDRAPUR",6,111,117,120,849,969,120,838,957
"MAHARASHTRA","DHULE",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","GADCHIROLI",16,19,35,197,126,323,197,124,322
"MAHARASHTRA","GONDIYA",4,2,6,109,1,110,39,1,40
"MAHARASHTRA","HINGOLI",0,136,136,0,364,364,0,191,191
"MAHARASHTRA","JALGAON",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","JALNA",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","KOLHAPUR",26,7249,7275,1186,14088,15273,1121,12432,13553
"MAHARASHTRA","LATUR",0,481,481,0,932,932,0,918,918
"MAHARASHTRA","NAGPUR",1,146,147,28,2221,2248,27,1718,1745
"MAHARASHTRA","NANDED",45,777,822,198,2520,2719,161,1643,1805
"MAHARASHTRA","NANDURBAR",0,1,1,0,3,3,0,3,3
"MAHARASHTRA","NASHIK",0,734,734,0,810,810,0,810,810
"MAHARASHTRA","OSMANABAD",0,595,595,0,1497,1497,0,917,917
"MAHARASHTRA","PARBHANI",2,157,159,3,554,557,2,391,394
"MAHARASHTRA","PUNE",2,97,99,228,239,467,139,239,378
"MAHARASHTRA","RAIGHAR",7,82,89,16,128,143,16,125,141
"MAHARASHTRA","RATNAGIRI",1,25,26,0,54,54,0,12,12
"MAHARASHTRA","SANGLI",3,264,267,211,656,868,211,656,867
"MAHARASHTRA","SATARA",38,255,293,5099,755,5854,4872,748,5621
"MAHARASHTRA","SINDHUDURGA",73,335,408,233,657,890,162,483,645
"MAHARASHTRA","SOLAPUR",3,884,887,6,3135,3142,6,2204,2211
"MAHARASHTRA","THANE",1,116,117,0,278,278,0,271,272
"MAHARASHTRA","WARDHA",5,19,24,97,315,412,88,220,309
"MAHARASHTRA","WASHIM",1,433,434,2,1151,1153,2,1085,1087
"MAHARASHTRA","YAVATMAL",0,1395,1395,0,4106,4106,0,2878,2878
"MANIPUR","IMPHAL EAST",0,1,1,0,100,100,0,100,100
"MANIPUR","IMPHAL WEST",0,0,0,0,0,0,0,0,0
"MANIPUR","THOUBAL",1,0,1,190,0,190,170,0,170
"MEGHALAYA","EAST GARO HILLS",0,0,0,0,0,0,0,0,0
"MEGHALAYA","JAINTIA HILLS",0,2,2,0,4,4,0,4,4
"MEGHALAYA","WEST GARO HILLS",0,0,0,0,0,0,0,0,0
"MIZORAM","CHAMPHAI",0,17,17,0,16,16,0,10,10
"MIZORAM","KOLASIB",0,0,0,0,0,0,0,0,0
"MIZORAM","MAMIT",0,0,0,0,0,0,0,0,0
"MIZORAM","SERCHHIP",0,170,170,0,201,201,0,113,113
"NAGALAND","DIMAPUR",0,3,3,0,10,10,0,6,6
"ORISSA","ANGUL",12,5,17,207,6,213,126,3,129
"ORISSA","BALASORE",4,3,7,86,39,125,43,24,67
"ORISSA","BARGARH",12,27,39,304,137,442,208,70,278
"ORISSA","BHADRAK",5,12,17,60,8,67,11,3,14
"ORISSA","BOLANGIR",16,97,113,475,113,588,358,94,452
"ORISSA","BOUDH",7,0,7,402,0,402,156,0,156
"ORISSA","CUTTACK",3,65,68,56,105,161,4,20,23
"ORISSA","DEOGARH",14,19,33,200,43,243,37,20,57
"ORISSA","DHENKANAL",21,8,29,640,23,663,256,21,277
"ORISSA","GAJAPATI",2,5,7,65,30,95,42,22,64
"ORISSA","GANJAM",17,86,103,437,288,725,225,93,318
"ORISSA","JAGATSINGHPUR",1,0,1,16,0,16,0,0,0
"ORISSA","JAJAPUR",3,8,11,14,13,27,13,9,22
"ORISSA","JHARSUGUDA",22,9,31,294,39,332,136,33,169
"ORISSA","KALAHANDI",1,4,5,24,9,33,0,8,8
"ORISSA","KANDHAMAL",4,5,9,102,2,104,32,1,33
"ORISSA","KENDRAPARA",0,107,107,0,132,132,0,71,71
"ORISSA","KEONJHAR",111,59,170,1360,220,1580,552,100,652
"ORISSA","KHURDA",7,4,11,29,12,41,6,4,11
"ORISSA","KORAPUT",7,252,259,175,589,764,142,517,659
"ORISSA","MALKANAGIRI",1,9,10,1,32,33,1,24,25
"ORISSA","MAYURBHANJA",22,125,147,315,366,682,194,215,409
"ORISSA","NAWARANGAPUR",75,49,124,618,60,678,488,36,524
"ORISSA","NAYAGARH",12,7,19,83,42,125,6,7,13
"ORISSA","NUAPADA",1,1,2,32,0,32,32,0,32
"ORISSA","PURI",7,6,13,40,9,49,30,3,34
"ORISSA","RAYAGADA",13,22,35,280,143,423,115,77,192
"ORISSA","SAMBALPUR",12,136,148,84,381,465,22,155,176
"ORISSA","SONEPUR",1,8,9,20,154,174,8,123,131
"ORISSA","SUNDARGARH",25,105,130,778,329,1106,157,299,457
"PONDICHERRY","KARAIKAL",0,0,0,0,0,0,0,0,0
"PONDICHERRY","PONDICHERRY",0,0,0,0,0,0,0,0,0
"PUNJAB","AMRITSER",0,0,0,0,0,0,0,0,0
"PUNJAB","FATEHGARH SAHIB",0,0,0,0,0,0,0,0,0
"PUNJAB","GURDASPUR",0,0,0,0,0,0,0,0,0
"PUNJAB","HOSHIARPUR",0,0,0,0,0,0,0,0,0
"PUNJAB","MOGA",0,7,7,0,34,34,0,23,23
"PUNJAB","PATIALA",0,153,153,0,1373,1373,0,1373,1373
"PUNJAB","ROPAR",16,88,104,24,470,494,24,470,494
"PUNJAB","SANGRUR",0,2,2,0,11,11,0,11,11
"RAJASTHAN","AJMER",3,0,3,561,0,561,429,0,429
"RAJASTHAN","BANSWARA",44,445,489,474,946,1420,449,835,1284
"RAJASTHAN","BARAN",32,0,32,679,0,679,528,0,528
"RAJASTHAN","BHILWARA",1,3,4,111,180,291,101,90,191
"RAJASTHAN","BUNDI",0,0,0,0,0,0,0,0,0
"RAJASTHAN","CHITTORGARH",0,0,0,0,0,0,0,0,0
"RAJASTHAN","DAUSA",0,0,0,0,0,0,0,0,0
"RAJASTHAN","DUNGARPUR",9,13,22,12,32,44,4,18,22
"RAJASTHAN","JAIPUR",0,164,164,0,606,606,0,606,606
"RAJASTHAN","JHALAWAR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","KOTA",19,46,65,425,79,505,337,76,413
"RAJASTHAN","PALI",2,0,2,82,0,82,0,0,0
"RAJASTHAN","RAJSAMAND",1,0,1,1,0,1,0,0,0
"RAJASTHAN","SAWAI MADHOPUR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","SIROHI",0,2,2,0,6,6,0,5,5
"RAJASTHAN","TONK",1,20,21,202,118,320,202,103,305
"RAJASTHAN","UDAIPUR",1,3,4,98,12,111,0,3,3
"TAMIL NADU","COIMBATORE",0,11,11,0,62,62,0,15,15
"TAMIL NADU","CUDDALORE",0,11,11,0,10,10,0,7,7
"TAMIL NADU","DHARMAPURI",0,115,115,0,300,300,0,27,27
"TAMIL NADU","DINDIGUL",0,0,0,0,0,0,0,0,0
"TAMIL NADU","ERODE",0,113,113,0,625,625,0,254,254
"TAMIL NADU","KANCHEEPURAM",0,0,0,0,0,0,0,0,0
"TAMIL NADU","KARUR",0,17,17,0,25,25,0,13,13
"TAMIL NADU","MADURAI",0,21,21,0,43,43,0,36,36
