-----
{
 "description": "The table refers to district wise potential utilized through dug-wells. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statedgwltab1.14.csv", 
 "title": "Download CSV for District wise Irrigation potential utilised through Dugwells for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Statedgwltab1.14.csv"
}
-----
"State","District","Actual area irrigated (Ha) - Kharif","Actual area irrigated (Ha) - Rabi","Actual area irrigated (Ha) - Perennial","Actual area irrigated (Ha) - Others","Total"
"BIHAR","KODARMA",1808,5003,544,366,7721
"BIHAR","LAKHISARAI",153,348,7,64,572
"BIHAR","LOHARDAGA",1481,4557,145,262,6445
"BIHAR","MADHEPURA",0,0,0,0,0
"BIHAR","MADHUBANI",31,60,4,3,98
"BIHAR","MUNGER",1232,1279,50,64,2625
"BIHAR","MUZAFFARPUR",33,38,0,1,72
"BIHAR","NALANDA",27052,22093,2336,857,52338
"BIHAR","NAWADA",2838,2795,317,110,6060
"BIHAR","PAKUR",150,161,5,3,319
"BIHAR","PALAMU",9806,12176,1502,491,23975
"BIHAR","PATNA",5224,4622,413,358,10617
"BIHAR","PURNIA",0,1,0,0,1
"BIHAR","RANCHI",6762,11626,2743,1276,22407
"BIHAR","ROHTAS",5503,4385,179,65,10132
"BIHAR","SAHARSA",NA,NA,NA,NA,NA
"BIHAR","SAHEBGANJ",509,425,18,4,956
"BIHAR","SAMASTIPUR",24,44,0,9,77
"BIHAR","SARAN",204,506,58,17,785
"BIHAR","SHEIKHPURA",264,243,55,21,583
"BIHAR","SHEOHAR",NA,NA,NA,NA,NA
"BIHAR","SINGHBHUM EAST",807,645,65,128,1645
"BIHAR","SINGHBHUM WEST",1039,648,54,29,1770
"BIHAR","SITAMARHI",1,3,1,0,5
"BIHAR","SIWAN",805,2000,47,20,2872
"BIHAR","SUPAUL",NA,NA,NA,NA,NA
"BIHAR","VAISHALI",743,1139,1181,136,3199
"GOA","NORTH GOA",1,794,1095,292,2182
"GOA","SOUTH GOA",8,141,991,116,1256
"GUJARAT","",NA,NA,NA,NA,NA
"HARYANA","AMBALA",2768,2768,0,0,5536
"HARYANA","BHIWANI",10505,10505,0,0,21010
"HARYANA","FARIDABAD",NA,NA,NA,NA,NA
"HARYANA","GURGAON",11330,11330,0,0,22660
"HARYANA","HISAR",600,600,0,0,1200
"HARYANA","JIND",NA,NA,NA,NA,NA
"HARYANA","KAITHAL",9049,9049,0,0,18098
"HARYANA","KARNAL",5650,5650,0,0,11300
"HARYANA","KURUKSHETRA",NA,NA,NA,NA,NA
"HARYANA","MEHANDERGARH",5096,5096,0,0,10192
"HARYANA","PANCHKULA",63,63,0,0,126
"HARYANA","PANIPAT",1592,1592,0,0,3184
"HARYANA","RIWARI",3518,3518,0,0,7036
"HARYANA","ROHTAK",2869,2872,0,0,5741
"HARYANA","SIRSA",4680,4680,0,0,9360
"HARYANA","SONIPAT",183,183,0,0,366
"HARYANA","YAMUNA NAGAR",2545,2545,0,0,5090
"HIMACHAL PRADESH","Bilaspur",75,75,0,0,150
"HIMACHAL PRADESH","Chamba",NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Hamirpur",31,42,0,0,73
"HIMACHAL PRADESH","Kangra",773,612,19,0,1404
"HIMACHAL PRADESH","Kinnaur",NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Kullu",7,6,0,0,13
"HIMACHAL PRADESH","Lahul & Spiti",NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Mandi",7,7,0,2,16
"HIMACHAL PRADESH","Shimla",NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Sirmaur",398,392,10,0,800
"HIMACHAL PRADESH","Solan",542,916,16,15,1489
"HIMACHAL PRADESH","Una",160,415,2,5,582
"JAMMU & KASHMIR","Anantnagh",NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Baramulla",61,3,0,0,64
"JAMMU & KASHMIR","Budgam",13,0,0,0,13
"JAMMU & KASHMIR","Doda",NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Jammu",106,106,0,0,212
"JAMMU & KASHMIR","Kargil",NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Kathua",318,318,0,0,636
"JAMMU & KASHMIR","Kupwara",NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Leh",NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Poonch",NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Pulwama",7,26,0,0,33
"JAMMU & KASHMIR","Rajouri",5,5,0,0,10
"JAMMU & KASHMIR","Srinagar",69,69,0,0,138
"JAMMU & KASHMIR","Udhampur",6,6,0,0,12
"KARNATAKA","BANGALORE RURAL",5680.25,1587.18,2333.84,179.95,9781.22
"KARNATAKA","BANGALORE URBAN",1521.85,300.52,963.04,39.5,2824.91
"KARNATAKA","BELGAUM",53098.34,20702.59,11273.17,456.19,85530.29
"KARNATAKA","BELLARY",7368.35,2399.73,711.63,598.96,11078.67
"KARNATAKA","BIDAR",19526.13,17727.54,2349.49,90.85,39694.01
"KARNATAKA","BIJAPUR",40842.22,27222.36,2919.66,1919.18,72903.42
"KARNATAKA","CHIKKAMAGALORE",3671.77,898.11,2310.84,581.25,7461.97
"KARNATAKA","CHITRADURGA",11517.53,3155.72,3603.34,1942.25,20218.84
"KARNATAKA","DAKSHINA KANNADA",3135.84,14521.7,19391.04,9916.59,46965.17
"KARNATAKA","DHARWAR",6356.9,4833.48,828.86,524.45,12543.69
"KARNATAKA","GULBARGA",18351.55,15465.08,1976.5,174.94,35968.07
"KARNATAKA","HASSAN",3481.96,1507.32,1358.81,186.76,6534.85
"KARNATAKA","KODAGU",261.4,111.64,6,4,383.04
"KARNATAKA","KOLAR",17564.58,8038.35,4665.91,419.94,30688.78
"KARNATAKA","MANDYA",5028,2886.73,2012.76,605.11,10532.6
"KARNATAKA","MYSORE",18448.89,8228.69,5527.07,2119.65,34324.3
"KARNATAKA","RAICHUR",19868.38,7593.1,1470.38,4579.07,33510.93
"KARNATAKA","SHIMOGA",4994.34,813.64,3819.04,789.31,10416.33
"KARNATAKA","TUMKUR",11486.34,3643.48,4736.7,2402.03,22268.55
"KARNATAKA","UTTARA KANNADA",1618.26,983.75,3917.96,803.75,7323.72
"KERALA","ALAPUZHA",15,31,691,620,1357
"KERALA","ERANAKULAM",2090,1830,4542,2207,10669
"KERALA","IDUKKI",460,578,4405,912,6355
"KERALA","KANNUR",207,788,4503,1121,6619
"KERALA","KASARAGODE",352,739,2004,243,3338
"KERALA","KOLLAM",5,3,702,279,989
"KERALA","KOTTAYAM",148,95,3360,643,4246
"KERALA","KOZHIKODE",189,238,3073,747,4247
"KERALA","MALAPPURAM",1148,1269,4189,785,7391
"KERALA","PALAKKAD",2579,2372,1287,1800,8038
"KERALA","PATHANAMTHITTA",343,295,980,496,2114
"KERALA","THIRUVANANTHAPURAM",184,126,1674,688,2672
"KERALA","THRISSUR",594,898,15007,2021,18520
"KERALA","WAYANAD",552,321,952,931,2756
"MADHYA PRADESH","BALAGHAT",8219,5702,299,66,14286
"MADHYA PRADESH","BASTAR",263,1995,30,4,2292
"MADHYA PRADESH","BETUL",2811,62886,110,1,65808
"MADHYA PRADESH","BHIND",2219,39947,0,0,42166
"MADHYA PRADESH","BHOPAL",43,20636,44,7,20730
"MADHYA PRADESH","BILASPUR",4279,5983,52,90,10404
"MADHYA PRADESH","CHHATARPUR",278,87539,20,7,87844
"MADHYA PRADESH","CHHINDWARA",6844,37880,194,29,44947
"MADHYA PRADESH","DAMOH",312,16604,23,36,16975
"MADHYA PRADESH","DATIA",1163,29805,0,0,30968
"MADHYA PRADESH","DEWAS",3764,55278,295,63,59400
"MADHYA PRADESH","DHAR",26915,37346,340,19,64620
"MADHYA PRADESH","DURG",8520,3762,231,2010,14523
"MADHYA PRADESH","GUNA",119,32476,0,0,32595
"MADHYA PRADESH","GWALIOR",1710,31604,0,0,33314
"MADHYA PRADESH","HOSHANGABAD",349,61284,37,82,61752
"MADHYA PRADESH","INDORE",1199,31946,61,2,33208
"MADHYA PRADESH","JABALPUR",2677,32638,16,9,35340
"MADHYA PRADESH","JHABUA",2867,14119,37,10,17033
"MADHYA PRADESH","KHANDWA",22006,54003,9342,219,85570
"MADHYA PRADESH","KHARGONE",64070,47433,2200,103,113806
"MADHYA PRADESH","MANDLA",800,1719,70,1,2590
"MADHYA PRADESH","MANDSAUR",5240,176188,2698,268,184394
"MADHYA PRADESH","MORENA",2003,57110,0,0,59113
"MADHYA PRADESH","NARSIMHAPUR",9298,57123,55,112,66588
"MADHYA PRADESH","PANNA",493,9770,7,12,10282
"MADHYA PRADESH","RAIGARH",997,3336,11,10,4354
"MADHYA PRADESH","RAIPUR",9174,15145,235,761,25315
"MADHYA PRADESH","RAISEN",11,17704,6,0,17721
"MADHYA PRADESH","RAJGARH",737,87569,76,28,88410
"MADHYA PRADESH","RAJNANDGAON",7486,5784,160,100,13530
"MADHYA PRADESH","RATLAM",5217,79097,390,62,84766
"MADHYA PRADESH","REWA",994,20474,79,7,21554
"MADHYA PRADESH","SAGAR",128,37029,0,0,37157
"MADHYA PRADESH","SATNA",135,27976,18,34,28163
"MADHYA PRADESH","SEHORE",1569,67159,429,20,69177
"MADHYA PRADESH","SEONI",1362,15325,17,2,16706
"MADHYA PRADESH","SHAHDOL",59,6312,2,6,6379
"MADHYA PRADESH","SHAJAPUR",520,84282,396,190,85388
"MADHYA PRADESH","SHIVPURI",1437,106111,0,0,107548
"MADHYA PRADESH","SIDHI",102,15089,60,0,15251
"MADHYA PRADESH","SURGUJA",837,11448,283,9,12577
"MADHYA PRADESH","TIKAMGARH",10040,78469,0,0,88509
"MADHYA PRADESH","UJJAIN",1622,64458,162,65,66307
"MADHYA PRADESH","VIDISHA",195,21150,22,0,21367
"MAHARASHTRA","",NA,NA,NA,NA,NA
"MANIPUR","BISHNUPUR",NA,NA,NA,NA,NA
"MANIPUR","CHANDEL",NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR",NA,NA,NA,NA,NA
"MANIPUR","IMPHAL",NA,NA,NA,NA,NA
"MANIPUR","SENAPATI",NA,NA,NA,NA,NA
"MANIPUR","TAMENGLONG",NA,NA,NA,NA,NA
"MANIPUR","THOUBAL",NA,NA,NA,NA,NA
"MANIPUR","UKHRUL",NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS",NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS",NA,NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT",NA,NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS",6,5,0,0,11
"MEGHALAYA","WEST GARO HILLS",NA,NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS",NA,NA,NA,NA,NA
"MIZORAM","AIZAWL",308,241,1,0,550
"MIZORAM","CHHIMTUIPUI",12,6,1,0,19
"MIZORAM","LUNGLEI",42,0,4,0,46
"NAGALAND","KOHIMA",228,86,1,0,315
"NAGALAND","MOKOKCHUNG",6,1,0,0,7
"NAGALAND","MON",NA,NA,NA,NA,NA
"NAGALAND","PHEK",NA,NA,NA,NA,NA
"NAGALAND","TUENSANG",NA,NA,NA,NA,NA
"NAGALAND","WOKHA",NA,NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO",NA,NA,NA,NA,NA
"ORISSA","ANGUL",2344,789,239,6,3378
"ORISSA","BALASORE",31,218,4,0,253
"ORISSA","BARAGARH",4354,2483,451,42,7330
"ORISSA","BHADRAK",24,67,3,0,94
"ORISSA","BOLANGIR",8000,5807,2607,131,16545
"ORISSA","BOUDH",1159,709,153,2,2023
"ORISSA","CUTTACK",2223,1036,467,162,3888
"ORISSA","DEOGARH",767,421,62,0,1250
"ORISSA","DHENKANAL",1401,1214,114,12,2741
"ORISSA","GAJAPATI",1083,607,19,0,1709
"ORISSA","GANJAM",7421,9383,928,130,17862
"ORISSA","JAGATSINGHPUR",48,134,4,14,200
"ORISSA","JAJPUR",506,296,8,1,811
"ORISSA","JHARSUGUDA",980,705,12,0,1697
"ORISSA","KALAHANDI",1821,970,403,24,3218
"ORISSA","KENDRAPARA",52,39,0,0,91
"ORISSA","KEONJHAR",1785,641,25,4,2455
"ORISSA","KHURDA",1176,1274,591,492,3533
"ORISSA","KORAPUT",369,244,18,0,631
"ORISSA","MALKANGIRI",131,70,7,0,208
"ORISSA","MAYURBHANJ",867,769,5,2,1643
"ORISSA","NAYAGARH",984,1291,1147,58,3480
"ORISSA","NOWRANGPUR",1397,771,75,7,2250
"ORISSA","NUAPADA",859,1080,168,4,2111
"ORISSA","PHULBANI",362,382,10,2,756
"ORISSA","PURI",39,624,35,7,705
"ORISSA","RAYAGADA",244,96,8,2,350
"ORISSA","SAMBALPUR",2323,712,54,9,3098
"ORISSA","SONEPUR",2404,1106,123,32,3665
"ORISSA","SUNDARGARH",726,2909,172,3,3810
"PUNJAB","AMRITSAR",5876,5987,401,308,12572
"PUNJAB","BATHINDA",1519,1690,113,3,3325
"PUNJAB","FARIDKOT",2108,2115,4,0,4227
"PUNJAB","FATEHGARH SAHIB",491,486,26,0,1003
"PUNJAB","FEROZEPUR",1016,1016,0,28,2060
"PUNJAB","GURDASPUR",3447,3473,208,40,7168
"PUNJAB","HOSHIARPUR",1570,1618,102,5,3295
"PUNJAB","JALANDHAR",3996,4084,367,48,8495
"PUNJAB","KAPURTHALA",2425,3124,57,14,5620
"PUNJAB","LUDHIANA",1854,2163,34,0,4051
"PUNJAB","MANSA",1999,4202,11,0,6212
"PUNJAB","PATIALA",344,294,22,0,660
"PUNJAB","ROPAR",4221,5899,171,99,10390
"PUNJAB","SANGRUR",5307,5218,150,34,10709
"RAJASTHAN","AJMER",7943,86709,316,728,95696
"RAJASTHAN","ALWAR",859,202937,109,2,203907
"RAJASTHAN","BANSWARA",156,11015,207,1,11379
"RAJASTHAN","BARAN",8030,47888,818,1772,58508
"RAJASTHAN","BARMER",2924,72696,150,905,76675
"RAJASTHAN","BHARATPUR",199,17429,83,6,17717
"RAJASTHAN","BHILWARA",6793,229294,2173,946,239206
"RAJASTHAN","BIKANER",644,1016,0,0,1660
"RAJASTHAN","BUNDI",1552,53941,439,242,56174
"RAJASTHAN","CHITTORGARH",11734,180669,3319,1644,197366
"RAJASTHAN","CHURU",999,7484,1,169,8653
"RAJASTHAN","DAUSA",4493,105370,965,323,111151
"RAJASTHAN","DHOLPUR",357,50779,7,82,51225
"RAJASTHAN","DUNGARPUR",681,15910,104,506,17201
"RAJASTHAN","GANGANAGAR",NA,NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH",0,5178,0,0,5178
"RAJASTHAN","JAIPUR",4791,279119,3046,163,287119
"RAJASTHAN","JAISALMER",247,1046,0,2,1295
"RAJASTHAN","JALORE",6703,235215,2232,2105,246255
"RAJASTHAN","JHALAWAR",7560,143641,1940,1180,154321
"RAJASTHAN","JHUNJHNU",13775,103745,276,4616,122412
"RAJASTHAN","JODHPUR",6067,47189,93,1125,54474
"RAJASTHAN","KOTA",304,32137,146,3,32590
"RAJASTHAN","NAGAUR",5941,139585,1511,439,147476
"RAJASTHAN","PALI",1642,137167,716,42,139567
"RAJASTHAN","RAJSAMAND",3901,79512,1399,116,84928
"RAJASTHAN","SAWAI-MADHOPUR",2796,130253,512,327,133888
"RAJASTHAN","SIKAR",31999,120137,354,5160,157650
"RAJASTHAN","SIROHI",13805,78007,868,6870,99550
"RAJASTHAN","TONK",11177,92261,1163,1996,106597
"RAJASTHAN","UDAIPUR",2526,162939,958,253,166676
"SIKKIM","EAST SIKKIM",NA,NA,NA,NA,NA
"SIKKIM","NORTH SIKKIM",NA,NA,NA,NA,NA
"SIKKIM","SOUTH SIKKIM",NA,NA,NA,NA,NA
"SIKKIM","WEST SIKKIM",NA,NA,NA,NA,NA
"TAMIL NADU","COIMBATORE",94115.15,12315.94,39313.81,1919.72,147664.62
"TAMIL NADU","CUDDALORE",3476.51,3659.02,670.07,1877.01,9682.61
"TAMIL NADU","DHARMAPURI",126329.45,52984.81,28076.8,7265.46,214656.52
"TAMIL NADU","DINDIGUL",37156.01,31450.43,19799.93,3442.06,91848.43
"TAMIL NADU","ERODE",56460.09,22432.54,6999.93,6602.47,92495.03
"TAMIL NADU","KANCHIPURAM",33027.03,28169.13,12225.11,982.23,74403.5
"TAMIL NADU","KANNIYAKUMARI",50.46,48.32,1653.08,141.85,1893.71
"TAMIL NADU","KARUR",10746.75,7453.9,2923.23,949.27,22073.15
"TAMIL NADU","MADRAS",NA,NA,NA,NA,NA
"TAMIL NADU","MADURAI",56847.47,204365.16,42695.47,28868.26,332776.36
"TAMIL NADU","NAGAPATTINAM",7278.41,1546.91,890.37,138.52,9854.21
"TAMIL NADU","NAMAKKAL",29707.56,900.86,221.57,23.07,30853.06
"TAMIL NADU","PERAMBALUR",36293.4,83439.79,2360.76,556.13,122650.08
"TAMIL NADU","PUDUKOTTAI",12459.64,17290.88,2054.43,1768.42,33573.37
"TAMIL NADU","RAMNATHAPURAM",1527.48,1172.63,2943.41,28.81,5672.33
"TAMIL NADU","SALEM",40251.94,3080.66,797.1,107.73,44237.43
"TAMIL NADU","SIVAGANGA",3449.94,7347.3,753.42,452.66,12003.32
"TAMIL NADU","THANJAVUR",11778.81,2489.47,596.08,821.27,15685.63
"TAMIL NADU","THE NILGIRIS",434.72,0,0,0,434.72
"TAMIL NADU","THENI",6850.25,1642.89,3075.49,62.63,11631.26
"TAMIL NADU","THOOTHUGUDI",4147.45,9081.86,4340.43,343.03,17912.77
"TAMIL NADU","TIRUNELVELI",23734.81,17742.08,4126.63,343.15,45946.67
"TAMIL NADU","TIRUVALLUR",20239.16,11943.71,1710.37,531.75,34424.99
"TAMIL NADU","TIRUVANNAMALAI",190051.19,225328.44,227652.83,11258.86,654291.32
"TAMIL NADU","TIRUVARUR",47.06,10.77,0.38,0,58.21
"TAMIL NADU","TRICHIRAPPALLI",897078.78,887481.77,177606.1,104992.8,2067159.45
"TAMIL NADU","VELLORE",42874.69,24195.03,23256.71,4799.86,95126.29
"TAMIL NADU","VILLUPURAM",46145.23,41700.05,6588.23,3732.04,98165.55
"TAMIL NADU","VIRUDHUNAGAR",15136.3,16823.14,3471.94,5979.66,41411.04
"TRIPURA","DHALAI",36,51,0,21,108
"TRIPURA","NORTH",8,10,0,5,23
"TRIPURA","SOUTH",366,588,14,22,990
"TRIPURA","WEST",0,0,0,0,0
"UTTAR PRADESH","AGRA",2353,7802,330,22,10507
"UTTAR PRADESH","ALIGARH",800,827,50,14,1691
"UTTAR PRADESH","ALLAHABAD",901,4732,125,49,5807
"UTTAR PRADESH","ALMORA",NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH",112,314,204,8,638
"UTTAR PRADESH","BADAUN",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH",703,712,1328,77,2820
"UTTAR PRADESH","BALLIA",195,247,69,28,539
"UTTAR PRADESH","BANDA",7240,16479,2599,1113,27431
"UTTAR PRADESH","BARABANKI",163,179,51,46,439
"UTTAR PRADESH","BAREILLY",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI",1396,1567,684,311,3958
"UTTAR PRADESH","BIJNOR",268,262,299,44,873
"UTTAR PRADESH","BULANDSHAHR",48,144,0,33,225
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)",NA,NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN",36,41,0,2,79
"UTTAR PRADESH","DEORIA",1225,1470,155,139,2989
"UTTAR PRADESH","ETAH",6414,7060,337,163,13974
"UTTAR PRADESH","ETAWAH",612,904,48,44,1608
"UTTAR PRADESH","FAIZABAD",NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD",29,101,0,42,172
"UTTAR PRADESH","FATEHPUR",526,731,537,172,1966
"UTTAR PRADESH","FIROZABAD",1306,1470,71,122,2969
"UTTAR PRADESH","GHAZIABAD",NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR",0,0,1,0,1
"UTTAR PRADESH","GONDA",7,21,2,6,36
"UTTAR PRADESH","GORAKHPUR",152,61,327,61,601
"UTTAR PRADESH","HAMIRPUR",796,4705,137,171,5809
"UTTAR PRADESH","HARDOI",1743,2596,593,278,5210
"UTTAR PRADESH","HARDWAR",614,803,1186,9,2612
"UTTAR PRADESH","JALAUN",1095,7711,19,83,8908
"UTTAR PRADESH","JAUNPUR",1154,1601,400,111,3266
"UTTAR PRADESH","JHANSI",13185,60534,1629,19930,95278
"UTTAR PRADESH","KANPUR DEHAT",231,453,623,70,1377
"UTTAR PRADESH","KANPUR NAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","KHIRI",NA,NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR",207,229,101,11,548
"UTTAR PRADESH","LALITPUR",0,48337,0,0,48337
"UTTAR PRADESH","LUCKNOW",723,927,453,232,2335
"UTTAR PRADESH","MAHOBA",5916,25021,191,310,31438
"UTTAR PRADESH","MAHRAJGANJ",276,342,46,31,695
"UTTAR PRADESH","MAINPURI",220,242,1,59,522
"UTTAR PRADESH","MATHURA",604,1023,176,280,2083
"UTTAR PRADESH","MAU",NA,NA,NA,NA,NA
"UTTAR PRADESH","MEERUT",19,16,3,1,39
"UTTAR PRADESH","MIRZAPUR",2966,5673,182,177,8998
"UTTAR PRADESH","MORADABAD",2080,2224,397,155,4856
"UTTAR PRADESH","MUZAFFER NAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL",70,70,0,0,140
"UTTAR PRADESH","PAURI GARHWAL",NA,NA,NA,NA,NA
