-----
{
 "description": "The table refers to District wise Distribution of Surface Flow Schemes according to Social status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.4.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Flow Schemes according to Social status", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.4.csv"
}
-----
"State","District","Scheduled caste","Scheduled tribe","Other social status of farmers","Total"
"GUJARAT","RAJKOT",2,1,727,730
"GUJARAT","SABARKANTHA",0,0,34,34
"GUJARAT","SURAT",9,23,1,33
"GUJARAT","SURENDRANAGAR",25,61,2180,2266
"GUJARAT","VADODARA",0,1,8,9
"GUJARAT","VALSAD",0,0,0,0
"HARYANA","AMBALA",0,0,5,5
"HARYANA","BHIWANI",1,0,73,74
"HARYANA","GURGAON",6,0,0,6
"HARYANA","KARNAL",0,0,377,377
"HARYANA","PANCHKULA",3,0,198,201
"HARYANA","REWARI",0,0,0,0
"HIMACHAL PRADESH","Bilaspur",5,1,474,480
"HIMACHAL PRADESH","Chamba",2,2,338,342
"HIMACHAL PRADESH","Hamirpur",5,0,102,107
"HIMACHAL PRADESH","Kangra",2,0,1033,1035
"HIMACHAL PRADESH","Kinnaur",0,9,94,103
"HIMACHAL PRADESH","Kullu",0,0,39,39
"HIMACHAL PRADESH","Lahul & Spiti",10,29,340,379
"HIMACHAL PRADESH","Mandi",22,3,1501,1526
"HIMACHAL PRADESH","Shimla",6,1,528,535
"HIMACHAL PRADESH","Sirmaur",13,0,1304,1317
"HIMACHAL PRADESH","Solan",12,0,558,570
"HIMACHAL PRADESH","Una",0,0,67,67
"JAMMU & KASHMIR","ANANTNAG",6,1,441,448
"JAMMU & KASHMIR","BADGAM",1,0,129,130
"JAMMU & KASHMIR","BARAMULLA",1,39,160,200
"JAMMU & KASHMIR","DODA",6,2,247,255
"JAMMU & KASHMIR","JAMMU",0,0,4,4
"JAMMU & KASHMIR","KARGIL",2,352,2,356
"JAMMU & KASHMIR","KATHUA",27,5,163,195
"JAMMU & KASHMIR","KUPWARA",4,15,214,233
"JAMMU & KASHMIR","LEH",1,118,1,120
"JAMMU & KASHMIR","POONCH",1,19,31,51
"JAMMU & KASHMIR","PULWAMA",1,0,270,271
"JAMMU & KASHMIR","RAJOURI",12,36,295,343
"JAMMU & KASHMIR","SRINAGAR",0,2,68,70
"JAMMU & KASHMIR","UDHAMPUR",10,4,181,195
"JHARKHAND","BOKARO",68,138,707,913
"JHARKHAND","CHATRA",18,6,135,159
"JHARKHAND","DEOGHAR",182,477,2698,3357
"JHARKHAND","DHANBAD",53,233,784,1070
"JHARKHAND","DUMKA",91,1672,1052,2815
"JHARKHAND","GARHWA",165,290,1097,1552
"JHARKHAND","GIRIDIH",57,144,683,884
"JHARKHAND","GODDA",14,127,61,202
"JHARKHAND","GUMLA",8,739,78,825
"JHARKHAND","HAZARIBAGH",11,26,173,210
"JHARKHAND","JAMTARA",205,1395,1420,3020
"JHARKHAND","KODERMA",3,1,68,72
"JHARKHAND","LATEHAR",18,141,243,402
"JHARKHAND","LOHARDAGA",0,2,0,2
"JHARKHAND","PAKUR",27,721,203,951
"JHARKHAND","PALAMU",65,255,1554,1874
"JHARKHAND","RANCHI",17,105,121,243
"JHARKHAND","SAHEBGANJ",52,920,74,1046
"JHARKHAND","SARAIKELA",84,1101,886,2071
"JHARKHAND","SIMDEGA",20,275,147,442
"JHARKHAND","WEST SINGHBHUM",89,1959,187,2235
"KARNATAKA","Bagalkote",0,0,22,22
"KARNATAKA","Bangalore",0,0,0,0
"KARNATAKA","Bangalore Rural",5,1,10,16
"KARNATAKA","Belgaum",9,0,134,143
"KARNATAKA","Bellary",4,0,5,9
"KARNATAKA","Bidar",1,0,198,199
"KARNATAKA","Bijapur",1,0,132,133
"KARNATAKA","Chamaraja Nagara",0,0,0,0
"KARNATAKA","Chikmagalur",2,0,6,8
"KARNATAKA","Chitradurga",0,0,1,1
"KARNATAKA","Dakshina Kannada",0,11,167,178
"KARNATAKA","Davanagere",1,0,12,13
"KARNATAKA","Dharwar",5,0,53,58
"KARNATAKA","Gadag",0,0,18,18
"KARNATAKA","Gulbarga",1,0,11,12
"KARNATAKA","Hassan",0,0,7,7
"KARNATAKA","Haveri",0,0,1,1
"KARNATAKA","Kodagu",0,0,0,0
"KARNATAKA","Kolar",1,0,11,12
"KARNATAKA","Koppal",0,0,2,2
"KARNATAKA","Mandya",0,0,0,0
"KARNATAKA","Mysore",0,0,12,12
"KARNATAKA","Raichur",6,10,56,72
"KARNATAKA","Shimoga",12,7,240,259
"KARNATAKA","Tumkur",2,0,4,6
"KARNATAKA","Udupi",6,18,211,235
"KARNATAKA","Uttara Kannada",2,4,332,338
"KERALA","ALAPPUZHA",0,0,144,144
"KERALA","ERANAKULAM",12,2,245,259
"KERALA","IDDUKKI",4,2,39,45
"KERALA","KANNUR",7,0,177,184
"KERALA","KASARAGODE",2,1,61,64
"KERALA","KOLLAM",2,0,5,7
"KERALA","KOTTAYAM",11,1,386,398
"KERALA","KOZHIKODE",0,0,146,146
"KERALA","MALAPPURAM",19,0,265,284
"KERALA","PALAKKAD",12,10,1848,1870
"KERALA","PATHANAMTHITTA",0,0,22,22
"KERALA","THIRUVANANTHAPURAM",1,0,186,187
"KERALA","THRISSUR",16,6,456,478
"KERALA","WAYANAD",1,33,81,115
"MADHYA PRADESH","BALAGHAT",299,913,3995,5207
"MADHYA PRADESH","BARWANI",16,1208,239,1463
"MADHYA PRADESH","BETUL",351,1056,3063,4470
"MADHYA PRADESH","BHIND",0,0,0,0
"MADHYA PRADESH","BHOPAL",44,55,526,625
"MADHYA PRADESH","CHHATARPUR",668,150,1966,2784
"MADHYA PRADESH","CHHINDWARA",62,620,464,1146
"MADHYA PRADESH","DAMOH",236,176,1745,2157
"MADHYA PRADESH","DATIA",0,0,0,0
"MADHYA PRADESH","DEWAS",77,30,499,606
"MADHYA PRADESH","DHAR",6,422,72,500
"MADHYA PRADESH","GUNA",344,217,2686,3247
"MADHYA PRADESH","GWALIOR",2,3,114,119
"MADHYA PRADESH","HARDA",9,6,137,152
"MADHYA PRADESH","HOSHANGABAD",39,434,235,708
"MADHYA PRADESH","INDORE",2,75,308,385
"MADHYA PRADESH","JABALPUR",19,98,385,502
"MADHYA PRADESH","JHABUA",314,660,140,1114
"MADHYA PRADESH","KATNI",94,409,830,1333
"MADHYA PRADESH","KHANDWA",28,65,226,319
"MADHYA PRADESH","KHARGONE",38,344,621,1003
"MADHYA PRADESH","MANDLA",20,23,62,105
"MADHYA PRADESH","MANDSAUR",40,0,36,76
"MADHYA PRADESH","MORENA",11,0,115,126
"MADHYA PRADESH","NARSINGHPUR",74,236,501,811
"MADHYA PRADESH","NEEMUCH",1,6,12,19
"MADHYA PRADESH","PANNA",148,76,959,1183
"MADHYA PRADESH","RAISEN",0,0,0,0
"MADHYA PRADESH","RAJGARH",57,21,790,868
"MADHYA PRADESH","RATLAM",242,372,1444,2058
"MADHYA PRADESH","REWA",4,3,349,356
"MADHYA PRADESH","SAGAR",164,76,1451,1691
"MADHYA PRADESH","SATNA",3,15,129,147
"MADHYA PRADESH","SEHORE",32,21,288,341
"MADHYA PRADESH","SEONI",46,78,238,362
"MADHYA PRADESH","SHAHDOL",32,753,348,1133
"MADHYA PRADESH","SHAJAPUR",55,0,402,457
"MADHYA PRADESH","SHEOPUR",98,49,333,480
"MADHYA PRADESH","SHIVPURI",211,249,1751,2211
"MADHYA PRADESH","SIDHI",7,2,70,79
"MADHYA PRADESH","TIKAMGARH",243,58,1259,1560
"MADHYA PRADESH","UJJAIN",51,0,258,309
"MADHYA PRADESH","UMARIA",19,37,213,269
"MADHYA PRADESH","VIDISHA",158,49,1283,1490
"MAHARASHTRA","AHMEDNAGAR",552,214,3318,4084
"MAHARASHTRA","AKOLA",164,41,359,564
"MAHARASHTRA","AMRAVATI",62,194,155,411
"MAHARASHTRA","AURANGABAD",0,0,255,255
"MAHARASHTRA","BEED",170,39,859,1068
"MAHARASHTRA","BHANDARA",1,0,16,17
"MAHARASHTRA","BULDANA",80,76,1027,1183
"MAHARASHTRA","CHANDRAPUR",334,46,327,707
"MAHARASHTRA","DHULE",28,156,413,597
"MAHARASHTRA","GADCHIROLI",335,2098,1595,4028
"MAHARASHTRA","GONDIYA",0,1,14,15
"MAHARASHTRA","HINGOLI",0,0,0,0
"MAHARASHTRA","JALGAON",8,32,145,185
"MAHARASHTRA","JALNA",0,0,27,27
"MAHARASHTRA","KOLHAPUR",6,4,193,203
"MAHARASHTRA","LATUR",48,205,937,1190
"MAHARASHTRA","NAGPUR",19,31,113,163
"MAHARASHTRA","NANDED",19,9,89,117
"MAHARASHTRA","NANDURBAR",269,539,123,931
"MAHARASHTRA","NASHIK",150,168,4275,4593
"MAHARASHTRA","OSMANABAD",37,30,887,954
"MAHARASHTRA","PARBHANI",1,0,1,2
"MAHARASHTRA","PUNE",410,188,9123,9721
"MAHARASHTRA","RAIGHAR",15,0,55,70
"MAHARASHTRA","RATNAGIRI",32,15,1109,1156
"MAHARASHTRA","SANGLI",162,76,1559,1797
"MAHARASHTRA","SATARA",77,59,7988,8124
"MAHARASHTRA","SINDHUDURGA",1,15,298,314
"MAHARASHTRA","SOLAPUR",6,4,35,45
"MAHARASHTRA","THANE",0,1,110,111
"MAHARASHTRA","WARDHA",0,1,1,2
"MAHARASHTRA","WASHIM",605,411,2405,3421
"MAHARASHTRA","YAVATMAL",37,6,39,82
"MANIPUR","BISHNUPUR",0,0,0,0
"MANIPUR","CHANDEL",0,0,0,0
"MANIPUR","CHURACHANDPUR",0,0,0,0
"MANIPUR","IMPHAL EAST",0,2,9,11
"MANIPUR","IMPHAL WEST",4,0,13,17
"MANIPUR","SENAPATI",0,0,0,0
"MANIPUR","TAMENGLONG",0,0,0,0
"MANIPUR","THOUBAL",0,0,0,0
"MANIPUR","UKHRUL",0,0,0,0
"MEGHALAYA","EAST GARO HILLS",0,10,0,10
"MEGHALAYA","EAST KHASI HILLS",12,4086,33,4131
"MEGHALAYA","JAINTIA HILLS",2,1410,0,1412
"MEGHALAYA","RI BHOI",13,4717,16,4746
"MEGHALAYA","SOUTH GARO HILLS",0,0,0,0
"MEGHALAYA","WEST GARO HILLS",6,233,1,240
"MEGHALAYA","WEST KHASI HILLS",1,1253,4,1258
"MIZORAM","AIZAWL",0,1211,2,1213
"MIZORAM","CHAMPHAI",2,2665,0,2667
"MIZORAM","KOLASIB",0,427,4,431
"MIZORAM","LAWNGTLAI",1,954,0,955
"MIZORAM","LUNGLEI",9,672,0,681
"MIZORAM","MAMIT",0,285,0,285
"MIZORAM","SAIHA",3,416,0,419
"MIZORAM","SERCHHIP",1,1048,0,1049
"NAGALAND","DIMAPUR",7,996,0,1003
"NAGALAND","KOHIMA",3,2768,7,2778
"NAGALAND","MOKOKCHUNG",2,1179,0,1181
"NAGALAND","MON",0,1055,0,1055
"NAGALAND","PHEK",4,3678,4,3686
"NAGALAND","TUENSANG",18,5567,3,5588
"NAGALAND","WOKHA",4,1546,1,1551
"NAGALAND","ZUNHEBOTO",8,3075,3,3086
"ORISSA","ANGUL",13,8,145,166
"ORISSA","BALASORE",0,0,5,5
"ORISSA","BARGARH",49,142,821,1012
"ORISSA","BHADRAK",9,1,100,110
"ORISSA","BOLANGIR",17,60,121,198
"ORISSA","BOUDH",3,18,90,111
"ORISSA","CUTTACK",23,4,215,242
"ORISSA","DEOGARH",1,0,53,54
"ORISSA","DHENKANAL",26,13,473,512
"ORISSA","GAJAPATI",9,47,80,136
"ORISSA","GANJAM",23,31,208,262
"ORISSA","JAGATSINGHPUR",0,0,2,2
"ORISSA","JAJAPUR",11,3,49,63
"ORISSA","JHARSUGUDA",3,6,52,61
"ORISSA","KALAHANDI",16,24,73,113
"ORISSA","KANDHAMAL",0,3,7,10
"ORISSA","KENDRAPARA",1,0,6,7
"ORISSA","KEONJHAR",5,26,89,120
"ORISSA","KHURDA",2,7,89,98
"ORISSA","KORAPUT",114,250,160,524
"ORISSA","MALKANAGIRI",133,304,45,482
"ORISSA","MAYURBHANJA",5,78,163,246
"ORISSA","NAWARANGAPUR",3,26,8,37
"ORISSA","NAYAGARH",5,6,50,61
"ORISSA","NUAPADA",8,39,73,120
"ORISSA","PURI",58,1,652,711
"ORISSA","RAYAGADA",37,296,649,982
"ORISSA","SAMBALPUR",4,32,70,106
"ORISSA","SONEPUR",0,0,13,13
"ORISSA","SUNDARGARH",4,9,33,46
"PONDICHERRY","KARAIKAL",132,45,15502,15679
"PONDICHERRY","PONDICHERRY",2,1,2682,2685
"PONDICHERRY","YANAM",109,0,477,586
"PUNJAB","GURDASPUR",3,0,14,17
"PUNJAB","HOSHIARPUR",0,1,35,36
"PUNJAB","MOGA",0,0,20,20
"PUNJAB","PATIALA",4,0,30,34
"PUNJAB","ROPAR",138,2,1215,1355
"RAJASTHAN","AJMER",50,6,333,389
"RAJASTHAN","ALWAR",0,0,0,0
"RAJASTHAN","BANSWARA",0,21,15,36
"RAJASTHAN","BARAN",3,4,9,16
"RAJASTHAN","BHARATPUR",0,0,0,0
"RAJASTHAN","BHILWARA",2,0,52,54
"RAJASTHAN","BUNDI",0,0,0,0
"RAJASTHAN","CHITTORGARH",0,1,1,2
"RAJASTHAN","DAUSA",0,3,0,3
"RAJASTHAN","DHOLPUR",0,3,7,10
"RAJASTHAN","DUNGARPUR",0,3,1,4
"RAJASTHAN","JAIPUR",0,0,0,0
"RAJASTHAN","JAISALMER",0,0,1,1
"RAJASTHAN","JALORE",0,0,10,10
"RAJASTHAN","JHALAWAR",0,0,0,0
"RAJASTHAN","JHUNJHUNU",0,0,4,4
"RAJASTHAN","KAROLI",3,35,23,61
"RAJASTHAN","KOTA",1,0,0,1
"RAJASTHAN","NAGAUR",0,0,0,0
"RAJASTHAN","PALI",0,0,0,0
"RAJASTHAN","RAJSAMAND",0,0,7,7
"RAJASTHAN","SAWAI MADHOPUR",0,50,12,62
"RAJASTHAN","SIROHI",0,0,2,2
"RAJASTHAN","TONK",13,3,240,256
"RAJASTHAN","UDAIPUR",0,36,7,43
"SIKKIM","EAST",0,0,15,15
"SIKKIM","NORTH",0,0,0,0
"SIKKIM","SOUTH",0,0,158,158
"SIKKIM","WEST",0,0,67,67
"TAMIL NADU","COIMBATORE",0,0,321,321
"TAMIL NADU","CUDDALORE",48,0,824,872
"TAMIL NADU","DHARMAPURI",82,4,1159,1245
"TAMIL NADU","DINDIGUL",647,57,1846,2550
"TAMIL NADU","ERODE",17,2,703,722
"TAMIL NADU","KANCHEEPURAM",60,30,715,805
"TAMIL NADU","KANYAKUMARI",135,12,76,223
"TAMIL NADU","KARUR",22,3,906,931
"TAMIL NADU","MADURAI",154,3,2089,2246
"TAMIL NADU","NAGAPATTINAM",0,0,1,1
"TAMIL NADU","NAMAKKAL",0,0,106,106
"TAMIL NADU","NILGIRIS",2,59,459,520
"TAMIL NADU","PERAMBALUR",107,3,416,526
"TAMIL NADU","PUDUKKOTTAI",3,4,21,28
"TAMIL NADU","RAMANATHAPURAM",1,1,4,6
"TAMIL NADU","SALEM",0,0,0,0
"TAMIL NADU","SIVAGANGA",1,0,33,34
"TAMIL NADU","THANJAVUR",26,84,193,303
"TAMIL NADU","THENI",0,0,291,291
"TAMIL NADU","THIRUVALLUR",457,6,1551,2014
"TAMIL NADU","THIRUVARUR",4,0,11,15
"TAMIL NADU","TIRUCHIRAPPALLI",16,0,531,547
"TAMIL NADU","TIRUNELVELI",23,11,363,397
"TAMIL NADU","TIRUVANNAMALAI",82,0,86,168
"TAMIL NADU","TUTICORIN DISTRICT",22,0,1203,1225
"TAMIL NADU","VELLORE",70,0,892,962
"TAMIL NADU","VILLUPPURAM",104,23,452,579
"TAMIL NADU","VIRUDHUNAGAR",0,0,6,6
"TRIPURA","DHALAI",0,4,2,6
"TRIPURA","NORTH TRIPURA",9,17,54,80
"TRIPURA","SOUTH TRIPURA",25,204,137,366
"TRIPURA","WEST TRIPURA",27,60,35,122
"UTTAR PRADESH","ALIGARH",0,0,1,1
"UTTAR PRADESH","ALLAHABAD",34,8,391,433
"UTTAR PRADESH","BAGHPAT",0,0,2,2
"UTTAR PRADESH","BAHARAICH",0,0,0,0
"UTTAR PRADESH","BANDA",10,0,222,232
"UTTAR PRADESH","BAREILLY",108,14,291,413
"UTTAR PRADESH","BASTI",0,0,5,5
"UTTAR PRADESH","BULAND SAHAR",0,0,13,13
"UTTAR PRADESH","CHANDAULI",14,4,94,112
"UTTAR PRADESH","CHITRAKOOT",59,0,411,470
"UTTAR PRADESH","DEORIA",0,0,10,10
"UTTAR PRADESH","FATEHPUR",0,0,31,31
"UTTAR PRADESH","GHAZIABAD",2,0,61,63
"UTTAR PRADESH","GORAKHPUR",0,0,0,0
"UTTAR PRADESH","HAMIRPUR",75,2,280,357
"UTTAR PRADESH","JALAUN",72,30,500,602
"UTTAR PRADESH","JAUNPUR",3,0,2,5
"UTTAR PRADESH","JHANSI",262,63,479,804
"UTTAR PRADESH","KANNAUJ",0,0,16,16
"UTTAR PRADESH","KANPUR DEHAT",0,0,27,27
"UTTAR PRADESH","KANPUR NAGAR",0,0,4,4
"UTTAR PRADESH","KAUSHAMBI",0,0,2,2
"UTTAR PRADESH","LALITPUR",157,62,316,535
"UTTAR PRADESH","LUCKNOW",1,0,0,1
"UTTAR PRADESH","MAHARAJ GANJ",7,0,93,100
"UTTAR PRADESH","MAHOBA",8,3,48,59
"UTTAR PRADESH","MEERUT",0,0,1,1
"UTTAR PRADESH","MIRZAPUR",33,0,131,164
"UTTAR PRADESH","MORADABAD",0,0,13,13
"UTTAR PRADESH","MUZZAFARNAGAR",4,1,10,15
"UTTAR PRADESH","RAMPUR",0,0,4,4
"UTTAR PRADESH","SAHARANPUR",0,0,0,0
"UTTAR PRADESH","SANT KABIR NAGAR",1,0,22,23
"UTTAR PRADESH","SANT RAVI DAS NAGAR",0,0,0,0
"UTTAR PRADESH","SHRAWASTI",3,0,10,13
"UTTAR PRADESH","SIDDHARTH NAGAR",2,0,38,40
"UTTAR PRADESH","SONBHADRA",356,20,1121,1497
"UTTAR PRADESH","VARANASI",2,0,28,30
"UTTARANCHAL","ALMORA",70,1,466,537
"UTTARANCHAL","BAGESHWAR",32,0,245,277
"UTTARANCHAL","CHAMOLI",39,14,296,349
"UTTARANCHAL","CHAMPAWAT",33,5,118,156
"UTTARANCHAL","DEHRA DUN",100,265,67,432
"UTTARANCHAL","HARIDWAR",0,1,1,2
"UTTARANCHAL","NAINITAL",323,9,1415,1747
"UTTARANCHAL","PAURI",28,5,1012,1045
"UTTARANCHAL","PITHORAGARH",97,27,743,867
"UTTARANCHAL","RUDHARAPARYAG",27,1,179,207
"UTTARANCHAL","TEHARI GARHWAL",61,4,1430,1495
"UTTARANCHAL","UDHAM SINGH NAGAR",2,0,26,28
"UTTARANCHAL","UTTARKASHI",58,0,578,636
"WEST BENGAL","BANKURA",2169,1076,10790,14035
"WEST BENGAL","BIRBHUM",52,7,7387,7446
"WEST BENGAL","BURDWAN",114,17,1254,1385
"WEST BENGAL","DARJEELING",21,45,63,129
"WEST BENGAL","HAORA",10,0,77,87
"WEST BENGAL","HOOGHLY",82,0,102,184
"WEST BENGAL","JALPAIGURI",180,54,75,309
"WEST BENGAL","MALDA",120,43,135,298
"WEST BENGAL","MIDNAPORE",75,130,978,1183
"WEST BENGAL","MURSHIDABAD",133,37,1591,1761
"WEST BENGAL","NADIA",2,0,35,37
"WEST BENGAL","NORTH 24 PARGANAS",494,128,370,992
"WEST BENGAL","PURULIA",1692,2728,15280,19700
"WEST BENGAL","SOUTH 24 PARGANAS",394,19,487,900
"WEST BENGAL","UTTAR DINAJPUR",0,3,0,3
