-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to social status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.4.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to Social status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.4.csv"
}
-----
"State","District","Block","Scheduled caste","Scheduled tribe","Other social status of farmers","Total"
"ANDHRA PRADESH","ADILABAD","SIRPUR",NA,NA,NA,NA
"ANDHRA PRADESH","ADILABAD","SIRPUR (T)",NA,NA,NA,NA
"ANDHRA PRADESH","ADILABAD","TALAMADUGU",NA,NA,NA,NA
"ANDHRA PRADESH","ADILABAD","TAMSI",NA,NA,NA,NA
"ANDHRA PRADESH","ADILABAD","TANDUR",0,0,0,0
"ANDHRA PRADESH","ADILABAD","TANUR",NA,NA,NA,NA
"ANDHRA PRADESH","ADILABAD","TIRYANI",NA,NA,NA,NA
"ANDHRA PRADESH","ADILABAD","UTNUR",NA,NA,NA,NA
"ANDHRA PRADESH","ADILABAD","VEMANPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","ADILABAD","WANKDI",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","AGALI",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","AMADAGUR",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","AMARAPURAM",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","ANANTAPUR",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","ATMAKUR",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","BATHALAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","BELUGUPPA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","BOMMANAHAL",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","BRAHMASAMUDRAM",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","BUKKAPATNAM",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","BUKKARAYASAMUDRAM",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","CHENNEKOTHAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","CHILAMATHUR",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","D.HIREHAL",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","DHARMAVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","GANDLAPENTA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","GARLADINNE",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","GOOTY",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","GORANTLA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","GUDIBANDA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","GUMMAGATA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","GUNTAKAL",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","HINDUPUR",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","KADIRI",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","KALYANDRUG",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","KAMBADUR",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","KANAGANAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","KANEKAL",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","KOTHACHERUVU",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","KUDAIR",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","KUNDURPI",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","LEPAKSHI",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","MADAKASIRA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","MUDIGUBBA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","NALLACHERUVU",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","NALLAMADA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","NAMBULAPULIKUNTA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","NARPALA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","OBULADEVARACHERUVU",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","PAMIDI",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","PARIGI",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","PEDDAPAPPUR",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","PEDDAVADUGUR",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","PENUKONDA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","PUTLUR",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","PUTTAPARTHI",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","RAMAGIRI",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","RAPTADU",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","RAYADURG",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","RODDAM",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","ROLLA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","SETTUR",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","SINGANAMALA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","SOMANDEPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","TADIMARRI",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","TADPATRI",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","TALUPULA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","TANAKAL",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","URAVAKONDA",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","VAJRAKARUR",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","VIDAPANAKAL",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","YADIKI",NA,NA,NA,NA
"ANDHRA PRADESH","ANANTHAPUR","YELLANUR",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","B.KOTHAKOTA",0,0,12,12
"ANDHRA PRADESH","CHITTOOR","BAIREDDIPALLE",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","BANGARUPALEM",1,0,14,15
"ANDHRA PRADESH","CHITTOOR","BUCHINAIDU KHANDRIGA",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","CHANDRAGIRI",0,0,3,3
"ANDHRA PRADESH","CHITTOOR","CHINNAGOTTIGALLU",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","CHITTOOR",0,0,6,6
"ANDHRA PRADESH","CHITTOOR","CHOWDE[ALLE",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","GANGADHARA NELLORE",0,0,15,15
"ANDHRA PRADESH","CHITTOOR","GANGAVARAM",0,0,3,3
"ANDHRA PRADESH","CHITTOOR","GUDIPALA",0,0,2,2
"ANDHRA PRADESH","CHITTOOR","GUDUPALLE",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","GURRAMKONDA",0,0,6,6
"ANDHRA PRADESH","CHITTOOR","IRALA",0,1,14,15
"ANDHRA PRADESH","CHITTOOR","K.V.B. PURAM",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","KALAKADA",0,0,1,1
"ANDHRA PRADESH","CHITTOOR","KALIKIRI",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","KAMACHANDRA PURAM",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","KAMBHAMVARIPALLE",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","KARVETINAGAR",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","KUPPAM",0,0,31,31
"ANDHRA PRADESH","CHITTOOR","KURABALAKOTA",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","MADANAPALLE",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","MULAKALACHERUVU",2,0,16,18
"ANDHRA PRADESH","CHITTOOR","NAGALAPURAM",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","NAGARI",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","NARAYANAVANAM",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","NIMMANAPALLE",1,0,0,1
"ANDHRA PRADESH","CHITTOOR","NINDRA",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","PAKALA",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PALAMANERU",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PALASAMUDRAM",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","PEDDAMANDYAM",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PEDDAPANJANI",0,0,1,1
"ANDHRA PRADESH","CHITTOOR","PEDDATHIPPASAMDRAM",0,0,11,11
"ANDHRA PRADESH","CHITTOOR","PENUMURU",9,0,19,28
"ANDHRA PRADESH","CHITTOOR","PICHATURU",9,0,37,46
"ANDHRA PRADESH","CHITTOOR","PILERU",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PULICHERLA",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PUNGANURU",1,0,3,4
"ANDHRA PRADESH","CHITTOOR","PUTHALAPATTU",2,0,0,2
"ANDHRA PRADESH","CHITTOOR","PUTTURU",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","RAMAKUPPAM",1,0,1,2
"ANDHRA PRADESH","CHITTOOR","RAMASAMUDRAM",5,1,53,59
"ANDHRA PRADESH","CHITTOOR","RENIGUNTA",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","ROMPICHERLA",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","SANTHIPURAM",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","SATYAVEDU",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","SODAM",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","SOMALA",0,0,10,10
"ANDHRA PRADESH","CHITTOOR","SRIKALAHASTI",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","SRIRANGARAJAPURAM",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","THAMBALLAPALLE",0,0,8,8
"ANDHRA PRADESH","CHITTOOR","THAVANAMPALLE",1,0,4,5
"ANDHRA PRADESH","CHITTOOR","THOTTAMBEDA",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","TIRUPATI (RURAL)",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","TIRUPATI (URBAN)",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","VADAMALAPETA",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","VARADAIAHPALEM",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","VAYALPAD",0,1,15,16
"ANDHRA PRADESH","CHITTOOR","VEDURUKUPPAM",0,0,5,5
"ANDHRA PRADESH","CHITTOOR","VENKATAGIRIKOTA",0,0,0,0
"ANDHRA PRADESH","CHITTOOR","VIJAYAPURAM",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","YADAMARI",0,0,1,1
"ANDHRA PRADESH","CHITTOOR","YERPEDU",NA,NA,NA,NA
"ANDHRA PRADESH","CHITTOOR","YERRAVARIPALEM",0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","ATLUR",8,0,12,20
"ANDHRA PRADESH","CUDDAPAH","B.KODUR",18,0,27,45
"ANDHRA PRADESH","CUDDAPAH","BADVEL",7,0,26,33
"ANDHRA PRADESH","CUDDAPAH","BRAHMAMGARIMATHAM",8,0,49,57
"ANDHRA PRADESH","CUDDAPAH","CHAKARAYAPET",0,0,2,2
"ANDHRA PRADESH","CUDDAPAH","CHAPAD",NA,NA,NA,NA
"ANDHRA PRADESH","CUDDAPAH","CHENNAMANDEM",NA,NA,NA,NA
"ANDHRA PRADESH","CUDDAPAH","CHENNUR",0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","CHINTHAKOMMADINNE",20,0,194,214
"ANDHRA PRADESH","CUDDAPAH","CHITVEL",NA,NA,NA,NA
"ANDHRA PRADESH","CUDDAPAH","CUDDAPAH",0,0,1,1
"ANDHRA PRADESH","CUDDAPAH","DUVVUR",0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","GALIVEEDU",1,1,12,14
"ANDHRA PRADESH","CUDDAPAH","GOPAVARAM",5,0,10,15
"ANDHRA PRADESH","CUDDAPAH","JAMMALAMADUGU",0,0,12,12
"ANDHRA PRADESH","CUDDAPAH","KALASAPADU",10,0,133,143
"ANDHRA PRADESH","CUDDAPAH","KAMALAPURAM",0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","KHAJIPET",0,0,4,4
"ANDHRA PRADESH","CUDDAPAH","KODUR",NA,NA,NA,NA
"ANDHRA PRADESH","CUDDAPAH","KONDAPURAM",0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","LAKKIREDDIPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","CUDDAPAH","LINGALA",0,0,11,11
"ANDHRA PRADESH","CUDDAPAH","MUDDANUR",0,0,19,19
"ANDHRA PRADESH","CUDDAPAH","MYLAVARAM",1,0,9,10
"ANDHRA PRADESH","CUDDAPAH","NANDALUR",0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","OBULAVARIPALLE",0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","PEDDAMUDIUM",0,0,2,2
"ANDHRA PRADESH","CUDDAPAH","PENAGALUR",1,0,15,16
"ANDHRA PRADESH","CUDDAPAH","PENDLIMARRI",3,3,52,58
"ANDHRA PRADESH","CUDDAPAH","PORUMAMILLA",2,0,29,31
"ANDHRA PRADESH","CUDDAPAH","PRODDUTUR",NA,NA,NA,NA
"ANDHRA PRADESH","CUDDAPAH","PULIVENDLA",0,0,109,109
"ANDHRA PRADESH","CUDDAPAH","PULLAMPETA",0,0,19,19
"ANDHRA PRADESH","CUDDAPAH","RAJAMPET",16,2,137,155
"ANDHRA PRADESH","CUDDAPAH","RAJUPALEM",NA,NA,NA,NA
"ANDHRA PRADESH","CUDDAPAH","RAMAPURAM",0,0,3,3
"ANDHRA PRADESH","CUDDAPAH","ROYACHOTI",0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","S.MYDUKUR",12,0,106,118
"ANDHRA PRADESH","CUDDAPAH","SAMBEPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","CUDDAPAH","SIDHOUT",NA,NA,NA,NA
"ANDHRA PRADESH","CUDDAPAH","SIMHADRIPURAM",1,0,72,73
"ANDHRA PRADESH","CUDDAPAH","T.SUNDUPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","CUDDAPAH","THONDUR",3,7,45,55
"ANDHRA PRADESH","CUDDAPAH","VALLUR",0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","VEERABALLE",0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","VEERAPUNAYUNIPALLE",0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","VEMPALLE",0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","VEMULA",2,0,60,62
"ANDHRA PRADESH","CUDDAPAH","VONTIMITTA",5,0,73,78
"ANDHRA PRADESH","CUDDAPAH","YERRAGUNTLA",0,0,1,1
"ANDHRA PRADESH","EAST GODAVARI","ADDATEEGALA",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","AINAVILLI",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","ALAMURU",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","ALLAVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","AMALAPURAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","AMBAJIPETA",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","ANAPARTHY",0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","ATREYAPURAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","BICCAVOLU",6,0,2,8
"ANDHRA PRADESH","EAST GODAVARI","DEVIPATNAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","GANDEPALLE",0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","GANGAVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","GOKAVARAM",0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","GOLLAPROLU",0,0,6,6
"ANDHRA PRADESH","EAST GODAVARI","I. POLAVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","JAGGAMPETA",0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","KADIAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KAJULURU",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KAKINADA RURAL",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KAKINADA URBAN",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KAPILESWARAPURAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KARAPA",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KATRENIKONA",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KIRLAMPUDI",0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","KORUKONDA",0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","KOTANANDURU",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KOTHAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KOTHAPETA",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","MALIKIPURAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","MAMIDIKUDURU",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","MANDAPETA",0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","MAREDUMILLI",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","MUMMIDIVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","P.GANNAVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","PAMARRU",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","PEDAPUDI",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","PEDDAPURAM",0,0,5,5
"ANDHRA PRADESH","EAST GODAVARI","PITHAPURAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","PRATHIPADU",0,0,2,2
"ANDHRA PRADESH","EAST GODAVARI","RAJAHMUNDRY RURAL",0,0,1,1
"ANDHRA PRADESH","EAST GODAVARI","RAJAHMUNDRY URBAN",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","RAJANAGARAM",0,0,2,2
"ANDHRA PRADESH","EAST GODAVARI","RAJAVOMMANGI",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","RAMACHANDRAPURAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","RAMPACHODAVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","RANGAMPETA",0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","RAVULAPALEM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","RAYAVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","RAZOLE",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","SAKHINETIPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","SAMALKOTA",0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","SANKHAVARAM",0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","SEETHANAGARAM",0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","THALLAREVU",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","THONDANGI",0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","TUNI",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","UPPALAGUPTAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","Y. RAMAVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","YELESWARAM",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","ACHAMPET",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","AMARAVATHI",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","AMRUTHALUR",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","BAPATLA",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","BELLAMKONDA",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","BHATTIPROLU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","BOLLAPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","CHEBROLE",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","CHERUKUPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","CHILAKALURIPET",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","DACHEPALLE",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","DUGGIRALA",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","DURGI",0,0,1,1
"ANDHRA PRADESH","GUNTUR","EDLAPADU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","GUNTUR",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","GURAZALA",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","IPUR",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","KAKUMANU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","KAREMPUDI",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","KARLAPALEM",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","KOLLIPARA",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","KOLLUR",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","KROSURU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","MACHAVARAM",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","MACHERLA",0,0,0,0
"ANDHRA PRADESH","GUNTUR","MANGALAGIRI",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","MEDIKONDURU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","MUPPALLA",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","NADENDLA",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","NAGARAM",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","NARASARAOPET",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","NEKARIKALLU",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","NIZAMPATNAM",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","NUZENDLA",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PEDAKAKANI",NA,NA,NA,NA
"ANDHRA PRADESH","GUNTUR","PEDAKURAPADU",NA,NA,NA,NA
