-----
{
 "description": "The table refers to District wise Distribution of Deep Tubewells according to Social status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwlstate3.4.csv", 
 "title": "Download CSV for Districtwise Distribution of Deep Tubewells according to Social status", 
 "url": "http://data.gov.in/sites/default/files/dptbwlstate3.4.csv"
}
-----
"State","District","Scheduled caste","Scheduled tribe","Other social status of farmers","Total"
"JHARKHAND","DUMKA",0,0,0,0
"JHARKHAND","GARHWA",0,0,0,0
"JHARKHAND","GIRIDIH",0,0,0,0
"JHARKHAND","HAZARIBAGH",0,0,0,0
"JHARKHAND","SAHEBGANJ",0,0,0,0
"JHARKHAND","SARAIKELA",0,0,0,0
"JHARKHAND","WEST SINGHBHUM",0,0,0,0
"KARNATAKA","Bangalore",0,0,0,0
"KARNATAKA","Bangalore Rural",0,0,0,0
"KARNATAKA","Belgaum",0,0,0,0
"KARNATAKA","Bellary",0,0,0,0
"KARNATAKA","Bijapur",0,0,0,0
"KARNATAKA","Chikmagalur",0,0,0,0
"KARNATAKA","Chitradurga",0,0,0,0
"KARNATAKA","Dakshina Kannada",0,0,0,0
"KARNATAKA","Davanagere",0,0,0,0
"KARNATAKA","Dharwar",0,0,0,0
"KARNATAKA","Kolar",0,0,0,0
"KARNATAKA","Mandya",0,0,0,0
"KARNATAKA","Tumkur",0,0,0,0
"KERALA","ALAPPUZHA",0,0,0,0
"KERALA","ERANAKULAM",0,0,3,3
"KERALA","IDDUKKI",0,0,0,0
"KERALA","KANNUR",0,0,0,0
"KERALA","KASARAGODE",0,0,1,1
"KERALA","KOLLAM",0,0,0,0
"KERALA","KOTTAYAM",0,0,3,3
"KERALA","KOZHIKODE",0,0,0,0
"KERALA","MALAPPURAM",0,0,1,1
"KERALA","PALAKKAD",0,0,0,0
"KERALA","PATHANAMTHITTA",0,0,1,1
"KERALA","THIRUVANANTHAPURAM",0,0,1,1
"KERALA","THRISSUR",0,0,0,0
"MADHYA PRADESH","BALAGHAT",0,1,0,1
"MADHYA PRADESH","BARWANI",0,0,0,0
"MADHYA PRADESH","BETUL",0,0,30,30
"MADHYA PRADESH","BHIND",7,0,111,118
"MADHYA PRADESH","BHOPAL",0,0,27,27
"MADHYA PRADESH","CHHATARPUR",14,0,74,88
"MADHYA PRADESH","DAMOH",4,10,123,137
"MADHYA PRADESH","DATIA",97,65,128,290
"MADHYA PRADESH","DEWAS",15,4,310,329
"MADHYA PRADESH","DHAR",0,0,4,4
"MADHYA PRADESH","GUNA",35,68,1103,1206
"MADHYA PRADESH","GWALIOR",0,0,0,0
"MADHYA PRADESH","HARDA",0,0,0,0
"MADHYA PRADESH","HOSHANGABAD",0,2,3,5
"MADHYA PRADESH","INDORE",8,8,237,253
"MADHYA PRADESH","JABALPUR",0,0,3,3
"MADHYA PRADESH","JHABUA",1,28,39,68
"MADHYA PRADESH","KATNI",0,1,0,1
"MADHYA PRADESH","KHANDWA",0,0,0,0
"MADHYA PRADESH","KHARGONE",56,57,1550,1663
"MADHYA PRADESH","MANDSAUR",2,4,23,29
"MADHYA PRADESH","MORENA",0,0,1,1
"MADHYA PRADESH","NARSINGHPUR",4,10,135,149
"MADHYA PRADESH","NEEMUCH",31,29,828,888
"MADHYA PRADESH","PANNA",51,10,227,288
"MADHYA PRADESH","RAISEN",2,1,85,88
"MADHYA PRADESH","RAJGARH",12,3,96,111
"MADHYA PRADESH","RATLAM",31,30,418,479
"MADHYA PRADESH","REWA",0,0,3,3
"MADHYA PRADESH","SAGAR",0,0,1,1
"MADHYA PRADESH","SATNA",199,11,1514,1724
"MADHYA PRADESH","SEHORE",0,0,0,0
"MADHYA PRADESH","SEONI",0,0,0,0
"MADHYA PRADESH","SHAHDOL",1,1,3,5
"MADHYA PRADESH","SHAJAPUR",1,0,26,27
"MADHYA PRADESH","SHEOPUR",7,18,66,91
"MADHYA PRADESH","SHIVPURI",4,1,56,61
"MADHYA PRADESH","SIDHI",0,0,49,49
"MADHYA PRADESH","TIKAMGARH",12,0,36,48
"MADHYA PRADESH","UJJAIN",0,0,1,1
"MADHYA PRADESH","VIDISHA",2,0,8,10
"MAHARASHTRA","AHMEDNAGAR",25,10,316,351
"MAHARASHTRA","AKOLA",2,3,160,165
"MAHARASHTRA","AMRAVATI",2,1,25,28
"MAHARASHTRA","AURANGABAD",2,21,103,126
"MAHARASHTRA","BEED",51,46,282,379
"MAHARASHTRA","BHANDARA",0,0,1,1
"MAHARASHTRA","BULDANA",0,1,9,10
"MAHARASHTRA","CHANDRAPUR",3,1,24,28
"MAHARASHTRA","DHULE",29,247,1988,2264
"MAHARASHTRA","GADCHIROLI",0,0,0,0
"MAHARASHTRA","GONDIYA",0,0,3,3
"MAHARASHTRA","HINGOLI",1,1,17,19
"MAHARASHTRA","JALGAON",100,293,6102,6495
"MAHARASHTRA","JALNA",1,5,53,59
"MAHARASHTRA","KOLHAPUR",55,28,783,866
"MAHARASHTRA","LATUR",306,1014,9099,10419
"MAHARASHTRA","NAGPUR",0,2,11,13
"MAHARASHTRA","NANDED",3,14,222,239
"MAHARASHTRA","NANDURBAR",186,1308,5217,6711
"MAHARASHTRA","NASHIK",201,481,2547,3229
"MAHARASHTRA","OSMANABAD",42,62,990,1094
"MAHARASHTRA","PARBHANI",0,0,47,47
"MAHARASHTRA","PUNE",55,20,641,716
"MAHARASHTRA","RAIGHAR",2,0,3,5
"MAHARASHTRA","SANGLI",387,295,5029,5711
"MAHARASHTRA","SATARA",23,25,412,460
"MAHARASHTRA","SINDHUDURGA",0,0,0,0
"MAHARASHTRA","SOLAPUR",65,66,1386,1517
"MAHARASHTRA","THANE",0,0,0,0
"MAHARASHTRA","WARDHA",0,1,5,6
"MAHARASHTRA","WASHIM",0,0,0,0
"MAHARASHTRA","YAVATMAL",0,0,25,25
"MEGHALAYA","WEST GARO HILLS",0,0,0,0
"NAGALAND","DIMAPUR",0,2,0,2
"ORISSA","ANGUL",0,0,0,0
"ORISSA","BALASORE",0,0,0,0
"ORISSA","BARGARH",0,0,0,0
"ORISSA","BHADRAK",0,0,0,0
"ORISSA","BOLANGIR",0,0,0,0
"ORISSA","CUTTACK",0,0,0,0
"ORISSA","DEOGARH",0,0,0,0
"ORISSA","DHENKANAL",0,0,0,0
"ORISSA","GAJAPATI",0,0,0,0
"ORISSA","GANJAM",0,0,0,0
"ORISSA","JAGATSINGHPUR",0,0,0,0
"ORISSA","JAJAPUR",0,0,0,0
"ORISSA","JHARSUGUDA",0,0,2,2
"ORISSA","KALAHANDI",0,0,1,1
"ORISSA","KENDRAPARA",0,0,0,0
"ORISSA","KEONJHAR",0,0,0,0
"ORISSA","KHURDA",0,0,0,0
"ORISSA","KORAPUT",0,0,0,0
"ORISSA","MALKANAGIRI",1,0,1,2
"ORISSA","MAYURBHANJA",0,0,1,1
"ORISSA","NAWARANGAPUR",0,0,0,0
"ORISSA","NAYAGARH",0,0,0,0
"ORISSA","NUAPADA",0,0,0,0
"ORISSA","PURI",4,0,2,6
"ORISSA","RAYAGADA",0,0,0,0
"ORISSA","SAMBALPUR",0,0,0,0
"ORISSA","SONEPUR",0,0,0,0
"ORISSA","SUNDARGARH",0,0,0,0
"PONDICHERRY","KARAIKAL",0,0,0,0
"PONDICHERRY","PONDICHERRY",1,0,15,16
"PUNJAB","AMRITSER",0,0,0,0
"PUNJAB","GURDASPUR",6,0,30,36
"PUNJAB","HOSHIARPUR",0,0,58,58
"PUNJAB","KAPURTHALA",0,0,0,0
"PUNJAB","LUDHIANA",0,0,0,0
"PUNJAB","MOGA",0,0,0,0
"PUNJAB","NAWANSHAHAR",0,0,39,39
"PUNJAB","PATIALA",2,1,59,62
"PUNJAB","ROPAR",0,0,4,4
"PUNJAB","SANGRUR",0,0,8,8
"RAJASTHAN","AJMER",2,0,35,37
"RAJASTHAN","ALWAR",1,12,2,15
"RAJASTHAN","BANSWARA",0,29,17,46
"RAJASTHAN","BARAN",274,727,2043,3044
"RAJASTHAN","BARMER",5,2,219,226
"RAJASTHAN","BHARATPUR",19,65,260,344
"RAJASTHAN","BHILWARA",10,1,117,128
"RAJASTHAN","BIKANER",27,6,412,445
"RAJASTHAN","BUNDI",128,226,717,1071
"RAJASTHAN","CHITTORGARH",397,253,3598,4248
"RAJASTHAN","CHURU",1,0,38,39
"RAJASTHAN","DAUSA",3,0,1,4
"RAJASTHAN","DUNGARPUR",0,41,17,58
"RAJASTHAN","JAIPUR",0,12,69,81
"RAJASTHAN","JAISALMER",5,1,138,144
"RAJASTHAN","JALORE",16,3,488,507
"RAJASTHAN","JHALAWAR",6,2,256,264
"RAJASTHAN","JHUNJHUNU",0,0,3,3
"RAJASTHAN","JODHPUR",812,59,7458,8329
"RAJASTHAN","KAROLI",26,193,74,293
"RAJASTHAN","KOTA",48,200,330,578
"RAJASTHAN","NAGAUR",125,28,1805,1958
"RAJASTHAN","PALI",7,2,398,407
"RAJASTHAN","RAJSAMAND",2,1,34,37
"RAJASTHAN","SAWAI MADHOPUR",47,97,140,284
"RAJASTHAN","SIKAR",2,1,44,47
"RAJASTHAN","SIROHI",2,0,38,40
"RAJASTHAN","TONK",15,97,61,173
"RAJASTHAN","UDAIPUR",4,24,196,224
"TAMIL NADU","COIMBATORE",420,79,9865,10364
"TAMIL NADU","CUDDALORE",143,26,3607,3776
"TAMIL NADU","DHARMAPURI",3,0,140,143
"TAMIL NADU","DINDIGUL",51,5,818,874
"TAMIL NADU","ERODE",43,6,3793,3842
"TAMIL NADU","KANCHEEPURAM",0,0,0,0
"TAMIL NADU","KANYAKUMARI",0,0,17,17
"TAMIL NADU","KARUR",0,0,193,193
"TAMIL NADU","MADURAI",4,1,86,91
"TAMIL NADU","NAMAKKAL",0,49,290,339
"TAMIL NADU","NILGIRIS",0,0,1,1
"TAMIL NADU","PERAMBALUR",0,1,38,39
"TAMIL NADU","PUDUKKOTTAI",215,36,6286,6537
"TAMIL NADU","RAMANATHAPURAM",1,0,9,10
"TAMIL NADU","SALEM",0,0,510,510
"TAMIL NADU","SIVAGANGA",5,0,16,21
"TAMIL NADU","THANJAVUR",24,1,85,110
"TAMIL NADU","THENI",16,0,159,175
"TAMIL NADU","THIRUVALLUR",4,0,37,41
"TAMIL NADU","THIRUVARUR",0,0,0,0
"TAMIL NADU","TIRUCHIRAPPALLI",6,0,91,97
"TAMIL NADU","TIRUNELVELI",12,0,107,119
"TAMIL NADU","TIRUVANNAMALAI",0,0,1,1
"TAMIL NADU","TUTICORIN DISTRICT",0,0,0,0
"TAMIL NADU","VELLORE",4,0,108,112
"TAMIL NADU","VILLUPPURAM",6,1,72,79
"TAMIL NADU","VIRUDHUNAGAR",4,0,23,27
"TRIPURA","DHALAI",0,0,0,0
"TRIPURA","NORTH TRIPURA",0,0,0,0
"TRIPURA","SOUTH TRIPURA",0,0,0,0
"TRIPURA","WEST TRIPURA",0,0,0,0
"UTTAR PRADESH","AGRA",0,0,0,0
"UTTAR PRADESH","ALIGARH",3,0,1,4
"UTTAR PRADESH","ALLAHABAD",0,0,0,0
"UTTAR PRADESH","AMBEDAKAR NAGAR",0,0,0,0
"UTTAR PRADESH","AURAIYA",0,0,0,0
"UTTAR PRADESH","AZAMGARH",0,0,0,0
"UTTAR PRADESH","BAGHPAT",0,0,8,8
"UTTAR PRADESH","BAHARAICH",0,0,0,0
"UTTAR PRADESH","BALLIA",0,0,0,0
"UTTAR PRADESH","BALRAMPUR",0,0,0,0
"UTTAR PRADESH","BANDA",0,0,4,4
"UTTAR PRADESH","BARABANKI",0,0,0,0
"UTTAR PRADESH","BAREILLY",15,4,246,265
"UTTAR PRADESH","BASTI",0,0,0,0
"UTTAR PRADESH","BIJNOR",0,0,0,0
"UTTAR PRADESH","BUDAUN",1,0,39,40
"UTTAR PRADESH","BULAND SAHAR",0,0,0,0
"UTTAR PRADESH","CHANDAULI",0,0,2,2
"UTTAR PRADESH","CHITRAKOOT",0,0,0,0
"UTTAR PRADESH","DEORIA",0,0,0,0
"UTTAR PRADESH","ETAH",0,0,0,0
"UTTAR PRADESH","ETAWAH",0,0,0,0
"UTTAR PRADESH","FAIZABAD",0,0,0,0
"UTTAR PRADESH","FARRUKHABAD",0,0,0,0
"UTTAR PRADESH","FATEHPUR",0,0,0,0
"UTTAR PRADESH","FIROZABAD",0,0,0,0
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",0,0,0,0
"UTTAR PRADESH","GHAZIABAD",0,0,0,0
"UTTAR PRADESH","GHAZIPUR",0,0,0,0
"UTTAR PRADESH","GONDA",0,0,0,0
"UTTAR PRADESH","GORAKHPUR",0,0,0,0
"UTTAR PRADESH","HAMIRPUR",0,0,2,2
"UTTAR PRADESH","HARDOI",0,0,0,0
"UTTAR PRADESH","HATHRAS",0,0,0,0
"UTTAR PRADESH","JALAUN",39,10,1031,1080
"UTTAR PRADESH","JAUNPUR",0,0,0,0
"UTTAR PRADESH","JHANSI",0,0,0,0
"UTTAR PRADESH","JYOTIBA PHULENAGAR",0,0,4,4
"UTTAR PRADESH","KANNAUJ",0,0,0,0
"UTTAR PRADESH","KANPUR DEHAT",1,0,5,6
"UTTAR PRADESH","KANPUR NAGAR",0,0,2,2
"UTTAR PRADESH","KAUSHAMBI",0,0,1,1
"UTTAR PRADESH","KHERI",0,0,1,1
"UTTAR PRADESH","KUSHINAGAR",0,0,0,0
"UTTAR PRADESH","LALITPUR",0,0,0,0
"UTTAR PRADESH","LUCKNOW",0,0,4,4
"UTTAR PRADESH","MAHARAJ GANJ",0,0,6,6
"UTTAR PRADESH","MAHOBA",0,0,0,0
"UTTAR PRADESH","MAINPURI",0,0,0,0
"UTTAR PRADESH","MATHURA",0,0,0,0
"UTTAR PRADESH","MAU",0,0,0,0
"UTTAR PRADESH","MEERUT",0,0,2,2
"UTTAR PRADESH","MIRZAPUR",0,0,0,0
"UTTAR PRADESH","MORADABAD",16,0,48,64
"UTTAR PRADESH","MUZZAFARNAGAR",0,0,6,6
"UTTAR PRADESH","PILIBHIT",2,0,9,11
"UTTAR PRADESH","PRATAPGARH",0,0,0,0
"UTTAR PRADESH","RAEBARELI",0,0,1,1
"UTTAR PRADESH","RAMPUR",16,0,75,91
"UTTAR PRADESH","SAHARANPUR",1,0,0,1
"UTTAR PRADESH","SANT KABIR NAGAR",0,0,0,0
"UTTAR PRADESH","SANT RAVI DAS NAGAR",0,0,6,6
"UTTAR PRADESH","SHAHJAHANPUR",0,0,0,0
"UTTAR PRADESH","SHRAWASTI",0,0,0,0
"UTTAR PRADESH","SIDDHARTH NAGAR",2,0,0,2
"UTTAR PRADESH","SITAPUR",0,0,0,0
"UTTAR PRADESH","SONBHADRA",0,0,0,0
"UTTAR PRADESH","SULTANPUR",0,0,1,1
"UTTAR PRADESH","UNNAO",1,0,5,6
"UTTAR PRADESH","VARANASI",4,0,12,16
"UTTARANCHAL","CHAMPAWAT",0,0,0,0
"UTTARANCHAL","DEHRA DUN",0,0,0,0
"UTTARANCHAL","HARIDWAR",0,0,1,1
"UTTARANCHAL","NAINITAL",0,0,0,0
"UTTARANCHAL","PAURI",0,0,0,0
"UTTARANCHAL","UDHAM SINGH NAGAR",3,2,65,70
"WEST BENGAL","BANKURA",0,0,0,0
"WEST BENGAL","BIRBHUM",0,0,0,0
"WEST BENGAL","BURDWAN",0,0,0,0
"WEST BENGAL","COOCHBEHAR",0,0,0,0
"WEST BENGAL","DAKSHIN DINAJPUR",0,0,0,0
"WEST BENGAL","DARJEELING",0,0,0,0
"WEST BENGAL","HAORA",0,0,0,0
"WEST BENGAL","HOOGHLY",0,0,6,6
"WEST BENGAL","JALPAIGURI",0,0,0,0
"WEST BENGAL","MALDA",0,0,0,0
"WEST BENGAL","MIDNAPORE",0,0,26,26
"WEST BENGAL","MURSHIDABAD",0,0,0,0
"WEST BENGAL","NADIA",0,0,0,0
"WEST BENGAL","NORTH 24 PARGANAS",0,0,0,0
"WEST BENGAL","SOUTH 24 PARGANAS",0,0,0,0
"WEST BENGAL","UTTAR DINAJPUR",0,0,0,0
