-----
{
 "description": "The table refers to district wise distribution of Deep Tubewells according to ownership . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Statedptbwltab3.2.csv", 
 "title": "Download CSV for District wise Distribution of Deep Tubewells according to ownership for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Statedptbwltab3.2.csv"
}
-----
"State","District","Government","Cooperative Societies","Panchayat","Group of farmers","Individual farmers","Others","Total"
"BIHAR","GODDA",NA,NA,NA,NA,NA,NA,NA
"BIHAR","GOPALGANJ",89,0,0,0,7,0,96
"BIHAR","GUMLA",NA,NA,NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG",NA,NA,NA,NA,NA,NA,NA
"BIHAR","JAMUI",9,0,0,0,0,0,9
"BIHAR","JEHANABAD",107,0,0,0,0,0,107
"BIHAR","KATIHAR",29,1,0,0,0,0,30
"BIHAR","KHAGARIA",122,0,0,0,0,0,122
"BIHAR","KISHANGANJ",19,0,0,0,1,0,20
"BIHAR","KODARMA",2,0,0,14,0,0,16
"BIHAR","LAKHISARAI",30,0,0,0,1,0,31
"BIHAR","LOHARDAGA",NA,NA,NA,NA,NA,NA,NA
"BIHAR","MADHEPURA",21,0,0,0,0,0,21
"BIHAR","MADHUBANI",98,1,2,23,851,0,975
"BIHAR","MUNGER",0,0,0,1,1,0,2
"BIHAR","MUZAFFARPUR",237,0,9,5,45,0,296
"BIHAR","NALANDA",163,7,0,43,119,0,332
"BIHAR","NAWADA",113,0,0,0,101,0,214
"BIHAR","PAKUR",18,0,0,0,4,0,22
"BIHAR","PALAMU",NA,NA,NA,NA,NA,NA,NA
"BIHAR","PATNA",377,0,0,26,31,0,434
"BIHAR","PURNIA",7,0,0,0,0,0,7
"BIHAR","RANCHI",NA,NA,NA,NA,NA,NA,NA
"BIHAR","ROHTAS",79,0,0,0,31,0,110
"BIHAR","SAHARSA",10,0,0,0,5,0,15
"BIHAR","SAHEBGANJ",NA,NA,NA,NA,NA,NA,NA
"BIHAR","SAMASTIPUR",236,0,1,13,5,0,255
"BIHAR","SARAN",110,0,2,0,25,0,137
"BIHAR","SHEIKHPURA",91,1,0,0,2,0,94
"BIHAR","SHEOHAR",1,0,0,0,2,0,3
"BIHAR","SINGHBHUM EAST",6,0,0,0,0,0,6
"BIHAR","SINGHBHUM WEST",1,0,0,0,0,0,1
"BIHAR","SITAMARHI",137,0,1,1,1081,0,1220
"BIHAR","SIWAN",80,0,0,0,13,0,93
"BIHAR","SUPAUL",35,0,0,0,0,0,35
"BIHAR","VAISHALI",101,1,0,0,30,0,132
"GOA","NORTH GOA",15,0,0,1,2,0,18
"GOA","SOUTH GOA",0,0,0,0,1,0,1
"GUJARAT","",NA,NA,NA,NA,NA,NA,NA
"HARYANA","AMBALA",56,20,143,1167,877,0,2263
"HARYANA","BHIWANI",0,0,0,25,0,0,25
"HARYANA","FARIDABAD",NA,NA,NA,NA,NA,NA,NA
"HARYANA","GURGAON",1,0,7,88,34,0,130
"HARYANA","HISAR",NA,NA,NA,NA,NA,NA,NA
"HARYANA","JIND",0,0,0,223,77,0,300
"HARYANA","KAITHAL",0,0,0,626,201,0,827
"HARYANA","KARNAL",3,1,17,1224,461,0,1706
"HARYANA","KURUKSHETRA",6,2,6,231,95,0,340
"HARYANA","MEHANDERGARH",9,0,1,88,2,0,100
"HARYANA","PANCHKULA",16,4,0,60,34,0,114
"HARYANA","PANIPAT",0,6,0,116,73,0,195
"HARYANA","RIWARI",NA,NA,NA,NA,NA,NA,NA
"HARYANA","ROHTAK",NA,NA,NA,NA,NA,NA,NA
"HARYANA","SIRSA",0,0,0,75,135,0,210
"HARYANA","SONIPAT",0,0,0,10,10,0,20
"HARYANA","YAMUNA NAGAR",8,0,1,136,39,0,184
"HIMACHAL PRADESH","Bilaspur",NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Chamba",NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Hamirpur",NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Kangra",48,0,0,1,7,0,56
"HIMACHAL PRADESH","Kinnaur",NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Kullu",NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Lahul & Spiti",NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Mandi",0,0,0,2,0,0,2
"HIMACHAL PRADESH","Shimla",NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Sirmaur",4,0,0,6,0,0,10
"HIMACHAL PRADESH","Solan",21,0,0,4,1,0,26
"HIMACHAL PRADESH","Una",131,0,0,2,3,0,136
"JAMMU & KASHMIR","Anantnagh",NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Baramulla",6,0,0,0,3,0,9
"JAMMU & KASHMIR","Budgam",NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Doda",NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Jammu",44,0,0,7,0,13,64
"JAMMU & KASHMIR","Kargil",NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Kathua",0,0,0,9,0,0,9
"JAMMU & KASHMIR","Kupwara",NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Leh",NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Poonch",NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Pulwama",NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Rajouri",NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Srinagar",10,0,0,0,5,0,15
"JAMMU & KASHMIR","Udhampur",NA,NA,NA,NA,NA,NA,NA
"KARNATAKA","BANGALORE RURAL",181,2,96,3461,2115,4687,10542
"KARNATAKA","BANGALORE URBAN",0,0,0,4296,94,3197,7587
"KARNATAKA","BELGAUM",4,26,2,8877,415,2785,12109
"KARNATAKA","BELLARY",8,2,13,1608,1054,7435,10120
"KARNATAKA","BIDAR",29,2,4,126,966,2619,3746
"KARNATAKA","BIJAPUR",4,13,0,1893,194,3562,5666
"KARNATAKA","CHIKKAMAGALORE",0,0,0,478,22,1553,2053
"KARNATAKA","CHITRADURGA",0,0,0,5017,553,3983,9553
"KARNATAKA","DAKSHINA KANNADA",0,1,15,564,214,1121,1915
"KARNATAKA","DHARWAR",5,0,3,4697,148,6316,11169
"KARNATAKA","GULBARGA",16,5,5,7,168,106,307
"KARNATAKA","HASSAN",4,0,2,547,77,637,1267
"KARNATAKA","KODAGU",0,0,0,14,0,9,23
"KARNATAKA","KOLAR",40,3,1,9164,1403,11957,22568
"KARNATAKA","MANDYA",20,17,4,357,163,2792,3353
"KARNATAKA","MYSORE",22,42,2,2813,1216,1417,5512
"KARNATAKA","RAICHUR",0,121,0,2664,29,1855,4669
"KARNATAKA","SHIMOGA",8,7,0,2807,212,3585,6619
"KARNATAKA","TUMKUR",1,0,1,2870,1212,27310,31394
"KARNATAKA","UTTARA KANNADA",0,0,0,408,2,0,410
"KERALA","ALAPUZHA",0,0,0,0,58,0,58
"KERALA","ERANAKULAM",0,0,0,3,9,0,12
"KERALA","IDUKKI",0,0,0,0,2,0,2
"KERALA","KANNUR",2,1,0,1,13,0,17
"KERALA","KASARAGODE",4,1,7,5,13,0,30
"KERALA","KOLLAM",1,0,0,0,7,0,8
"KERALA","KOTTAYAM",0,0,0,11,0,0,11
"KERALA","KOZHIKODE",0,0,0,1,1,0,2
"KERALA","MALAPPURAM",0,0,0,2,11,0,13
"KERALA","PALAKKAD",0,0,0,0,29,0,29
"KERALA","PATHANAMTHITTA",0,0,0,0,9,0,9
"KERALA","THIRUVANANTHAPURAM",0,0,0,2,4,0,6
"KERALA","THRISSUR",0,0,0,1,0,0,1
"KERALA","WAYANAD",NA,NA,NA,NA,NA,NA,NA
"MADHYA PRADESH","BALAGHAT",0,0,1,0,0,0,1
"MADHYA PRADESH","BASTAR",1,0,0,0,3,0,4
"MADHYA PRADESH","BETUL",0,0,0,10,244,0,254
"MADHYA PRADESH","BHIND",27,1,0,40,54,0,122
"MADHYA PRADESH","BHOPAL",NA,NA,NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR",37,1,0,15,422,0,475
"MADHYA PRADESH","CHHATARPUR",3,0,0,14,197,0,214
"MADHYA PRADESH","CHHINDWARA",0,0,0,261,1620,0,1881
"MADHYA PRADESH","DAMOH",0,2,0,29,189,0,220
"MADHYA PRADESH","DATIA",NA,NA,NA,NA,NA,NA,NA
"MADHYA PRADESH","DEWAS",2,0,0,42,986,0,1030
"MADHYA PRADESH","DHAR",0,2,1,24,421,0,448
"MADHYA PRADESH","DURG",20,1,2,0,124,0,147
"MADHYA PRADESH","GUNA",2,7,46,21,387,0,463
"MADHYA PRADESH","GWALIOR",0,0,0,1,46,0,47
"MADHYA PRADESH","HOSHANGABAD",46,0,0,2,95,0,143
"MADHYA PRADESH","INDORE",2,1,0,86,896,0,985
"MADHYA PRADESH","JABALPUR",6,2,0,405,98,0,511
"MADHYA PRADESH","JHABUA",0,0,1,0,52,0,53
"MADHYA PRADESH","KHANDWA",4,1,0,0,957,0,962
"MADHYA PRADESH","KHARGONE",7,0,1,14,1193,0,1215
"MADHYA PRADESH","MANDLA",0,0,0,0,2,0,2
"MADHYA PRADESH","MANDSAUR",6,1,3,575,580,0,1165
"MADHYA PRADESH","MORENA",1,1,0,45,241,0,288
"MADHYA PRADESH","NARSIMHAPUR",53,0,1,1023,363,0,1440
"MADHYA PRADESH","PANNA",0,0,0,0,59,0,59
"MADHYA PRADESH","RAIGARH",63,6,22,26,316,0,433
"MADHYA PRADESH","RAIPUR",22,0,3,2,154,1,182
"MADHYA PRADESH","RAISEN",3,0,0,0,102,0,105
"MADHYA PRADESH","RAJGARH",0,0,3,11,143,0,157
"MADHYA PRADESH","RAJNANDGAON",6,0,0,1,63,0,70
"MADHYA PRADESH","RATLAM",8,0,3,83,1733,0,1827
"MADHYA PRADESH","REWA",0,0,1,11,505,0,517
"MADHYA PRADESH","SAGAR",0,0,1,19,97,75,192
"MADHYA PRADESH","SATNA",6,1,2,156,1630,0,1795
"MADHYA PRADESH","SEHORE",0,0,0,0,5,0,5
"MADHYA PRADESH","SEONI",0,0,0,1267,0,0,1267
"MADHYA PRADESH","SHAHDOL",2,0,6,3,181,0,192
"MADHYA PRADESH","SHAJAPUR",0,0,0,346,242,0,588
"MADHYA PRADESH","SHIVPURI",4,0,0,51,184,4,243
"MADHYA PRADESH","SIDHI",0,0,0,0,25,0,25
"MADHYA PRADESH","SURGUJA",500,36,12,0,1087,0,1635
"MADHYA PRADESH","TIKAMGARH",10,3,2,434,357,1,807
"MADHYA PRADESH","UJJAIN",11,0,0,38,2049,0,2098
"MADHYA PRADESH","VIDISHA",1,2,2,25,154,0,184
"MAHARASHTRA","",NA,NA,NA,NA,NA,NA,NA
"MANIPUR","BISHNUPUR",NA,NA,NA,NA,NA,NA,NA
"MANIPUR","CHANDEL",NA,NA,NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR",NA,NA,NA,NA,NA,NA,NA
"MANIPUR","IMPHAL",NA,NA,NA,NA,NA,NA,NA
"MANIPUR","SENAPATI",NA,NA,NA,NA,NA,NA,NA
"MANIPUR","TAMENGLONG",NA,NA,NA,NA,NA,NA,NA
"MANIPUR","THOUBAL",NA,NA,NA,NA,NA,NA,NA
"MANIPUR","UKHRUL",NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS",1,0,0,0,0,0,1
"MEGHALAYA","EAST KHASI HILLS",NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS",NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT",NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS",NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS",6,0,0,0,0,0,6
"MEGHALAYA","WEST KHASI HILLS",NA,NA,NA,NA,NA,NA,NA
"MIZORAM","AIZAWL",NA,NA,NA,NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI",NA,NA,NA,NA,NA,NA,NA
"MIZORAM","LUNGLEI",NA,NA,NA,NA,NA,NA,NA
"NAGALAND","KOHIMA",0,0,0,0,3,0,3
"NAGALAND","MOKOKCHUNG",NA,NA,NA,NA,NA,NA,NA
"NAGALAND","MON",NA,NA,NA,NA,NA,NA,NA
"NAGALAND","PHEK",NA,NA,NA,NA,NA,NA,NA
"NAGALAND","TUENSANG",NA,NA,NA,NA,NA,NA,NA
"NAGALAND","WOKHA",NA,NA,NA,NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO",NA,NA,NA,NA,NA,NA,NA
"ORISSA","ANGUL",NA,NA,NA,NA,NA,NA,NA
"ORISSA","BALASORE",1465,2,0,1,5,0,1473
"ORISSA","BARAGARH",2,0,0,0,14,0,16
"ORISSA","BHADRAK",478,0,0,0,0,0,478
"ORISSA","BOLANGIR",0,0,0,1,1,0,2
"ORISSA","BOUDH",0,0,0,1,0,0,1
"ORISSA","CUTTACK",134,0,0,1,25,0,160
"ORISSA","DEOGARH",NA,NA,NA,NA,NA,NA,NA
"ORISSA","DHENKANAL",0,0,0,0,1,0,1
"ORISSA","GAJAPATI",0,0,0,1,1,0,2
"ORISSA","GANJAM",5,0,0,0,2,0,7
"ORISSA","JAGATSINGHPUR",84,0,0,0,0,0,84
"ORISSA","JAJPUR",350,0,0,2,1,0,353
"ORISSA","JHARSUGUDA",0,0,0,0,11,0,11
"ORISSA","KALAHANDI",0,1,0,0,2,0,3
"ORISSA","KENDRAPARA",31,0,0,0,9,0,40
"ORISSA","KEONJHAR",5,0,0,0,0,0,5
"ORISSA","KHURDA",8,0,0,1,4,0,13
"ORISSA","KORAPUT",NA,NA,NA,NA,NA,NA,NA
"ORISSA","MALKANGIRI",NA,NA,NA,NA,NA,NA,NA
"ORISSA","MAYURBHANJ",228,0,0,1,1,0,230
"ORISSA","NAYAGARH",2,0,0,0,0,0,2
"ORISSA","NOWRANGPUR",NA,NA,NA,NA,NA,NA,NA
"ORISSA","NUAPADA",1,0,0,0,0,0,1
"ORISSA","PHULBANI",NA,NA,NA,NA,NA,NA,NA
"ORISSA","PURI",10,0,0,3,15,0,28
"ORISSA","RAYAGADA",0,0,0,0,1,0,1
"ORISSA","SAMBALPUR",NA,NA,NA,NA,NA,NA,NA
"ORISSA","SONEPUR",NA,NA,NA,NA,NA,NA,NA
"ORISSA","SUNDARGARH",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","AMRITSAR",0,0,0,0,1,0,1
"PUNJAB","BATHINDA",0,0,0,9,0,0,9
"PUNJAB","FARIDKOT",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","FATEHGARH SAHIB",0,0,0,28,1,0,29
"PUNJAB","FEROZEPUR",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","GURDASPUR",12,0,0,19,0,0,31
"PUNJAB","HOSHIARPUR",104,10,2,125,333,0,574
"PUNJAB","JALANDHAR",NA,NA,NA,NA,NA,NA,NA
"PUNJAB","KAPURTHALA",1,0,0,0,14,0,15
"PUNJAB","LUDHIANA",0,0,0,2,0,0,2
"PUNJAB","MANSA",0,0,0,15,0,0,15
"PUNJAB","PATIALA",7,0,0,401,2,0,410
"PUNJAB","ROPAR",19,8,0,10,125,0,162
"PUNJAB","SANGRUR",3,0,0,636,390,0,1029
"RAJASTHAN","AJMER",0,0,0,2,1,0,3
"RAJASTHAN","ALWAR",NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","BANSWARA",NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","BARAN",2,0,0,228,267,1,498
"RAJASTHAN","BARMER",0,0,0,5,0,0,5
"RAJASTHAN","BHARATPUR",1,0,0,241,111,1,354
"RAJASTHAN","BHILWARA",0,3,0,26,21,0,50
"RAJASTHAN","BIKANER",0,0,0,3,16,0,19
"RAJASTHAN","BUNDI",7,0,0,7,60,1,75
"RAJASTHAN","CHITTORGARH",55,7,3,532,243,0,840
"RAJASTHAN","CHURU",0,0,0,3,33,0,36
"RAJASTHAN","DAUSA",0,0,0,3,0,0,3
"RAJASTHAN","DHOLPUR",NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","DUNGARPUR",3,0,0,28,21,0,52
"RAJASTHAN","GANGANAGAR",NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH",NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","JAIPUR",NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","JAISALMER",0,0,0,2,0,0,2
"RAJASTHAN","JALORE",3,0,0,43,32,0,78
"RAJASTHAN","JHALAWAR",1,0,0,25,47,0,73
"RAJASTHAN","JHUNJHNU",NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","JODHPUR",26,4,4,3482,2570,11,6097
"RAJASTHAN","KOTA",1,0,0,308,19,1,329
"RAJASTHAN","NAGAUR",12,4,2,1804,1866,5,3693
"RAJASTHAN","PALI",2,0,0,208,69,1,280
"RAJASTHAN","RAJSAMAND",0,0,0,2,11,0,13
"RAJASTHAN","SAWAI-MADHOPUR",0,0,0,11,14,0,25
"RAJASTHAN","SIKAR",NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","SIROHI",NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","TONK",4,0,0,0,2,0,6
"RAJASTHAN","UDAIPUR",1,0,0,5,13,0,19
"SIKKIM","EAST SIKKIM",NA,NA,NA,NA,NA,NA,NA
"SIKKIM","NORTH SIKKIM",NA,NA,NA,NA,NA,NA,NA
"SIKKIM","SOUTH SIKKIM",NA,NA,NA,NA,NA,NA,NA
"SIKKIM","WEST SIKKIM",NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","COIMBATORE",0,0,1,11,4185,0,4197
"TAMIL NADU","CUDDALORE",10,3,3,2946,4731,0,7693
"TAMIL NADU","DHARMAPURI",3,1,0,352,2,0,358
"TAMIL NADU","DINDIGUL",0,1,0,18,79,0,98
"TAMIL NADU","ERODE",1,2,1,950,519,0,1473
"TAMIL NADU","KANCHIPURAM",2,0,0,0,0,0,2
"TAMIL NADU","KANNIYAKUMARI",0,0,0,3,0,0,3
"TAMIL NADU","KARUR",0,0,0,0,149,0,149
"TAMIL NADU","MADRAS",NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","MADURAI",0,0,0,4,0,0,4
"TAMIL NADU","NAGAPATTINAM",0,0,0,0,10,0,10
"TAMIL NADU","NAMAKKAL",0,0,0,1849,202,0,2051
"TAMIL NADU","PERAMBALUR",14,0,14,37,529,0,594
"TAMIL NADU","PUDUKOTTAI",4,0,0,23,1121,0,1148
"TAMIL NADU","RAMNATHAPURAM",19,3,0,2,130,0,154
"TAMIL NADU","SALEM",0,0,0,1219,0,0,1219
"TAMIL NADU","SIVAGANGA",16,0,1,12,63,0,92
"TAMIL NADU","THANJAVUR",16,0,3,0,2992,0,3011
"TAMIL NADU","THE NILGIRIS",NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","THENI",0,0,0,283,0,0,283
"TAMIL NADU","THOOTHUGUDI",NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","TIRUNELVELI",4,0,0,4,25,0,33
"TAMIL NADU","TIRUVALLUR",0,0,0,262,0,0,262
"TAMIL NADU","TIRUVANNAMALAI",NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","TIRUVARUR",0,0,0,0,778,0,778
"TAMIL NADU","TRICHIRAPPALLI",0,0,0,0,8,0,8
"TAMIL NADU","VELLORE",NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","VILLUPURAM",2,0,2,8184,1154,0,9342
"TAMIL NADU","VIRUDHUNAGAR",0,0,0,0,4,0,4
"TRIPURA","DHALAI",2,0,0,0,0,0,2
"TRIPURA","NORTH",9,0,0,0,0,0,9
"TRIPURA","SOUTH",38,0,1,0,0,0,39
"TRIPURA","WEST",80,1,0,0,0,0,81
"UTTAR PRADESH","AGRA",317,1,0,0,216,0,534
"UTTAR PRADESH","ALIGARH",57,0,0,0,3,0,60
"UTTAR PRADESH","ALLAHABAD",399,0,0,50,51,0,500
"UTTAR PRADESH","ALMORA",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR",4,0,0,0,100,0,104
"UTTAR PRADESH","AZAMGARH",42,0,0,0,0,0,42
"UTTAR PRADESH","BADAUN",638,0,0,0,58,0,696
"UTTAR PRADESH","BAHRAICH",0,0,0,0,291,0,291
"UTTAR PRADESH","BALLIA",552,1,0,2,14,0,569
"UTTAR PRADESH","BANDA",27,1,2,27,129,0,186
"UTTAR PRADESH","BARABANKI",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY",619,4,0,2,71,0,696
"UTTAR PRADESH","BASTI",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","BIJNOR",281,0,31,2,73,0,387
"UTTAR PRADESH","BULANDSHAHR",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)",NA,NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN",61,0,0,6,1,0,68
"UTTAR PRADESH","DEORIA",446,0,2,3,19,0,470
"UTTAR PRADESH","ETAH",16,1,1,0,9,0,27
"UTTAR PRADESH","ETAWAH",85,2,18,2,174,0,281
"UTTAR PRADESH","FAIZABAD",0,0,0,0,208,0,208
"UTTAR PRADESH","FARUKHABAD",8,0,0,0,29,0,37
"UTTAR PRADESH","FATEHPUR",230,2,0,3,38,0,273
"UTTAR PRADESH","FIROZABAD",103,0,0,3,2,0,108
"UTTAR PRADESH","GHAZIABAD",243,0,0,0,0,0,243
"UTTAR PRADESH","GHAZIPUR",11,0,1,2,335,0,349
