-----
{
 "description": "The table gives the Total Expenditure of the Central Government (in Rs. Cr.) since the First Five-Year Plan (1950-51 to 1955-56). It gives details regarding Government Consumption Expenditure, Gross Capital Formation, Transfer Payments to the rest of the world and Financial investments & loans to ...", 
 "file_name": "tab23.xls", 
 "title": "Download XLS for Total Expenditure of the Central Government(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab23.xls"
}
-----
"2.3 TOTAL EXPENDITURE OF THE CENTRAL GOVERNMENT","","","","","","","","",""
"","","","","","","","","","(` crore)"
"2001-02",77323.9,12633.6,89957.5,"",201188.2,28008.6,229196.8,41462.0,360616.3
"2002-03",85389.1,21697.2,107086.3,"",228501.3,29405.6,257906.9,33885.7,398878.9
"2003-04",87169.8,23996.8,111166.6,"",248436.0,32038.1,280474.1,34490.9,426131.6
"2004-05",105691.8,27396.1,133087.9,"",259528.7,36821.8,296350.5,34392.5,463830.9
"2005-06",116305.3,34450.0,150755.3,"",297266.5,41681.1,338947.6,11380.4,501083.3
"2006-07",121608.7,36486.7,158095.4,"",356560.4,45757.8,402318.2,9771.1,570184.7
"2007-08",131396.0,43652.0,175048.0,"",408676.0,53758.0,462434.0,51427.0,688909.0
"2008-09",174345.0,51464.0,225809.0,"",543347.0,70287.0,613634.0,25087.0,864530.0
"2009-10",210625.0,58999.0,269624.0,"",580898.0,113345.0,694243.0,28575.0,992442.0
"2010-11",230262.0,65059.0,295321.0,"",656300.0,150312.0,806612.0,62795.0,1164728.0
"2011-12(RE)",256898.0,70050.0,326948.0,"",743904.0,171762.0,915666.0,46149.0,1288763.0
"2012-13(BE)",290124.0,94906.0,385030.0,"",803130.0,207820.0,1010950.0,101656.0,1497636.0
"Source :  Ministry of Finance, Economic & Functional Classification of the Central  Governmet Budget-various issues.","","","","","","","","",""
"RE: Revised Estimates    BE: Budget Estimates. ","","","","","","","","",""
"a      For 1965-66, includes ` 53 crore as additional payments to IMF, IBRD, IDA & ADB following the change in the par value of the rupee. This is","","","","","","","","",""
"        a nominal outlay as it is met by the issue of non-negotiable Government of India securities.","","","","","","","","",""
"b      From 1993-94 onwards, Delhi is not included.","","","","","","","","",""
"c      From 1997-98 onwards loans to States/UTs are exclusive of loans against States/UTs shares in small saving collections.","","","","","","","","",""
