-----
{
 "description": "The table refers to district wise distribution of dugwells according to social status. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statedgwltab1.4.csv", 
 "title": "Download CSV for District wise Distribution of Dugwells according to social status for 2nd census of minor irrigation schemes", 
 "url": "http://data.gov.in/sites/default/files/Statedgwltab1.4.csv"
}
-----
"State","District","Scheduled caste","Scheduled tribe","Other social status of farmers","Total"
"ASSAM","BARPETA",NA,NA,NA,NA
"ASSAM","BONGAIGAON",NA,NA,NA,NA
"ASSAM","CACHAR",NA,NA,NA,NA
"ASSAM","DARRANG",NA,NA,NA,NA
"ASSAM","DHEMAJI",NA,NA,NA,NA
"ASSAM","DHUBRI",0,9,11,20
"ASSAM","DIBRUGARH",NA,NA,NA,NA
"ASSAM","GOALPARA",1,0,0,1
"ASSAM","GOLAGHAT",NA,NA,NA,NA
"ASSAM","HAILAKANDI",NA,NA,NA,NA
"ASSAM","JORHAT",NA,NA,NA,NA
"ASSAM","KAMRUP",NA,NA,NA,NA
"ASSAM","KARBI ANGLONG",NA,NA,NA,NA
"ASSAM","KARIMGANJ",NA,NA,NA,NA
"ASSAM","KOKRAJHAR",NA,NA,NA,NA
"ASSAM","LAKHIMPUR",3,1,0,4
"ASSAM","MARIGAON",0,0,2,2
"ASSAM","NAGAON",NA,NA,NA,NA
"ASSAM","NALBARI",NA,NA,NA,NA
"ASSAM","NORTH CACHAR HILLS",NA,NA,NA,NA
"ASSAM","SIBSAGAR",0,0,2,2
"ASSAM","SONITPUR",1,3,5,9
"ASSAM","TINSUKIA",NA,NA,NA,NA
"BIHAR","ARARIA",0,0,3,3
"BIHAR","AURANGABAD",2045,135,6703,8883
"BIHAR","BANKA",947,705,5016,6668
"BIHAR","BEGUSARAI",2,2,33,37
"BIHAR","BHABUA",711,219,5477,6407
"BIHAR","BHAGALPUR",532,157,3362,4051
"BIHAR","BHOJPUR",166,34,3443,3643
"BIHAR","BOKARO",1610,3350,2945,7905
"BIHAR","BUXAR",59,71,1968,2098
"BIHAR","CHAMPARAN EAST",1,0,29,30
"BIHAR","CHAMPARAN WEST",0,0,12,12
"BIHAR","CHATRA",3662,636,7884,12182
"BIHAR","DARBHANGA",1,0,10,11
"BIHAR","DEOGHAR",1470,1273,4185,6928
"BIHAR","DHANBAD",367,591,1525,2483
"BIHAR","DUMKA",2500,16055,10751,29306
"BIHAR","GARHWA",3850,2874,6265,12989
"BIHAR","GAYA",4954,262,12012,17228
"BIHAR","GIRIDIH",3609,1992,14526,20127
"BIHAR","GODDA",759,2580,2320,5659
"BIHAR","GOPALGANJ",95,15,1800,1910
"BIHAR","GUMLA",1972,23191,5190,30353
"BIHAR","HAZARIBAG",3957,3447,21978,29382
"BIHAR","JAMUI",1164,647,3332,5143
"BIHAR","JEHANABAD",135,13,3091,3239
"BIHAR","KATIHAR",0,0,2,2
"BIHAR","KHAGARIA",0,0,6,6
"BIHAR","KISHANGANJ",0,0,0,0
"BIHAR","KODARMA",2053,198,7501,9752
"BIHAR","LAKHISARAI",122,38,437,597
"BIHAR","LOHARDAGA",478,10316,4784,15578
"BIHAR","MADHEPURA",0,0,2,2
"BIHAR","MADHUBANI",1,0,53,54
"BIHAR","MUNGER",313,248,1539,2100
"BIHAR","MUZAFFARPUR",80,9,1346,1435
"BIHAR","NALANDA",1422,76,20704,22202
"BIHAR","NAWADA",1573,57,3843,5473
"BIHAR","PAKUR",58,728,86,872
"BIHAR","PALAMU",4319,6912,8400,19631
"BIHAR","PATNA",383,20,6480,6883
"BIHAR","PURNIA",0,0,0,0
"BIHAR","RANCHI",1852,28176,7946,37974
"BIHAR","ROHTAS",813,137,5983,6933
"BIHAR","SAHARSA",NA,NA,NA,NA
"BIHAR","SAHEBGANJ",244,1556,242,2042
"BIHAR","SAMASTIPUR",0,0,23,23
"BIHAR","SARAN",147,29,2678,2854
"BIHAR","SHEIKHPURA",84,2,434,520
"BIHAR","SHEOHAR",NA,NA,NA,NA
"BIHAR","SINGHBHUM EAST",157,1132,1015,2304
"BIHAR","SINGHBHUM WEST",296,3077,1252,4625
"BIHAR","SITAMARHI",0,0,9,9
"BIHAR","SIWAN",540,21,10387,10948
"BIHAR","SUPAUL",NA,NA,NA,NA
"BIHAR","VAISHALI",53,13,1503,1569
"GOA","NORTH GOA",17,3,2773,2793
"GOA","SOUTH GOA",0,1,1097,1098
"GUJARAT","",NA,NA,NA,NA
"HARYANA","AMBALA",99,20,1566,1685
"HARYANA","BHIWANI",199,147,4138,4484
"HARYANA","FARIDABAD",NA,NA,NA,NA
"HARYANA","GURGAON",88,266,3606,3960
"HARYANA","HISAR",6,36,111,153
"HARYANA","JIND",NA,NA,NA,NA
"HARYANA","KAITHAL",24,68,4685,4777
"HARYANA","KARNAL",15,6,2080,2101
"HARYANA","KURUKSHETRA",NA,NA,NA,NA
"HARYANA","MEHANDERGARH",9,0,2241,2250
"HARYANA","PANCHKULA",0,0,46,46
"HARYANA","PANIPAT",0,21,417,438
"HARYANA","RIWARI",12,7,1321,1340
"HARYANA","ROHTAK",11,31,1435,1477
"HARYANA","SIRSA",55,16,1847,1918
"HARYANA","SONIPAT",2,0,121,123
"HARYANA","YAMUNA NAGAR",41,18,1193,1252
"HIMACHAL PRADESH","Bilaspur",5,0,38,43
"HIMACHAL PRADESH","Chamba",NA,NA,NA,NA
"HIMACHAL PRADESH","Hamirpur",2,0,116,118
"HIMACHAL PRADESH","Kangra",14,0,280,294
"HIMACHAL PRADESH","Kinnaur",NA,NA,NA,NA
"HIMACHAL PRADESH","Kullu",6,0,6,12
"HIMACHAL PRADESH","Lahul & Spiti",NA,NA,NA,NA
"HIMACHAL PRADESH","Mandi",0,0,1,1
"HIMACHAL PRADESH","Shimla",NA,NA,NA,NA
"HIMACHAL PRADESH","Sirmaur",22,8,133,163
"HIMACHAL PRADESH","Solan",58,5,514,577
"HIMACHAL PRADESH","Una",14,2,323,339
"JAMMU & KASHMIR","Anantnagh",NA,NA,NA,NA
"JAMMU & KASHMIR","Baramulla",0,0,83,83
"JAMMU & KASHMIR","Budgam",0,0,17,17
"JAMMU & KASHMIR","Doda",NA,NA,NA,NA
"JAMMU & KASHMIR","Jammu",15,0,46,61
"JAMMU & KASHMIR","Kargil",NA,NA,NA,NA
"JAMMU & KASHMIR","Kathua",42,0,182,224
"JAMMU & KASHMIR","Kupwara",NA,NA,NA,NA
"JAMMU & KASHMIR","Leh",NA,NA,NA,NA
"JAMMU & KASHMIR","Poonch",NA,NA,NA,NA
"JAMMU & KASHMIR","Pulwama",0,0,10,10
"JAMMU & KASHMIR","Rajouri",0,0,3,3
"JAMMU & KASHMIR","Srinagar",0,0,220,220
"JAMMU & KASHMIR","Udhampur",2,0,2,4
"KARNATAKA","BANGALORE RURAL",537,285,10929,11751
"KARNATAKA","BANGALORE URBAN",93,48,2312,2453
"KARNATAKA","BELGAUM",2300,1477,50437,54214
"KARNATAKA","BELLARY",409,504,3616,4529
"KARNATAKA","BIDAR",1203,455,15179,16837
"KARNATAKA","BIJAPUR",3188,732,33998,37918
"KARNATAKA","CHIKKAMAGALORE",110,28,2444,2582
"KARNATAKA","CHITRADURGA",706,1833,8703,11242
"KARNATAKA","DAKSHINA KANNADA",634,1030,29176,30840
"KARNATAKA","DHARWAR",394,357,5337,6088
"KARNATAKA","GULBARGA",2679,420,17167,20266
"KARNATAKA","HASSAN",199,46,2402,2647
"KARNATAKA","KODAGU",18,6,152,176
"KARNATAKA","KOLAR",2472,1561,22434,26467
"KARNATAKA","MANDYA",573,80,8520,9173
"KARNATAKA","MYSORE",1038,336,14250,15624
"KARNATAKA","RAICHUR",2208,3021,11961,17190
"KARNATAKA","SHIMOGA",332,105,5278,5715
"KARNATAKA","TUMKUR",1632,1542,27642,30816
"KARNATAKA","UTTARA KANNADA",432,145,13748,14325
"KERALA","ALAPUZHA",298,20,2648,2966
"KERALA","ERANAKULAM",415,33,14004,14452
"KERALA","IDUKKI",117,72,4290,4479
"KERALA","KANNUR",190,33,11424,11647
"KERALA","KASARAGODE",367,137,4022,4526
"KERALA","KOLLAM",23,2,2370,2395
"KERALA","KOTTAYAM",212,119,8300,8631
"KERALA","KOZHIKODE",268,26,9214,9508
"KERALA","MALAPPURAM",197,38,9341,9576
"KERALA","PALAKKAD",328,19,5421,5768
"KERALA","PATHANAMTHITTA",245,11,4562,4818
"KERALA","THIRUVANANTHAPURAM",1192,149,6813,8154
"KERALA","THRISSUR",1171,105,37394,38670
"KERALA","WAYANAD",2,7,401,410
"MADHYA PRADESH","BALAGHAT",436,806,6843,8085
"MADHYA PRADESH","BASTAR",426,4363,1631,6420
"MADHYA PRADESH","BETUL",3092,8636,32552,44280
"MADHYA PRADESH","BHIND",708,42,9577,10327
"MADHYA PRADESH","BHOPAL",886,153,6021,7060
"MADHYA PRADESH","BILASPUR",1842,2683,5741,10266
"MADHYA PRADESH","CHHATARPUR",7351,1073,32400,40824
"MADHYA PRADESH","CHHINDWARA",2080,5320,23330,30730
"MADHYA PRADESH","DAMOH",1451,724,7658,9833
"MADHYA PRADESH","DATIA",2301,146,11265,13712
"MADHYA PRADESH","DEWAS",2776,2568,24687,30031
"MADHYA PRADESH","DHAR",756,23869,17313,41938
"MADHYA PRADESH","DURG",807,1653,6040,8500
"MADHYA PRADESH","GUNA",1514,930,14417,16861
"MADHYA PRADESH","GWALIOR",1457,435,9757,11649
"MADHYA PRADESH","HOSHANGABAD",2196,2802,18358,23356
"MADHYA PRADESH","INDORE",731,2027,12397,15155
"MADHYA PRADESH","JABALPUR",579,947,9254,10780
"MADHYA PRADESH","JHABUA",234,12419,2484,15137
"MADHYA PRADESH","KHANDWA",3687,8032,42361,54080
"MADHYA PRADESH","KHARGONE",2335,20559,44339,67233
"MADHYA PRADESH","MANDLA",76,278,1656,2010
"MADHYA PRADESH","MANDSAUR",9491,3136,107828,120455
"MADHYA PRADESH","MORENA",960,126,15232,16318
"MADHYA PRADESH","NARSIMHAPUR",1000,1191,16138,18329
"MADHYA PRADESH","PANNA",532,312,4178,5022
"MADHYA PRADESH","RAIGARH",1163,6680,3699,11542
"MADHYA PRADESH","RAIPUR",3555,7201,21768,32524
"MADHYA PRADESH","RAISEN",847,589,6148,7584
"MADHYA PRADESH","RAJGARH",5507,1496,45633,52636
"MADHYA PRADESH","RAJNANDGAON",679,1914,3509,6102
"MADHYA PRADESH","RATLAM",5692,4992,34635,45319
"MADHYA PRADESH","REWA",485,298,9850,10633
"MADHYA PRADESH","SAGAR",2255,1066,24199,27520
"MADHYA PRADESH","SATNA",1671,696,11160,13527
"MADHYA PRADESH","SEHORE",3544,1662,21780,26986
"MADHYA PRADESH","SEONI",1194,2209,8079,11482
"MADHYA PRADESH","SHAHDOL",288,1957,3281,5526
"MADHYA PRADESH","SHAJAPUR",4853,1109,36400,42362
"MADHYA PRADESH","SHIVPURI",3447,1052,36148,40647
"MADHYA PRADESH","SIDHI",329,1021,6794,8144
"MADHYA PRADESH","SURGUJA",1939,16724,18927,37590
"MADHYA PRADESH","TIKAMGARH",2921,574,39972,43467
"MADHYA PRADESH","UJJAIN",5288,1137,25484,31909
"MADHYA PRADESH","VIDISHA",1121,305,8497,9923
"MAHARASHTRA","",NA,NA,NA,NA
"MANIPUR","BISHNUPUR",NA,NA,NA,NA
"MANIPUR","CHANDEL",NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR",NA,NA,NA,NA
"MANIPUR","IMPHAL",NA,NA,NA,NA
"MANIPUR","SENAPATI",NA,NA,NA,NA
"MANIPUR","TAMENGLONG",NA,NA,NA,NA
"MANIPUR","THOUBAL",NA,NA,NA,NA
"MANIPUR","UKHRUL",NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS",NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS",NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT",NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS",0,0,0,0
"MEGHALAYA","WEST GARO HILLS",NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS",NA,NA,NA,NA
"MIZORAM","AIZAWL",0,273,10,283
"MIZORAM","CHHIMTUIPUI",0,31,0,31
"MIZORAM","LUNGLEI",0,168,7,175
"NAGALAND","KOHIMA",2,517,0,519
"NAGALAND","MOKOKCHUNG",0,10,0,10
"NAGALAND","MON",NA,NA,NA,NA
"NAGALAND","PHEK",NA,NA,NA,NA
"NAGALAND","TUENSANG",NA,NA,NA,NA
"NAGALAND","WOKHA",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO",NA,NA,NA,NA
"ORISSA","ANGUL",1876,1668,14986,18530
"ORISSA","BALASORE",1019,1071,547,2637
"ORISSA","BARAGARH",1370,4140,9480,14990
"ORISSA","BHADRAK",347,16,68,431
"ORISSA","BOLANGIR",5239,14969,32914,53122
"ORISSA","BOUDH",1204,2224,6846,10274
"ORISSA","CUTTACK",2624,669,7686,10979
"ORISSA","DEOGARH",688,2031,3593,6312
"ORISSA","DHENKANAL",1232,1128,7115,9475
"ORISSA","GAJAPATI",257,2818,1036,4111
"ORISSA","GANJAM",3957,1799,24487,30243
"ORISSA","JAGATSINGHPUR",564,3,221,788
"ORISSA","JAJPUR",1246,274,941,2461
"ORISSA","JHARSUGUDA",681,2916,2478,6075
"ORISSA","KALAHANDI",2678,4998,6563,14239
"ORISSA","KENDRAPARA",215,10,64,289
"ORISSA","KEONJHAR",1648,7829,7843,17320
"ORISSA","KHURDA",1107,606,11416,13129
"ORISSA","KORAPUT",823,3714,1204,5741
"ORISSA","MALKANGIRI",482,787,75,1344
"ORISSA","MAYURBHANJ",890,7715,1786,10391
"ORISSA","NAYAGARH",1872,1204,11096,14172
"ORISSA","NOWRANGPUR",1144,6467,1703,9314
"ORISSA","NUAPADA",1750,6445,5370,13565
"ORISSA","PHULBANI",848,4116,864,5828
"ORISSA","PURI",619,37,360,1016
"ORISSA","RAYAGADA",213,1423,358,1994
"ORISSA","SAMBALPUR",1318,6618,5319,13255
"ORISSA","SONEPUR",1064,1274,8672,11010
"ORISSA","SUNDARGARH",1510,12520,4578,18608
"PUNJAB","AMRITSAR",25,16,1393,1434
"PUNJAB","BATHINDA",21,1,344,366
"PUNJAB","FARIDKOT",21,0,484,505
"PUNJAB","FATEHGARH SAHIB",1,0,123,124
"PUNJAB","FEROZEPUR",1,0,343,344
"PUNJAB","GURDASPUR",15,1,640,656
"PUNJAB","HOSHIARPUR",27,7,669,703
"PUNJAB","JALANDHAR",247,9,1206,1462
"PUNJAB","KAPURTHALA",99,20,663,782
"PUNJAB","LUDHIANA",17,4,675,696
"PUNJAB","MANSA",23,3,537,563
"PUNJAB","PATIALA",5,0,141,146
"PUNJAB","ROPAR",45,41,2241,2327
"PUNJAB","SANGRUR",34,5,1483,1522
"RAJASTHAN","AJMER",4524,2203,38706,45433
"RAJASTHAN","ALWAR",2889,4558,56443,63890
"RAJASTHAN","BANSWARA",565,4521,6657,11743
"RAJASTHAN","BARAN",1735,2381,18637,22753
"RAJASTHAN","BARMER",1242,403,11647,13292
"RAJASTHAN","BHARATPUR",753,484,10301,11538
"RAJASTHAN","BHILWARA",7271,6495,83053,96819
"RAJASTHAN","BIKANER",15,1,205,221
"RAJASTHAN","BUNDI",1477,3067,16864,21408
"RAJASTHAN","CHITTORGARH",7204,11714,59283,78201
"RAJASTHAN","CHURU",228,24,1595,1847
"RAJASTHAN","DAUSA",3842,12204,19430,35476
"RAJASTHAN","DHOLPUR",1727,1052,12004,14783
"RAJASTHAN","DUNGARPUR",375,9766,5811,15952
"RAJASTHAN","GANGANAGAR",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH",72,6,1011,1089
"RAJASTHAN","JAIPUR",8581,7734,90347,106662
"RAJASTHAN","JAISALMER",13,0,196,209
"RAJASTHAN","JALORE",3613,1367,37774,42754
"RAJASTHAN","JHALAWAR",4421,4062,48255,56738
"RAJASTHAN","JHUNJHNU",1380,353,24754,26487
"RAJASTHAN","JODHPUR",693,244,9434,10371
"RAJASTHAN","KOTA",1357,1572,10940,13869
"RAJASTHAN","NAGAUR",2035,210,23137,25382
"RAJASTHAN","PALI",2926,2635,35624,41185
"RAJASTHAN","RAJSAMAND",4161,3368,40485,48014
"RAJASTHAN","SAWAI-MADHOPUR",3445,8179,35722,47346
"RAJASTHAN","SIKAR",2671,862,40489,44022
"RAJASTHAN","SIROHI",2225,2709,10440,15374
"RAJASTHAN","TONK",5042,4450,30786,40278
"RAJASTHAN","UDAIPUR",3969,7191,46040,57200
"SIKKIM","EAST SIKKIM",NA,NA,NA,NA
"SIKKIM","NORTH SIKKIM",NA,NA,NA,NA
"SIKKIM","SOUTH SIKKIM",NA,NA,NA,NA
"SIKKIM","WEST SIKKIM",NA,NA,NA,NA
"TAMIL NADU","COIMBATORE",1482,336,83407,85225
"TAMIL NADU","CUDDALORE",1618,173,9396,11187
"TAMIL NADU","DHARMAPURI",4148,1150,91092,96390
"TAMIL NADU","DINDIGUL",1736,218,34271,36225
"TAMIL NADU","ERODE",1955,494,96097,98546
"TAMIL NADU","KANCHIPURAM",6316,221,37096,43633
"TAMIL NADU","KANNIYAKUMARI",14,0,2319,2333
"TAMIL NADU","KARUR",1038,238,32990,34266
"TAMIL NADU","MADRAS",NA,NA,NA,NA
"TAMIL NADU","MADURAI",2776,351,35199,38326
"TAMIL NADU","NAGAPATTINAM",634,72,7744,8450
"TAMIL NADU","NAMAKKAL",2099,500,38090,40689
"TAMIL NADU","PERAMBALUR",5727,364,39017,45108
"TAMIL NADU","PUDUKOTTAI",3453,135,29926,33514
"TAMIL NADU","RAMNATHAPURAM",649,18,5319,5986
"TAMIL NADU","SALEM",4343,3435,53481,61259
"TAMIL NADU","SIVAGANGA",615,99,10485,11199
"TAMIL NADU","THANJAVUR",944,35,4254,5233
"TAMIL NADU","THE NILGIRIS",4,0,233,237
"TAMIL NADU","THENI",2170,371,16266,18807
"TAMIL NADU","THOOTHUGUDI",3474,42,17616,21132
"TAMIL NADU","TIRUNELVELI",11564,390,55571,67525
"TAMIL NADU","TIRUVALLUR",2208,183,20905,23296
"TAMIL NADU","TIRUVANNAMALAI",14732,3066,126129,143927
"TAMIL NADU","TIRUVARUR",9,1,55,65
"TAMIL NADU","TRICHIRAPPALLI",5420,669,58028,64117
"TAMIL NADU","VELLORE",6902,679,88750,96331
"TAMIL NADU","VILLUPURAM",19048,2445,113595,135088
"TAMIL NADU","VIRUDHUNAGAR",5124,298,28368,33790
"TRIPURA","DHALAI",16,36,54,106
"TRIPURA","NORTH",3,7,22,32
"TRIPURA","SOUTH",103,124,331,558
"TRIPURA","WEST",0,0,1,1
"UTTAR PRADESH","AGRA",544,148,5218,5910
"UTTAR PRADESH","ALIGARH",14,10,244,268
"UTTAR PRADESH","ALLAHABAD",214,71,3101,3386
"UTTAR PRADESH","ALMORA",NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH",18,0,102,120
"UTTAR PRADESH","BADAUN",NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH",106,2,552,660
"UTTAR PRADESH","BALLIA",14,6,477,497
"UTTAR PRADESH","BANDA",541,90,5915,6546
"UTTAR PRADESH","BARABANKI",400,21,1326,1747
"UTTAR PRADESH","BAREILLY",NA,NA,NA,NA
"UTTAR PRADESH","BASTI",208,34,868,1110
"UTTAR PRADESH","BIJNOR",41,9,229,279
"UTTAR PRADESH","BULANDSHAHR",35,0,63,98
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)",NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN",1,0,28,29
"UTTAR PRADESH","DEORIA",197,23,3135,3355
"UTTAR PRADESH","ETAH",196,6,1618,1820
"UTTAR PRADESH","ETAWAH",70,45,499,614
"UTTAR PRADESH","FAIZABAD",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD",10,0,47,57
"UTTAR PRADESH","FATEHPUR",122,3,1428,1553
"UTTAR PRADESH","FIROZABAD",75,3,1353,1431
"UTTAR PRADESH","GHAZIABAD",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR",45,3,375,423
"UTTAR PRADESH","GONDA",150,7,571,728
"UTTAR PRADESH","GORAKHPUR",267,20,2056,2343
"UTTAR PRADESH","HAMIRPUR",335,44,1830,2209
"UTTAR PRADESH","HARDOI",372,59,754,1185
"UTTAR PRADESH","HARDWAR",45,0,209,254
"UTTAR PRADESH","JALAUN",502,41,2840,3383
"UTTAR PRADESH","JAUNPUR",213,30,1716,1959
"UTTAR PRADESH","JHANSI",8675,316,27012,36003
"UTTAR PRADESH","KANPUR DEHAT",0,0,1,1
"UTTAR PRADESH","KANPUR NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR",88,4,792,884
"UTTAR PRADESH","LALITPUR",2482,867,20068,23417
"UTTAR PRADESH","LUCKNOW",236,4,505,745
"UTTAR PRADESH","MAHOBA",2652,44,10116,12812
"UTTAR PRADESH","MAHRAJGANJ",28,2,281,311
"UTTAR PRADESH","MAINPURI",34,13,291,338
"UTTAR PRADESH","MATHURA",58,7,811,876
"UTTAR PRADESH","MAU",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT",0,0,11,11
"UTTAR PRADESH","MIRZAPUR",426,36,2779,3241
"UTTAR PRADESH","MORADABAD",292,12,1327,1631
"UTTAR PRADESH","MUZAFFER NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","NAINITAL",0,0,0,0
"UTTAR PRADESH","PAURI GARHWAL",NA,NA,NA,NA
"UTTAR PRADESH","PILIBHIT",NA,NA,NA,NA
"UTTAR PRADESH","PITHORAGARH",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH",42,6,307,355
"UTTAR PRADESH","RAEBARELY",220,10,759,989
"UTTAR PRADESH","RAMPUR",NA,NA,NA,NA
"UTTAR PRADESH","SAHARANPUR",2,0,59,61
"UTTAR PRADESH","SANT RAVIDAS NAGAR",44,5,458,507
"UTTAR PRADESH","SHAHJAHANPUR",222,4,749,975
"UTTAR PRADESH","SIDDHARTH NAGAR",93,15,645,753
"UTTAR PRADESH","SITAPUR",NA,NA,NA,NA
"UTTAR PRADESH","SONBHADRA",661,29,3244,3934
"UTTAR PRADESH","SULTANPUR",129,2,1027,1158
"UTTAR PRADESH","TEHRI GARHWAL",NA,NA,NA,NA
"UTTAR PRADESH","UDHAMSINGH NAGAR",45,75,493,613
"UTTAR PRADESH","UNNAO",316,26,1002,1344
"UTTAR PRADESH","UTTARKASHI",NA,NA,NA,NA
"UTTAR PRADESH","VARANASI",287,40,2374,2701
"WEST BENGAL","BANKURA",2059,1332,3277,6668
"WEST BENGAL","BIRBHUM",299,146,519,964
"WEST BENGAL","BURDWAN",100,60,146,306
"WEST BENGAL","COOCHBEHAR",4236,5,1433,5674
"WEST BENGAL","DAKSHIN DINAJPUR",33,94,153,280
"WEST BENGAL","DARJEELING",50,19,17,86
"WEST BENGAL","HOOGLY",45,6,112,163
"WEST BENGAL","HOWRAH",0,0,4,4
"WEST BENGAL","JALPAIGURI",655,292,564,1511
"WEST BENGAL","MALDA",0,0,2,2
"WEST BENGAL","MIDNAPORE",2590,2523,9831,14944
"WEST BENGAL","MURSHIDABAD",9,0,71,80
"WEST BENGAL","NADIA",112,0,65,177
"WEST BENGAL","NORTH 24 PARGANAS",1,0,9,10
"WEST BENGAL","PURULIA",2587,2659,11014,16260
"WEST BENGAL","SOUTH 24 PARGANAS",37,0,26,63
"WEST BENGAL","UTTAR DINAJPUR",26,3,44,73
"ANDAMAN & NICOBARS","ANDAMAN",NA,NA,NA,NA
"ANDAMAN & NICOBARS","NICOBARS",NA,NA,NA,NA
"CHANDIGARH","",NA,NA,NA,NA
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",4,306,89,399
"DAMAN & DIU","",NA,NA,NA,NA
"DELHI","CENTRAL-DELHI",NA,NA,NA,NA
"DELHI","EAST",NA,NA,NA,NA
"DELHI","NORTH-EAST",NA,NA,NA,NA
"DELHI","NORTH-WEST",NA,NA,NA,NA
"DELHI","SOUTH-EAST",NA,NA,NA,NA
"DELHI","SOUTH-WEST",NA,NA,NA,NA
"DELHI","WEST",NA,NA,NA,NA
"LAKSHADWEEP","",NA,NA,NA,NA
"PONDICHERRY","KARAIKAL",0,0,1,1
"PONDICHERRY","MAHE",NA,NA,NA,NA
"PONDICHERRY","PONDICHERRY",5,0,214,219
"PONDICHERRY","YANAM",NA,NA,NA,NA
