-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells according to Social status. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.4.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells according to Social status", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.4.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Scheduled caste,Scheduled tribe,Other social status of farmers,Total
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHITVEL,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CUDDAPAH,1,0,3,4
ANDHRA PRADESH,CUDDAPAH,DUVVUR,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,9,0,45,54
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,0,1,7,8
ANDHRA PRADESH,CUDDAPAH,KALASAPADU,0,0,55,55
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KODUR,0,0,1,1
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,LINGALA,5,0,584,589
ANDHRA PRADESH,CUDDAPAH,MUDDANUR,1,0,5,6
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,NANDALUR,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,OBULAVARIPALLE,0,0,16,16
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,0,0,1,1
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,0,0,2,2
ANDHRA PRADESH,CUDDAPAH,PENDLIMARRI,1,0,30,31
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,10,0,83,93
ANDHRA PRADESH,CUDDAPAH,PULIVENDLA,2,0,211,213
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAMAPURAM,0,0,14,14
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,0,0,1,1
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,11,0,108,119
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,0,2,173,175
ANDHRA PRADESH,CUDDAPAH,SIMHADRIPURAM,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,0,0,6,6
ANDHRA PRADESH,CUDDAPAH,THANDUR,9,1,77,87
ANDHRA PRADESH,CUDDAPAH,VALLUR,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,0,2,6,8
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,0,0,1,1
ANDHRA PRADESH,CUDDAPAH,VEMULA,17,2,199,218
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,0,0,8,8
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,ANAPARTHI,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,7,0,4,11
ANDHRA PRADESH,EAST GODAVARI,GANDEPALLE,1,0,27,28
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,0,0,6,6
ANDHRA PRADESH,EAST GODAVARI,KAPILESWARAPURAM,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,MANDAPETA,0,0,2,2
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,0,0,3,3
ANDHRA PRADESH,EAST GODAVARI,PITHAPURAM,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY(RURAL),0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,0,0,16,16
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,SEETHANAGARAM,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,0,0,0,0
ANDHRA PRADESH,GUNTUR,DACHEPALLE,0,0,0,0
ANDHRA PRADESH,GUNTUR,DURGI,0,0,0,0
ANDHRA PRADESH,GUNTUR,MACHERLA,0,0,0,0
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,0,0,0,0
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,0,0,0,0
ANDHRA PRADESH,GUNTUR,VELDURTHI,3,5,16,24
ANDHRA PRADESH,KARIMNAGAR,KATARAM,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,1,0,0,1
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,0,0,1,1
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MAHADEVPUR,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,0,0,0,0
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,0,0,0,0
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,0,0,0,0
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,0,0,0,0
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,0,0,0,0
ANDHRA PRADESH,KHAMMAM,JULURPAD,0,0,0,0
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,0,0,0,0
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,0,0,0,0
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,0,0,0,0
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,0,0,1,1
ANDHRA PRADESH,KRISHNA,BAPULAPADU,0,0,1,1
ANDHRA PRADESH,KRISHNA,CHATRAI,0,0,0,0
ANDHRA PRADESH,KRISHNA,G KONDURU,0,0,0,0
ANDHRA PRADESH,KRISHNA,MUSUNURU,0,0,1,1
ANDHRA PRADESH,KRISHNA,NUZVID,2,0,12,14
ANDHRA PRADESH,KRISHNA,TIRUVURU,0,0,0,0
ANDHRA PRADESH,KRISHNA,UNGUTURU,0,0,0,0
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,0,0,0,0
ANDHRA PRADESH,KURNOOL,ADONI,0,0,0,0
ANDHRA PRADESH,KURNOOL,ALLAGADDA,5,9,55,69
ANDHRA PRADESH,KURNOOL,ATMAKUR,0,0,0,0
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,3,0,2,5
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,0,0,0,0
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,0,5,0,5
ANDHRA PRADESH,KURNOOL,KURNOOL,0,0,5,5
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,0,0,1,1
ANDHRA PRADESH,KURNOOL,ORVAKAL,0,0,0,0
ANDHRA PRADESH,KURNOOL,PEAPALLY,0,0,0,0
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,0,0,0,0
ANDHRA PRADESH,KURNOOL,SIRVEL,0,0,0,0
ANDHRA PRADESH,KURNOOL,VELDURTHI,0,0,0,0
ANDHRA PRADESH,MEDAK,JAGDEVPUR,2,0,0,2
ANDHRA PRADESH,MEDAK,KOHIR,3,0,2,5
ANDHRA PRADESH,MEDAK,KONDAPAK,0,0,0,0
ANDHRA PRADESH,MEDAK,ZAHIRABAD,3,0,27,30
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,0,0,0,0
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,0,0,0,0
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,0,0,0,0
ANDHRA PRADESH,NELLORE,CHEJERLA,2,0,5,7
ANDHRA PRADESH,NELLORE,JALADANKI,0,0,0,0
ANDHRA PRADESH,NELLORE,MANUBOLU,1,0,0,1
ANDHRA PRADESH,NIZAMABAD,TADWAI,0,0,0,0
ANDHRA PRADESH,PRAKASAM,ARDHAVEEDU,0,0,1,1
ANDHRA PRADESH,PRAKASAM,CHADRASEKARAPURAM,0,0,2,2
ANDHRA PRADESH,PRAKASAM,DORNALA,7,25,257,289
ANDHRA PRADESH,PRAKASAM,JANAKAVARAMPANGULURU,0,0,29,29
ANDHRA PRADESH,PRAKASAM,PAMUR,0,0,7,7
ANDHRA PRADESH,PRAKASAM,PULLALACHERUVU,0,0,0,0
ANDHRA PRADESH,PRAKASAM,YERRAGONDAPALEM,0,0,0,0
ANDHRA PRADESH,RANGAREDDY,IBRAHIMPATAM,7,4,83,94
ANDHRA PRADESH,RANGAREDDY,MARPALLE,0,0,0,0
ANDHRA PRADESH,RANGAREDDY,MEDCHAL,0,0,0,0
ANDHRA PRADESH,RANGAREDDY,MOINABAD,0,0,1,1
ANDHRA PRADESH,RANGAREDDY,NAWABPET,0,0,9,9
ANDHRA PRADESH,RANGAREDDY,RAJENDRANAGAR,0,0,1,1
ANDHRA PRADESH,RANGAREDDY,SHABAD,0,0,0,0
ANDHRA PRADESH,RANGAREDDY,SHAMIRPET,0,0,1,1
ANDHRA PRADESH,RANGAREDDY,YACHARAM,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,RANASTALAM,15,1,28,44
ANDHRA PRADESH,VISAKHAPATNAM,BHEEMUNIPATNAM,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,MADUGULA,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,PADMANABHAM,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,YELAMANCHILI,0,0,2,2
ANDHRA PRADESH,WARANGAL,ETURNAGARAM,0,0,0,0
ANDHRA PRADESH,WARANGAL,GHANAPUR,16,3,33,52
ANDHRA PRADESH,WARANGAL,GHANPUR(stn),0,0,0,0
ANDHRA PRADESH,WARANGAL,GOVINDARAOPET,0,0,0,0
ANDHRA PRADESH,WARANGAL,GUDUR,0,0,0,0
ANDHRA PRADESH,WARANGAL,HANAMKONDA,1,0,0,1
ANDHRA PRADESH,WARANGAL,KOTHAGUDEM,11,88,14,113
ANDHRA PRADESH,WARANGAL,MANGAPET,0,0,0,0
ANDHRA PRADESH,WARANGAL,NARSIMHULAPET,0,0,0,0
ANDHRA PRADESH,WARANGAL,TADVAI,0,0,0,0
ANDHRA PRADESH,WARANGAL,THORRUR,0,0,0,0
ANDHRA PRADESH,WARANGAL,VENKATAPUR,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,BHIMADOLE,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,CHAGALLU,0,0,1,1
ANDHRA PRADESH,WEST GODAVARI,CHINTALAPUDI,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,DENDULURU,6,0,3,9
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,DWARAKA TIRUMALA,0,0,3,3
ANDHRA PRADESH,WEST GODAVARI,ELURU,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,GOPALAPURAM,0,0,2,2
ANDHRA PRADESH,WEST GODAVARI,JANGAREDDIGUDEM,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,JEELUGUMILLI,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,KAMAVARAPUKOTA,85,0,320,405
ANDHRA PRADESH,WEST GODAVARI,KOYYALAGUDEM,1,0,7,8
ANDHRA PRADESH,WEST GODAVARI,LINGAPALEM,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,NALLAJERLA,0,0,5,5
ANDHRA PRADESH,WEST GODAVARI,NIDADAVOLE,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,PEDAPADU,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,T NARASAPURAM,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,UNGUTURU,0,0,1,1
ARUNACHAL PRADESH,PAPUMPARE,KIMIN-DOIMUKH,0,0,0,0
ASSAM,BARPETA,BARPETA,0,0,0,0
ASSAM,BARPETA,CHENGA,4,0,1,5
ASSAM,BARPETA,GOBARDHANA,0,0,4,4
ASSAM,BONGAIGAON,DANGTOLA,0,0,9,9
ASSAM,BONGAIGAON,SIDLI- CHIRANG PT,0,0,0,0
ASSAM,BONGAIGAON,TAPALARI,1,0,2,3
ASSAM,CACHAR,NARSINGPUR,0,0,0,0
ASSAM,CACHAR,SILCHAR,0,0,0,0
ASSAM,DARRANG,BECHIMARI,0,1,0,1
ASSAM,DARRANG,BHERGAON,1,6,7,14
ASSAM,DARRANG,DOLGAON-SIALMARI,0,0,13,13
ASSAM,DARRANG,KALAIGAON,3,8,11,22
ASSAM,DARRANG,MAZBAT,0,0,14,14
ASSAM,DARRANG,PACHIM-MANGALDAI,0,0,16,16
ASSAM,DARRANG,PUB-MANGALDAI,4,1,4,9
ASSAM,DARRANG,SIPAJHAR,1,0,39,40
ASSAM,DARRANG,UDALGURI,1,0,1,2
ASSAM,DHEMAJI,DHEMAJI,0,0,0,0
ASSAM,DHEMAJI,SISSIBOR GAON,0,0,0,0
ASSAM,DHUBRI,CHAPAR-SALKOCHS,0,0,0,0
ASSAM,DHUBRI,GAURIPUR,0,0,11,11
ASSAM,DHUBRI,GOLOKGANJ,0,0,0,0
ASSAM,DHUBRI,MANKACHAR,0,0,0,0
ASSAM,DHUBRI,SOUTH SALMARA,0,0,0,0
ASSAM,DIBRUGARH,KHOWANG,0,0,0,0
ASSAM,DIBRUGARH,LAHOWAL,1,0,3,4
ASSAM,DIBRUGARH,TENGAKHAT,0,1,0,1
ASSAM,GOALPARA,BALIJAN,0,0,0,0
ASSAM,GOALPARA,DUDHNAI,0,0,0,0
ASSAM,GOALPARA,JALESWAR,0,0,0,0
ASSAM,GOALPARA,KHARMUJA,0,0,3,3
ASSAM,GOALPARA,KRISHNAI,0,0,0,0
ASSAM,GOALPARA,KUSHDHAWA,0,0,0,0
ASSAM,GOALPARA,MATIA,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT EAST,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT NORTH,0,0,1,1
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,0,0,0,0
ASSAM,HAILAKANDI,ALGAPUR,0,0,0,0
ASSAM,HAILAKANDI,LALA,0,0,0,0
ASSAM,JORHAT,JORHAT,0,0,0,0
ASSAM,JORHAT,JORHAT CENTRAL,0,0,0,0
ASSAM,JORHAT,JORHAT NORTH WEST,0,0,1,1
ASSAM,JORHAT,KALIAPANI,0,0,3,3
ASSAM,JORHAT,MAJULI,0,0,0,0
ASSAM,JORHAT,TITABAR,0,0,0,0
ASSAM,JORHAT,UJANI MAJULI,0,0,0,0
ASSAM,KAMRUP,BOKO BONGAON,0,0,0,0
ASSAM,KAMRUP,GAROI MARI,0,0,0,0
ASSAM,KAMRUP,GORESWAR,0,0,0,0
ASSAM,KAMRUP,HAJO,0,0,0,0
ASSAM,KAMRUP,KAMALPUR,0,0,0,0
ASSAM,KAMRUP,RANGIA,0,0,0,0
ASSAM,KAMRUP,RANI,0,0,0,0
ASSAM,KARBIANGLONG,HOWRAGHAT,0,0,0,0
ASSAM,KARIMGANJ,NORTH KARIMGANJ,0,0,1,1
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,2,0,5,7
ASSAM,KOKRAJHAR,GOSSAIGAON,0,1,0,1
ASSAM,KOKRAJHAR,KOKRAJHAR,0,1,0,1
ASSAM,LAKHIMPUR,BIHPURIA,0,0,0,0
ASSAM,LAKHIMPUR,BOGINODI,0,0,0,0
ASSAM,LAKHIMPUR,DHAKUAKHANA,0,0,0,0
ASSAM,LAKHIMPUR,GHILAMARI,0,0,0,0
ASSAM,LAKHIMPUR,KARUNABARI,0,0,0,0
ASSAM,LAKHIMPUR,LAKHIMPUR,0,0,0,0
ASSAM,LAKHIMPUR,NARAYANPUR,0,0,1,1
ASSAM,LAKHIMPUR,NOWBOICHA,0,0,0,0
ASSAM,MORIGAON,BHUR- BANDHA,1,2,1,4
ASSAM,MORIGAON,DULONGGHAT,0,0,1,1
ASSAM,MORIGAON,LAHORIGHAT,0,0,0,0
ASSAM,MORIGAON,MAIRABARI,0,0,0,0
ASSAM,MORIGAON,MAYONG,0,1,0,1
ASSAM,NAGOAN,BAJIAGAON,0,0,0,0
ASSAM,NAGOAN,BARHAMPUR,0,0,0,0
ASSAM,NAGOAN,JOGIJAN,0,0,1,1
ASSAM,NAGOAN,KALIABOR,0,0,1,1
ASSAM,NAGOAN,KATHITOLI,0,1,2,3
ASSAM,NAGOAN,UDALI,0,0,1,1
ASSAM,NALBARI,BARIGOG-BANBHAG,0,0,2,2
ASSAM,NALBARI,BARKHETRI,0,0,0,0
ASSAM,NALBARI,BASKA,0,0,0,0
ASSAM,NALBARI,DHAMDHAMA,0,0,0,0
ASSAM,NALBARI,MADHUPUR,0,0,0,0
ASSAM,NALBARI,PACHIM NALBARI,0,0,0,0
ASSAM,NALBARI,PUB-NALBARI,0,0,11,11
ASSAM,NALBARI,TIHU BARAMA,0,0,0,0
ASSAM,NC HILLS,DIYUNGBRA,0,1,0,1
ASSAM,SIBSAGAR,GOURISAGAR,0,0,0,0
ASSAM,SIBSAGAR,NAZIRA,0,1,0,1
ASSAM,SIBSAGAR,SEPEKHATI,0,0,0,0
ASSAM,SIBSAGAR,SIBSAGAR,0,0,0,0
ASSAM,SIBSAGAR,SONARI,0,0,0,0
ASSAM,SONITPUR,BAGHMARA,1,0,3,4
ASSAM,SONITPUR,BIHAGURI,0,0,1,1
ASSAM,SONITPUR,BORCHALA,0,0,2,2
ASSAM,SONITPUR,PUB-CHAIDUAR,0,1,0,1
ASSAM,TINSUKIA,GUIJAN,0,0,1,1
ASSAM,TINSUKIA,HAPJAN,0,0,1,1
ASSAM,TINSUKIA,KAKAPATHAR,0,1,0,1
ASSAM,TINSUKIA,MARGHERITA,0,0,0,0
ASSAM,TINSUKIA,SAIKHOWA,4,105,30,139
BIHAR,AURANGABAD,AURANGABAD,0,0,0,0
BIHAR,AURANGABAD,BARUN,0,0,0,0
BIHAR,AURANGABAD,DEO,0,0,0,0
BIHAR,AURANGABAD,GOH,0,0,0,0
BIHAR,AURANGABAD,HASPURA,0,0,0,0
BIHAR,AURANGABAD,KUTUMBA,0,0,0,0
BIHAR,AURANGABAD,OBRA,0,0,0,0
BIHAR,BANKA,BANKA,0,0,0,0
BIHAR,BANKA,DHORAIYA,0,0,0,0
BIHAR,BEGUSARAI,BACHHAWARA,0,0,0,0
BIHAR,BEGUSARAI,BAKHRI,0,0,0,0
BIHAR,BEGUSARAI,BALLIA,0,0,0,0
BIHAR,BEGUSARAI,BARAUNI,0,0,0,0
BIHAR,BEGUSARAI,BEGUSARAI,0,0,0,0
BIHAR,BEGUSARAI,BHAGWANPUR,0,0,0,0
BIHAR,BEGUSARAI,BIRPUR,0,0,0,0
BIHAR,BEGUSARAI,CH.BARIYARPUR,0,0,0,0
BIHAR,BEGUSARAI,CHHAURAHI,0,0,0,0
BIHAR,BEGUSARAI,DANDARI,0,0,0,0
BIHAR,BEGUSARAI,GADHPURA,0,0,0,0
BIHAR,BEGUSARAI,KHODAWANDPUR,0,0,0,0
BIHAR,BEGUSARAI,MANSOORCHAK,0,0,0,0
BIHAR,BEGUSARAI,MATIHANI,0,0,0,0
BIHAR,BEGUSARAI,NAWAKOTHI,0,0,0,0
BIHAR,BEGUSARAI,S.KAMAL,0,0,0,0
BIHAR,BEGUSARAI,TEGHRA,0,0,0,0
BIHAR,BHAGALPUR,BIHPUR,0,0,0,0
BIHAR,BHAGALPUR,GOPALPUR,0,0,0,0
BIHAR,BHAGALPUR,GOURADIH,0,0,0,0
BIHAR,BHAGALPUR,JAGDISHPUR,0,0,0,0
BIHAR,BHAGALPUR,KAHALGAON,0,0,0,0
BIHAR,BHAGALPUR,KHARIK,0,0,0,0
BIHAR,BHAGALPUR,NATHNAGAR,0,0,0,0
BIHAR,BHAGALPUR,NAVGACHHIA,0,0,0,0
BIHAR,BHAGALPUR,RANGRA CHOWK,0,0,0,0
BIHAR,BHAGALPUR,SABOUR,0,0,0,0
BIHAR,BHAGALPUR,SANHAULA,0,0,0,0
BIHAR,BHAGALPUR,SULTANGANJ,0,0,0,0
BIHAR,BHOJPUR,ARA,0,0,0,0
BIHAR,BHOJPUR,BEHEA,0,0,0,0
BIHAR,BHOJPUR,GARHANI,0,0,0,0
BIHAR,BHOJPUR,KOILWAR,0,0,0,0
BIHAR,BHOJPUR,SHAHPUR,0,0,0,0
BIHAR,BHOJPUR,UDWANTNAGAR,0,0,0,0
BIHAR,BUXAR,BRAHMPUR,0,0,0,0
BIHAR,BUXAR,BUXAR,0,0,0,0
BIHAR,BUXAR,CHOUGAI,0,0,0,0
BIHAR,BUXAR,CHOUSA,0,0,1,1
BIHAR,BUXAR,DUMRAON,0,0,0,0
