-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes (Tanks) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.14.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes (Tanks) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. in use - Public,No. in use - Private,No. in use - Total,Potential created (Ha) - Public,Potential created (Ha) - Private,Potential created (Ha) - Total,Potential utilised (Ha) - Public,Potential utilised (Ha) - Private,Potential utilised (Ha) - Total
ANDHRA PRADESH,ADILABAD,NIRMAL,33,0,33,1150,0,1150,842,0,842
ANDHRA PRADESH,ADILABAD,REBBANA,40,0,40,603,0,603,603,0,603
ANDHRA PRADESH,ADILABAD,SARANGAPUR,22,0,22,1879,0,1879,1763,0,1763
ANDHRA PRADESH,ADILABAD,SIRPUR (T),1,44,45,1,564,565,0,558,558
ANDHRA PRADESH,ADILABAD,SIRPUR (U),0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,TALAMADUGU,8,0,8,211,0,211,123,0,123
ANDHRA PRADESH,ADILABAD,TANDUR,44,0,44,880,0,880,623,0,623
ANDHRA PRADESH,ADILABAD,TANUR,8,0,8,431,0,431,56,0,56
ANDHRA PRADESH,ADILABAD,VEMANPALLE,14,0,14,243,0,243,243,0,243
ANDHRA PRADESH,ANANTHAPUR,AGALI,2,2,4,314,432,746,65,77,142
ANDHRA PRADESH,ANANTHAPUR,AMADAGUR,23,1,24,624,11,636,99,3,102
ANDHRA PRADESH,ANANTHAPUR,AMARAPURAM,19,1,20,2514,94,2609,88,0,88
ANDHRA PRADESH,ANANTHAPUR,ANANTAPUR,11,0,11,617,0,617,252,0,252
ANDHRA PRADESH,ANANTHAPUR,ATMAKUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BATHALAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BELUGUPPA,4,2,6,85,20,105,6,4,10
ANDHRA PRADESH,ANANTHAPUR,BOMMANAHAL,2,0,2,298,0,298,231,0,231
ANDHRA PRADESH,ANANTHAPUR,BRAHMASAMUDRAM,9,0,9,853,0,853,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BUKKAPATNAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BUKKARAYASAMUDRAM,3,0,3,242,0,242,125,0,125
ANDHRA PRADESH,ANANTHAPUR,CHENNE KOTHAPALLE,4,0,4,566,0,566,450,0,450
ANDHRA PRADESH,ANANTHAPUR,CHILAMATHUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,D.HIRCHAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,DHARMAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,GANDLAPENTA,1,0,1,1,0,1,1,0,1
ANDHRA PRADESH,ANANTHAPUR,GARLADINNE,2,0,2,109,0,109,75,0,75
ANDHRA PRADESH,ANANTHAPUR,GOOTY,9,0,9,961,0,961,354,0,354
ANDHRA PRADESH,ANANTHAPUR,GORANTLA,33,0,33,1196,0,1196,196,0,196
ANDHRA PRADESH,ANANTHAPUR,GUDIBANDA,5,0,5,250,0,250,45,0,45
ANDHRA PRADESH,ANANTHAPUR,GUNTAKAL,5,0,5,611,0,611,452,0,452
ANDHRA PRADESH,ANANTHAPUR,HINDUPUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KADIRI,7,0,7,472,0,472,267,0,267
ANDHRA PRADESH,ANANTHAPUR,KALYANDURG,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KAMBADUR,2,0,2,874,0,874,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KANAGANAPALLE,7,0,7,98,0,98,4,0,4
ANDHRA PRADESH,ANANTHAPUR,KANEKAL,1,2,3,76,11,87,76,11,87
ANDHRA PRADESH,ANANTHAPUR,KOTHACHERUVU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KUDAIR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,11,7,18,218,13,231,158,10,168
ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,14,0,14,65,0,65,0,0,0
ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,4,0,4,141,0,141,0,0,0
ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,9,0,9,257,0,257,0,0,0
ANDHRA PRADESH,ANANTHAPUR,NALLACHERUVU,57,0,57,929,0,929,20,0,20
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,NAMBULIPULIKUNTA,3,0,3,182,0,182,15,0,15
ANDHRA PRADESH,ANANTHAPUR,NARPALA,1,0,1,59,0,59,37,0,37
ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,35,0,35,1018,0,1018,105,0,105
ANDHRA PRADESH,ANANTHAPUR,PAMIDI,5,0,5,220,0,220,165,0,165
ANDHRA PRADESH,ANANTHAPUR,PARIGI,22,0,22,2574,0,2574,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,3,2,5,232,19,251,221,19,239
ANDHRA PRADESH,ANANTHAPUR,PENU KONDA,7,0,7,424,0,424,295,0,295
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,3,0,3,122,0,122,52,0,52
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,6,0,6,609,0,609,116,0,116
ANDHRA PRADESH,ANANTHAPUR,RAPTADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,RODDAM,7,0,7,1048,0,1048,534,0,534
ANDHRA PRADESH,ANANTHAPUR,ROLLA,5,0,5,360,0,360,77,0,77
ANDHRA PRADESH,ANANTHAPUR,SETTUR,11,0,11,340,0,340,146,0,146
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,1,0,1,16,0,16,2,0,2
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,43,0,43,1522,0,1522,223,0,223
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,TADPATRI,3,0,3,327,0,327,210,0,210
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,5,0,5,295,0,295,78,0,78
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,25,0,25,1160,0,1160,284,0,284
ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,14,14,28,15,16,31,2,6,8
ANDHRA PRADESH,ANANTHAPUR,VAJRAKARUR,3,0,3,16,0,16,9,0,9
ANDHRA PRADESH,ANANTHAPUR,VIDAPANAKAL,2,0,2,421,0,421,308,0,308
ANDHRA PRADESH,ANANTHAPUR,YADIKI,1,0,1,211,0,211,61,0,61
ANDHRA PRADESH,ANANTHAPUR,YELLANUR,1,1,2,68,16,84,0,0,0
ANDHRA PRADESH,CHITTOOR,B KOTHAKOTA,0,1,1,0,2,2,0,1,1
ANDHRA PRADESH,CHITTOOR,BAIREDDI PALLE,146,0,146,1803,0,1803,709,0,709
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,34,0,34,1260,0,1260,293,0,293
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,82,0,82,2693,0,2693,2693,0,2693
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,4,0,4,151,0,151,0,0,0
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,2,0,2,3,0,3,0,0,0
ANDHRA PRADESH,CHITTOOR,CHITTOOR,26,14,40,703,541,1244,0,0,0
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,115,0,115,1594,0,1594,50,0,50
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,0,177,177,0,2021,2021,0,1234,1234
ANDHRA PRADESH,CHITTOOR,GUDI PALLE,172,0,172,1236,0,1236,860,0,860
ANDHRA PRADESH,CHITTOOR,GUDIPALA,6,0,6,38,0,38,0,0,0
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,IRALA,76,0,76,1778,0,1778,770,0,770
ANDHRA PRADESH,CHITTOOR,K V P PURAM,92,0,92,2514,0,2514,1326,0,1326
ANDHRA PRADESH,CHITTOOR,KALAKADA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KALIKIRI,1,0,1,2,0,2,0,0,0
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,5,0,5,49,0,49,0,0,0
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KUPPAM,146,0,146,1433,0,1433,1179,0,1179
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,139,0,139,1597,0,1597,4,0,4
ANDHRA PRADESH,CHITTOOR,MANDANPALLE,151,0,151,2781,0,2781,0,0,0
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,5,0,5,77,0,77,9,0,9
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,27,0,27,1840,0,1840,0,0,0
ANDHRA PRADESH,CHITTOOR,NAGARI,21,0,21,848,0,848,622,0,622
ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,23,0,23,711,0,711,0,0,0
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,139,0,139,2109,0,2109,1246,0,1246
ANDHRA PRADESH,CHITTOOR,NINDRA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PAKALA,113,0,113,1282,0,1282,0,0,0
ANDHRA PRADESH,CHITTOOR,PALAMANER,104,0,104,1312,0,1312,921,0,921
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,17,0,17,1307,0,1307,391,0,391
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,260,0,260,2954,0,2954,103,0,103
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,124,0,124,1215,0,1215,4,0,4
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,3,0,3,393,0,393,138,0,138
ANDHRA PRADESH,CHITTOOR,PENUMURU,1,0,1,11,0,11,0,0,0
ANDHRA PRADESH,CHITTOOR,PICHATUR,32,0,32,2807,0,2807,537,0,537
ANDHRA PRADESH,CHITTOOR,PILERU,33,0,33,659,0,659,191,0,191
ANDHRA PRADESH,CHITTOOR,PULICHERLA,201,0,201,2986,0,2986,0,0,0
ANDHRA PRADESH,CHITTOOR,PUNGANUR,0,213,213,0,4485,4485,0,0,0
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,96,0,96,1583,0,1583,1,0,1
ANDHRA PRADESH,CHITTOOR,PUTTUR,29,0,29,789,0,789,7,0,7
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,83,0,83,933,0,933,572,0,572
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,14,0,14,187,0,187,0,0,0
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,207,0,207,2081,0,2081,2081,0,2081
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,46,0,46,1920,0,1920,1840,0,1840
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,1,0,1,1,0,1,0,0,0
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,1,0,1,12,0,12,1,0,1
ANDHRA PRADESH,CHITTOOR,SATYAVEDU,112,0,112,3667,0,3667,2725,0,2725
ANDHRA PRADESH,CHITTOOR,SODAM,285,1,286,2037,1,2038,292,0,292
ANDHRA PRADESH,CHITTOOR,SOMALA,181,0,181,2744,0,2744,111,0,111
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,105,0,105,5012,0,5012,3665,0,3665
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,44,0,44,956,0,956,0,0,0
ANDHRA PRADESH,CHITTOOR,THAMBALLAPALLE,135,0,135,1779,0,1779,190,0,190
ANDHRA PRADESH,CHITTOOR,THAVANAMPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,94,1,95,4129,41,4170,2879,36,2916
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,3,0,3,203,0,203,0,0,0
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,10,0,10,264,0,264,134,0,134
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,54,0,54,930,0,930,0,0,0
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,73,0,73,4217,0,4217,3789,0,3789
ANDHRA PRADESH,CHITTOOR,VAYALPAD,113,0,113,937,0,937,811,0,811
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,111,0,111,925,0,925,0,0,0
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VIJAYA PURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,YADAMARI,59,0,59,726,0,726,0,0,0
ANDHRA PRADESH,CHITTOOR,YERPEDU,87,0,87,4749,0,4749,2946,0,2946
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,47,0,47,720,0,720,249,0,249
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,2,0,2,255,0,255,86,0,86
ANDHRA PRADESH,CUDDAPAH,ATLUR,32,0,32,1401,0,1401,289,0,289
ANDHRA PRADESH,CUDDAPAH,B KODUR,1,0,1,9,0,9,4,0,4
ANDHRA PRADESH,CUDDAPAH,BADVEL,26,0,26,2522,0,2522,766,0,766
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,4,0,4,287,0,287,96,0,96
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,15,0,15,744,0,744,134,0,134
ANDHRA PRADESH,CUDDAPAH,CHENNUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,20,0,20,139,0,139,57,0,57
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,9,1,10,358,3,361,261,0,261
ANDHRA PRADESH,CUDDAPAH,CHITVEL,2,0,2,48,0,48,0,0,0
ANDHRA PRADESH,CUDDAPAH,CUDDAPAH,1,0,1,55,0,55,10,0,10
ANDHRA PRADESH,CUDDAPAH,DUVVUR,2,0,2,296,0,296,296,0,296
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,26,0,26,456,0,456,159,0,159
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,28,0,28,1000,0,1000,887,0,887
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,6,0,6,472,0,472,316,0,316
ANDHRA PRADESH,CUDDAPAH,KALASAPADU,10,4,14,1631,37,1667,1269,30,1298
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,0,4,4,0,57,57,0,56,56
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,1,0,1,97,0,97,24,0,24
ANDHRA PRADESH,CUDDAPAH,KODUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,16,0,16,327,0,327,209,0,209
ANDHRA PRADESH,CUDDAPAH,MUDDANUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,15,0,15,485,0,485,367,0,367
ANDHRA PRADESH,CUDDAPAH,NANDALUR,12,0,12,1137,0,1137,117,0,117
ANDHRA PRADESH,CUDDAPAH,OBULAVARIPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,3,0,3,90,0,90,42,0,42
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,44,3,47,2694,51,2745,794,4,798
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAMAPURAM,35,0,35,848,0,848,295,0,295
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,5,0,5,89,0,89,0,0,0
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,14,0,14,267,0,267,6,0,6
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,53,10,63,1303,154,1458,294,0,294
ANDHRA PRADESH,CUDDAPAH,THANDUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VALLUR,2,0,2,129,0,129,12,0,12
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,1,0,1,13,0,13,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEMULA,6,0,6,759,0,759,94,0,94
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,6,0,6,1237,0,1237,0,0,0
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,2,0,2,23,0,23,0,0,0
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,24,3,27,506,15,521,415,15,430
ANDHRA PRADESH,EAST GODAVARI,ANAPARTHI,18,0,18,259,0,259,259,0,259
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,29,0,29,1077,0,1077,1031,0,1031
ANDHRA PRADESH,EAST GODAVARI,DEVIPATNAM,53,0,53,724,0,724,723,0,723
ANDHRA PRADESH,EAST GODAVARI,GANDEPALLE,18,0,18,695,0,695,510,0,510
ANDHRA PRADESH,EAST GODAVARI,GANGAVARAM,73,1,74,753,6,759,512,6,519
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,110,0,110,3675,0,3675,3546,0,3546
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,50,0,50,3415,0,3415,3124,0,3124
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,75,27,102,1743,99,1841,1742,99,1840
ANDHRA PRADESH,EAST GODAVARI,KADIAM,8,0,8,97,0,97,97,0,97
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,6,0,6,324,0,324,324,0,324
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,110,0,110,3987,0,3987,3839,0,3839
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,86,0,86,1888,0,1888,1887,0,1887
ANDHRA PRADESH,EAST GODAVARI,MANDAPETA,30,0,30,331,0,331,331,0,331
ANDHRA PRADESH,EAST GODAVARI,MAREDUMILLI,2,0,2,53,0,53,53,0,53
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,52,0,52,1158,0,1158,1158,0,1158
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,64,8,72,3520,182,3702,2642,178,2821
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY(RURAL),17,0,17,368,0,368,368,0,368
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,202,0,202,2514,0,2514,2490,0,2490
ANDHRA PRADESH,EAST GODAVARI,RAJAVOMMANGI,36,0,36,421,0,421,310,0,310
ANDHRA PRADESH,EAST GODAVARI,RAMPACHODAVARAM,12,0,12,559,0,559,355,0,355
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,143,0,143,1897,0,1897,1568,0,1568
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,26,0,26,727,0,727,677,0,677
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,77,0,77,2806,0,2806,2680,0,2680
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,22,0,22,933,0,933,386,0,386
ANDHRA PRADESH,EAST GODAVARI,TUNI,102,0,102,2129,0,2129,2081,0,2081
ANDHRA PRADESH,EAST GODAVARI,Y RAMAVARAM,3,7,10,165,39,204,162,39,200
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,17,0,17,1014,0,1014,1014,0,1014
ANDHRA PRADESH,GUNTUR,ACHAMPETA,4,0,4,112,0,112,93,0,93
ANDHRA PRADESH,GUNTUR,AMARAVATHI,6,0,6,192,0,192,188,0,188
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,6,0,6,183,0,183,179,0,179
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,15,1,16,846,5,851,106,5,111
ANDHRA PRADESH,GUNTUR,CHILAKALURIPET,1,0,1,1,0,1,0,0,0
ANDHRA PRADESH,GUNTUR,DURGI,3,0,3,69,0,69,52,0,52
ANDHRA PRADESH,GUNTUR,EDLAPADU,5,0,5,124,0,124,74,0,74
ANDHRA PRADESH,GUNTUR,GUNTUR,4,0,4,232,0,232,232,0,232
ANDHRA PRADESH,GUNTUR,IPURU,10,0,10,638,0,638,295,0,295
ANDHRA PRADESH,GUNTUR,KAREMPUDI,5,0,5,116,0,116,116,0,116
ANDHRA PRADESH,GUNTUR,KROSURU,6,0,6,364,0,364,323,0,323
ANDHRA PRADESH,GUNTUR,MACHAVARAM,4,0,4,168,0,168,158,0,158
ANDHRA PRADESH,GUNTUR,MACHERLA,2,0,2,177,0,177,83,0,83
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,1,0,1,24,0,24,24,0,24
ANDHRA PRADESH,GUNTUR,MUPPALLA,2,0,2,61,0,61,44,0,44
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,6,0,6,242,0,242,242,0,242
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,6,0,6,240,0,240,240,0,240
ANDHRA PRADESH,GUNTUR,NUZENDLA,10,1,11,375,49,424,296,20,316
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,4,0,4,86,0,86,83,0,83
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,1,0,1,28,0,28,15,0,15
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,4,0,4,69,0,69,68,0,68
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,7,0,7,228,0,228,228,0,228
ANDHRA PRADESH,GUNTUR,PRATHIPADU,6,0,6,240,0,240,231,0,231
ANDHRA PRADESH,GUNTUR,RAJUPALEM,1,0,1,25,0,25,20,0,20
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,2,0,2,27,0,27,27,0,27
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,7,0,7,190,0,190,190,0,190
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,2,0,2,191,0,191,90,0,90
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,10,0,10,190,0,190,190,0,190
ANDHRA PRADESH,GUNTUR,TADIKONDA,2,0,2,420,0,420,420,0,420
ANDHRA PRADESH,GUNTUR,THADEPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,THULLUR,1,0,1,50,0,50,12,0,12
