-----
{
 "description": "The table refers to District wise Distribution of Surface Flow Schemes(Tanks) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.14.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Flow Schemes(Tanks) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.14.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"ARUNACHAL PRADESH","CHANGLANG",2,1,3,38,45,83,25,45,70
"ARUNACHAL PRADESH","DIBANG VALLEY",0,0,0,0,0,0,0,0,0
"ARUNACHAL PRADESH","EAST KAMENG",0,0,0,0,0,0,0,0,0
"ARUNACHAL PRADESH","EAST SIANG",0,6,6,0,91,91,0,76,76
"ARUNACHAL PRADESH","LOHIT",0,0,0,0,0,0,0,0,0
"ARUNACHAL PRADESH","LOWER SUBANSIRI",0,1,1,0,15,15,0,10,10
"ARUNACHAL PRADESH","PAPUMPARE",1,1,2,80,10,90,20,8,28
"ARUNACHAL PRADESH","TAWANG",0,0,0,0,0,0,0,0,0
"ARUNACHAL PRADESH","TIRAP",3,0,3,38,0,38,22,0,22
"ARUNACHAL PRADESH","UPPER SIANG",1,0,1,45,0,45,45,0,45
"ARUNACHAL PRADESH","UPPER SUBANSIRI",1,0,1,5,0,5,5,0,5
"ARUNACHAL PRADESH","WEST KAMENG",0,0,0,0,0,0,0,0,0
"ARUNACHAL PRADESH","WEST SIANG",0,0,0,0,0,0,0,0,0
"ASSAM","BARPETA",0,0,0,0,0,0,0,0,0
"ASSAM","BONGAIGAON",0,1,1,0,55,55,0,55,55
"ASSAM","CACHAR",5,5,10,35,45,80,35,45,80
"ASSAM","DARRANG",0,104,104,0,504,504,0,382,382
"ASSAM","DHUBRI",1,8,9,35,16,51,32,16,48
"ASSAM","GOALPARA",4,1,5,70,75,145,70,75,145
"ASSAM","GOLAGHAT",0,2,2,0,6,6,0,6,6
"ASSAM","HAILAKANDI",0,0,0,0,0,0,0,0,0
"ASSAM","JORHAT",0,0,0,0,0,0,0,0,0
"ASSAM","KAMRUP",0,0,0,0,0,0,0,0,0
"ASSAM","KARBIANGLONG",1,5,6,20,219,239,20,219,239
"ASSAM","KARIMGANJ",0,0,0,0,0,0,0,0,0
"ASSAM","KOKRAJHAR",0,17,17,0,457,457,0,311,311
"ASSAM","LAKHIMPUR",0,0,0,0,0,0,0,0,0
"ASSAM","MORIGAON",0,0,0,0,0,0,0,0,0
"ASSAM","NAGOAN",0,1,1,0,1,1,0,1,1
"ASSAM","NALBARI",0,0,0,0,0,0,0,0,0
"ASSAM","NC HILLS",0,12,12,0,481,481,0,481,481
"ASSAM","SIBSAGAR",0,0,0,0,0,0,0,0,0
"ASSAM","SONITPUR",0,2,2,0,124,124,0,124,124
"BIHAR","ARARIA",0,0,0,0,0,0,0,0,0
"BIHAR","AURANGABAD",78,23,101,2186,215,2400,1854,159,2013
"BIHAR","BANKA",94,12,106,2172,69,2241,1798,65,1864
"BIHAR","BEGUSARAI",0,0,0,0,0,0,0,0,0
"BIHAR","BHAGALPUR",9,0,9,307,0,307,274,0,274
"BIHAR","BHOJPUR",8,0,8,493,0,493,13,0,13
"BIHAR","BUXAR",0,0,0,0,0,0,0,0,0
"BIHAR","EAST CHAMPARAN",0,0,0,0,0,0,0,0,0
"BIHAR","GAYA",313,53,366,3864,421,4285,3213,420,3633
"BIHAR","GOPAALGANJ",2,0,2,4,0,4,1,0,1
"BIHAR","JAMUI",166,10,176,3543,16,3558,2869,16,2885
"BIHAR","JEHANABAD",95,2,97,2318,13,2331,2229,11,2240
"BIHAR","KAIMUR (BHABUA)",12,80,92,62,860,922,62,833,895
"BIHAR","KATIHAR",0,0,0,0,0,0,0,0,0
"BIHAR","LAKHISARAI",43,0,43,692,0,692,595,0,595
"BIHAR","MADHEPURA",0,0,0,0,0,0,0,0,0
"BIHAR","MADHUBANI",1,1,2,80,4,84,30,2,32
"BIHAR","MUNGER",6,0,6,154,0,154,121,0,121
"BIHAR","MUZAFFARPUR",0,0,0,0,0,0,0,0,0
"BIHAR","NALANDA",31,8,39,5293,1261,6554,5193,1259,6452
"BIHAR","NAWADA",83,0,83,3726,0,3726,3319,0,3319
"BIHAR","PATNA",154,0,154,6404,0,6404,5340,0,5340
"BIHAR","ROHTAS(SASARAM)",320,9,329,4993,80,5073,3417,54,3471
"BIHAR","SARAN",0,0,0,0,0,0,0,0,0
"BIHAR","SHEKHPURA",15,3,18,268,1875,2143,223,1755,1978
"BIHAR","SITAMARHI",0,0,0,0,0,0,0,0,0
"BIHAR","SIWAN",0,1,1,0,4,4,0,1,1
"BIHAR","SUPAUL",0,0,0,0,0,0,0,0,0
"BIHAR","VAISHALI",0,0,0,0,0,0,0,0,0
"BIHAR","WEST CHAMPARAN",0,7,7,0,42,42,0,26,26
"CHHATTISGARH","BASTER",56,125,181,2722,467,3188,581,149,730
"CHHATTISGARH","BILASPUR",1143,75,1218,4959,433,5392,2261,238,2499
"CHHATTISGARH","DANTEWADA",83,45,128,6306,222,6528,2971,161,3131
"CHHATTISGARH","DHAMTARI",18,18,36,443,45,488,408,0,408
"CHHATTISGARH","DURG",234,24,258,9484,240,9724,5033,146,5179
"CHHATTISGARH","JANJGIR-CHAMPA",12825,478,13303,35628,3438,39066,25421,3127,28548
"CHHATTISGARH","JASHPUR",1527,30,1557,2150,18,2169,519,16,535
"CHHATTISGARH","KANKER",42,9,51,3060,179,3239,2716,129,2845
"CHHATTISGARH","KORBA",6007,678,6685,20534,396,20931,3010,273,3284
"CHHATTISGARH","KORIA",1119,19,1138,4361,49,4410,141,18,159
"CHHATTISGARH","KVARDHA",16,350,366,629,363,993,241,355,596
"CHHATTISGARH","MAHASAMUND",293,98,391,6522,910,7432,3707,502,4209
"CHHATTISGARH","RAIGARH",5206,239,5445,9348,544,9892,2430,401,2830
"CHHATTISGARH","RAIPUR",266,223,489,12482,1111,13594,8628,946,9574
"CHHATTISGARH","RAJNANDGAON",103,311,414,4953,849,5802,3545,812,4357
"CHHATTISGARH","SURGUJA",1221,15,1236,5995,126,6121,1111,126,1237
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",11,25,36,126,15,142,16,13,29
"DELHI","ALIPUR",0,54,54,0,239,239,0,239,239
"GOA","NORTH GOA",77,440,517,534,806,1340,512,722,1234
"GOA","SOUTH GOA",6,17,23,47,302,349,47,283,330
"GUJARAT","AHMEDABAD",52,1,53,2962,30,2992,229,0,229
"GUJARAT","AMRELI",177,0,177,9403,0,9403,0,0,0
"GUJARAT","BANASKANTHA",35,23,58,4826,84,4910,1062,77,1139
"GUJARAT","BHARUCH",4,0,4,1069,0,1069,149,0,149
"GUJARAT","BHAVNAGAR",42,0,42,13339,0,13339,0,0,0
"GUJARAT","DAHOD",189,0,189,9993,0,9993,1519,0,1519
"GUJARAT","DANG",0,0,0,0,0,0,0,0,0
"GUJARAT","GANDHINAGAR",2,0,2,120,0,120,0,0,0
"GUJARAT","JAMNAGAR",97,0,97,34348,0,34348,5027,0,5027
"GUJARAT","JUNAGADH",23,0,23,14809,0,14809,0,0,0
"GUJARAT","KACHCHH",230,22,252,49831,1037,50868,12061,681,12742
"GUJARAT","KHEDA",12,0,12,8660,0,8660,573,0,573
"GUJARAT","MEHSANA",8,0,8,1329,0,1329,237,0,237
"GUJARAT","NARMADA",5,0,5,2413,0,2413,0,0,0
"GUJARAT","NAVSARI",0,0,0,0,0,0,0,0,0
"GUJARAT","PANCHMAHAL",2,0,2,336,0,336,0,0,0
"GUJARAT","PATAN",7,0,7,818,0,818,150,0,150
"GUJARAT","PORBANDAR",1,3,4,10,40,50,0,0,0
"GUJARAT","RAJKOT",60,52,112,21878,70,21948,288,60,348
"GUJARAT","SABARKANTHA",129,0,129,7641,0,7641,453,0,453
"GUJARAT","SURAT",5,32,37,3630,1583,5213,0,1583,1583
"GUJARAT","SURENDRANAGAR",41,194,235,1670,149,1819,59,124,183
"GUJARAT","VADODARA",56,6,62,10832,2541,13373,1626,2238,3864
"GUJARAT","VALSAD",6,0,6,140,0,140,76,0,76
"HARYANA","AMBALA",0,0,0,0,0,0,0,0,0
"HARYANA","BHIWANI",0,84,84,0,555,555,0,538,538
"HARYANA","GURGAON",0,0,0,0,0,0,0,0,0
"HARYANA","KARNAL",0,89,89,0,474,474,0,474,474
"HARYANA","PANCHKULA",7,114,121,144,614,758,133,610,743
"HARYANA","REWARI",0,11,11,0,95,95,0,70,70
"HIMACHAL PRADESH","Bilaspur",2,5,7,8,9,17,8,9,17
"HIMACHAL PRADESH","Chamba",3,1,4,69,2,70,56,2,58
"HIMACHAL PRADESH","Hamirpur",1,7,8,38,18,56,38,17,55
"HIMACHAL PRADESH","Kangra",4,2,6,22,82,105,22,81,103
"HIMACHAL PRADESH","Kinnaur",0,0,0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kullu",2,0,2,46,0,46,46,0,46
"HIMACHAL PRADESH","Lahul & Spiti",1,0,1,4,0,4,4,0,4
"HIMACHAL PRADESH","Mandi",10,3,13,21,3,24,21,3,24
"HIMACHAL PRADESH","Shimla",1,8,9,4,15,18,4,12,16
"HIMACHAL PRADESH","Sirmaur",11,25,36,31,82,113,27,74,101
"HIMACHAL PRADESH","Solan",135,97,232,621,626,1247,516,525,1041
"HIMACHAL PRADESH","Una",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","ANANTNAG",8,14,22,986,1334,2320,878,953,1831
"JAMMU & KASHMIR","BADGAM",1,2,3,100,64,164,100,62,162
"JAMMU & KASHMIR","BARAMULLA",5,9,14,184,1348,1532,183,1159,1342
"JAMMU & KASHMIR","DODA",7,3,10,255,20,275,255,20,275
"JAMMU & KASHMIR","JAMMU",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","KARGIL",0,1,1,0,87,87,0,87,87
"JAMMU & KASHMIR","KATHUA",4,1,5,427,17,444,408,13,421
"JAMMU & KASHMIR","KUPWARA",17,14,31,279,258,537,233,162,395
"JAMMU & KASHMIR","LEH",0,1,1,0,57,57,0,57,57
"JAMMU & KASHMIR","POONCH",17,1,18,588,3,591,588,3,591
"JAMMU & KASHMIR","PULWAMA",0,4,4,0,259,259,0,246,246
"JAMMU & KASHMIR","RAJOURI",0,5,5,0,74,74,0,63,63
"JAMMU & KASHMIR","SRINAGAR",2,1,3,41,53,94,39,53,92
"JAMMU & KASHMIR","UDHAMPUR",4,1,5,87,1,88,54,1,55
"JHARKHAND","BOKARO",6,87,93,7,79,86,5,74,79
"JHARKHAND","CHATRA",140,3,143,1026,12,1038,970,12,982
"JHARKHAND","DEOGHAR",306,391,697,1788,1265,3053,1354,890,2244
"JHARKHAND","DHANBAD",12,148,160,27,233,261,8,72,80
"JHARKHAND","DUMKA",58,254,312,202,439,641,119,251,370
"JHARKHAND","GARHWA",15,27,42,257,140,398,251,85,336
"JHARKHAND","GIRIDIH",77,40,117,314,132,447,211,115,326
"JHARKHAND","GODDA",91,9,100,718,26,745,565,22,587
"JHARKHAND","GUMLA",6,76,82,25,52,77,20,35,55
"JHARKHAND","HAZARIBAGH",62,21,83,281,109,391,213,65,278
"JHARKHAND","JAMTARA",75,347,422,143,493,636,94,295,389
"JHARKHAND","KODERMA",63,1,64,479,10,489,460,10,470
"JHARKHAND","LATEHAR",51,15,66,454,35,489,206,29,235
"JHARKHAND","LOHARDAGA",0,0,0,0,0,0,0,0,0
"JHARKHAND","PAKUR",32,54,86,93,94,186,64,81,145
"JHARKHAND","PALAMU",282,91,373,1956,573,2529,1499,511,2010
"JHARKHAND","RANCHI",2,78,80,2,62,64,2,42,43
"JHARKHAND","SAHEBGANJ",22,111,133,44,181,225,34,112,146
"JHARKHAND","SARAIKELA",129,220,349,886,732,1618,536,438,975
"JHARKHAND","SIMDEGA",1,5,6,135,2,137,60,2,62
"JHARKHAND","WEST SINGHBHUM",62,293,355,753,1168,1922,465,1017,1482
"KARNATAKA","Bagalkote",28,17,45,3809,60,3869,1014,44,1058
"KARNATAKA","Bangalore",399,0,399,2577,0,2577,1976,0,1976
"KARNATAKA","Bangalore Rural",678,3,681,13041,413,13454,9281,411,9692
"KARNATAKA","Belgaum",68,130,198,2408,201,2610,810,180,990
"KARNATAKA","Bellary",51,1,52,4853,15,4868,2807,0,2807
"KARNATAKA","Bidar",823,124,947,929,156,1085,776,155,931
"KARNATAKA","Bijapur",45,116,161,3556,84,3640,1818,84,1902
"KARNATAKA","Chamaraja Nagara",33,0,33,2207,0,2207,1306,0,1306
"KARNATAKA","Chikmagalur",1138,0,1138,16639,0,16639,13653,0,13653
"KARNATAKA","Chitradurga",75,0,75,6498,0,6498,4765,0,4765
"KARNATAKA","Dakshina Kannada",165,3,168,357,5,362,321,5,326
"KARNATAKA","Davanagere",161,4,165,2969,100,3069,1052,81,1133
"KARNATAKA","Dharwar",483,4,487,8725,10,8735,3252,8,3260
"KARNATAKA","Gadag",11,4,15,1987,438,2425,619,135,754
"KARNATAKA","Gulbarga",320,6,326,11432,17,11449,7078,15,7093
"KARNATAKA","Hassan",3058,2,3060,32881,12,32894,23177,12,23189
"KARNATAKA","Haveri",362,1,363,6685,12,6697,4418,0,4418
"KARNATAKA","Kodagu",43,0,43,232,0,232,127,0,127
"KARNATAKA","Kolar",2567,12,2579,36821,72,36894,20682,6,20688
"KARNATAKA","Koppal",34,0,34,3632,0,3632,1485,0,1485
"KARNATAKA","Mandya",240,0,240,6540,0,6540,6341,0,6341
"KARNATAKA","Mysore",245,0,245,3430,0,3430,3124,0,3124
"KARNATAKA","Raichur",87,71,158,3144,39,3183,1131,39,1169
"KARNATAKA","Shimoga",3844,136,3980,55377,535,55912,46269,377,46646
"KARNATAKA","Tumkur",945,10,955,42767,300,43067,26481,243,26724
"KARNATAKA","Udupi",277,15,292,2443,30,2474,1490,30,1520
"KARNATAKA","Uttara Kannada",520,107,627,6171,584,6755,4826,564,5391
"KERALA","ALAPPUZHA",47,30,77,1311,309,1620,1198,265,1463
"KERALA","ERANAKULAM",31,80,111,3728,146,3874,3704,143,3847
"KERALA","IDDUKKI",45,3,48,542,41,583,451,27,478
"KERALA","KANNUR",66,66,132,2016,329,2346,1826,309,2134
"KERALA","KASARAGODE",82,22,104,1888,206,2094,1754,187,1941
"KERALA","KOLLAM",89,1,90,1714,8,1722,1603,8,1611
"KERALA","KOTTAYAM",25,83,108,210,213,422,179,183,362
"KERALA","KOZHIKODE",15,17,32,1257,169,1427,305,169,474
"KERALA","MALAPPURAM",68,52,120,1559,374,1933,1140,347,1487
"KERALA","PALAKKAD",119,840,959,2282,2159,4441,2216,2097,4313
"KERALA","PATHANAMTHITTA",14,3,17,173,26,199,169,23,191
"KERALA","THIRUVANANTHAPURAM",149,15,164,7136,13,7149,6572,13,6585
"KERALA","THRISSUR",162,137,299,3285,832,4117,3183,656,3840
"KERALA","WAYANAD",86,66,152,2204,617,2822,2014,599,2613
"MADHYA PRADESH","BALAGHAT",1480,4732,6212,27382,11373,38755,22429,8730,31159
"MADHYA PRADESH","BARWANI",1,971,972,220,2270,2490,0,1210,1210
"MADHYA PRADESH","BETUL",33,1792,1825,9806,2349,12155,9766,1637,11403
"MADHYA PRADESH","BHIND",1,0,1,30,0,30,0,0,0
"MADHYA PRADESH","BHOPAL",75,150,225,1581,530,2111,1522,397,1920
"MADHYA PRADESH","CHHATARPUR",156,904,1060,2114,6773,8886,1952,6313,8265
"MADHYA PRADESH","CHHINDWARA",4,719,723,122,1097,1219,77,989,1066
"MADHYA PRADESH","DAMOH",84,1001,1085,4633,2395,7029,4252,2194,6446
"MADHYA PRADESH","DATIA",5,0,5,641,0,641,301,0,301
"MADHYA PRADESH","DEWAS",8,83,91,152,164,316,89,80,170
"MADHYA PRADESH","DHAR",124,127,251,179,319,498,59,31,90
"MADHYA PRADESH","GUNA",567,980,1547,1823,2711,4534,1791,2689,4480
"MADHYA PRADESH","GWALIOR",26,59,85,635,351,986,497,198,695
"MADHYA PRADESH","HARDA",0,42,42,0,84,84,0,84,84
"MADHYA PRADESH","HOSHANGABAD",0,141,141,0,284,284,0,253,253
"MADHYA PRADESH","INDORE",41,126,167,34,140,174,33,65,98
"MADHYA PRADESH","JABALPUR",11,91,102,2912,1183,4095,405,1104,1509
"MADHYA PRADESH","JHABUA",23,64,87,1297,126,1423,21,87,108
"MADHYA PRADESH","KATNI",1028,854,1882,5486,4759,10244,3007,1331,4338
"MADHYA PRADESH","KHANDWA",50,58,108,103,74,176,82,46,127
"MADHYA PRADESH","KHARGONE",5,280,285,1795,540,2335,361,414,775
"MADHYA PRADESH","MANDLA",16,22,38,6314,79,6393,2931,70,3001
"MADHYA PRADESH","MANDSAUR",0,44,44,0,73,73,0,44,44
"MADHYA PRADESH","MORENA",0,126,126,0,454,454,0,385,385
"MADHYA PRADESH","NARSINGHPUR",2,173,175,151,348,499,106,313,419
"MADHYA PRADESH","NEEMUCH",4,7,11,220,39,259,145,4,149
"MADHYA PRADESH","PANNA",599,395,994,1995,13673,15668,1966,807,2773
"MADHYA PRADESH","RAISEN",4,0,4,166,0,166,48,0,48
"MADHYA PRADESH","RAJGARH",127,243,370,510,810,1320,358,626,984
"MADHYA PRADESH","RATLAM",30,427,457,3148,2536,5684,883,289,1172
"MADHYA PRADESH","REWA",6,55,61,203,279,482,21,145,166
"MADHYA PRADESH","SAGAR",1,673,674,20,1086,1106,20,994,1014
"MADHYA PRADESH","SATNA",23,3,26,1390,61,1451,1182,36,1217
"MADHYA PRADESH","SEHORE",8,95,103,29,368,397,3,334,337
"MADHYA PRADESH","SEONI",329,150,479,7583,982,8565,4963,713,5676
"MADHYA PRADESH","SHAHDOL",311,316,627,15633,1752,17385,305,373,678
"MADHYA PRADESH","SHAJAPUR",0,192,192,0,328,328,0,193,193
"MADHYA PRADESH","SHEOPUR",1,401,402,30,493,523,30,493,523
"MADHYA PRADESH","SHIVPURI",513,671,1184,3451,1731,5181,3033,1689,4722
"MADHYA PRADESH","SIDHI",17,9,26,5024,773,5798,4280,773,5054
"MADHYA PRADESH","TIKAMGARH",48,958,1006,4775,2535,7311,4396,2261,6657
"MADHYA PRADESH","UJJAIN",2,13,15,10,31,41,2,24,26
"MADHYA PRADESH","UMARIA",0,154,154,0,143,143,0,143,143
"MADHYA PRADESH","VIDISHA",0,894,894,0,28687,28687,0,2177,2177
"MAHARASHTRA","AHMEDNAGAR",105,3762,3867,682,5847,6529,316,5461,5777
"MAHARASHTRA","AKOLA",6436,1503,7939,8738,1988,10726,7565,1883,9448
"MAHARASHTRA","AMRAVATI",3,310,313,208,4395,4603,26,1418,1444
"MAHARASHTRA","AURANGABAD",11,255,266,1696,38095,39791,0,23221,23221
"MAHARASHTRA","BEED",66,1018,1084,271,2613,2884,271,2111,2383
"MAHARASHTRA","BHANDARA",412,15,427,42180,1063,43243,25370,787,26157
"MAHARASHTRA","BULDANA",0,591,591,0,1853,1853,0,1723,1723
"MAHARASHTRA","CHANDRAPUR",282,602,884,16684,43854,60538,16572,40775,57347
"MAHARASHTRA","DHULE",51,243,294,141,374,515,0,374,374
"MAHARASHTRA","GADCHIROLI",1153,2772,3925,15850,11357,27207,13601,10741,24342
"MAHARASHTRA","GONDIYA",560,13,573,49324,461,49785,40796,253,41049
"MAHARASHTRA","HINGOLI",27,0,27,5962,0,5962,2482,0,2482
"MAHARASHTRA","JALGAON",1,185,186,7,526,533,7,525,532
"MAHARASHTRA","JALNA",3,27,30,874,8953,9827,0,0,0
"MAHARASHTRA","KOLHAPUR",0,122,122,0,134,134,0,48,48
"MAHARASHTRA","LATUR",0,1025,1025,0,2139,2139,0,1640,1640
"MAHARASHTRA","NAGPUR",15,263,278,1163,16891,18053,1143,10640,11784
"MAHARASHTRA","NANDED",114,105,219,17320,3307,20627,9438,1967,11405
"MAHARASHTRA","NANDURBAR",0,716,716,0,2134,2134,0,2130,2130
"MAHARASHTRA","NASHIK",1,3337,3338,6,5710,5716,6,5696,5702
"MAHARASHTRA","OSMANABAD",242,722,964,416,2097,2513,285,1454,1738
"MAHARASHTRA","PARBHANI",19,2,21,2556,127,2682,1504,43,1547
"MAHARASHTRA","PUNE",139,4983,5122,541,12826,13367,503,11870,12373
"MAHARASHTRA","RAIGHAR",130,66,196,6127,136,6263,6076,136,6212
"MAHARASHTRA","RATNAGIRI",22,222,244,499,86,586,200,62,262
"MAHARASHTRA","SANGLI",1410,1170,2580,3312,2404,5716,2071,2117,4188
"MAHARASHTRA","SATARA",107,5425,5532,5918,7727,13645,5918,6713,12631
"MAHARASHTRA","SINDHUDURGA",47,304,351,2471,553,3024,783,244,1026
"MAHARASHTRA","SOLAPUR",1,36,37,0,4395,4395,0,1851,1852
"MAHARASHTRA","THANE",50,1,51,3360,27,3387,3270,17,3287
"MAHARASHTRA","WARDHA",46,163,209,2508,10148,12656,2349,6069,8418
"MAHARASHTRA","WASHIM",0,2846,2846,0,4997,4997,0,4450,4450
"MAHARASHTRA","YAVATMAL",11,60,71,617,9478,10095,449,4732,5181
"MANIPUR","BISHNUPUR",0,0,0,0,0,0,0,0,0
"MANIPUR","CHANDEL",0,0,0,0,0,0,0,0,0
"MANIPUR","CHURACHANDPUR",0,0,0,0,0,0,0,0,0
"MANIPUR","IMPHAL EAST",0,0,0,0,0,0,0,0,0
"MANIPUR","IMPHAL WEST",0,0,0,0,0,0,0,0,0
"MANIPUR","SENAPATI",0,0,0,0,0,0,0,0,0
"MANIPUR","TAMENGLONG",0,0,0,0,0,0,0,0,0
"MANIPUR","THOUBAL",0,0,0,0,0,0,0,0,0
"MANIPUR","UKHRUL",0,0,0,0,0,0,0,0,0
"MEGHALAYA","EAST GARO HILLS",0,0,0,0,0,0,0,0,0
"MEGHALAYA","EAST KHASI HILLS",0,28,28,0,51,51,0,29,29
"MEGHALAYA","JAINTIA HILLS",0,4,4,0,15,15,0,12,12
"MEGHALAYA","RI BHOI",0,6,6,0,23,23,0,23,23
"MEGHALAYA","SOUTH GARO HILLS",0,0,0,0,0,0,0,0,0
"MEGHALAYA","WEST GARO HILLS",0,0,0,0,0,0,0,0,0
"MEGHALAYA","WEST KHASI HILLS",0,0,0,0,0,0,0,0,0
"MIZORAM","AIZAWL",0,0,0,0,0,0,0,0,0
"MIZORAM","CHAMPHAI",0,3,3,0,3,3,0,3,3
"MIZORAM","KOLASIB",0,64,64,0,288,288,0,286,286
"MIZORAM","LAWNGTLAI",0,2,2,0,3,3,0,3,3
"MIZORAM","LUNGLEI",0,20,20,0,37,37,0,32,32
"MIZORAM","MAMIT",0,1,1,0,2,2,0,2,2
"MIZORAM","SAIHA",0,1,1,0,2,2,0,2,2
"MIZORAM","SERCHHIP",0,0,0,0,0,0,0,0,0
"NAGALAND","DIMAPUR",0,0,0,0,0,0,0,0,0
"NAGALAND","KOHIMA",0,2,2,0,16,16,0,9,9
"NAGALAND","MOKOKCHUNG",0,0,0,0,0,0,0,0,0
"NAGALAND","MON",0,0,0,0,0,0,0,0,0
"NAGALAND","PHEK",0,5,5,0,20,20,0,14,14
"NAGALAND","TUENSANG",0,5,5,0,35,35,0,25,25
"NAGALAND","WOKHA",0,0,0,0,0,0,0,0,0
"NAGALAND","ZUNHEBOTO",0,32,32,0,87,87,0,48,48
"ORISSA","ANGUL",264,145,409,7100,1300,8400,1999,708,2707
"ORISSA","BALASORE",7,0,7,298,0,298,244,0,244
"ORISSA","BARGARH",1391,611,2002,31675,2914,34589,16496,1454,17950
"ORISSA","BHADRAK",5,5,10,64,7,71,35,7,42
"ORISSA","BOLANGIR",669,61,730,13309,476,13785,7950,276,8226
"ORISSA","BOUDH",66,46,112,2668,170,2838,1910,106,2015
"ORISSA","CUTTACK",125,69,194,7374,428,7801,3763,326,4089
"ORISSA","DEOGARH",94,12,106,2162,169,2331,842,81,923
"ORISSA","DHENKANAL",324,186,510,8252,1759,10011,4374,1266,5640
"ORISSA","GAJAPATI",452,37,489,12588,1600,14188,11637,1574,13211
"ORISSA","GANJAM",2918,159,3077,104314,1709,106023,62563,1238,63801
"ORISSA","JAGATSINGHPUR",0,0,0,0,0,0,0,0,0
"ORISSA","JAJAPUR",72,35,107,4090,400,4490,2125,301,2426
"ORISSA","JHARSUGUDA",159,26,185,2532,181,2713,1427,65,1491
"ORISSA","KALAHANDI",257,66,323,6897,466,7362,3504,239,3743
"ORISSA","KANDHAMAL",114,5,119,2316,44,2360,1478,33,1512
"ORISSA","KENDRAPARA",0,0,0,0,0,0,0,0,0
"ORISSA","KEONJHAR",189,27,216,4373,60,4433,3073,31,3105
"ORISSA","KHURDA",238,47,285,3682,174,3856,3108,153,3261
"ORISSA","KORAPUT",120,56,176,2064,227,2291,1553,184,1737
"ORISSA","MALKANAGIRI",7,227,234,54,183,237,29,89,118
"ORISSA","MAYURBHANJA",152,39,191,5186,549,5734,3703,266,3969
