-----
{
 "description": "It contains 4 annexure viz i). Trends in Expenditure (Annex 3) ii). Details of Subsidies included (Annex 3) iii). Details of other Non-Plan Expenditure (Annex 3) iv). Details of Plan Expenditure (Annex 3)", 
 "file_name": "annex3.xls", 
 "title": "Download XLS for Trends in Expenditure(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/ub2013-14/eb/annex3.xls"
}
-----
"","","","","ANNEX - 3","","","","","","",""
"","(Excluding Defence)",34798.0,3357.0,6183.0,47891.0,7271.0,10952.0,23619.0,11478.0,8102.0,30131.0
10.0,"Loans & Advances to ","","","","","","","","","",""
"","State & U.T. ","","","","","","","","","",""
"","Governments #",612.0,89.0,102.0,86.0,86.0,83.0,85.0,72.0,3407.0,80.0
11.0,"Loans to Foreign ","","","","","","","","","",""
"","Governments",283.0,129.0,103.0,42.0,833.0,124.0,"...",248.0,700.0,"..."
12.0,"Other Loans",1599.0,1796.0,1292.0,1465.0,790.0,936.0,6308.0,311.0,308.0,257.0
13.0,"Non-Plan Expenditure of UTs ","","","","","","","","","",""
"","without Legislature",1673.0,2178.0,2070.0,2056.0,2918.0,3298.0,3515.0,3783.0,3991.0,4254.0
"","On Revenue Account",1834.0,2305.0,2242.0,2274.0,3119.0,3334.0,3775.0,3853.0,4147.0,4395.0
"","On Capital Account",-161.0,-127.0,-172.0,-218.0,-201.0,-36.0,-260.0,-70.0,-156.0,-141.0
"","","","","","","","","","","",""
"B. ","Plan Expenditure",132292.0,140638.0,169860.0,205082.0,275235.0,303391.0,379029.0,412375.0,429187.0,555322.0
"","","","","","","","","","","",""
"         ","On Revenue Account",87494.0,111858.0,142418.0,173572.0,234774.0,253884.0,314232.0,333736.0,343373.0,443260.0
"         ","On Capital Account ",44798.0,28780.0,27442.0,31510.0,40461.0,49507.0,64797.0,78639.0,85814.0,112062.0
"","","","","","","","","","","",""
"TOTAL EXPENDITURE","",498252.0,505738.0,583387.0,712671.0,883956.0,1024487.0,1197328.0,1304365.0,1430825.0,1665297.0
"","","","","","","","","","","",""
"        ","On Revenue Account",384329.0,439376.0,514609.0,594433.0,793798.0,911809.0,1040723.0,1145785.0,1263072.0,1436169.0
"         ","On Capital Account ",113923.0,66362.0,68778.0,118238.0,90158.0,112678.0,156605.0,158580.0,167753.0,229128.0
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"* ","Net of Defence Receipts ","","","","","","","","","",""
"","but inclusive of Defence ",2495.0,2830.0,2878.0,3139.0,3467.0,3708.0,4332.0,4613.0,4560.0,4965.0
"      ","Capital Expenditure",31994.0,32338.0,33828.0,37462.0,40918.0,51112.0,62056.0,67902.0,69579.0,86741.0
"","","","","","","","","","","",""
"@ ","Excludes Securities issued ","","","","","","","","","",""
"","to IMF omitted per contra ","","","","","","","","","",""
" ","from capital receipts",415.0,595.0,40.0,"…",1444.0,3654.0,9051.0,1613.0,4149.0,42149.0
"","","","","","","","","","","",""
"#","Net of short terms Ways & ","","","","","","","","","",""
"","Means Advances",1687.0,650.0,"...","…","…","…","…","…","…","…"
"        ","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","","ANNEX - 3.1","","","","","","",""
"","","","","DETAILS OF SUBSIDIES INCLUDED IN ANNEX 3","","","","","","",""
"","","","","","","","","","","",""
"","","","","","","","","",""," (In crores of Rupees)",""
"","","","","","","","","","","",""
"","","Actuals","Actuals","Actuals","Actuals","Actuals","Actuals","Actuals","Actuals","Revised","Budget"
"","","2004-05","2005-06","2006-07","2007-08","2008-09","2009-10","2010-11","2011-12 ","2012-13","2013-14"
"","","","","","","","","","","",""
"A.  ","Major Subsidies",44633.0,44220.0,52935.0,66638.0,123206.0,134658.0,164516.0,211319.0,247854.0,220972.0
1.0,"Food",25798.0,23077.0,24014.0,31328.0,43751.0,58443.0,63844.0,72822.0,85000.0,90000.0
2.0,"Indigenous(Urea) Fertiliser",10243.0,10653.0,12650.0,12950.0,17969.0,17580.0,15081.0,20208.0,20000.0,21000.0
3.0,"Imported (Urea) Fertiliser",494.0,1211.0,3274.0,6606.0,10079.0,4603.0,6454.0,13716.0,15398.0,15545.0
4.0,"Sale of decontrolled fertiliser  ","","","","","","","","","",""
"","with concession to farmers",5142.0,6596.0,10298.0,12934.0,48555.0,39081.0,40766.0,36089.0,30576.0,29427.0
"","Total Fertilizer Subsidy",15879.0,18460.0,26222.0,32490.0,76603.0,61264.0,62301.0,70013.0,65974.0,65972.0
5.0,"Petroleum Subsidy",2956.0,2683.0,2699.0,2820.0,2852.0,14951.0,38371.0,68484.0,96880.0,65000.0
"","","","","","","","","","","",""
"B.  ","Other Subsidies",1324.0,3302.0,4190.0,4288.0,6502.0,6693.0,8904.0,6622.0,9800.0,10112.0
6.0,"Interest Subsidies",564.0,2177.0,2809.0,2311.0,3493.0,2687.0,4680.0,5049.0,7416.0,8061.0
7.0,"Other Subsidies",760.0,1125.0,1381.0,1977.0,3009.0,4006.0,4224.0,1573.0,2384.0,2051.0
"","of which","","","","","","","","","",""
"","Subsidy on import of pulses","...","...","...","...","...",168.0,450.0,250.0,270.0,250.0
"","Subsidy on import of edible oils","...","...","...","...","...",198.0,513.0,366.0,618.0,318.0
"      Total-Subsidies","",45957.0,47522.0,57125.0,70926.0,129708.0,141351.0,173420.0,217941.0,257654.0,231084.0
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","ANNEX - 3.2","","","","","","","",""
"","","","DETAILS OF OTHER NON-PLAN REVENUE EXPENDITURE","","","","","","","",""
"","","","INCLUDED IN ANNEX 3","","","","","","","",""
"","","","","","","","","",""," (In crores of Rupees)",""
"","","","","","","","","","","",""
"","","Actuals","Actuals","Actuals","Actuals","Actuals","Actuals","Actuals","Actuals","Revised","Budget"
"","","2004-05","2005-06","2006-07","2007-08","2008-09","2009-10","2010-11","2011-12 ","2012-13","2013-14"
"","","","","","","","","","","",""
1.0,"General Services",10525.0,9288.0,10080.0,10824.0,14938.0,16386.0,16916.0,19225.0,21095.0,22903.0
1.01,"Organs of State",2643.0,1873.0,2101.0,2146.0,2913.0,3120.0,3063.0,3976.0,3933.0,4259.0
1.02,"Tax Collection",2758.0,2930.0,3211.0,3761.0,5182.0,6433.0,6532.0,7139.0,7840.0,8702.0
1.03,"Other Expenditure",5124.0,4485.0,4768.0,4917.0,6843.0,6833.0,7321.0,8110.0,9322.0,9942.0
"","","","","","","","","","","",""
2.0,"Social Services",8400.0,9405.0,7128.0,18424.0,26268.0,32893.0,35293.0,19444.0,21304.0,23114.0
2.01,"Education, Sports, ","","","","","","","","","",""
"","Youth Affairs",3211.0,3516.0,3855.0,4469.0,6512.0,9388.0,8327.0,9433.0,10423.0,11248.0
2.02,"Health and Family Welfare",1178.0,1326.0,1121.0,1701.0,2510.0,2871.0,3031.0,3144.0,3579.0,3775.0
2.03,"Water supply, Housing etc.",330.0,307.0,390.0,444.0,479.0,553.0,651.0,691.0,748.0,791.0
2.04,"Information & Broadcasting",1113.0,1153.0,1083.0,1165.0,1409.0,1555.0,1718.0,1771.0,1969.0,2078.0
2.05,"Labour & Employment",851.0,1066.0,1668.0,1406.0,1652.0,1456.0,1746.0,1855.0,1929.0,2616.0
2.06,"Welfare of SC/ST & OBC",16.0,16.0,16.0,16.0,22.0,26.0,23.0,25.0,26.0,36.0
2.07,"Other Social Services",1701.0,2021.0,-1005.0,9223.0,13684.0,17044.0,19797.0,2525.0,2630.0,2569.0
"","","","","","","","","","","",""
3.0,"Economic Services",13230.0,12656.0,19780.0,16392.0,23521.0,24106.0,28052.0,21751.0,21964.0,24334.0
3.01,"Agriculture and Allied ","","","","","","","","","",""
"","Activities",1316.0,1282.0,3836.0,4863.0,7548.0,1719.0,4279.0,2491.0,2955.0,3007.0
3.02,"Rural Development",20.0,20.0,21.0,23.0,32.0,19.0,26.0,21.0,19.0,20.0
3.03,"Irrigation & Flood Control",183.0,196.0,199.0,210.0,302.0,383.0,370.0,378.0,424.0,452.0
3.04,"Energy",184.0,-410.0,-204.0,-571.0,-533.0,511.0,423.0,38.0,470.0,1090.0
3.05,"Industry & Minerals",1616.0,2236.0,2347.0,369.0,887.0,1653.0,2331.0,2858.0,1478.0,1359.0
3.06,"Transport",1195.0,1490.0,1423.0,1828.0,1741.0,1728.0,3148.0,2392.0,2618.0,3553.0
3.07,"Communications",3132.0,2397.0,1557.0,1441.0,1695.0,5301.0,3406.0,86.0,102.0,105.0
3.08,"Science, Technology & ","","","","","","","","","",""
"","Environment",2276.0,2457.0,2417.0,2851.0,3958.0,5239.0,4883.0,5173.0,5438.0,5863.0
3.09,"Dividend relief to Railways","","","","","","","","","",""
"","and other concessions",954.0,986.0,1517.0,2105.0,2347.0,2811.0,2648.0,2686.0,3021.0,3406.0
3.1,"Export Promotion",741.0,887.0,1224.0,1939.0,2941.0,1827.0,2554.0,1352.0,1632.0,1700.0
3.09,"Other Economic Services",1613.0,1115.0,5443.0,1334.0,2603.0,2915.0,3984.0,4276.0,3807.0,3779.0
4.0,"Postal Deficit",1365.0,1177.0,1209.0,1463.0,3514.0,6438.0,6162.0,5716.0,5838.0,6717.0
"","Total-Other Non-Plan ","","","","","","","","","",""
"","Expenditure",33520.0,32526.0,38197.0,47103.0,68241.0,79823.0,86423.0,66136.0,70201.0,77068.0
"","","","","","","","","","","",""
"","","","ANNEX - 3.3","","","","","","","",""
"","","","DETAILS OF PLAN EXPENDITURE INCLUDED IN ANNEX 3","","","","","","","",""
"","","","","","","","","",""," (In crores of Rupees)",""
"","","Actuals","Actuals","Actuals","Actuals","Actuals","Actuals","Actuals","Actuals","Revised","Budget"
"","","2004-05","2005-06","2006-07","2007-08","2008-09","2009-10","2010-11","2011-12 ","2012-13","2013-14"
"","","","","","","","","","","",""
"A. ","Expenditure on Central Plan by ","","","","","","","","","",""
"    ","Head of Development",80526.0,105737.0,124342.0,143468.0,198160.0,218901.0,285950.0,308359.0,317185.0,419068.0
1.0,"Economic Services",48574.0,64475.0,75506.0,82162.0,113141.0,128205.0,168870.0,173445.0,161946.0,219187.0
1.01,"Agriculture and Allied ","","","","","","","","","",""
"","Activities",4815.0,6503.0,7623.0,8865.0,10134.0,10971.0,15651.0,16081.0,15844.0,18624.0
1.02,"Rural Development",9494.0,15764.0,16532.0,19897.0,40267.0,38569.0,42060.0,37599.0,35583.0,42773.0
1.03,"Irrigation & Flood Control",296.0,426.0,448.0,481.0,456.0,423.0,476.0,506.0,428.0,1200.0
1.04,"Energy",5809.0,4623.0,7184.0,6202.0,8241.0,9274.0,10389.0,8581.0,7254.0,12850.0
1.05,"Industry & Minerals",2948.0,4472.0,5869.0,6621.0,8627.0,9622.0,12381.0,12154.0,12198.0,15206.0
1.06,"Transport",17668.0,24070.0,27936.0,28794.0,30215.0,44632.0,61692.0,64916.0,55152.0,73420.0
1.07,"Communication",590.0,731.0,748.0,794.0,981.0,845.0,621.0,2187.0,2364.0,5940.0
1.08,"Science, Technology & ","","","","","","","","","",""
"","Environment",5164.0,5460.0,6425.0,7322.0,8797.0,9862.0,11921.0,11735.0,12119.0,17587.0
1.09,"General Economic Services",1790.0,2426.0,2741.0,3186.0,5423.0,4007.0,13689.0,19686.0,21004.0,31587.0
"","","","","","","","","","","",""
2.0,"Social Services",30723.0,40130.0,48118.0,60394.0,84274.0,89452.0,115720.0,129609.0,149378.0,190575.0
2.01,"Education Art & Culture",10774.0,15259.0,21119.0,24187.0,31234.0,33152.0,46297.0,52269.0,52231.0,61664.0
2.02,"Health & Family Welfare",7013.0,8252.0,9792.0,12936.0,15992.0,17644.0,20725.0,23146.0,22389.0,29444.0
2.03,"Water Supply, Sanitation, ","","","","","","","","","",""
"","Housing and ","","","","","","","","","",""
"         ","Urban Development",8693.0,10204.0,9673.0,13951.0,21975.0,23947.0,27506.0,26822.0,26153.0,35869.0
2.04,"Information & Broadcasting",206.0,361.0,356.0,396.0,612.0,473.0,790.0,756.0,607.0,815.0
2.05,"Welfare of SC/ST and other ","","","","","","","","","",""
"","backward classes",1306.0,1636.0,1991.0,2574.0,3571.0,4390.0,6893.0,8302.0,7682.0,10229.0
2.06,"Labour & Labour Welfare",151.0,192.0,225.0,522.0,815.0,789.0,1076.0,1477.0,1820.0,2264.0
2.07,"Social Welfare & Nutritution",2580.0,4226.0,4962.0,5828.0,10135.0,8875.0,12130.0,16669.0,16115.0,20147.0
2.08,"North Eastern Areas","...","...","...","...","...",163.0,261.0,109.0,22313.0,29966.0
2.09,"Other Social Services","..","...","...","...",30.0,19.0,42.0,59.0,68.0,177.0
"","","","","","","","","","","",""
3.0,"General Services",1229.0,1132.0,718.0,912.0,745.0,1244.0,1360.0,5305.0,5861.0,9306.0
"    ","Central Plan on Revenue account",58621.0,82161.0,102550.0,119666.0,166500.0,178802.0,232454.0,241276.0,243772.0,320038.0
"    ","Central Plan on Capital account",21905.0,23576.0,21792.0,23802.0,31660.0,40099.0,53496.0,67083.0,73413.0,99030.0
"","","","","","","","","","","",""
"B. ","Central Assistance for ","","","","","","","","","",""
"","State Plans",50374.0,33530.0,43684.0,58787.0,73611.0,79157.0,89749.0,100129.0,107147.0,129930.0
1.0,"Normal Assistance ","","","","","","","","","",""
"","(including Hill areas)",49676.0,32852.0,42889.0,58279.0,73000.0,78536.0,89071.0,99441.0,106377.0,129160.0
2.0,"North Eastern Council Plan",698.0,678.0,795.0,508.0,611.0,621.0,678.0,688.0,770.0,770.0
"","","","","","","","","","","",""
"C. ","Central Assistance to UT Plans",1392.0,1371.0,1834.0,2827.0,3464.0,5333.0,3330.0,3887.0,4856.0,6327.0
"(a) ","UTs with Legislature",628.0,505.0,400.0,968.0,959.0,2741.0,1188.0,921.0,1479.0,1827.0
"      ","(i)  Puducherry",194.0,371.0,243.0,257.0,150.0,2496.0,186.0,272.0,579.0,683.0
"      ","(ii) National Capital Territory ","","","","","","","","","",""
"","of Delhi",434.0,134.0,157.0,711.0,809.0,245.0,1002.0,649.0,900.0,1144.0
"","","","","","","","","","","",""
"(b) ","UTs without Legislature",764.0,866.0,1434.0,1859.0,2505.0,2592.0,2142.0,2966.0,3377.0,4500.0
"     ","(i) Andaman & Nicobar Islands",400.0,486.0,843.0,1140.0,1535.0,1522.0,929.0,1292.0,1508.0,1867.0
"     ","(ii)  Chandigarh",185.0,198.0,249.0,317.0,485.0,453.0,465.0,634.0,625.0,881.0
"     ","(iii) Dadra and Nagar Haveli",59.0,65.0,70.0,100.0,111.0,190.0,259.0,330.0,567.0,674.0
"     ","(iv) Lakshadweep",67.0,58.0,208.0,215.0,105.0,261.0,321.0,383.0,250.0,442.0
"     ","(v)  Daman & Diu",53.0,59.0,64.0,87.0,269.0,166.0,168.0,327.0,427.0,636.0
"","","","","","","","","","","",""
"Total- Central Assistance to ","","","","","","","","","","",""
"","States and UT Plans",51766.0,34901.0,45518.0,61614.0,77075.0,84490.0,93079.0,104016.0,112002.0,136254.0
"","","","","","","","","","","",""
"    ","Revenue",28873.0,29697.0,39868.0,53906.0,68274.0,75082.0,81778.0,92461.0,99601.0,123222.0
"    ","Capital ",22893.0,5204.0,5650.0,7708.0,8801.0,9408.0,11301.0,11555.0,12401.0,13032.0
"","","","","","","","","","","",""
"GRAND TOTAL","",132292.0,140638.0,169860.0,205082.0,275235.0,303391.0,379029.0,412375.0,429187.0,555322.0
"","","","","","","","","","","",""
"    ","Revenue ",87494.0,111858.0,142418.0,173572.0,234774.0,253884.0,314232.0,333736.0,343373.0,443260.0
"    ","Capital ",44798.0,28780.0,27442.0,31510.0,40461.0,49507.0,64797.0,78639.0,85814.0,112062.0
