-----
{
 "description": "The table refers to district wise distribution of dug-wells according to horse power of lifting device. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statedgwltab1.10.csv", 
 "title": "Download CSV for District wise Dugwells according to horse power of lifting device for 2nd census of minor irrigation schemes", 
 "url": "http://data.gov.in/sites/default/files/Statedgwltab1.10.csv"
}
-----
"State","District","Horse Power (0-2)","Horse Power (2 - 4)","Horse Power (4 - 6)","Horse Power (6 -8)","Horse Power (8 - 10)","Horse Power (Above 10)","Unspecified","Total"
"HARYANA","KURUKSHETRA",NA,NA,NA,NA,NA,NA,NA,NA
"HARYANA","MEHANDERGARH",37,0,377,1699,212,19,3,2347
"HARYANA","PANCHKULA",0,0,37,5,3,0,1,46
"HARYANA","PANIPAT",1,23,261,125,30,3,0,443
"HARYANA","RIWARI",5,2,882,441,45,1,6,1382
"HARYANA","ROHTAK",14,7,135,1178,167,5,0,1506
"HARYANA","SIRSA",48,1,18,783,427,653,0,1930
"HARYANA","SONIPAT",0,0,20,32,72,0,0,124
"HARYANA","YAMUNA NAGAR",31,115,420,391,245,48,5,1255
"HIMACHAL PRADESH","Bilaspur",2,0,13,12,1,7,10,45
"HIMACHAL PRADESH","Chamba",NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Hamirpur",0,7,18,6,20,1,70,122
"HIMACHAL PRADESH","Kangra",9,4,33,86,39,4,122,297
"HIMACHAL PRADESH","Kinnaur",NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Kullu",0,0,11,0,2,0,0,13
"HIMACHAL PRADESH","Lahul & Spiti",NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Mandi",2,9,7,4,2,1,0,25
"HIMACHAL PRADESH","Shimla",NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Sirmaur",12,2,34,84,32,4,0,168
"HIMACHAL PRADESH","Solan",52,41,395,65,24,5,14,596
"HIMACHAL PRADESH","Una",15,34,168,91,16,43,89,456
"JAMMU & KASHMIR","Anantnagh",NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Baramulla",0,35,100,13,0,35,0,183
"JAMMU & KASHMIR","Budgam",0,0,30,27,0,40,0,97
"JAMMU & KASHMIR","Doda",NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Jammu",2,0,39,0,0,60,0,101
"JAMMU & KASHMIR","Kargil",NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Kathua",0,30,115,0,0,130,0,275
"JAMMU & KASHMIR","Kupwara",NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Leh",NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Poonch",NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Pulwama",0,0,20,18,0,30,0,68
"JAMMU & KASHMIR","Rajouri",0,3,0,0,0,2,0,5
"JAMMU & KASHMIR","Srinagar",30,0,70,267,0,300,20,687
"JAMMU & KASHMIR","Udhampur",0,7,0,0,0,2,0,9
"KARNATAKA","BANGALORE RURAL",2058,3557,5164,519,133,6,333,11770
"KARNATAKA","BANGALORE URBAN",953,617,543,35,60,8,239,2455
"KARNATAKA","BELGAUM",2320,22583,24692,2507,1870,132,486,54590
"KARNATAKA","BELLARY",671,333,3119,255,168,6,26,4578
"KARNATAKA","BIDAR",708,3448,11983,246,154,71,247,16857
"KARNATAKA","BIJAPUR",1424,13426,19621,935,2244,168,206,38024
"KARNATAKA","CHIKKAMAGALORE",97,571,1568,34,175,108,33,2586
"KARNATAKA","CHITRADURGA",1158,755,8557,381,138,18,236,11243
"KARNATAKA","DAKSHINA KANNADA",7417,13974,8575,166,162,55,495,30844
"KARNATAKA","DHARWAR",584,1016,4061,198,67,14,154,6094
"KARNATAKA","GULBARGA",2881,3179,13577,124,101,102,357,20321
"KARNATAKA","HASSAN",81,481,1790,71,142,57,42,2664
"KARNATAKA","KODAGU",4,3,121,4,19,4,21,176
"KARNATAKA","KOLAR",3767,9942,8656,733,66,25,3385,26574
"KARNATAKA","MANDYA",238,2232,5966,290,329,23,107,9185
"KARNATAKA","MYSORE",310,679,13285,608,392,25,403,15702
"KARNATAKA","RAICHUR",713,3076,12459,279,149,73,441,17190
"KARNATAKA","SHIMOGA",687,1673,2981,145,196,18,69,5769
"KARNATAKA","TUMKUR",7680,6760,14474,957,265,82,613,30831
"KARNATAKA","UTTARA KANNADA",8979,2100,959,39,22,19,2288,14406
"KERALA","ALAPUZHA",1847,52,28,1,0,12,1074,3014
"KERALA","ERANAKULAM",9021,2983,799,60,40,48,1711,14662
"KERALA","IDUKKI",1798,219,401,66,93,36,1969,4582
"KERALA","KANNUR",5233,616,548,71,38,13,5140,11659
"KERALA","KASARAGODE",2228,206,110,3,13,10,2008,4578
"KERALA","KOLLAM",2015,73,46,2,3,11,249,2399
"KERALA","KOTTAYAM",3297,122,85,5,5,32,5089,8635
"KERALA","KOZHIKODE",5921,346,214,3,5,25,2995,9509
"KERALA","MALAPPURAM",6964,1008,226,2,19,23,1337,9579
"KERALA","PALAKKAD",3416,1063,966,131,40,20,161,5797
"KERALA","PATHANAMTHITTA",2401,41,40,1,1,18,2326,4828
"KERALA","THIRUVANANTHAPURAM",3211,285,115,5,2,11,4533,8162
"KERALA","THRISSUR",26940,10291,1051,101,134,96,132,38745
"KERALA","WAYANAD",47,51,257,36,22,17,116,546
"MADHYA PRADESH","BALAGHAT",461,4792,2184,9,4,23,832,8305
"MADHYA PRADESH","BASTAR",234,378,1704,2,0,4,4117,6439
"MADHYA PRADESH","BETUL",1316,32154,6855,264,20,46,3645,44300
"MADHYA PRADESH","BHIND",0,0,9743,12,0,0,1167,10922
"MADHYA PRADESH","BHOPAL",12,1732,5249,15,48,11,2,7069
"MADHYA PRADESH","BILASPUR",682,1594,2308,11,9,2,5705,10311
"MADHYA PRADESH","CHHATARPUR",600,25144,11385,82,46,178,3791,41226
"MADHYA PRADESH","CHHINDWARA",524,27377,693,11,19,27,2311,30962
"MADHYA PRADESH","DAMOH",281,4098,5294,66,47,52,98,9936
"MADHYA PRADESH","DATIA",221,805,7651,2963,293,44,1817,13794
"MADHYA PRADESH","DEWAS",327,23954,5757,33,19,39,81,30210
"MADHYA PRADESH","DHAR",755,27706,11217,154,80,240,2002,42154
"MADHYA PRADESH","DURG",317,2211,2592,56,59,22,3248,8505
"MADHYA PRADESH","GUNA",162,7797,8025,1170,48,21,150,17373
"MADHYA PRADESH","GWALIOR",50,1974,9194,2336,135,37,1200,14926
"MADHYA PRADESH","HOSHANGABAD",166,11652,11042,216,307,40,9,23432
"MADHYA PRADESH","INDORE",161,5950,8848,26,95,245,22,15347
"MADHYA PRADESH","JABALPUR",255,2541,6410,683,632,42,244,10807
"MADHYA PRADESH","JHABUA",55,8717,5557,35,59,39,842,15304
"MADHYA PRADESH","KHANDWA",228,28084,23199,1036,1430,284,191,54452
"MADHYA PRADESH","KHARGONE",984,40474,24346,243,108,104,1046,67305
"MADHYA PRADESH","MANDLA",20,682,764,8,1,1,561,2037
"MADHYA PRADESH","MANDSAUR",1113,115835,4796,78,142,532,1041,123537
"MADHYA PRADESH","MORENA",0,0,17594,10,0,0,748,18352
"MADHYA PRADESH","NARSIMHAPUR",199,3415,13708,807,295,45,115,18584
"MADHYA PRADESH","PANNA",81,1241,3536,23,25,16,113,5035
"MADHYA PRADESH","RAIGARH",154,3647,562,2,0,4,7716,12085
"MADHYA PRADESH","RAIPUR",1708,3092,5765,26,13,25,21932,32561
"MADHYA PRADESH","RAISEN",61,501,6741,104,166,12,15,7600
"MADHYA PRADESH","RAJGARH",449,45215,4520,62,42,174,2308,52770
"MADHYA PRADESH","RAJNANDGAON",418,856,1501,25,17,14,3282,6113
"MADHYA PRADESH","RATLAM",538,37124,8499,72,31,125,183,46572
"MADHYA PRADESH","REWA",285,4740,5088,110,20,53,385,10681
"MADHYA PRADESH","SAGAR",584,12418,12721,1689,256,30,102,27800
"MADHYA PRADESH","SATNA",710,3649,8681,39,43,12,427,13561
"MADHYA PRADESH","SEHORE",231,13933,12593,56,72,113,34,27032
"MADHYA PRADESH","SEONI",505,5609,4257,19,12,8,1084,11494
"MADHYA PRADESH","SHAHDOL",818,1121,2659,7,7,2,936,5550
"MADHYA PRADESH","SHAJAPUR",631,33842,8056,73,30,56,227,42915
"MADHYA PRADESH","SHIVPURI",328,3441,32642,7355,12,4,1410,45192
"MADHYA PRADESH","SIDHI",871,3522,3306,9,7,4,455,8174
"MADHYA PRADESH","SURGUJA",685,6786,1056,0,3,21,30883,39434
"MADHYA PRADESH","TIKAMGARH",601,27018,7227,8687,3,31,51,43618
"MADHYA PRADESH","UJJAIN",358,22107,9912,91,39,34,56,32597
"MADHYA PRADESH","VIDISHA",16,458,9096,329,131,13,23,10066
"MAHARASHTRA","",NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","BISHNUPUR",NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","CHANDEL",NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR",NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","IMPHAL",NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","SENAPATI",NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","TAMENGLONG",NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","THOUBAL",NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","UKHRUL",NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS",NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS",NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS",NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT",NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS",0,0,0,0,0,0,2,2
"MEGHALAYA","WEST GARO HILLS",NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS",NA,NA,NA,NA,NA,NA,NA,NA
"MIZORAM","AIZAWL",0,0,0,0,0,0,283,283
"MIZORAM","CHHIMTUIPUI",0,0,0,0,0,0,31,31
"MIZORAM","LUNGLEI",0,0,0,0,0,0,176,176
"NAGALAND","KOHIMA",18,1,180,1,0,0,320,520
"NAGALAND","MOKOKCHUNG",0,0,1,0,0,0,9,10
"NAGALAND","MON",NA,NA,NA,NA,NA,NA,NA,NA
"NAGALAND","PHEK",NA,NA,NA,NA,NA,NA,NA,NA
"NAGALAND","TUENSANG",NA,NA,NA,NA,NA,NA,NA,NA
"NAGALAND","WOKHA",NA,NA,NA,NA,NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO",NA,NA,NA,NA,NA,NA,NA,NA
"ORISSA","ANGUL",1020,168,141,0,4,4,17292,18629
"ORISSA","BALASORE",141,37,200,0,0,1,2259,2638
"ORISSA","BARAGARH",1701,451,1068,1,2,1,11768,14992
"ORISSA","BHADRAK",121,16,40,0,0,1,253,431
"ORISSA","BOLANGIR",1733,1128,875,1,1,32,49404,53174
"ORISSA","BOUDH",1931,102,136,0,1,2,8183,10355
"ORISSA","CUTTACK",781,192,82,0,0,0,9942,10997
"ORISSA","DEOGARH",144,10,76,0,0,0,6086,6316
"ORISSA","DHENKANAL",848,467,336,1,1,9,7828,9490
"ORISSA","GAJAPATI",97,32,43,0,2,4,3939,4117
"ORISSA","GANJAM",3284,956,334,2,4,48,25792,30420
"ORISSA","JAGATSINGHPUR",168,68,7,1,0,0,548,792
"ORISSA","JAJPUR",123,47,79,0,0,0,2214,2463
"ORISSA","JHARSUGUDA",893,86,193,0,0,1,4903,6076
"ORISSA","KALAHANDI",635,203,406,2,1,8,13035,14290
"ORISSA","KENDRAPARA",53,18,33,1,1,1,182,289
"ORISSA","KEONJHAR",536,72,89,0,1,18,16645,17361
"ORISSA","KHURDA",179,88,131,1,0,19,13151,13569
"ORISSA","KORAPUT",35,45,33,0,0,1,5664,5778
"ORISSA","MALKANGIRI",65,29,70,0,0,1,1184,1349
"ORISSA","MAYURBHANJ",1611,189,659,3,14,3,7926,10405
"ORISSA","NAYAGARH",105,229,171,0,0,0,13750,14255
"ORISSA","NOWRANGPUR",77,74,270,1,3,0,8898,9323
"ORISSA","NUAPADA",426,159,332,0,0,3,12740,13660
"ORISSA","PHULBANI",295,232,137,4,2,1,5258,5929
"ORISSA","PURI",105,39,34,0,0,6,838,1022
"ORISSA","RAYAGADA",39,16,34,0,5,0,1914,2008
"ORISSA","SAMBALPUR",1500,383,719,1,1,7,10667,13278
"ORISSA","SONEPUR",420,145,184,1,0,4,10304,11058
"ORISSA","SUNDARGARH",1572,796,1608,3,3,13,14638,18633
"PUNJAB","AMRITSAR",79,486,788,24,18,24,15,1434
"PUNJAB","BATHINDA",6,8,163,17,9,80,83,366
"PUNJAB","FARIDKOT",2,12,34,393,57,8,0,506
"PUNJAB","FATEHGARH SAHIB",1,6,59,35,15,9,0,125
"PUNJAB","FEROZEPUR",0,24,231,89,0,0,0,344
"PUNJAB","GURDASPUR",99,210,280,15,4,31,17,656
"PUNJAB","HOSHIARPUR",22,152,304,180,5,28,13,704
"PUNJAB","JALANDHAR",93,454,608,282,5,17,7,1466
"PUNJAB","KAPURTHALA",75,176,365,134,5,19,12,786
"PUNJAB","LUDHIANA",120,138,388,45,2,6,8,707
"PUNJAB","MANSA",3,3,285,253,9,12,0,565
"PUNJAB","PATIALA",0,2,100,44,0,3,0,149
"PUNJAB","ROPAR",58,325,683,1052,27,13,176,2334
"PUNJAB","SANGRUR",167,42,1041,212,16,43,8,1529
"RAJASTHAN","AJMER",111,479,12146,8449,2494,1275,24021,48975
"RAJASTHAN","ALWAR",227,1254,20253,29583,981,747,12566,65611
"RAJASTHAN","BANSWARA",46,164,4091,1043,109,104,6587,12144
"RAJASTHAN","BARAN",43,519,9061,2695,3647,1484,6435,23884
"RAJASTHAN","BARMER",32,0,283,6268,4756,1070,1025,13434
"RAJASTHAN","BHARATPUR",40,261,1762,1505,183,65,8669,12485
"RAJASTHAN","BHILWARA",481,3220,27114,19918,2369,2175,44192,99469
"RAJASTHAN","BIKANER",0,0,0,0,22,199,0,221
"RAJASTHAN","BUNDI",124,992,6466,2789,414,244,11117,22146
"RAJASTHAN","CHITTORGARH",349,4613,33010,10029,3401,2778,25653,79833
"RAJASTHAN","CHURU",1,8,48,31,1407,236,123,1854
"RAJASTHAN","DAUSA",87,222,9376,18109,1102,376,7168,36440
"RAJASTHAN","DHOLPUR",6,16,88,7371,3092,120,5522,16215
"RAJASTHAN","DUNGARPUR",127,1127,6619,1320,112,13,6663,15981
"RAJASTHAN","GANGANAGAR",NA,NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH",0,1,3,1015,66,0,4,1089
"RAJASTHAN","JAIPUR",626,2980,38014,25963,2660,1498,37912,109653
"RAJASTHAN","JAISALMER",0,0,3,0,58,91,60,212
"RAJASTHAN","JALORE",233,150,4981,18500,9592,1895,7863,43214
"RAJASTHAN","JHALAWAR",300,8976,21645,6080,2571,1284,17065,57921
"RAJASTHAN","JHUNJHNU",1204,64,2136,4984,15799,517,2915,27619
"RAJASTHAN","JODHPUR",34,52,768,1354,3739,2924,1638,10509
"RAJASTHAN","KOTA",171,3400,8433,261,179,41,2980,15465
"RAJASTHAN","NAGAUR",164,76,2538,4656,7082,6846,4474,25836
"RAJASTHAN","PALI",254,716,8646,11529,1894,702,18438,42179
"RAJASTHAN","RAJSAMAND",210,4284,16183,2431,689,612,24705,49114
"RAJASTHAN","SAWAI-MADHOPUR",324,340,11663,17534,3364,1426,14074,48725
"RAJASTHAN","SIKAR",54,399,5989,10395,11441,6056,11591,45925
"RAJASTHAN","SIROHI",26,196,4158,8346,871,362,1637,15596
"RAJASTHAN","TONK",154,826,16169,7748,2796,1475,13371,42539
"RAJASTHAN","UDAIPUR",251,1772,19312,9965,2023,1997,23469,58789
"SIKKIM","EAST SIKKIM",NA,NA,NA,NA,NA,NA,NA,NA
"SIKKIM","NORTH SIKKIM",NA,NA,NA,NA,NA,NA,NA,NA
"SIKKIM","SOUTH SIKKIM",NA,NA,NA,NA,NA,NA,NA,NA
"SIKKIM","WEST SIKKIM",NA,NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","COIMBATORE",813,11625,50882,16575,3485,1166,693,85239
"TAMIL NADU","CUDDALORE",148,1175,7589,1006,257,278,822,11275
"TAMIL NADU","DHARMAPURI",438,10189,66747,8205,327,40,11924,97870
"TAMIL NADU","DINDIGUL",1154,9604,39098,2912,166,55,16666,69655
"TAMIL NADU","ERODE",6495,6463,74800,8630,867,938,2632,100825
"TAMIL NADU","KANCHIPURAM",1018,24251,12401,1306,314,311,4619,44220
"TAMIL NADU","KANNIYAKUMARI",226,601,1345,165,24,9,0,2370
"TAMIL NADU","KARUR",368,4077,21499,1026,156,87,7061,34274
"TAMIL NADU","MADRAS",NA,NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","MADURAI",2955,20365,11911,229,8,66,3040,38574
"TAMIL NADU","NAGAPATTINAM",268,709,4103,652,45,30,2795,8602
"TAMIL NADU","NAMAKKAL",518,4608,30466,1445,279,85,3293,40694
"TAMIL NADU","PERAMBALUR",618,12296,19163,1988,127,744,10456,45392
"TAMIL NADU","PUDUKOTTAI",82,12200,6615,93,117,33,14610,33750
"TAMIL NADU","RAMNATHAPURAM",593,1318,3665,119,7,14,288,6004
"TAMIL NADU","SALEM",667,3246,46122,1909,166,225,8926,61261
"TAMIL NADU","SIVAGANGA",812,4688,5367,104,5,17,225,11218
"TAMIL NADU","THANJAVUR",72,504,3827,292,48,17,476,5236
"TAMIL NADU","THE NILGIRIS",0,20,130,20,57,29,0,256
"TAMIL NADU","THENI",3210,1388,12359,1496,169,61,163,18846
"TAMIL NADU","THOOTHUGUDI",472,10835,3115,35,6,23,7108,21594
