-----
{
 "description": "This data provides details of Hon\u2019ble Members of the Ninth Lok Sabha from 2nd December 1989 to 13th March 1991. It consists of name of members, constituency name, state name and party name.", 
 "file_name": "Members_of_Ninth_Lok_Sabha_From_2nd_December_1989_to_13th_March_1991.xls", 
 "title": "Download XLS for Members of Ninth Lok Sabha from 2nd December 1989 to 13th March 1991", 
 "url": "http://data.gov.in/sites/default/files/Members_of_Ninth_Lok_Sabha_From_2nd_December_1989_to_13th_March_1991.xls"
}
-----
"Lok Sabha","Member Name","Gender","Constituency Name","State Name","Party Name"
"Ninth Lok Sabha","Shri Prabhatsinh Chauhan","Male","Kaira                                                                                               ","Gujarat                                                     ","Janata Dal"
"Ninth Lok Sabha","Smt. Premalabai Dajisaheb Chavan","Female","Karad                                                                                               ","Maharashtra                                                 ","Congress (I)"
"Ninth Lok Sabha","Shri Khemchandbhai Chavda","Male","Patan-SC                                                                                            ","Gujarat                                                     ","Janata Dal"
"Ninth Lok Sabha","Shri Ramesh Chennithala","Male","Kottayam                                                                                            ","Kerala                                                      ","Congress (I)"
"Ninth Lok Sabha","Smt. Vidya Chennupati","Female","Vijayawada                                                                                          ","Andhra Pradesh                                              ","Congress (I)"
"Ninth Lok Sabha","Shri Sartaj Singh Chhatwal","Male","Hoshangabad                                                                                         ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Ninth Lok Sabha","Shri Palaniappan Chidambaram","Male","Sivaganga                                                                                           ","Tamil Nadu                                                  ","Congress (I)"
"Ninth Lok Sabha","Dr. Chinta Mohan","Male","Tirupathi-SC                                                                                        ","Andhra Pradesh                                              ","Congress (I)"
"Ninth Lok Sabha","Shri Lokanath Choudhary","Male","Jagatsinghpur                                                                                       ","Odisha                                                      ","Communist Party of India"
"Ninth Lok Sabha","Shri Ram Prasad Choudhary","Male","Khalilabad                                                                                          ","Uttar Pradesh                                               ","Janata Dal"
"Ninth Lok Sabha","Shri A.B.A. Ghani Khan Choudhury","Male","Malda                                                                                               ","West Bengal                                                 ","Congress (I)"
"Ninth Lok Sabha","Shri Saifuddin Choudhury","Male","Katwa                                                                                               ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Ninth Lok Sabha","Shri Dasai Chowdhary","Male","Rosera-SC                                                                                           ","Bihar                                                       ","Janata Dal"
"Ninth Lok Sabha","Shri Mohamad Hassan Commander","Male","Ladakh                                                                                              ","Jammu and Kashmir                                           ","Independent"
"Ninth Lok Sabha","Shri Somjibhai Damor","Male","Dohad-ST                                                                                            ","Gujarat                                                     ","Congress (I)"
"Ninth Lok Sabha","Prof. Madhu Dandavate","Male","Rajapur                                                                                             ","Maharashtra                                                 ","Janata Dal"
"Ninth Lok Sabha","Shri Pundlik Hari Danwe","Male","Jalna                                                                                               ","Maharashtra                                                 ","Bharatiya Janata Party"
"Ninth Lok Sabha","Shri Anadi Charan Das","Male","Jajpur-SC                                                                                           ","Odisha                                                      ","Janata Dal"
"Ninth Lok Sabha","Shri Bhakta Charan Das","Male","Kalahandi                                                                                           ","Odisha                                                      ","Janata Dal"
"Ninth Lok Sabha","Dr. Biplab Dasgupta","Male","Calcutta South                                                                                      ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Ninth Lok Sabha","Shri Amal Datta","Male","Diamond Harbour                                                                                     ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Ninth Lok Sabha","H.H.Maharaja Manikya Kirit Bikram Kishore Deb Burman","Male","Tripura East-ST                                                                                     ","Tripura                                                     ","Congress (I)"
"Ninth Lok Sabha","Shri Mohanbhai Delkar","Male","Dadra and Nagar Haveli-ST                                                                           ","Dadra and Nagar Haveli                                      ","Independent"
"Ninth Lok Sabha","Shri N. Dennis","Male","Nagercoil                                                                                           ","Tamil Nadu                                                  ","Congress (I)"
"Ninth Lok Sabha","Shri Murli Deora","Male","Bombay South                                                                                        ","Maharashtra                                                 ","Congress (I)"
"Ninth Lok Sabha","Shri Anantrao Deshmukh","Male","Washim                                                                                              ","Maharashtra                                                 ","Congress (I)"
"Ninth Lok Sabha","Prof. Ashokrao Anandrao Deshmukh","Male","Parbhani                                                                                            ","Maharashtra                                                 ","Shiv Sena"
"Ninth Lok Sabha","Shri Chandubhai Shanabhai Deshmukh","Male","Broach                                                                                              ","Gujarat                                                     ","Bharatiya Janata Party"
"Ninth Lok Sabha","Shri Sudam Deshmukh","Male","Amravati                                                                                            ","Maharashtra                                                 ","Communist Party of India"
"Ninth Lok Sabha","Shri Sontosh Mohan Dev","Male","Tripura West                                                                                        ","Tripura                                                     ","Congress (I)"
"Ninth Lok Sabha","Shri B. Devarajan","Male","Rasipuram-SC                                                                                        ","Tamil Nadu                                                  ","Congress (I)"
"Ninth Lok Sabha","Shri Devi Lal","Male","Sikar                                                                                               ","Rajasthan                                                   ","Janata Dal"
"Ninth Lok Sabha","Shri Babanrao Dadaba Dhakne","Male","Beed                                                                                                ","Maharashtra                                                 ","Janata Dal"
"Ninth Lok Sabha","Ch. Jagdeep Dhankhar","Male","Jhunjhunu                                                                                           ","Rajasthan                                                   ","Janata Dal"
"Ninth Lok Sabha","Shri Dhanraj Singh","Male","Monghyr                                                                                             ","Bihar                                                       ","Janata Dal"
"Ninth Lok Sabha","Shri Harmohan Dhawan","Male","Chandigarh                                                                                          ","Chandigarh                                                  ","Janata Dal"
"Ninth Lok Sabha","Prof. Prem Kumar Dhumal","Male","Hamirpur                                                                                            ","Himachal Pradesh                                            ","Bharatiya Janata Party"
"Ninth Lok Sabha","Shri Narsingh Rao Dikshit","Male","Bhind                                                                                               ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Ninth Lok Sabha","Shri Dinesh Singh","Male","Pratapgarh                                                                                          ","Uttar Pradesh                                               ","Congress (I)"
"Ninth Lok Sabha","Dr. Ram Chandra Dome","Male","Birbhum-SC                                                                                          ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Ninth Lok Sabha","Shri Raja Ambanna Nayak Dore","Male","Raichur                                                                                             ","Karnataka                                                   ","Congress (I)"
"Ninth Lok Sabha","Shri Sunil Dutt","Male","Bombay North West                                                                                   ","Maharashtra                                                 ","Congress (I)"
"Ninth Lok Sabha","Shri Eduardo Faleiro","Male","Mormugao                                                                                            ","Goa                                                         ","Congress (I)"
"Ninth Lok Sabha","Shri George Fernandes","Male","Muzaffarpur                                                                                         ","Bihar                                                       ","Janata Dal"
"Ninth Lok Sabha","Shri Oscar Fernandes","Male","Udipi                                                                                               ","Karnataka                                                   ","Congress (I)"
"Ninth Lok Sabha","Shri Joss Fernandez","Male","Nominated Anglo-Indian                                                                              ","","Nominated"
"Ninth Lok Sabha","Shri Pandurang Pundalik Fundkar","Male","Akola                                                                                               ","Maharashtra                                                 ","Bharatiya Janata Party"
"Ninth Lok Sabha","Shri Vithal Narhar Gadgil","Male","Pune                                                                                                ","Maharashtra                                                 ","Congress (I)"
"Ninth Lok Sabha","Shri Udaysingrao Gaikwad","Male","Kolhapur                                                                                            ","Maharashtra                                                 ","Congress (I)"
"Ninth Lok Sabha","Shri Gopi Nath Gajapathi","Male","Berhampur                                                                                           ","Odisha                                                      ","Congress (I)"
"Ninth Lok Sabha","Shri Giridhar Gamang","Male","Koraput-ST                                                                                          ","Odisha                                                      ","Congress (I)"
"Ninth Lok Sabha","Shri Chhitubhai Gamit","Male","Mandvi-ST                                                                                           ","Gujarat                                                     ","Congress (I)"
"Ninth Lok Sabha","Smt. Maneka Sanjay Gandhi","Female","Pilibhit                                                                                            ","Uttar Pradesh                                               ","Janata Dal"
"Ninth Lok Sabha","Shri Rajiv Gandhi","Male","Amethi                                                                                              ","Uttar Pradesh                                               ","Congress (I)"
"Ninth Lok Sabha","Shri S. Gangadhar","Male","Hindupur                                                                                            ","Andhra Pradesh                                              ","Congress (I)"
"Ninth Lok Sabha","Shri Santosh Kumar Gangwar","Male","Bareilly                                                                                            ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Ninth Lok Sabha","Shri Manikrao Hodlya Gavit","Male","Nandurbar-ST                                                                                        ","Maharashtra                                                 ","Congress (I)"
"Ninth Lok Sabha","Prof. Sudhir Kumar Giri","Male","Contai                                                                                              ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Ninth Lok Sabha","Shri Vidyadhar Gokhale","Male","Bombay North Central                                                                                ","Maharashtra                                                 ","Shiv Sena"
"Ninth Lok Sabha","Shri Senapathi A. Gounder","Male","Palani                                                                                              ","Tamil Nadu                                                  ","Congress (I)"
"Ninth Lok Sabha","Shri D.M. Putte Gowda","Male","Chikmagalur                                                                                         ","Karnataka                                                   ","Congress (I)"
"Ninth Lok Sabha","Shri Basagondappa Kadappa Gudadinni","Male","Bijapur                                                                                             ","Karnataka                                                   ","Congress (I)"
"Ninth Lok Sabha","Shri Inder Kumar Gujral","Male","Jullundur                                                                                           ","Punjab                                                      ","Janata Dal"
"Ninth Lok Sabha","Shri Dharmpal Singh Gupta","Male","Rajnandgaon                                                                                         ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Ninth Lok Sabha","Shri Indrajit Gupta","Male","Midnapore                                                                                           ","West Bengal                                                 ","Communist Party of India"
"Ninth Lok Sabha","Shri Janak Raj Gupta","Male","Jammu                                                                                               ","Jammu and Kashmir                                           ","Congress (I)"
"Ninth Lok Sabha","Shri Piyare Lal Handoo","Male","Anantnag                                                                                            ","Jammu and Kashmir                                           ","Jammu and Kashmir National Conference"
"Ninth Lok Sabha","Shri Matilal Hansda","Male","Jhargram-ST                                                                                         ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Ninth Lok Sabha","Shri Harish Pal","Male","Meerut                                                                                              ","Uttar Pradesh                                               ","Janata Dal"
"Ninth Lok Sabha","Shri Heera Bhai","Male","Banswara-ST                                                                                         ","Rajasthan                                                   ","Janata Dal"
"Ninth Lok Sabha","Shri Het Ram","Male","Sirsa-SC                                                                                            ","Haryana                                                     ","Janata Dal"
"Ninth Lok Sabha","Shri Syed Masudal Hossain","Male","Murshidabad                                                                                         ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Ninth Lok Sabha","Shri Bhabani Shankar Hota","Male","Sambalpur                                                                                           ","Odisha                                                      ","Janata Dal"
"Ninth Lok Sabha","Shri Inder Jit","Male","Darjeeling                                                                                          ","West Bengal                                                 ","Gorkha National Liberation Front"
"Ninth Lok Sabha","Shri C.K. Jaffer Sharief","Male","Bangalore North                                                                                     ","Karnataka                                                   ","Congress (I)"
"Ninth Lok Sabha","Shri Jag Pal Singh","Male","Hardwar-SC                                                                                          ","Uttar Pradesh                                               ","Congress (I)"
"Ninth Lok Sabha","Shri Jai Parkash","Male","Hissar                                                                                              ","Haryana                                                     ","Janata Dal"
"Ninth Lok Sabha","Shri Shashi Bhai Jamod","Male","Bhavnagar                                                                                           ","Gujarat                                                     ","Congress (I)"
"Ninth Lok Sabha","Smt. Juluri Jamuna","Female","Rajahmundry                                                                                         ","Andhra Pradesh                                              ","Congress (I)"
"Ninth Lok Sabha","Shri M.R. Kadambur Janarthanan","Male","Tirunelveli                                                                                         ","Tamil Nadu                                                  ","All India Anna Dravida Munnetra Kazhagam"
"Ninth Lok Sabha","Shri Resham Lal Jangde","Male","Bilaspur-SC                                                                                         ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Ninth Lok Sabha","Shri Than Singh Jatav","Male","Bayana-SC                                                                                           ","Rajasthan                                                   ","Bharatiya Janata Party"
"Ninth Lok Sabha","Dr. Satyanarayan Jatiya","Male","Ujjain-SC                                                                                           ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Ninth Lok Sabha","Dr. Basawaraj Jawali","Male","Gulbarga                                                                                            ","Karnataka                                                   ","Congress (I)"
"Ninth Lok Sabha","Shri Adikesavan Jayamohan","Male","Tirupattur                                                                                          ","Tamil Nadu                                                  ","Congress (I)"
"Ninth Lok Sabha","Shri Rangaswamy Jeevarathinam","Male","Arakkonam                                                                                           ","Tamil Nadu                                                  ","Congress (I)"
"Ninth Lok Sabha","Shri Srikant Kumar Jena","Male","Cuttack                                                                                             ","Odisha                                                      ","Janata Dal"
"Ninth Lok Sabha","Shri Bhogendra Jha","Male","Madhubani                                                                                           ","Bihar                                                       ","Communist Party of India"
"Ninth Lok Sabha","Shri Mohan Lal Jhikram","Male","Mandla-ST                                                                                           ","Madhya Pradesh                                              ","Congress (I)"
"Ninth Lok Sabha","Shri Jorawar Ram","Male","Palamau-SC                                                                                          ","Bihar                                                       ","Janata Dal"
"Ninth Lok Sabha","Vaidya Dau Dayal Joshi","Male","Kota                                                                                                ","Rajasthan                                                   ","Bharatiya Janata Party"
"Ninth Lok Sabha","Shri Dilip Singh Judeo","Male","Janjgir                                                                                             ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Ninth Lok Sabha","Dr. Venkatesh Kabde","Male","Nanded                                                                                              ","Maharashtra                                                 ","Janata Dal"
"Ninth Lok Sabha","Shri Sukhdeo Nandaji Kale","Male","Buldhana-SC                                                                                         ","Maharashtra                                                 ","Bharatiya Janata Party"
"Ninth Lok Sabha","Shri Kalka Dass","Male","Karol Bagh-SC                                                                                       ","Delhi                                                       ","Bharatiya Janata Party"
"Ninth Lok Sabha","Dr. K. Kallimuthu","Male","Sivakasi                                                                                            ","Tamil Nadu                                                  ","All India Anna Dravida Munnetra Kazhagam"
"Ninth Lok Sabha","Shri Kalyan Singh Kalvi","Male","Barmer                                                                                              ","Rajasthan                                                   ","Janata Dal"
"Ninth Lok Sabha","Shri Kamal Nath","Male","Chhindwara                                                                                          ","Madhya Pradesh                                              ","Congress (I)"
"Ninth Lok Sabha","Shri Arvind Tulsiram Kamble","Male","Osmanabad-SC                                                                                        ","Maharashtra                                                 ","Congress (I)"
"Ninth Lok Sabha","Prof. Meijinlung Kamson","Male","Outer Manipur-ST                                                                                    ","Manipur                                                     ","Congress (I)"
"Ninth Lok Sabha","Dr. Kanithi Viswanatham","Male","Srikakulam                                                                                          ","Andhra Pradesh                                              ","Congress (I)"
"Ninth Lok Sabha","Prof. Ram Kapse","Male","Thane                                                                                               ","Maharashtra                                                 ","Bharatiya Janata Party"
"Ninth Lok Sabha","Smt. Kamala Kumari Karriydula","Female","Bhadrachalam-ST                                                                                     ","Andhra Pradesh                                              ","Congress (I)"
"Ninth Lok Sabha","Shri Gulab Chand Kataria","Male","Udaipur                                                                                             ","Rajasthan                                                   ","Bharatiya Janata Party"
"Ninth Lok Sabha","Smt. Sheila Kaul","Female","Raebareli                                                                                           ","Uttar Pradesh                                               ","Congress (I)"
"Ninth Lok Sabha","Shri Purushottam Kaushik","Male","Durg                                                                                                ","Madhya Pradesh                                              ","Janata Dal"
"Ninth Lok Sabha","Shri Keshari Lal","Male","Ghatampur-SC                                                                                        ","Uttar Pradesh                                               ","Janata Dal"
"Ninth Lok Sabha","Smt. Bimal Kaur Khalsa","Female","Ropar-SC                                                                                            ","Punjab                                                      ","Shiromani Akali Dal (Simranjit Singh Mann)"
"Ninth Lok Sabha","Shri Arif Mohammed Khan","Male","Bahraich                                                                                            ","Uttar Pradesh                                               ","Bahujan Samaj Party"
"Ninth Lok Sabha","Shri Fasi-ur-Rehman Munnan Khan","Male","Balrampur                                                                                           ","Uttar Pradesh                                               ","Independent"
"Ninth Lok Sabha","Haji Ghulam Mohd. Khan","Male","Moradabad                                                                                           ","Uttar Pradesh                                               ","Janata Dal"
"Ninth Lok Sabha","Shri Sukhendu Khan","Male","Vishnupur-SC                                                                                        ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Ninth Lok Sabha","Shri Zulfiquar Ali Khan","Male","Rampur                                                                                              ","Uttar Pradesh                                               ","Congress (I)"
"Ninth Lok Sabha","Shri Pyarelal Khandelwal","Male","Raigarh-ST                                                                                          ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Ninth Lok Sabha","Maj. D.D. Khanoria","Male","Kangra                                                                                              ","Himachal Pradesh                                            ","Bharatiya Janata Party"
"Ninth Lok Sabha","Shri Shanker Lal Khatique","Male","Sagar-SC                                                                                            ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Ninth Lok Sabha","Shri Jagdev Singh Khuddian","Male","Faridkot                                                                                            ","Punjab                                                      ","Shiromani Akali Dal (Simranjit Singh Mann)"
"Ninth Lok Sabha","Shri Madan Lal Khurana","Male","South Delhi                                                                                         ","Delhi                                                       ","Bharatiya Janata Party"
"Ninth Lok Sabha","Shri Kirpal Singh","Male","Amritsar                                                                                            ","Punjab                                                      ","Independent"
