-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes (Permanent diversion) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.16.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes (Permanent diversion) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.16.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. in use - Public,No. in use - Private,No. in use - Total,Potential created (Ha) - Public,Potential created (Ha) - Private,Potential created (Ha) - Total,Potential utilised (Ha) - Public,Potential utilised (Ha) - Private,Potential utilised (Ha) - Total
ANDHRA PRADESH,ANANTHAPUR,BELUGUPPA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BOMMANAHAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BRAHMASAMUDRAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BUKKAPATNAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,BUKKARAYASAMUDRAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,CHENNE KOTHAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,CHILAMATHUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,D.HIRCHAL,1,0,1,22,0,22,4,0,4
ANDHRA PRADESH,ANANTHAPUR,DHARMAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,GANDLAPENTA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,GARLADINNE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,GOOTY,8,3,11,208,23,231,73,8,81
ANDHRA PRADESH,ANANTHAPUR,GORANTLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,GUDIBANDA,30,0,30,1474,0,1474,33,0,33
ANDHRA PRADESH,ANANTHAPUR,GUNTAKAL,7,0,7,3,0,3,0,0,0
ANDHRA PRADESH,ANANTHAPUR,HINDUPUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KADIRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KALYANDURG,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KAMBADUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KANAGANAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KANEKAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KOTHACHERUVU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KUDAIR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,NALLACHERUVU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,NAMBULIPULIKUNTA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,NARPALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PAMIDI,15,0,15,1836,0,1836,772,0,772
ANDHRA PRADESH,ANANTHAPUR,PARIGI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,13,1,14,410,18,428,340,3,344
ANDHRA PRADESH,ANANTHAPUR,PENU KONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,1,0,1,20,0,20,0,0,0
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,RAPTADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,RODDAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,ROLLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,SETTUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,14,0,14,893,0,893,347,0,347
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,TADPATRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,3,0,3,28,0,28,0,0,0
ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,4,0,4,19,0,19,13,0,13
ANDHRA PRADESH,ANANTHAPUR,VAJRAKARUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,VIDAPANAKAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,YADIKI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,YELLANUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,B KOTHAKOTA,3,0,3,13,0,13,0,0,0
ANDHRA PRADESH,CHITTOOR,BAIREDDI PALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,CHITTOOR,1,0,1,8,0,8,0,0,0
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GUDI PALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GUDIPALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,IRALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,K V P PURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KALAKADA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KALIKIRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KUPPAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,MANDANPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,NAGARI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,20,0,20,543,0,543,189,0,189
ANDHRA PRADESH,CHITTOOR,NINDRA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PAKALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PALAMANER,1,0,1,69,0,69,16,0,16
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PENUMURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PICHATUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PILERU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PULICHERLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PUNGANUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,PUTTUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,37,0,37,264,0,264,227,0,227
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,1,0,1,63,0,63,8,0,8
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SATYAVEDU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SODAM,4,0,4,30,0,30,0,0,0
ANDHRA PRADESH,CHITTOOR,SOMALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,THAMBALLAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,THAVANAMPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VAYALPAD,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VIJAYA PURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,YADAMARI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,YERPEDU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,ATLUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,B KODUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,BADVEL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHENNUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,9,0,9,86,0,86,14,0,14
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHITVEL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CUDDAPAH,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,DUVVUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KALASAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KODUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,MUDDANUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,4,0,4,108,0,108,100,0,100
ANDHRA PRADESH,CUDDAPAH,NANDALUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,OBULAVARIPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,0,2,2,0,15,15,0,3,3
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAMAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,THANDUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VALLUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEMULA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,1,0,1,1,0,1,0,0,0
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,ANAPARTHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,DEVIPATNAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,GANDEPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,GANGAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KADIAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,2,0,2,64,0,64,64,0,64
ANDHRA PRADESH,EAST GODAVARI,MANDAPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,MAREDUMILLI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,4,12,16,815,129,944,491,127,618
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY(RURAL),0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RAJAVOMMANGI,20,0,20,1149,0,1149,921,0,921
ANDHRA PRADESH,EAST GODAVARI,RAMPACHODAVARAM,1,0,1,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,11,0,11,216,0,216,182,0,182
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,TUNI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,Y RAMAVARAM,1,0,1,4,0,4,4,0,4
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,ACHAMPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,AMARAVATHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,CHILAKALURIPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,DURGI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,EDLAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,GUNTUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,IPURU,1,1,2,45,4,49,44,0,44
ANDHRA PRADESH,GUNTUR,KAREMPUDI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,KROSURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,MACHAVARAM,1,0,1,28,0,28,28,0,28
ANDHRA PRADESH,GUNTUR,MACHERLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,1,0,1,10,0,10,0,0,0
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,MUPPALLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,2,0,2,210,0,210,210,0,210
ANDHRA PRADESH,GUNTUR,NUZENDLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,PRATHIPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,RAJUPALEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,TADIKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,THADEPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,THULLUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,VATTICHERUKURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,VELDURTHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,VINUKONDA,1,0,1,34,0,34,34,0,34
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,0,0,0,0,0,0,0,0,0
