-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to irrigation through supplementary source . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.15.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to Irrigation through supplementary source  for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.15.csv"
}
-----
"State","District","Block","Supplementary irrigation (Ha) - Kharif","Supplementary irrigation (Ha) - Rabi","Supplementary irrigation (Ha) - Perennial","Supplementary irrigation (Ha) - Others","Total"
"ANDHRA PRADESH","RANGA REDDY","VICARABAD",NA,NA,NA,NA,NA
"ANDHRA PRADESH","RANGA REDDY","YACHARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","RANGA REDDY","YELAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","AMADALAVALASA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","BHAMINI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","BURJA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","ETCHERLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","GANGUVARISIGADM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","GARA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","HIRAMANDALAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","ICHCHAPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","JALUMURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","KANCHILI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","KAVITI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","KOTABOMMALI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","KOTTURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","LAVERU",0,0,0,0,0
"ANDHRA PRADESH","SRIKAKULUM","MANDASA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","MELIAPUTTI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","NANDIGAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","NARASANNAPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","PALAKONDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","PALASA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","PATHPATNAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","POLAKI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","PONDURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","RAJAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","RANASTALAM",0,0,0,0,0
"ANDHRA PRADESH","SRIKAKULUM","REGIDI AMADALAVALASA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","SANTHABOMMALI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","SANTHAKAVATI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","SARAVAKOTA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","SARUBUJJILI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","SEETHAMPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","SOMPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","SRIKAKULAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","TEKKALI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","VAJRAPUKOTTURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","VANGARA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","SRIKAKULUM","VEERAGHATTAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","0ACHIPENTA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","BADANGI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","BALIJIPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","BHOGHAPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","BOBBILI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","BONDAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","CHEEPURUPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","DATTIRAJERU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","DENKADA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","GAJAPATHINAGARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","GANTYADA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","GARIVIDI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","GARUGUBILLI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","GUMMALAKSHMIPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","GURLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","JAMI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","JIYYAMMAVALASA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","KOMARADA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","KOTHAVALASA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","KURUPAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","LAKKAVARAPUKOTA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","MAKKUVA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","MENTADA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","MERAKAMUDIDAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","NELLIMARLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","PARVATHIPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","PUSAPATIREGA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","RAMABHADRAPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","SALUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","SEETHANAGARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","SRUNGAVARAPUKOTA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","THERLAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","VEPADA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VIJAYA NAGARAM","VIZIANAGARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","ANAKAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","ANANDAPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","ANANTHAGIRI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","ARAKU VALLEY",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","ATCHUTAPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","BHEEMUNIPATNAM",0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","BUTCHAYYAPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","CHEEDIKADA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","CHINTAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","CHODAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","DEVARAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","DUMBRIGUDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","G.MADUGULA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","GAJUWAKA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","GOLUGONDA",0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","GUDEM KOTHA VEEDHI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","HUKUMPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","K.KOTAPADU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","KASIMKOTA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","KOTAURATLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","KOYYURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","MADUGULA",0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","MAKAVARAPALEM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","MUNAGAPAKA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","MUNCHINGI PUTTU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","NAKKAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","NARSIPATNAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","NATHAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","PADERU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","PADMANABHAM",0,0,0,0,0
"ANDHRA PRADESH","VISAKHAPATNAM","PARAVADA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","PAYAKARAOPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","PEDA BAYALU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","PEDAGANTYADA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","PENDURTHI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","RAMBILLI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","RAVIKAMATHAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","ROLUGUNTA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","S.RAYAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","SABBAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","VISAKHAPATNAM RURAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","VISAKHAPATNAM URBAN",NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM","YELAMANCHILI",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","ATMAKUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","BACHANNAPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","BHUPALPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","CHENNARAOPET",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","CHERIYAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","CHITYAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","DEVARUPPULA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","DHARMASAGAR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","DORNAKAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","DUGGONDI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","ETURNAGARAM",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","GEESUGONDA",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","GHANAPUR (MULAG)",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","GHANPUR(STATION)",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","GOVINDARAOPET",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","GUDUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","HANAMKONDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","HASANPARTHY",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","JANGAON",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","KESAMUDRAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","KHANAPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","KODAKANDLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","KOTHAGUDEM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","KURAVI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","LINGALAGHANPUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","MADDUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","MAHABUBABAD",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","MANGAPET",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","MARIPEDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","MOGULLAPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","MULUG",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","NALLA BELLI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","NALLIKUDUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","NARASAMPET",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","NARMETTA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","NARSIMHULAPET",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","NEKKONDA",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","PALAKURTHI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","PARKAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","RAGHUNATHPALLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","RAIPARTHY",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","RARVATHAGIRI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","REGONDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","SANGAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","SHAYAMPET",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","TADVAI",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","THORRUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","VENKATAPUR",0,0,0,0,0
"ANDHRA PRADESH","WARANGAL","WARDHANNA PET",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WARANGAL","ZAFFARGADH",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","ACHANTA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","AKIVEEDU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","ATTILI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","BHEEMAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","BHIMADOLE",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","BUTTAYAGUDEM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","CHAGALLU",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","CHINTALAPUDI",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","DENDULURU",2,0,0,0,2
"ANDHRA PRADESH","WEST GODAVARI","DEVARAPALLE",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","DWARAKATIRUMALA",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","ELURU",0,0,1,0,1
"ANDHRA PRADESH","WEST GODAVARI","GANAPAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","GOPALAPURAM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","IRAGAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","JANGAREDDIGUDEM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","JEELUGU MILLI",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","KALLA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","KAMAVARAPUKOTA",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","KOVVUR",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","KOYYALAGUDEM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","LINGAPALEM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","MOGALTHUR",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","NALLAJERLA",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","NARASAPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","NIDADAVOLE",47,42,16,0,105
"ANDHRA PRADESH","WEST GODAVARI","NIDAMARRU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PALACOLE",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PALAKODERU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PEDAPADU",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","PEDAVEGI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PENTAPADU",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","PENUGONDA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PENUMANTRA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PERAVALI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","PODURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","POLAVARAM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","T.NARASAPURAM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","TADEPALLIGUDEM",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","TANUKU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","THALLAPUDI",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","UNDI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","UNDRAJAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","UNGUTURU",0,0,0,0,0
"ANDHRA PRADESH","WEST GODAVARI","VEERAVASARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","WEST GODAVARI","YELAMANCHILI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","CHANGLANG","BORDUMSA-DIYUM",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","CHANGLANG","CHANGLANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","CHANGLANG","KAAGAM-MIAO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","CHANGLANG","NAMPONG-MANMAO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","DIBANG VALLEY","ANINI, ETALIN",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","DIBANG VALLEY","HUNLI, KRONLI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","DIBANG VALLEY","ROING-DAMBUK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST KAMENG","BAMENG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST KAMENG","CHYANG TAJO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST KAMENG","PAKKE-KESSANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST KAMENG","SEPPA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST SIANG","MEBO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST SIANG","PANGIN-BOLENG C.D BK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST SIANG","PASIGHAT C.D BLOCK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST SIANG","RAMLE-BANGO CD BLOCK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","HAWAI-WALLONG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","HAYULIANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","NAMSAI-CHOWKHAM",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","TEZU-SUNPURA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT","WAKRO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","CHAMBANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","DAMIN",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","KOLORIANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","NYAPIN",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","PALIN",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","PARSI-PARLO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","PISTANA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","RAGA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","SANGRAM",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","SARLI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","TALI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","YACHULI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI","ZIRO-I",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","PAPUM PARE","KIMIN-DOIMUKH",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","PAPUM PARE","SAGALEE",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TAWANG","LUMLA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TAWANG","TAWANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TAWANG","THIMBUMUKTO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TIRAP","NAMSANG C.D BLOCK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TIRAP","NIAUSA C.D BLOCK",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TIRAP","PONGCHAU-WAKKA C.D.",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SIANG","JENGGING",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SIANG","MARIYANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SIANG","TUTING",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SIANG","YINGKIONG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","DAPORIJO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","DUMPORIJO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","GIBA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","NACHO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI","TALIHA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST KAMENG","DIRANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST KAMENG","KALAKTANG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST KAMENG","THRIZINO",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","ALONG",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","BASAR",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","GENSI",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","KAYING-PAYUM",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","LIROMOBA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","MECHUKHA",NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG","RUMGONG",NA,NA,NA,NA,NA
"ASSAM","BARPETA","BAJALI",0,0,0,0,0
"ASSAM","BARPETA","BARPETA",0,0,0,0,0
"ASSAM","BARPETA","BHAWANIPUR",NA,NA,NA,NA,NA
"ASSAM","BARPETA","CHENGA",0,0,0,0,0
"ASSAM","BARPETA","GOBARDHANA",NA,NA,NA,NA,NA
"ASSAM","BARPETA","JALAH",0,0,0,0,0
"ASSAM","BARPETA","MANDIA",NA,NA,NA,NA,NA
"ASSAM","BARPETA","RUPSI",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","BOITAMARI",0,0,0,0,0
"ASSAM","BONGAIGAON","BOROBAZAR",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","MANIKPUR",NA,NA,NA,NA,NA
"ASSAM","BONGAIGAON","SIDLI-CHIRANG",0,0,0,0,0
"ASSAM","BONGAIGAON","SRIJANGRAM",0,0,0,0,0
"ASSAM","CACHAR","KATIGORA",NA,NA,NA,NA,NA
"ASSAM","CACHAR","LAKHIPUR",NA,NA,NA,NA,NA
"ASSAM","CACHAR","NARSHINGPUR",0,0,0,0,0
"ASSAM","CACHAR","RAJABAZAR",NA,NA,NA,NA,NA
"ASSAM","CACHAR","SALCHAPRA",NA,NA,NA,NA,NA
"ASSAM","CACHAR","SONAI",0,0,0,0,0
"ASSAM","CACHAR","UDARBOND",NA,NA,NA,NA,NA
"ASSAM","DARRANG","DALGAON SIALMARI",0,0,0,0,0
"ASSAM","DARRANG","KALAIGAON",0,0,0,0,0
"ASSAM","DARRANG","KHAIRABARI",NA,NA,NA,NA,NA
"ASSAM","DARRANG","MAZBAT",0,0,0,0,0
"ASSAM","DARRANG","SIPAJHAR",NA,NA,NA,NA,NA
"ASSAM","DARRANG","UDALGURI",NA,NA,NA,NA,NA
