-----
{
 "description": "The table refers to block wise irrigation through supplemntary sources under surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.15.csv", 
 "title": "Download CSV for Blockwise Irrigation through supplementary sources under surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.15.csv"
}
-----
-----
{
 "description": "The table refers to block wise irrigation through supplemntary sources under surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.15.csv", 
 "title": "Download CSV for Blockwise Irrigation through supplementary sources under surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.15.csv"
}
-----
"State","District","Block","Supplementary irrigation - Kharif","Supplementary irrigation - Rabi","Supplementary irrigation - Perennial","Supplementary irrigation - Others","Total"
"ANDHRA PRADESH","ADILABAD","NERADIGONDA",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","NIRMAL",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","SARANGAPUR",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","TALAMADUGU",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","TAMSI",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","TIRYANI",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","TANAKAL",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","BUCHINAIDU KHANDRIGA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","RENIGUNTA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","THOTTAMBEDA",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","ATLUR",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","BADVEL",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","DUVVUR",5,5,0,0,10
"ANDHRA PRADESH","CUDDAPAH","KHAJIPET",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","PEDDAMUDIUM",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","RAMAPURAM",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","VALLUR",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","VONTIMITTA",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","ADDATEEGALA",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","ATREYAPURAM",4,0,8,0,12
"ANDHRA PRADESH","EAST GODAVARI","JAGGAMPETA",9,0,0,0,9
"ANDHRA PRADESH","EAST GODAVARI","KADIAM",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","KAJULURU",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","KAPILESWARAPURAM",21,19,0,0,40
"ANDHRA PRADESH","EAST GODAVARI","KARAPA",469,469,0,0,938
"ANDHRA PRADESH","EAST GODAVARI","KIRLAMPUDI",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","PAMARRU",3,3,9,0,15
"ANDHRA PRADESH","EAST GODAVARI","PEDAPUDI",101,0,0,0,101
"ANDHRA PRADESH","EAST GODAVARI","PRATHIPADU",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","RAJAHMUNDRY RURAL",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","RAJAVOMMANGI",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","RANGAMPETA",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","SAMALKOTA",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","THALLAREVU",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","Y. RAMAVARAM",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","ACHAMPET",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","AMARAVATHI",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","BAPATLA",2154,0,0,0,2154
"ANDHRA PRADESH","GUNTUR","BELLAMKONDA",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","BOLLAPALLE",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","CHEBROLE",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","CHERUKUPALLE",57,0,0,0,57
"ANDHRA PRADESH","GUNTUR","CHILAKALURIPET",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","DACHEPALLE",10,0,0,0,10
"ANDHRA PRADESH","GUNTUR","EDLAPADU",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","GUNTUR",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","GURAZALA",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","IPUR",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","KAKUMANU",7,0,0,0,7
"ANDHRA PRADESH","GUNTUR","KARLAPALEM",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","KOLLUR",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","KROSURU",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","MACHERLA",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","MANGALAGIRI",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","MUPPALLA",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","NADENDLA",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","NAGARAM",940,0,0,0,940
"ANDHRA PRADESH","GUNTUR","NARASARAOPET",61,0,0,0,61
"ANDHRA PRADESH","GUNTUR","NIZAMPATNAM",426,20,0,0,446
"ANDHRA PRADESH","GUNTUR","NUZENDLA",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","PEDAKAKANI",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","PEDAKURAPADU",53,0,0,0,53
"ANDHRA PRADESH","GUNTUR","PEDANANDIPADU",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","PHIRANGIPURAM",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","PITTALAVANIPALEM",31,0,0,0,31
"ANDHRA PRADESH","GUNTUR","PONNUR",251,0,0,0,251
"ANDHRA PRADESH","GUNTUR","RAJUPALEM",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","REPALLE",224,0,0,0,224
"ANDHRA PRADESH","GUNTUR","SATTENAPALLE",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","SAV'PURAM KANUM'PUDI",181,0,0,0,181
"ANDHRA PRADESH","GUNTUR","TADEPALLE",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","TADIKONDA",132,0,0,0,132
"ANDHRA PRADESH","GUNTUR","TENALI",13,0,0,0,13
"ANDHRA PRADESH","GUNTUR","THULLUR",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","VATTICHERUKURU",0,0,0,0,0
"ANDHRA PRADESH","GUNTUR","VEMURU",7,0,0,0,7
"ANDHRA PRADESH","GUNTUR","VINUKONDA",43,0,0,0,43
"ANDHRA PRADESH","KARIMNAGAR","CHIGURUMAMIDI",0,0,0,0,0
"ANDHRA PRADESH","KARIMNAGAR","GAMBHIRAOPET",6,0,0,0,6
"ANDHRA PRADESH","KARIMNAGAR","KATARAM",0,0,0,0,0
"ANDHRA PRADESH","KARIMNAGAR","MALHARRAO MANDAL",0,0,0,0,0
"ANDHRA PRADESH","KARIMNAGAR","MANTHANI",0,0,0,0,0
"ANDHRA PRADESH","KARIMNAGAR","MANTHANI",0,0,0,0,0
"ANDHRA PRADESH","KARIMNAGAR","MUSTABAD",0,0,0,0,0
"ANDHRA PRADESH","KARIMNAGAR","ODELA",0,0,0,0,0
"ANDHRA PRADESH","KARIMNAGAR","RAIKAL",0,0,0,0,0
"ANDHRA PRADESH","KARIMNAGAR","SRIRAMPUR",0,0,0,0,0
"ANDHRA PRADESH","KARIMNAGAR","THIMMAPUR",0,0,0,0,0
"ANDHRA PRADESH","KARIMNAGAR","VELGATOOR",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","ASWAPURAM",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","ASWARAOPETA",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","BAYYARAM",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","BHADRACHALAM",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","BONAKAL",236,0,0,0,236
"ANDHRA PRADESH","KHAMMAM","BURGAMPADU",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","CHANDRUGONDA",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","CHERLA",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","CHINTHAKANI",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","CHINTUR",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","DUMMUGUDEM",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","ENKURU",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","GARLA",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","GUNDALA",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","JULURPAD",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","KALLURU",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","KHAMMAM (RURAL)",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","KHAMMAM (URBAN)",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","KOTHAGUDEM",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","KUKUNOOR",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","KUNAVARAM",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","MADHIRA",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","MANUGUR",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","MUDIGONDA",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","MULAKALAPALLE",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","NELAKONDAPALLE",19,2,4,0,25
"ANDHRA PRADESH","KHAMMAM","PALWANCHA",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","PENUBALLI",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","PINAPAKA",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","SATHUPALLE",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","SINGARENI",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","TEKULAPALLE",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","THALLADA",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","THIRUMALAYAPALEM",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","VARARAMACHANDRAPURAM",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","VELAIRPAD",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","VEMSOOR",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","VENKATAPURAM",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","WAZEED",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","WYRA",0,0,0,0,0
"ANDHRA PRADESH","KHAMMAM","YERRUPALEM",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","AGIRIPALLE",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","BAPULAPADU",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","CHANDARLAPADU",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","CHATRAI",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","GAMPALAGUDEM",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","GANNAVARAM",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","IBRAHIMPATNAM",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","JAGGAYYAPETA",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","KAIKALUR",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","KALIDINDI",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","KANCHIKACHERLA",362,0,0,0,362
"ANDHRA PRADESH","KRISHNA","MANDAVALLI",0,49,0,0,49
"ANDHRA PRADESH","KRISHNA","MUDINEPALLE",18,18,0,0,36
"ANDHRA PRADESH","KRISHNA","MUSUNURU",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","NAGAYALANKA",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","NANDIGAMA",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","NANDIVADA",130,130,0,0,260
"ANDHRA PRADESH","KRISHNA","PAMARRU",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","PEDANA",340,340,0,0,680
"ANDHRA PRADESH","KRISHNA","PENAMALURU",84,0,0,33,117
"ANDHRA PRADESH","KRISHNA","REDDIGUDEM",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","TIRUVURU",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","UNGUTURU",132,0,0,0,132
"ANDHRA PRADESH","KRISHNA","VATSAVAI",117,0,0,0,117
"ANDHRA PRADESH","KRISHNA","VEERULLAPADU",0,82,0,0,82
"ANDHRA PRADESH","KRISHNA","VIJAYAWADA (URBAN)",0,0,0,0,0
"ANDHRA PRADESH","KRISHNA","VISSANNAPET",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","ADONI",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","BANAGANAPALLE",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","BANDI ATMAKUR",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","C.BELAGAL",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","DORNIPADU",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","GOSPADU",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","HALAHARVI",2,6,0,0,8
"ANDHRA PRADESH","KURNOOL","HOLAGUNDA",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","KOILKUNTLA",1,0,0,0,1
"ANDHRA PRADESH","KURNOOL","KOSIGI",105,87,0,0,192
"ANDHRA PRADESH","KURNOOL","KOTHAPALLE",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","KOWTHALAM",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","MAHANANDI",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","MANTRALAYAM",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","NANDAVARAM",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","NANDYAL",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","PANYAM",0,0,0,0,0
"ANDHRA PRADESH","KURNOOL","UYYALAWADA",9,9,3,2,23
"ANDHRA PRADESH","MAHABOOB NAGAR","AIZA",40,0,0,0,40
"ANDHRA PRADESH","MAHABOOB NAGAR","ALAMPUR",0,0,0,0,0
"ANDHRA PRADESH","MAHABOOB NAGAR","ATMAKUR",0,0,0,0,0
"ANDHRA PRADESH","MAHABOOB NAGAR","GADWAL",224,0,0,0,224
"ANDHRA PRADESH","MAHABOOB NAGAR","ITIKYAL",0,0,0,0,0
"ANDHRA PRADESH","MAHABOOB NAGAR","MAGANOOR",451,237,0,0,688
"ANDHRA PRADESH","MAHABOOB NAGAR","MAKTHAL",287,287,0,0,574
"ANDHRA PRADESH","MAHABOOB NAGAR","MANOPADU",3,0,0,0,3
"ANDHRA PRADESH","MAHABOOB NAGAR","PEBBAIR",0,0,0,0,0
"ANDHRA PRADESH","MAHABOOB NAGAR","VEEPANGANDLA",0,0,0,0,0
"ANDHRA PRADESH","MAHABOOB NAGAR","WADDEPALLE",0,0,0,0,0
"ANDHRA PRADESH","MEDAK","ANDOLE",0,0,0,0,0
"ANDHRA PRADESH","MEDAK","PAPANNAPET",3,0,0,0,3
"ANDHRA PRADESH","MEDAK","SHANKARAMPET[A]",59,6,0,0,65
"ANDHRA PRADESH","NALGONDA","ANUMULA",0,0,0,0,0
"ANDHRA PRADESH","NALGONDA","CHILKUR",63,63,0,0,126
"ANDHRA PRADESH","NALGONDA","DAMERACHERLA",0,0,0,0,0
"ANDHRA PRADESH","NALGONDA","DEVARAKONDA",0,0,0,0,0
"ANDHRA PRADESH","NALGONDA","GARIDE PALLE",356,282,0,0,638
"ANDHRA PRADESH","NALGONDA","HUZURNAGAR",90,59,0,0,149
"ANDHRA PRADESH","NALGONDA","KETHE PALLE",0,0,0,0,0
"ANDHRA PRADESH","NALGONDA","KODAD",298,171,0,8,477
"ANDHRA PRADESH","NALGONDA","MATTAM PALLE",0,0,0,0,0
"ANDHRA PRADESH","NALGONDA","MELLA CHERVU",0,0,0,0,0
"ANDHRA PRADESH","NALGONDA","MIRYALAGUDA",199,184,2,0,385
"ANDHRA PRADESH","NALGONDA","MOTHEY",0,0,0,0,0
"ANDHRA PRADESH","NALGONDA","MUNAGALA",0,0,0,0,0
"ANDHRA PRADESH","NALGONDA","NEREDCHERLA",233,144,0,0,377
"ANDHRA PRADESH","NALGONDA","NIDAMANOOR",0,0,0,0,0
"ANDHRA PRADESH","NALGONDA","PEDDAVOORA",0,0,0,0,0
"ANDHRA PRADESH","NALGONDA","PENPAHAD",0,0,0,0,0
"ANDHRA PRADESH","NALGONDA","THRIPURARAM",0,0,0,0,0
"ANDHRA PRADESH","NALGONDA","VEMULA PALLE",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","ALLUR",0,2,0,0,2
"ANDHRA PRADESH","NELLORE","ANANTHASAGARAM",0,81,0,0,81
"ANDHRA PRADESH","NELLORE","ANUMASAMUDRAMPETA",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","ATMAKUR",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","BALAYAPALLE",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","BUT'PALEM (VAVVERU)",434,0,0,0,434
"ANDHRA PRADESH","NELLORE","CHEJERLA",3,2,0,0,5
"ANDHRA PRADESH","NELLORE","CHILLAKUR",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","DAGADARTHI",0,219,0,0,219
"ANDHRA PRADESH","NELLORE","DAKKILI",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","DUTTALUR",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","GUDUR",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","KALIGIRI",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","KALUVOYA",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","KAVALI",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","KODAVALUR",48,48,0,0,96
"ANDHRA PRADESH","NELLORE","KONDAPURAM",5,11,0,0,16
"ANDHRA PRADESH","NELLORE","KOTA",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","MANUBOLU",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","MARRIPADU",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","NELLORE",0,24,0,0,24
"ANDHRA PRADESH","NELLORE","PODALAKUR",0,43,0,0,43
"ANDHRA PRADESH","NELLORE","RAPUR",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","SANGAM",114,1,0,0,115
"ANDHRA PRADESH","NELLORE","SULLURPETA",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","SYDAPURAM",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","TADA",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","VARIKUNTAPADU",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","VENKATACHALAM",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","VENKATAGIRI",0,0,0,0,0
"ANDHRA PRADESH","NELLORE","VIDAVULUR",76,27,0,0,103
"ANDHRA PRADESH","NELLORE","VINJAMUR",0,0,0,0,0
"ANDHRA PRADESH","NIZAMABAD","BANSWADA",189,34,0,0,223
"ANDHRA PRADESH","NIZAMABAD","BICHKUNDA",0,0,0,0,0
"ANDHRA PRADESH","NIZAMABAD","BIRKOOR",0,0,0,0,0
"ANDHRA PRADESH","NIZAMABAD","BODHAN",0,0,0,0,0
"ANDHRA PRADESH","NIZAMABAD","JUKKAL",0,0,0,0,0
"ANDHRA PRADESH","NIZAMABAD","KOTGIRI",4,2,0,0,6
"ANDHRA PRADESH","NIZAMABAD","LINGAMPET",0,0,0,0,0
"ANDHRA PRADESH","NIZAMABAD","MORTAD",3,0,0,0,3
"ANDHRA PRADESH","NIZAMABAD","NAGAREDDIPET",0,0,0,0,0
"ANDHRA PRADESH","NIZAMABAD","NIZAMSAGAR",7,3,0,0,10
"ANDHRA PRADESH","NIZAMABAD","PITLAM",0,0,0,0,0
"ANDHRA PRADESH","NIZAMABAD","YELLAREDDY",20,16,0,0,36
"ANDHRA PRADESH","PRAKASAM","ADDANKI",4,0,0,0,4
"ANDHRA PRADESH","PRAKASAM","ARDHAVEEDU",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","BALLIKURAVA",7,4,0,0,11
"ANDHRA PRADESH","PRAKASAM","C.SEKHARA PURAM",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","CHIMAKURTHI",17,0,0,0,17
"ANDHRA PRADESH","PRAKASAM","CHINAGANJAM",13,0,0,0,13
"ANDHRA PRADESH","PRAKASAM","CHIRALA",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","DONAKONDA",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","INKOLLU",201,0,0,0,201
"ANDHRA PRADESH","PRAKASAM","JANAKAVARAMPANGULURU",0,96,0,0,96
"ANDHRA PRADESH","PRAKASAM","KANDUKUR",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","KANIGIRI",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","KARAMCHEDU",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","KONAKANAMITLA",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","KONDAPI",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","KORISAPADU",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","KOTHA PATNAM",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","KURICHEDU",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","LINGASAMUDRAM",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","MADDIPADU",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","MARKAPUR",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","MARTUR",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","MUNDLAMURU",439,0,0,0,439
"ANDHRA PRADESH","PRAKASAM","NAGULUPPALA PADU",73,40,0,0,113
"ANDHRA PRADESH","PRAKASAM","ONGOLE",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","PAMUR",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","PARCHUR",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","PEDACHERLO PALLE",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","PODILI",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","PONNALUR",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","SANTHAMAGULURU",39,0,0,0,39
"ANDHRA PRADESH","PRAKASAM","SANTHANUTHALA PADU",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","SINGARAYA KONDA",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","TANGUTUR",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","THALLUR",26,2,0,0,28
"ANDHRA PRADESH","PRAKASAM","TRIPURANTHAKAM",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","ULAVAPADU",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","VETA PALEM",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","VOLETIVARI PALEM",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","YADDANA PUDI",0,0,0,0,0
"ANDHRA PRADESH","PRAKASAM","ZARUGUMALLI",0,0,0,0,0
"ANDHRA PRADESH","RANGA REDDY","BASHEERABAD",0,0,0,0,0
"ANDHRA PRADESH","RANGA REDDY","DHARUR",0,0,0,0,0
"ANDHRA PRADESH","RANGA REDDY","GHATKESAR",0,0,0,0,0
"ANDHRA PRADESH","RANGA REDDY","HAYATHNAGAR",0,0,0,0,0
"ANDHRA PRADESH","RANGA REDDY","RAJENDRANAGAR",0,0,0,0,0
"ANDHRA PRADESH","RANGA REDDY","UPPAL",0,0,0,0,0
"ANDHRA PRADESH","SRIKAKULUM","BHAMINI",0,0,0,0,0
"ANDHRA PRADESH","SRIKAKULUM","ETCHERLA",0,0,0,0,0
"ANDHRA PRADESH","SRIKAKULUM","GARA",50,0,0,0,50
"ANDHRA PRADESH","SRIKAKULUM","KOTTURU",18,6,0,0,24
"ANDHRA PRADESH","SRIKAKULUM","MANDASA",0,0,0,0,0
"ANDHRA PRADESH","SRIKAKULUM","PALAKONDA",0,0,0,0,0
