-----
{
 "description": "This table contains data related to Mineral and State wise Resources Reserves as on 1st April 2010.", 
 "file_name": "Mineralwise_Statewise_reserves_resouces_as_on_1.4.2010F_1.xls", 
 "title": "Download XLS for Mineral and State wise Resources Reserves As On 1st April 2010", 
 "url": "http://data.gov.in/sites/default/files/Mineralwise_Statewise_reserves_resouces_as_on_1.4.2010F_1.xls"
}
-----
"Mineral","Unit","All India/State","Reserves","Remaining Resources","Total  Resources"
"Barytes       ","Tonnes","Jharkhand",0.0,35900.0,35900.0
"Barytes       ","Tonnes","Karnataka",0.0,15175.0,15175.0
"Barytes       ","Tonnes","Madhya Pradesh",0.0,291912.0,291912.0
"Barytes       ","Tonnes","Maharashtra",0.0,122860.0,122860.0
"Barytes       ","Tonnes","Rajasthan",222953.0,2768727.0,2991680.0
"Barytes       ","Tonnes","Tamil Nadu",0.0,222419.0,222419.0
"Barytes       ","Tonnes","Uttarakhand",0.0,25000.0,25000.0
"Barytes       ","Tonnes","West Bengal",0.0,433000.0,433000.0
"Bauxite     ","000 Tonnes","All India",592938.0,2886682.0,3479620.0
"Bauxite     ","000 Tonnes","Andhra Pradesh",0.0,615267.0,615267.0
"Bauxite     ","000 Tonnes","Bihar",0.0,4114.0,4114.0
"Bauxite     ","000 Tonnes","Chhattisgarh",74499.0,96480.0,170979.0
"Bauxite     ","000 Tonnes","Goa",16376.0,41625.0,58001.0
"Bauxite     ","000 Tonnes","Gujarat",113761.0,122959.0,236720.0
"Bauxite     ","000 Tonnes","Jammu & Kashmir",0.0,2025.0,2025.0
"Bauxite     ","000 Tonnes","Jharkhand",36176.0,110147.0,146323.0
"Bauxite     ","000 Tonnes","Karnataka",5941.0,49764.0,55705.0
"Bauxite     ","000 Tonnes","Kerala",0.0,14096.0,14096.0
"Bauxite     ","000 Tonnes","Madhya Pradesh",19802.0,126989.0,146791.0
"Bauxite     ","000 Tonnes","Maharashtra",26153.0,148732.0,174885.0
"Bauxite     ","000 Tonnes","Odisha",299523.0,1510935.0,1810458.0
"Bauxite     ","000 Tonnes","Rajasthan",0.0,528.0,528.0
"Bauxite     ","000 Tonnes","Tamil Nadu",708.0,24112.0,24820.0
"Bauxite     ","000 Tonnes","Uttar Pradesh",0.0,18908.0,18908.0
"Bentonite     ","Tonnes","All India",25060508.0,543306837.61,568367345.61
"Bentonite     ","Tonnes","Gujarat",12460170.0,121718890.0,134179060.0
"Bentonite     ","Tonnes","Jammu & Kashmir",0.0,147400.0,147400.0
"Bentonite     ","Tonnes","Jharkhand",609406.0,370594.0,980000.0
"Bentonite     ","Tonnes","Rajasthan",11990932.0,411526101.4,423517033.4
"Bentonite     ","Tonnes","Tamil Nadu",0.0,9543852.21,9543852.21
"Borax  ","Tonnes","All India",0.0,74204.0,74204.0
"Borax  ","Tonnes","Jammu&Kashmir",0.0,74204.0,74204.0
"Calcite    ","Tonnes","All India",2664338.0,18281110.0,20945448.0
"Calcite    ","Tonnes","Andhra Pradesh",3767.0,8795018.0,8798785.0
"Calcite    ","Tonnes","Gujarat",0.0,12380.0,12380.0
"Calcite    ","Tonnes","Haryana",0.0,350800.0,350800.0
"Calcite    ","Tonnes","Karnataka",0.0,66329.0,66329.0
"Calcite    ","Tonnes","Madhya Pradesh",0.0,1190980.0,1190980.0
"Calcite    ","Tonnes","Rajasthan",2660571.0,7737971.0,10398542.0
"Calcite    ","Tonnes","Tamil Nadu",0.0,116632.0,116632.0
"Calcite    ","Tonnes","Uttar Pradesh",0.0,11000.0,11000.0
"Chalk   ","000 Tonnes","All India",4331.63,584.97,4916.6
"Chalk   ","000 Tonnes","Gujarat",4331.63,584.97,4916.6
"China Clay       ","000 Tonnes","All India",177158.13,2528049.34,2705207.47
"China Clay       ","000 Tonnes","Andhra Pradesh",5068.19,69107.58,74175.77
"China Clay       ","000 Tonnes","Assam",0.0,4043.0,4043.0
"China Clay       ","000 Tonnes","Bihar",0.0,1438.48,1438.48
"China Clay       ","000 Tonnes","Chhattisgarh",1177.84,13831.6,15009.44
"China Clay       ","000 Tonnes","Delhi",0.0,5289.02,5289.02
"China Clay       ","000 Tonnes","Goa",0.0,16.0,16.0
"China Clay       ","000 Tonnes","Gujarat",40762.8,71425.31,112188.11
"China Clay       ","000 Tonnes","Haryana",0.0,12065.41,12065.41
"China Clay       ","000 Tonnes","Jammu & Kashmir",0.0,28121.6,28121.6
"China Clay       ","000 Tonnes","Jharkhand",17610.12,181081.04,198691.16
"China Clay       ","000 Tonnes","Karnataka",2058.24,256465.53,258523.77
"China Clay       ","000 Tonnes","Kerla",4144.17,659690.04,663834.21
"China Clay       ","000 Tonnes","Madhya Pradesh",0.0,13159.74,13159.74
"China Clay       ","000 Tonnes","Maharashtra",0.0,7248.48,7248.48
"China Clay       ","000 Tonnes","Manipur",0.0,2520.0,2520.0
"China Clay       ","000 Tonnes","Meghalaya",0.0,88875.3,88875.3
"China Clay       ","000 Tonnes","Odisha",3901.34,277024.64,280925.98
"China Clay       ","000 Tonnes","Pondicherry",0.0,2940.0,2940.0
"China Clay       ","000 Tonnes","Rajasthan",100112.55,332404.71,432517.26
"China Clay       ","000 Tonnes","Tamil Nadu",0.0,56897.08,56897.08
"China Clay       ","000 Tonnes","Uttar Pradseh",0.0,25064.78,25064.78
"China Clay       ","000 Tonnes","West Bengal",2322.88,419340.0,421662.88
"Chromite ","000 Tonnes","All India",53970.06,149376.35,203346.41
"Chromite ","000 Tonnes","  Andhra Pradesh",0.0,186.77,186.77
"Chromite ","000 Tonnes","  Jharkhand",0.0,736.0,736.0
"Chromite ","000 Tonnes","  Karnataka",744.8,886.71,1631.51
"Chromite ","000 Tonnes","  Maharashtra",76.18,555.92,632.1
"Chromite ","000 Tonnes","  Manipur",76.35,6580.94,6657.29
"Chromite ","000 Tonnes"," Nagaland",0.0,3200.0,3200.0
"Chromite ","000 Tonnes"," Odisha",53072.73,136948.36,190021.09
"Chromite ","000 Tonnes"," Tamil Nadu",0.0,282.12,282.12
" Cobalt ","Million tonnes  ","All India",0.0,44.91,44.91
" Cobalt ","Million tonnes  ","  Jharkhand",0.0,9.0,9.0
" Cobalt ","Million tonnes  ","  Nagaland",0.0,5.0,5.0
" Cobalt ","Million tonnes  ","  Odisha",0.0,30.91,30.91
"Copper         ","000 Tonnes","All India Ore",394372.0,1164086.0,1558458.0
"Copper         ","000 Tonnes","All India Metal",4768.33,7518.34,12286.67
"Copper         ","000 Tonnes","Andhra Pradesh Ore",0.0,8248.0,8248.0
"Copper         ","000 Tonnes","Andhra Pradesh Metal",0.0,122.82,122.82
"Copper         ","000 Tonnes","Gujarat Ore",5800.0,7260.0,13060.0
"Copper         ","000 Tonnes","GujaratMetal",94.53,114.07,208.6
"Copper         ","000 Tonnes","Haryana Ore",0.0,32908.0,32908.0
"Copper         ","000 Tonnes","Haryana Metal",0.0,113.62,113.62
"Copper         ","000 Tonnes","Jharkhand Ore",86818.0,201307.0,288125.0
"Copper         ","000 Tonnes","Jharkhand Metal",808.78,2285.49,3094.27
"Copper         ","000 Tonnes","Karnataka Ore",2510.0,31025.0,33535.0
"Copper         ","000 Tonnes","Karnataka Metal",30.65,198.62,229.27
"Copper         ","000 Tonnes","Madhya Pradesh Ore",198319.0,178869.0,377188.0
"Copper         ","000 Tonnes","Madhya Pradesh Metal",2643.1,1176.47,3819.57
"Copper         ","000 Tonnes","Maharashtra Ore",0.0,13210.0,13210.0
"Copper         ","000 Tonnes","Maharashtra Metal",0.0,132.7,132.7
"Corundum   ","Tonnes","All India",597.24,740193.52,740790.76
"Corundum   ","Tonnes","Andhra Pradesh",0.0,77120.57,77120.57
"Corundum   ","Tonnes","Chhattisgarh",597.24,287.5,884.74
"Corundum   ","Tonnes","Karnataka",0.0,646860.45,646860.45
"Corundum   ","Tonnes","Rajasthan",0.0,11925.0,11925.0
"Corundum   ","Tonnes","Tamil Nadu",0.0,4000.0,4000.0
"Diamond  ","Carat  ","All India",1045318.0,30876432.0,31921750.0
"Diamond  ","Carat  ","Andhra Pradesh",0.0,1822955.0,1822955.0
"Diamond  ","Carat  ","Chhattisgarh",0.0,1304000.0,1304000.0
"Diamond  ","Carat  ","Madhya Pradesh",1045318.0,27749477.0,28794795.0
"Diaspore    ","Tonnes","All India",2859674.45,3125143.9,5984818.35
"Diaspore    ","Tonnes","Jammu & Kashmir",0.0,1277.0,1277.0
"Diaspore    ","Tonnes","Madhya Pradesh",1456903.0,2295947.0,3752850.0
"Diaspore    ","Tonnes","Uttar Pradesh",1402771.0,827922.0,2230693.0
"Diatomote ","000 Tonnes","All India",0.0,2885.04,2885.04
"Diatomote ","000 Tonnes","Gujarat",0.0,811.04,811.04
"Diatomote ","000 Tonnes","Rajasthan",0.0,2073.6,2073.6
"Dolomite","000 Tonnes","All India",738185.6,6992371.6,7730557.2
"Dolomite","000 Tonnes","Andhra Pradesh",68296.45,1114155.94,1182452.39
"Dolomite","000 Tonnes","Arunachal Pradesh",0.0,77837.0,77837.0
"Dolomite","000 Tonnes","Chhattisgarh",60836.47,785845.87,846682.34
"Dolomite","000 Tonnes","Gujarat",31895.44,493577.81,525473.25
"Dolomite","000 Tonnes","Haryana",0.0,29488.96,29488.96
"Dolomite","000 Tonnes","Jharkhand",22700.0,18734.21,41434.21
"Dolomite","000 Tonnes","Karnataka",128365.01,533751.1,662116.11
"Dolomite","000 Tonnes","Madhya Pradesh",82433.55,2195369.18,2277802.73
"Dolomite","000 Tonnes","Maharashtra",48053.08,372770.88,420823.96
"Dolomite","000 Tonnes","Odisha",167112.01,505932.73,673044.74
"Dolomite","000 Tonnes","Rajasthan",64160.4,396010.04,460170.44
"Dolomite","000 Tonnes","Sikkim",0.0,2756.0,2756.0
"Dolomite","000 Tonnes","Tamil Nadu",0.0,2145.0,2145.0
"Dolomite","000 Tonnes","Uttar Pradesh",0.0,82352.0,82352.0
"Dolomite","000 Tonnes","Uttarakhand",3805.19,204144.32,207949.51
"Dolomite","000 Tonnes","West Bengal",60528.0,177500.56,238028.56
"Dunite    ","000 Tonnes","All India",17136.65,168231.33,185367.98
"Dunite    ","000 Tonnes","Jharkhand",942.87,16414.96,17357.83
"Dunite    ","000 Tonnes","Karnataka",3940.38,28058.08,31998.46
"Dunite    ","000 Tonnes","Odisha",3337.4,10995.29,14332.69
"Dunite    ","000 Tonnes","Tamil Nadu",8916.0,107963.0,116879.0
"Dunite    ","000 Tonnes","Nagaland",0.0,4800.0,4800.0
"Feldspar       ","Tonnes","All India",44503239.76,87832211.5,132335451.26
"Feldspar       ","Tonnes","Andhra Pradesh",8179346.0,13619215.2,21798561.2
"Feldspar       ","Tonnes","Bihar",35147.0,4875694.0,4910841.0
"Feldspar       ","Tonnes","Haryana",0.0,72164.0,72164.0
"Feldspar       ","Tonnes","Jharkhand",280646.0,1354142.0,1634788.0
"Feldspar       ","Tonnes","Karnataka",296155.0,341333.0,637488.0
"Feldspar       ","Tonnes","Madhya Pradesh",0.0,339851.0,339851.0
"Feldspar       ","Tonnes","Maharashtra",320117.0,908786.0,1228903.0
"Feldspar       ","Tonnes","Meghalaya",0.0,37449.0,37449.0
"Feldspar       ","Tonnes","Rajasthan",34715019.0,53231215.0,87946234.0
"Feldspar       ","Tonnes","Tamil Nadu",650936.0,8351112.0,9002048.0
"Feldspar       ","Tonnes","Uttar Pradesh",0.0,200000.0,200000.0
"Feldspar       ","Tonnes","West Bengal",25874.0,4501250.0,4527124.0
"Fire Clay ","000 Tonnes","All India",30104.35,683414.68,713519.03
"Fire Clay ","000 Tonnes","Andhra Pradesh",1575.53,21638.21,23213.74
"Fire Clay ","000 Tonnes","Assam",0.0,3161.0,3161.0
"Fire Clay ","000 Tonnes","Bihar",0.0,44.4,44.4
"Fire Clay ","000 Tonnes","Chhattisgarh",35.43,20942.21,20977.64
"Fire Clay ","000 Tonnes","Delhi",0.0,64.1,64.1
"Fire Clay ","000 Tonnes","Gujarat",436.84,57858.59,58295.43
"Fire Clay ","000 Tonnes","Jharkhand",1602.48,65016.98,66619.46
"Fire Clay ","000 Tonnes","Karnataka",503.2,13734.3,14237.5
"Fire Clay ","000 Tonnes","Kerala",0.0,18180.67,18180.67
"Fire Clay ","000 Tonnes","Madhya Pradesh",4462.25,115851.59,120313.84
"Fire Clay ","000 Tonnes","Maharshtra",631.85,6850.43,7482.28
"Fire Clay ","000 Tonnes","Meghalaya",0.0,10999.0,10999.0
"Fire Clay ","000 Tonnes","Odisha",910.72,169165.52,170076.24
"Fire Clay ","000 Tonnes","Rajasthan",14202.46,52220.89,66423.35
"Fire Clay ","000 Tonnes","Tamil Nadu",4014.11,110243.97,114258.08
"Fire Clay ","000 Tonnes","Tripura",0.0,370.07,370.07
"Fire Clay ","000 Tonnes","Uttar Pradesh",0.0,3221.0,3221.0
"Fire Clay ","000 Tonnes","West Bengal",1729.48,13851.75,15581.23
"Fluorite    ","Tonnes","All India",4712316.0,13501588.0,18213904.0
"Fluorite    ","Tonnes","Chhattisgarh",0.0,545455.0,545455.0
"Fluorite    ","Tonnes","Gujarat",4280000.0,7725280.0,12005280.0
"Fluorite    ","Tonnes","Maharashtra",366580.0,52369.0,418949.0
"Fluorite    ","Tonnes"," Rajasthan",65736.0,5178484.0,5244220.0
"Fuller's Earth      ","Tonnes","All India",58200.0,256593879.0,256652079.0
"Fuller's Earth      ","Tonnes","Andhra Pradesh",0.0,25523983.0,25523983.0
"Fuller's Earth      ","Tonnes","Arunachal Pradesh",0.0,20010700.0,20010700.0
"Fuller's Earth      ","Tonnes","Assam",0.0,18860000.0,18860000.0
"Fuller's Earth      ","Tonnes","Karnataka",58200.0,2022916.0,2081116.0
"Fuller's Earth      ","Tonnes","Madhya Pradesh",0.0,117200.0,117200.0
"Fuller's Earth      ","Tonnes","Rajasthan",0.0,190059080.0,190059080.0
" Garnet       ","Tonnes","All India",19324792.67,37638031.81,56962824.48
" Garnet       ","Tonnes","Andhra Pradesh",3625887.0,15438860.0,19064747.0
" Garnet       ","Tonnes","Chhattisgarh",0.0,28800.0,28800.0
" Garnet       ","Tonnes","Jharkhand",0.0,110071.0,110071.0
" Garnet       ","Tonnes","Kerala",45797.0,153064.0,198861.0
" Garnet       ","Tonnes","Odisha",3185605.0,348005.0,3533610.0
" Garnet       ","Tonnes","Rajasthan",26249.67,172166.81,198416.48
" Garnet       ","Tonnes","Tamil Nadu",12441254.0,21387065.0,33828319.0
"Gold  ","Tonnes","All India :Total","","",""
"Gold  ","Tonnes","Ore (Primary)",24124537.0,469570375.0,493694912.0
"Gold  ","Tonnes","Metal (Primary)",110.54,549.3,659.84
"Gold  ","Tonnes","Ore(Placer)",0.0,26121000.0,26121000.0
"Gold  ","Tonnes","Metal (Placer)",0.0,5.86,5.86
"Gold  ","Tonnes","Andhra Pradesh Ore (Primary)",0.0,12275347.0,12275347.0
"Gold  ","Tonnes","Andhra Pradesh Metal (Primary)",0.0,35.72,35.72
"Gold  ","Tonnes","Bihar Ore (Primary)",0.0,222884860.0,222884860.0
"Gold  ","Tonnes","Bihar Metal (Primary)",0.0,37.6,37.6
"Gold  ","Tonnes","Chhattisgarh Ore (Primary)",0.0,4841033.0,4841033.0
"Gold  ","Tonnes","Chhattisgarh Metal (Primary)",0.0,5.51,5.51
"Gold  ","Tonnes","Jharkhand Ore (Primary)",38059.0,8113289.0,8151348.0
"Gold  ","Tonnes","Jharkhand Metal (Primary)",0.13,12.6,12.73
"Gold  ","Tonnes","Karnataka Ore (Primary)",24086478.0,84716333.0,108802811.0
"Gold  ","Tonnes","Karnataka Metal (Primary)",110.41,226.59,337.0
"Gold  ","Tonnes","Kerela Ore (Primary)",0.0,558460.0,558460.0
"Gold  ","Tonnes","Kerela Metal (Primary)",0.0,0.2,0.2
"Gold  ","Tonnes","Kerela Ore (Placer)",0.0,26121000.0,26121000.0
"Gold  ","Tonnes","Kerela Metal (Placer)",0.0,5.86,5.86
"Gold  ","Tonnes","Madhya Pradesh Ore (Primary)",0.0,7788000.0,7788000.0
"Gold  ","Tonnes","Madhya Pradesh Metal (Primary)",0.0,8.4,8.4
"Gold  ","Tonnes","Maharashtra Ore (Primary)",0.0,1517000.0,1517000.0
"Gold  ","Tonnes","Maharashtra Metal (Primary)",0.0,3.55,3.55
"Gold  ","Tonnes","Rajasthan Ore (Primary)",0.0,113975720.0,113975720.0
"Gold  ","Tonnes","Rajasthan Metal (Primary)",0.0,217.48,217.48
"Gold  ","Tonnes","Tamil Nadu Ore (Primary)",0.0,67000.0,67000.0
"Gold  ","Tonnes","Tamil Nadu Metal (Primary)",0.0,1.0,1.0
"Gold  ","Tonnes","West Bengal Ore (Primary)",0.0,12833333.0,12833333.0
"Gold  ","Tonnes","West Bengal Metal (Primary)",0.0,0.65,0.65
"Granite (Dimension Stone)  ","000 Cum    ","All India",263691.53,45966608.28,46230299.81
"Granite (Dimension Stone)  ","000 Cum    ","Andhra Pradesh",0.0,2405889.82,2405889.82
"Granite (Dimension Stone)  ","000 Cum    ","Assam",0.0,583950.0,583950.0
"Granite (Dimension Stone)  ","000 Cum    ","Bihar",0.0,877612.0,877612.0
"Granite (Dimension Stone)  ","000 Cum    ","Chhattisgarh",0.0,50057.17,50057.17
"Granite (Dimension Stone)  ","000 Cum    ","Gujarat",0.0,8501946.59,8501946.59
"Granite (Dimension Stone)  ","000 Cum    ","Haryana",0.0,34000.0,34000.0
"Granite (Dimension Stone)  ","000 Cum    ","Jharkhand",0.0,8875340.0,8875340.0
"Granite (Dimension Stone)  ","000 Cum    ","Karnataka",67586.65,9270306.39,9337893.04
"Granite (Dimension Stone)  ","000 Cum    ","Kerala",139.63,2668.5,2808.13
"Granite (Dimension Stone)  ","000 Cum    ","madhya Pradesh",160.0,1993924.1,1994084.1
"Granite (Dimension Stone)  ","000 Cum    ","Maharashtra",0.0,1158846.95,1158846.95
"Granite (Dimension Stone)  ","000 Cum    ","Meghalya",0.0,286467.0,286467.0
"Granite (Dimension Stone)  ","000 Cum    ","Odisha",80000.0,1763059.85,1843059.85
"Granite (Dimension Stone)  ","000 Cum    ","Rajasthan",110461.0,9080204.0,9190665.0
"Granite (Dimension Stone)  ","000 Cum    ","Tamil Nadu",1686.25,557748.68,559434.93
"Granite (Dimension Stone)  ","000 Cum    ","Uttar Pradesh",0.0,494819.0,494819.0
"Granite (Dimension Stone)  ","000 Cum    ","West Bengal",3658.0,29768.23,33426.23
"Graphite       ","Tonnes","All India",8031864.0,166817781.0,174849645.0
"Graphite       ","Tonnes","Andhra Pradesh",0.0,427200.0,427200.0
"Graphite       ","Tonnes","Arunachal Pradesh",0.0,72758257.0,72758257.0
"Graphite       ","Tonnes","Gujarat",0.0,3355805.0,3355805.0
"Graphite       ","Tonnes","Jammu & Kashmir",0.0,62740555.0,62740555.0
"Graphite       ","Tonnes","Jharkhand",1100529.0,11810340.0,12910869.0
"Graphite       ","Tonnes","Karnataka",22859.0,44450.0,67309.0
"Graphite       ","Tonnes","Kerala",0.0,1585330.0,1585330.0
"Graphite       ","Tonnes","Madhya Pradesh",0.0,1006660.0,1006660.0
"Graphite       ","Tonnes","Maharashtra",0.0,1160000.0,1160000.0
"Graphite       ","Tonnes","Odisha",3290913.0,5383739.0,8674652.0
"Graphite       ","Tonnes","Rajasthan",0.0,1913554.0,1913554.0
"Graphite       ","Tonnes","Tamil Nadu",3617563.0,4621192.0,8238755.0
"Graphite       ","Tonnes","Uttarakhand",0.0,10700.0,10700.0
"Gypsum          ","000 Tonnes","All India",39096.0,1247402.0,1286498.0
"Gypsum          ","000 Tonnes","Andhra Pradesh",0.0,404.0,404.0
"Gypsum          ","000 Tonnes","Gujarat",38.0,15138.0,15176.0
"Gypsum          ","000 Tonnes","Himachal Pradesh",0.0,4446.0,4446.0
"Gypsum          ","000 Tonnes","Jammu & Kashmir",2259.0,175513.0,177772.0
"Gypsum          ","000 Tonnes","Karnataka",0.0,3784.0,3784.0
"Gypsum          ","000 Tonnes","Madhyta Pradesh",0.0,69.0,69.0
"Gypsum          ","000 Tonnes","Rajasthan",36736.0,1018811.0,1055547.0
"Gypsum          ","000 Tonnes","Tamil Nadu",64.0,27190.0,27254.0
"Gypsum          ","000 Tonnes","Uttarakhand",0.0,2047.0,2047.0
" Iron Ore  (Heamatite)","000 Tonnes","All India",8093546.49,9788551.1,17882097.59
" Iron Ore  (Heamatite)","000 Tonnes","Andhra Pradesh",152216.52,229261.23,381477.75
" Iron Ore  (Heamatite)","000 Tonnes","Assam",0.0,12600.0,12600.0
" Iron Ore  (Heamatite)","000 Tonnes","Bihar",0.0,55.0,55.0
" Iron Ore  (Heamatite)","000 Tonnes","Chhattisgarh",900110.0,2391713.61,3291823.61
" Iron Ore  (Heamatite)","000 Tonnes","Goa",469844.2,457327.76,927171.96
" Iron Ore  (Heamatite)","000 Tonnes","Jharkhand",2304142.07,2292477.96,4596620.03
" Iron Ore  (Heamatite)","000 Tonnes","Karnataka",876866.25,1281811.42,2158677.67
" Iron Ore  (Heamatite)","000 Tonnes","Madhya Pradesh",56813.9,174632.39,231446.29
" Iron Ore  (Heamatite)","000 Tonnes","Maharashtra",13414.06,269794.67,283208.73
" Iron Ore  (Heamatite)","000 Tonnes","Meghalaya",0.0,225.0,225.0
" Iron Ore  (Heamatite)","000 Tonnes","Odisha",3313000.06,2617231.72,5930231.78
" Iron Ore  (Heamatite)","000 Tonnes","Rajasthan",7139.43,23420.34,30559.77
" Iron Ore  (Heamatite)","000 Tonnes","Uttar Pradesh",0.0,38000.0,38000.0
" Iron Ore  (Magnetite)","000 Tonnes","All India",21755.43,10622304.68,10644060.11
" Iron Ore  (Magnetite)","000 Tonnes","Andhra Pradesh",0.0,1463541.0,1463541.0
" Iron Ore  (Magnetite)","000 Tonnes","Assam",0.0,15380.0,15380.0
" Iron Ore  (Magnetite)","000 Tonnes","Bihar",0.0,2659.0,2659.0
" Iron Ore  (Magnetite)","000 Tonnes","Goa",15675.0,206998.0,222673.0
" Iron Ore  (Magnetite)","000 Tonnes","Jharkhand",911.52,9629.19,10540.71
" Iron Ore  (Magnetite)","000 Tonnes","Kharnataka",0.0,7801744.0,7801744.0
" Iron Ore  (Magnetite)","000 Tonnes","Kerala",0.0,83435.32,83435.32
" Iron Ore  (Magnetite)","000 Tonnes","Maharashtra",874.77,485.94,1360.71
" Iron Ore  (Magnetite)","000 Tonnes","Meghalaya",0.0,3380.0,3380.0
" Iron Ore  (Magnetite)","000 Tonnes","Nagaland",0.0,5280.0,5280.0
" Iron Ore  (Magnetite)","000 Tonnes","Odisha",54.03,144.78,198.81
" Iron Ore  (Magnetite)","000 Tonnes","Rajasthan",4240.11,522590.45,526830.56
" Iron Ore  (Magnetite)","000 Tonnes","Taml Nadu",0.0,507037.0,507037.0
" Kyanite              ","Tonnes","All India",1574853.0,101670767.0,103245620.0
" Kyanite              ","Tonnes","Andhra Pradesh",0.0,80354228.0,80354228.0
" Kyanite              ","Tonnes","Jharkhand",1194032.0,4836567.0,6030599.0
" Kyanite              ","Tonnes","Karnataka",0.0,13035438.0,13035438.0
" Kyanite              ","Tonnes","Kerala",0.0,202360.0,202360.0
" Kyanite              ","Tonnes","Maharashtra",380821.0,2943592.0,3324413.0
" Kyanite              ","Tonnes","Rajasthan",0.0,23703.0,23703.0
" Kyanite              ","Tonnes","Tamil Nadu",0.0,248359.0,248359.0
" Kyanite              ","Tonnes","West Bengal",0.0,26520.0,26520.0
"Laterite         ","000 Tonnes","All India",24713.8,446118.92,470832.72
"Laterite         ","000 Tonnes","Andhra Pradesh",13463.22,12793.92,26257.14
"Laterite         ","000 Tonnes","Gujarat",9570.23,0.0,9570.23
"Laterite         ","000 Tonnes","Jharkhand",0.0,570.0,570.0
"Laterite         ","000 Tonnes","Kerala",1680.35,16717.0,18397.35
"Laterite         ","000 Tonnes","Madhya Pradesh",0.0,288688.0,288688.0
"Laterite         ","000 Tonnes","Maharashtra",0.0,4000.0,4000.0
"Laterite         ","000 Tonnes","Rajasthan",0.0,123350.0,123350.0
"Lead & Zinc   ","000 Tonnes","All India","","",""
"Lead & Zinc   ","000 Tonnes","All India Ore",108979.13,576613.9,685593.03
"Lead & Zinc   ","000 Tonnes","All India Lead metal",2245.01,9304.38,11549.39
"Lead & Zinc   ","000 Tonnes","All India Zinc metal",12453.26,24211.64,36664.9
"Lead & Zinc   ","000 Tonnes","All India Lead & Zinc metal",0.0,118.45,118.45
"Lead & Zinc   ","000 Tonnes","Andhra Pradesh Ore",0.0,22689.0,22689.0
"Lead & Zinc   ","000 Tonnes","Andhra Pradesh Lead metal",0.0,836.88,836.88
"Lead & Zinc   ","000 Tonnes","Andhra Pradesh Zinc metal",0.0,63.0,63.0
"Lead & Zinc   ","000 Tonnes","Bihar Ore",0.0,11435.0,11435.0
"Lead & Zinc   ","000 Tonnes","Bihar Lead metal",0.0,24.0,24.0
"Lead & Zinc   ","000 Tonnes","Bihar Zinc metal",0.0,38.75,38.75
"Lead & Zinc   ","000 Tonnes","Gujarat Ore",5800.0,328.7,6128.7
"Lead & Zinc   ","000 Tonnes","Gujarat Lead metal",122.18,3.9,126.08
"Lead & Zinc   ","000 Tonnes","Gujarat Zinc metal",263.41,1.1,264.51
