-----
{
 "description": "The table refers to block wise construction of Deep Tubewells over the years . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.1.csv", 
 "title": "Download CSV for Block wise Construction of Deep Tubewells over the years for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.1.csv"
}
-----
-----
{
 "description": "The table refers to district wise culturable command area and potential created through Deep Tubewells . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Statedptbwltab3.13.csv", 
 "title": "Download CSV for District wise Culturable Command Area and Potential Created through Deep Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Statedptbwltab3.13.csv"
}
-----
"State","District","Culturable Command Area","Irrigation Potential Created - Kharif","Irrigation Potential Created - Rabi","Irrigation Potential Created - Perennial","Irrigation Potential Created - Others","Total - Irrigation Potential Created"
"ANDHRA PRADESH","NELLORE",595,195,224,194,0,613
"ANDHRA PRADESH","NIZAMABAD",NA,NA,NA,NA,NA,NA
"ANDHRA PRADESH","PRAKASAM",334,186,169,82,0,437
"ANDHRA PRADESH","RANGA REDDY",154,132,92,7,1,232
"ANDHRA PRADESH","SRIKAKULUM",250,69,251,0,0,320
"ANDHRA PRADESH","VIJAYA NAGARAM",NA,NA,NA,NA,NA,NA
"ANDHRA PRADESH","VISAKHAPATNAM",45,34,11,7,0,52
"ANDHRA PRADESH","WARANGAL",741,638,200,0,0,838
"ANDHRA PRADESH","WEST GODAVARI",46237,30741,27082,5744,4853,68420
"ARUNACHAL PRADESH","CHANGLANG",NA,NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","DIBANG VALLEY",NA,NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST KAMENG",NA,NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","EAST SIANG",NA,NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOHIT",NA,NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","LOWER SUBANSIRI",NA,NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","PAPUM PARE",NA,NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TAWANG",NA,NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","TIRAP",NA,NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SIANG",NA,NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","UPPER SUBANSIRI",NA,NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST KAMENG",NA,NA,NA,NA,NA,NA
"ARUNACHAL PRADESH","WEST SIANG",NA,NA,NA,NA,NA,NA
"ASSAM","BARPETA",355,278,207,0,5,490
"ASSAM","BONGAIGAON",851,794,484,0,0,1278
"ASSAM","CACHAR",85,85,20,0,0,105
"ASSAM","DARRANG",1246,1225,731,0,0,1956
"ASSAM","DHEMAJI",531,530,250,0,30,810
"ASSAM","DHUBRI",770,599,341,25,40,1005
"ASSAM","DIBRUGARH",404,404,172,0,0,576
"ASSAM","GOALPARA",1458,1371,936,0,95,2402
"ASSAM","GOLAGHAT",2675,2535,1255,0,0,3790
"ASSAM","HAILAKANDI",198,196,76,0,0,272
"ASSAM","JORHAT",2199,1959,1123,0,0,3082
"ASSAM","KAMRUP",1157,838,422,24,103,1387
"ASSAM","KARBI ANGLONG",323,286,141,25,21,473
"ASSAM","KARIMGANJ",184,151,99,0,0,250
"ASSAM","KOKRAJHAR",220,220,192,1,0,413
"ASSAM","LAKHIMPUR",1823,1412,675,0,23,2110
"ASSAM","MARIGAON",289,250,211,0,0,461
"ASSAM","NAGAON",692,659,502,0,6,1167
"ASSAM","NALBARI",2155,1904,1271,0,15,3190
"ASSAM","NORTH CACHAR HILLS",30,30,0,0,0,30
"ASSAM","SIBSAGAR",330,290,136,0,0,426
"ASSAM","SONITPUR",390,347,167,0,0,514
"ASSAM","TINSUKIA",954,837,326,0,0,1163
"BIHAR","ARARIA",270,245,231,40,20,536
"BIHAR","AURANGABAD",1908,1829,1571,102,155,3657
"BIHAR","BANKA",81,70,52,4,35,161
"BIHAR","BEGUSARAI",10134,5146,8601,514,519,14780
"BIHAR","BHABUA",4332,3980,3516,110,116,7722
"BIHAR","BHAGALPUR",6324,5547,5309,736,652,12244
"BIHAR","BHOJPUR",10100,6235,7705,426,642,15008
"BIHAR","BOKARO",NA,NA,NA,NA,NA,NA
"BIHAR","BUXAR",4471,2945,3516,460,149,7070
"BIHAR","CHAMPARAN EAST",6990,4901,6174,730,486,12291
"BIHAR","CHAMPARAN WEST",821,641,876,14,27,1558
"BIHAR","CHATRA",NA,NA,NA,NA,NA,NA
"BIHAR","DARBHANGA",9045,6791,8160,1032,1239,17222
"BIHAR","DEOGHAR",NA,NA,NA,NA,NA,NA
"BIHAR","DHANBAD",NA,NA,NA,NA,NA,NA
"BIHAR","DUMKA",6,3,3,0,0,6
"BIHAR","GARHWA",21,9,12,3,6,30
"BIHAR","GAYA",550,415,179,0,0,594
"BIHAR","GIRIDIH",50,35,36,0,0,71
"BIHAR","GODDA",NA,NA,NA,NA,NA,NA
"BIHAR","GOPALGANJ",3104,2490,2804,421,115,5830
"BIHAR","GUMLA",NA,NA,NA,NA,NA,NA
"BIHAR","HAZARIBAG",NA,NA,NA,NA,NA,NA
"BIHAR","JAMUI",15,10,28,0,0,38
"BIHAR","JEHANABAD",4180,3610,2970,13,535,7128
"BIHAR","KATIHAR",2426,887,1289,631,0,2807
"BIHAR","KHAGARIA",4740,3001,4093,225,472,7791
"BIHAR","KISHANGANJ",1170,724,1116,0,10,1850
"BIHAR","KODARMA",32,5,21,5,5,36
"BIHAR","LAKHISARAI",1345,1100,837,0,53,1990
"BIHAR","LOHARDAGA",NA,NA,NA,NA,NA,NA
"BIHAR","MADHEPURA",850,568,786,0,0,1354
"BIHAR","MADHUBANI",9765,4778,7758,310,406,13252
"BIHAR","MUNGER",14,9,7,0,0,16
"BIHAR","MUZAFFARPUR",7641,4733,7101,763,484,13081
"BIHAR","NALANDA",4300,3450,3299,435,322,7506
"BIHAR","NAWADA",3774,3050,3267,411,140,6868
"BIHAR","PAKUR",62,40,57,0,5,102
"BIHAR","PALAMU",NA,NA,NA,NA,NA,NA
"BIHAR","PATNA",10667,6528,6928,484,552,14492
"BIHAR","PURNIA",412,327,65,20,0,412
"BIHAR","RANCHI",NA,NA,NA,NA,NA,NA
"BIHAR","ROHTAS",2076,1990,1789,235,59,4073
"BIHAR","SAHARSA",574,380,471,0,14,865
"BIHAR","SAHEBGANJ",NA,NA,NA,NA,NA,NA
"BIHAR","SAMASTIPUR",8594,3978,7650,570,381,12579
"BIHAR","SARAN",3720,2423,3415,134,264,6236
"BIHAR","SHEIKHPURA",4677,2802,2479,577,130,5988
"BIHAR","SHEOHAR",87,23,39,7,18,87
"BIHAR","SINGHBHUM EAST",194,125,72,1,1,199
"BIHAR","SINGHBHUM WEST",40,30,40,0,0,70
"BIHAR","SITAMARHI",12674,6970,8837,1849,1382,19038
"BIHAR","SIWAN",3102,2353,2785,9,7,5154
"BIHAR","SUPAUL",1740,1163,1192,165,70,2590
"BIHAR","VAISHALI",3111,1968,2272,242,367,4849
"GOA","NORTH GOA",33,0,12,18,4,34
"GOA","SOUTH GOA",15,0,0,15,0,15
"GUJARAT","",NA,NA,NA,NA,NA,NA
"HARYANA","AMBALA",8860,8860,8860,0,0,17720
"HARYANA","BHIWANI",34,9,34,0,0,43
"HARYANA","FARIDABAD",NA,NA,NA,NA,NA,NA
"HARYANA","GURGAON",292,181,284,0,0,465
"HARYANA","HISAR",NA,NA,NA,NA,NA,NA
"HARYANA","JIND",513,496,505,0,0,1001
"HARYANA","KAITHAL",1621,1614,1611,0,0,3225
"HARYANA","KARNAL",4394,4377,4385,0,0,8762
"HARYANA","KURUKSHETRA",926,871,807,0,0,1678
"HARYANA","MEHANDERGARH",153,16,151,0,0,167
"HARYANA","PANCHKULA",753,753,753,0,0,1506
"HARYANA","PANIPAT",572,549,547,0,1,1097
"HARYANA","RIWARI",NA,NA,NA,NA,NA,NA
"HARYANA","ROHTAK",NA,NA,NA,NA,NA,NA
"HARYANA","SIRSA",647,632,628,0,0,1260
"HARYANA","SONIPAT",49,49,49,0,0,98
"HARYANA","YAMUNA NAGAR",703,647,637,3,0,1287
"HIMACHAL PRADESH","Bilaspur",NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Chamba",NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Hamirpur",NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Kangra",972,901,939,0,3,1843
"HIMACHAL PRADESH","Kinnaur",NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Kullu",NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Lahul & Spiti",NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Mandi",17,17,17,0,0,34
"HIMACHAL PRADESH","Shimla",NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Sirmaur",268,250,250,1,0,501
"HIMACHAL PRADESH","Solan",683,504,673,12,0,1189
"HIMACHAL PRADESH","Una",3544,2047,2863,84,28,5022
"JAMMU & KASHMIR","Anantnagh",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Baramulla",62,55,7,0,0,62
"JAMMU & KASHMIR","Budgam",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Doda",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Jammu",1918,2122,1690,0,0,3812
"JAMMU & KASHMIR","Kargil",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Kathua",93,62,50,0,0,112
"JAMMU & KASHMIR","Kupwara",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Leh",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Poonch",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Pulwama",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Rajouri",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Srinagar",7,6,0,0,0,6
"JAMMU & KASHMIR","Udhampur",NA,NA,NA,NA,NA,NA
"KARNATAKA","BANGALORE RURAL",15959.69,9827.03,4554.45,5106.53,790.12,20278.13
"KARNATAKA","BANGALORE URBAN",18829.44,14680.92,6309.56,3264.86,273.08,24528.42
"KARNATAKA","BELGAUM",22391.87,18111.22,6752.52,1386.49,560.25,26810.48
"KARNATAKA","BELLARY",29784.62,33235.6,15112.13,8602.52,9260.4,66210.65
"KARNATAKA","BIDAR",9045.24,5128.38,3898.19,937.52,20.5,9984.59
"KARNATAKA","BIJAPUR",12238.23,8803.65,4133.91,845.64,2352.69,16135.89
"KARNATAKA","CHIKKAMAGALORE",4039.93,1259.03,543.84,3150.05,35.9,4988.82
"KARNATAKA","CHITRADURGA",23342.36,16152.95,3102.07,7578.12,5343.27,32176.41
"KARNATAKA","DAKSHINA KANNADA",3557.07,218.44,849.25,2468.25,97.28,3633.22
"KARNATAKA","DHARWAR",22640.71,16558.69,11231.61,3406.73,3906.44,35103.47
"KARNATAKA","GULBARGA",1014.27,413.35,560.18,56.35,8.16,1038.04
"KARNATAKA","HASSAN",2150.34,881.86,778.91,916.09,119.96,2696.82
"KARNATAKA","KODAGU",54.5,37,26.5,0,0,63.5
"KARNATAKA","KOLAR",31893.21,22927.46,12175.49,9825.2,2102.87,47031.02
"KARNATAKA","MANDYA",3788.6,1918.54,1135.45,1073.11,226.84,4353.94
"KARNATAKA","MYSORE",9009.3,5607.82,1252.06,3195.75,855.85,10911.48
"KARNATAKA","RAICHUR",9157.76,8464.65,4289.56,482.4,913.91,14150.52
"KARNATAKA","SHIMOGA",16364.07,5298.53,1420.82,11765.54,1009.75,19494.64
"KARNATAKA","TUMKUR",39017.37,24926.69,10436.43,18098.42,2456.53,55918.07
"KARNATAKA","UTTARA KANNADA",875,550.24,361.43,65.29,32.9,1009.86
"KERALA","ALAPUZHA",31,0,8,10,17,35
"KERALA","ERANAKULAM",63,19,12,41,4,76
"KERALA","IDUKKI",1,0,0,1,0,1
"KERALA","KANNUR",24,0,0,24,1,25
"KERALA","KASARAGODE",116,54,15,46,22,137
"KERALA","KOLLAM",108,81,81,5,5,172
"KERALA","KOTTAYAM",285,0,50,291,61,402
"KERALA","KOZHIKODE",9,0,0,9,1,10
"KERALA","MALAPPURAM",36,9,8,28,11,56
"KERALA","PALAKKAD",38,12,14,4,20,50
"KERALA","PATHANAMTHITTA",6,0,0,1,5,6
"KERALA","THIRUVANANTHAPURAM",2,0,0,1,0,1
"KERALA","THRISSUR",8,0,0,6,2,8
"KERALA","WAYANAD",NA,NA,NA,NA,NA,NA
"MADHYA PRADESH","BALAGHAT",9,9,0,0,0,9
"MADHYA PRADESH","BASTAR",32,28,6,4,0,38
"MADHYA PRADESH","BETUL",1131,62,1091,3,0,1156
"MADHYA PRADESH","BHIND",985,92,1136,0,0,1228
"MADHYA PRADESH","BHOPAL",NA,NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR",2843,2538,1119,8,5,3670
"MADHYA PRADESH","CHHATARPUR",317,0,318,0,0,318
"MADHYA PRADESH","CHHINDWARA",6292,1063,5070,1,685,6819
"MADHYA PRADESH","DAMOH",939,0,939,0,0,939
"MADHYA PRADESH","DATIA",NA,NA,NA,NA,NA,NA
"MADHYA PRADESH","DEWAS",3007,336,2638,2,88,3064
"MADHYA PRADESH","DHAR",1502,793,810,5,1,1609
"MADHYA PRADESH","DURG",995,949,845,5,14,1813
"MADHYA PRADESH","GUNA",2723,20,2789,0,0,2809
"MADHYA PRADESH","GWALIOR",307,83,291,0,0,374
"MADHYA PRADESH","HOSHANGABAD",2945,12,2936,0,0,2948
"MADHYA PRADESH","INDORE",3109,71,3058,1,0,3130
"MADHYA PRADESH","JABALPUR",1834,524,1699,0,0,2223
"MADHYA PRADESH","JHABUA",198,82,117,0,0,199
"MADHYA PRADESH","KHANDWA",3136,1182,1823,968,35,4008
"MADHYA PRADESH","KHARGONE",5825,3892,2265,142,12,6311
"MADHYA PRADESH","MANDLA",14,0,14,0,0,14
"MADHYA PRADESH","MANDSAUR",3827,929,3315,28,5,4277
"MADHYA PRADESH","MORENA",1576,84,1591,0,0,1675
"MADHYA PRADESH","NARSIMHAPUR",6832,1313,5975,10,0,7298
"MADHYA PRADESH","PANNA",340,0,340,0,3,343
"MADHYA PRADESH","RAIGARH",1660,707,1112,0,0,1819
"MADHYA PRADESH","RAIPUR",4233,5340,1623,41,0,7004
"MADHYA PRADESH","RAISEN",983,242,986,0,0,1228
"MADHYA PRADESH","RAJGARH",861,129,865,0,0,994
"MADHYA PRADESH","RAJNANDGAON",535,499,138,1,3,641
"MADHYA PRADESH","RATLAM",4975,1102,4001,9,12,5124
"MADHYA PRADESH","REWA",3005,2364,2792,7,5,5168
"MADHYA PRADESH","SAGAR",638,2,685,0,0,687
"MADHYA PRADESH","SATNA",12428,10706,12188,4611,111,27616
"MADHYA PRADESH","SEHORE",30,0,30,0,0,30
"MADHYA PRADESH","SEONI",1627,247,1430,0,0,1677
"MADHYA PRADESH","SHAHDOL",1213,1244,1163,0,0,2407
"MADHYA PRADESH","SHAJAPUR",1256,143,1228,0,13,1384
"MADHYA PRADESH","SHIVPURI",659,923,1448,0,0,2371
"MADHYA PRADESH","SIDHI",349,0,349,0,0,349
"MADHYA PRADESH","SURGUJA",6254,4838,1901,283,0,7022
"MADHYA PRADESH","TIKAMGARH",1855,379,1903,0,0,2282
"MADHYA PRADESH","UJJAIN",3753,54,3730,33,0,3817
"MADHYA PRADESH","VIDISHA",874,0,925,0,0,925
"MAHARASHTRA","",NA,NA,NA,NA,NA,NA
"MANIPUR","BISHNUPUR",NA,NA,NA,NA,NA,NA
"MANIPUR","CHANDEL",NA,NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR",NA,NA,NA,NA,NA,NA
"MANIPUR","IMPHAL",NA,NA,NA,NA,NA,NA
"MANIPUR","SENAPATI",NA,NA,NA,NA,NA,NA
"MANIPUR","TAMENGLONG",NA,NA,NA,NA,NA,NA
"MANIPUR","THOUBAL",NA,NA,NA,NA,NA,NA
"MANIPUR","UKHRUL",NA,NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS",20,10,0,10,2,22
"MEGHALAYA","EAST KHASI HILLS",NA,NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS",NA,NA,NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT",NA,NA,NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS",NA,NA,NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS",198,194,141,1,23,359
"MEGHALAYA","WEST KHASI HILLS",NA,NA,NA,NA,NA,NA
"MIZORAM","AIZAWL",NA,NA,NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI",NA,NA,NA,NA,NA,NA
"MIZORAM","LUNGLEI",NA,NA,NA,NA,NA,NA
"NAGALAND","KOHIMA",14,7,7,0,0,14
"NAGALAND","MOKOKCHUNG",NA,NA,NA,NA,NA,NA
"NAGALAND","MON",NA,NA,NA,NA,NA,NA
"NAGALAND","PHEK",NA,NA,NA,NA,NA,NA
"NAGALAND","TUENSANG",NA,NA,NA,NA,NA,NA
"NAGALAND","WOKHA",NA,NA,NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO",NA,NA,NA,NA,NA,NA
"ORISSA","ANGUL",NA,NA,NA,NA,NA,NA
"ORISSA","BALASORE",28451,23957,18836,161,4319,47273
"ORISSA","BARAGARH",101,76,27,22,3,128
"ORISSA","BHADRAK",10289,6598,7279,45,104,14026
"ORISSA","BOLANGIR",5,3,1,0,1,5
"ORISSA","BOUDH",10,10,0,0,0,10
"ORISSA","CUTTACK",2663,2630,2229,37,0,4896
"ORISSA","DEOGARH",NA,NA,NA,NA,NA,NA
"ORISSA","DHENKANAL",2,2,2,0,0,4
"ORISSA","GAJAPATI",4,0,4,0,0,4
"ORISSA","GANJAM",78,27,38,22,0,87
"ORISSA","JAGATSINGHPUR",906,774,777,0,15,1566
"ORISSA","JAJPUR",5746,3461,5043,8,14,8526
"ORISSA","JHARSUGUDA",61,53,49,5,0,107
"ORISSA","KALAHANDI",7,7,7,0,0,14
"ORISSA","KENDRAPARA",503,262,571,20,6,859
"ORISSA","KEONJHAR",68,37,51,0,0,88
"ORISSA","KHURDA",115,50,62,13,1,126
"ORISSA","KORAPUT",NA,NA,NA,NA,NA,NA
"ORISSA","MALKANGIRI",NA,NA,NA,NA,NA,NA
"ORISSA","MAYURBHANJ",2486,2263,1927,19,2,4211
"ORISSA","NAYAGARH",14,8,0,6,0,14
"ORISSA","NOWRANGPUR",NA,NA,NA,NA,NA,NA
"ORISSA","NUAPADA",6,6,0,0,0,6
"ORISSA","PHULBANI",NA,NA,NA,NA,NA,NA
"ORISSA","PURI",100,49,107,0,3,159
"ORISSA","RAYAGADA",11,11,11,0,0,22
"ORISSA","SAMBALPUR",NA,NA,NA,NA,NA,NA
"ORISSA","SONEPUR",NA,NA,NA,NA,NA,NA
"ORISSA","SUNDARGARH",NA,NA,NA,NA,NA,NA
"PUNJAB","AMRITSAR",12,12,12,0,0,24
"PUNJAB","BATHINDA",50,50,50,0,0,100
"PUNJAB","FARIDKOT",NA,NA,NA,NA,NA,NA
"PUNJAB","FATEHGARH SAHIB",130,126,114,6,0,246
"PUNJAB","FEROZEPUR",NA,NA,NA,NA,NA,NA
"PUNJAB","GURDASPUR",719,666,677,0,0,1343
"PUNJAB","HOSHIARPUR",13402,10940,12665,572,183,24360
"PUNJAB","JALANDHAR",NA,NA,NA,NA,NA,NA
"PUNJAB","KAPURTHALA",823,255,773,0,2,1030
"PUNJAB","LUDHIANA",5,2,7,5,0,14
"PUNJAB","MANSA",124,117,117,0,0,234
"PUNJAB","PATIALA",3187,3080,3082,41,276,6479
"PUNJAB","ROPAR",3310,1769,3017,250,47,5083
"PUNJAB","SANGRUR",3568,3418,3565,16,12,7011
"RAJASTHAN","AJMER",19,4,15,0,0,19
"RAJASTHAN","ALWAR",NA,NA,NA,NA,NA,NA
"RAJASTHAN","BANSWARA",NA,NA,NA,NA,NA,NA
"RAJASTHAN","BARAN",2969,301,2959,0,0,3260
"RAJASTHAN","BARMER",109,0,109,0,0,109
"RAJASTHAN","BHARATPUR",2240,41,2280,9,3,2333
"RAJASTHAN","BHILWARA",209,3,210,0,0,213
"RAJASTHAN","BIKANER",173,75,146,6,0,227
"RAJASTHAN","BUNDI",869,0,869,0,0,869
"RAJASTHAN","CHITTORGARH",6119,449,5887,3,86,6425
"RAJASTHAN","CHURU",284,112,185,0,2,299
"RAJASTHAN","DAUSA",8,0,8,0,0,8
"RAJASTHAN","DHOLPUR",NA,NA,NA,NA,NA,NA
"RAJASTHAN","DUNGARPUR",725,24,685,0,22,731
"RAJASTHAN","GANGANAGAR",NA,NA,NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH",NA,NA,NA,NA,NA,NA
"RAJASTHAN","JAIPUR",NA,NA,NA,NA,NA,NA
"RAJASTHAN","JAISALMER",57,0,57,0,0,57
"RAJASTHAN","JALORE",1029,43,1039,0,2,1084
"RAJASTHAN","JHALAWAR",562,0,562,0,0,562
"RAJASTHAN","JHUNJHNU",NA,NA,NA,NA,NA,NA
"RAJASTHAN","JODHPUR",70024,10469,69951,346,1432,82198
"RAJASTHAN","KOTA",3895,94,4004,7,2,4107
"RAJASTHAN","NAGAUR",40873,6849,42695,195,850,50589
"RAJASTHAN","PALI",1596,0,2444,0,3,2447
"RAJASTHAN","RAJSAMAND",74,6,74,0,0,80
"RAJASTHAN","SAWAI-MADHOPUR",132,0,135,0,0,135
"RAJASTHAN","SIKAR",NA,NA,NA,NA,NA,NA
"RAJASTHAN","SIROHI",NA,NA,NA,NA,NA,NA
"RAJASTHAN","TONK",183,0,183,0,0,183
"RAJASTHAN","UDAIPUR",32,9,26,0,0,35
"SIKKIM","EAST SIKKIM",NA,NA,NA,NA,NA,NA
"SIKKIM","NORTH SIKKIM",NA,NA,NA,NA,NA,NA
"SIKKIM","SOUTH SIKKIM",NA,NA,NA,NA,NA,NA
"SIKKIM","WEST SIKKIM",NA,NA,NA,NA,NA,NA
"TAMIL NADU","COIMBATORE",4662.49,2733.19,874.39,1397.24,81.2,5086.02
"TAMIL NADU","CUDDALORE",14655.54,8523.04,7221.65,777.78,1058.09,17580.56
"TAMIL NADU","DHARMAPURI",1309.69,814.62,159.46,180.3,205.31,1359.69
"TAMIL NADU","DINDIGUL",204.2,89.13,150.22,88.77,11.89,340.01
"TAMIL NADU","ERODE",1512.16,1168.69,1275.56,44.68,462.97,2951.9
"TAMIL NADU","KANCHIPURAM",NA,NA,NA,NA,NA,NA
"TAMIL NADU","KANNIYAKUMARI",1.2,0,0,1.2,0,1.2
"TAMIL NADU","KARUR",95.82,69,44.16,1.76,0,114.92
"TAMIL NADU","MADRAS",NA,NA,NA,NA,NA,NA
"TAMIL NADU","MADURAI",3.72,0,0,3.72,0,3.72
"TAMIL NADU","NAGAPATTINAM",61,61,0,0,0,61
"TAMIL NADU","NAMAKKAL",2087.28,2023.21,44.28,40.32,19.59,2127.4
"TAMIL NADU","PERAMBALUR",6210.77,1386.68,5172.95,63.71,1,6624.34
"TAMIL NADU","PUDUKOTTAI",2587.34,1785.05,983.25,294.98,177.1,3240.38
"TAMIL NADU","RAMNATHAPURAM",182.09,112.32,53.35,0.5,17.08,183.25
"TAMIL NADU","SALEM",1164.62,1128.38,198.15,16.25,5,1347.78
"TAMIL NADU","SIVAGANGA",790.99,130.3,285.07,91.69,536.47,1043.53
"TAMIL NADU","THANJAVUR",4602.54,2039.39,2049.58,1143.6,971.4,6203.97
"TAMIL NADU","THE NILGIRIS",NA,NA,NA,NA,NA,NA
"TAMIL NADU","THENI",36.14,25.51,173.01,163.92,1.85,364.29
"TAMIL NADU","THOOTHUGUDI",NA,NA,NA,NA,NA,NA
"TAMIL NADU","TIRUNELVELI",41.28,29.9,9.23,3.85,0,42.98
"TAMIL NADU","TIRUVALLUR",527.65,357.12,112.19,140.51,53.38,663.2
"TAMIL NADU","TIRUVANNAMALAI",NA,NA,NA,NA,NA,NA
"TAMIL NADU","TIRUVARUR",947.26,599.46,579.86,46.96,5.97,1232.25
"TAMIL NADU","TRICHIRAPPALLI",31.97,80.45,3.01,0,0,83.46
"TAMIL NADU","VELLORE",NA,NA,NA,NA,NA,NA
"TAMIL NADU","VILLUPURAM",17463.04,8389.62,4903.94,4024.57,1114.48,18432.61
"TAMIL NADU","VIRUDHUNAGAR",13.39,0.32,0,2.7,10.37,13.39
"TRIPURA","DHALAI",40,20,25,0,0,45
"TRIPURA","NORTH",141,79,73,0,3,155
"TRIPURA","SOUTH",954,560,533,53,92,1238
"TRIPURA","WEST",1981,1086,1474,28,29,2617
"UTTAR PRADESH","AGRA",48350,13865,45152,3224,2599,64840
"UTTAR PRADESH","ALIGARH",2133,1137,1713,256,106,3212
"UTTAR PRADESH","ALLAHABAD",28757,22675,14754,3269,1156,41854
"UTTAR PRADESH","ALMORA",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR",2290,4479,3656,700,298,9133
"UTTAR PRADESH","AZAMGARH",2948,1100,2199,528,448,4275
"UTTAR PRADESH","BADAUN",55680,29232,28536,0,0,57768
"UTTAR PRADESH","BAHRAICH",22944,11631,24853,1637,1318,39439
"UTTAR PRADESH","BALLIA",42113,17544,26829,1565,4995,50933
"UTTAR PRADESH","BANDA",22731,4452,17695,360,283,22790
"UTTAR PRADESH","BARABANKI",NA,NA,NA,NA,NA,NA
