-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells in use and their Potential Created/ Utilised according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.16.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells in use and their Potential Created/ Utilised according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.16.csv"
}
-----
-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells according to The Farmers holding size. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.3.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells according to The Farmers holding size", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.3.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Marginal (0-1 ha),Small (1-2 ha),Medium (2-10 ha),Big ( > 10 ha),Total
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,0,0,1,0,1
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,1,5,8,0,14
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,0,0,0,4,4
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SATYAVEDU,0,1,0,0,1
ANDHRA PRADESH,CHITTOOR,SODAM,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SOMALA,4,12,3,0,19
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,THAMBALLAPALLE,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,THAVANAMPALLE,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VAYALPAD,1,4,2,0,7
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,5,1,2,0,8
ANDHRA PRADESH,CHITTOOR,YADAMARI,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,6,59,107,0,172
ANDHRA PRADESH,CUDDAPAH,ATLUR,5,171,134,0,310
ANDHRA PRADESH,CUDDAPAH,B KODUR,8,131,201,1,341
ANDHRA PRADESH,CUDDAPAH,BADVEL,48,90,42,0,180
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,15,37,76,1,129
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,0,0,2,0,2
ANDHRA PRADESH,CUDDAPAH,CHENNUR,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,19,6,2,0,27
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHITVEL,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CUDDAPAH,0,2,2,0,4
ANDHRA PRADESH,CUDDAPAH,DUVVUR,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,0,27,27,0,54
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,2,3,3,0,8
ANDHRA PRADESH,CUDDAPAH,KALASAPADU,8,34,12,1,55
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KODUR,0,0,0,1,1
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,LINGALA,76,214,293,6,589
ANDHRA PRADESH,CUDDAPAH,MUDDANUR,0,1,5,0,6
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,NANDALUR,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,OBULAVARIPALLE,5,3,8,0,16
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,0,1,0,0,1
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,0,0,0,2,2
ANDHRA PRADESH,CUDDAPAH,PENDLIMARRI,11,8,8,4,31
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,0,37,56,0,93
ANDHRA PRADESH,CUDDAPAH,PULIVENDLA,22,100,88,3,213
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAMAPURAM,1,10,3,0,14
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,1,0,0,0,1
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,56,55,8,0,119
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,55,63,57,0,175
ANDHRA PRADESH,CUDDAPAH,SIMHADRIPURAM,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,0,0,1,5,6
ANDHRA PRADESH,CUDDAPAH,THANDUR,3,14,63,7,87
ANDHRA PRADESH,CUDDAPAH,VALLUR,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,1,7,0,0,8
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,0,0,1,0,1
ANDHRA PRADESH,CUDDAPAH,VEMULA,17,87,114,0,218
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,0,7,1,0,8
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,ANAPARTHI,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,2,0,8,1,11
ANDHRA PRADESH,EAST GODAVARI,GANDEPALLE,0,0,2,26,28
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,0,0,0,6,6
ANDHRA PRADESH,EAST GODAVARI,KAPILESWARAPURAM,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,MANDAPETA,0,0,2,0,2
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,1,1,1,0,3
ANDHRA PRADESH,EAST GODAVARI,PITHAPURAM,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY(RURAL),0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,0,2,13,1,16
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,SEETHANAGARAM,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,DACHEPALLE,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,DURGI,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,MACHERLA,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,VELDURTHI,0,19,5,0,24
ANDHRA PRADESH,KARIMNAGAR,KATARAM,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,0,1,0,0,1
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,1,0,0,0,1
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MAHADEVPUR,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,JULURPAD,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,0,0,1,0,1
ANDHRA PRADESH,KRISHNA,BAPULAPADU,0,0,1,0,1
ANDHRA PRADESH,KRISHNA,CHATRAI,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,G KONDURU,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,MUSUNURU,0,0,0,1,1
ANDHRA PRADESH,KRISHNA,NUZVID,3,2,9,0,14
ANDHRA PRADESH,KRISHNA,TIRUVURU,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,UNGUTURU,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,ADONI,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,ALLAGADDA,12,31,24,2,69
ANDHRA PRADESH,KURNOOL,ATMAKUR,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,0,1,4,0,5
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,4,1,0,0,5
ANDHRA PRADESH,KURNOOL,KURNOOL,0,0,5,0,5
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,0,1,0,0,1
ANDHRA PRADESH,KURNOOL,ORVAKAL,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,PEAPALLY,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,SIRVEL,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,VELDURTHI,0,0,0,0,0
ANDHRA PRADESH,MEDAK,JAGDEVPUR,0,2,0,0,2
ANDHRA PRADESH,MEDAK,KOHIR,0,1,4,0,5
ANDHRA PRADESH,MEDAK,KONDAPAK,0,0,0,0,0
ANDHRA PRADESH,MEDAK,ZAHIRABAD,4,11,13,2,30
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,0,0,0,0,0
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,0,0,0,0,0
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,0,0,0,0,0
ANDHRA PRADESH,NELLORE,CHEJERLA,0,2,5,0,7
ANDHRA PRADESH,NELLORE,JALADANKI,0,0,0,0,0
ANDHRA PRADESH,NELLORE,MANUBOLU,0,0,0,1,1
ANDHRA PRADESH,NIZAMABAD,TADWAI,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,ARDHAVEEDU,0,0,1,0,1
ANDHRA PRADESH,PRAKASAM,CHADRASEKARAPURAM,0,0,2,0,2
ANDHRA PRADESH,PRAKASAM,DORNALA,94,129,66,0,289
ANDHRA PRADESH,PRAKASAM,JANAKAVARAMPANGULURU,13,14,2,0,29
ANDHRA PRADESH,PRAKASAM,PAMUR,0,1,6,0,7
ANDHRA PRADESH,PRAKASAM,PULLALACHERUVU,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,YERRAGONDAPALEM,0,0,0,0,0
ANDHRA PRADESH,RANGAREDDY,IBRAHIMPATAM,26,28,37,3,94
ANDHRA PRADESH,RANGAREDDY,MARPALLE,0,0,0,0,0
ANDHRA PRADESH,RANGAREDDY,MEDCHAL,0,0,0,0,0
ANDHRA PRADESH,RANGAREDDY,MOINABAD,1,0,0,0,1
ANDHRA PRADESH,RANGAREDDY,NAWABPET,2,6,1,0,9
ANDHRA PRADESH,RANGAREDDY,RAJENDRANAGAR,1,0,0,0,1
ANDHRA PRADESH,RANGAREDDY,SHABAD,0,0,0,0,0
ANDHRA PRADESH,RANGAREDDY,SHAMIRPET,1,0,0,0,1
ANDHRA PRADESH,RANGAREDDY,YACHARAM,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,RANASTALAM,1,12,29,2,44
ANDHRA PRADESH,VISAKHAPATNAM,BHEEMUNIPATNAM,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,MADUGULA,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,PADMANABHAM,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,YELAMANCHILI,0,0,2,0,2
ANDHRA PRADESH,WARANGAL,ETURNAGARAM,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,GHANAPUR,38,12,2,0,52
ANDHRA PRADESH,WARANGAL,GHANPUR(stn),0,0,0,0,0
ANDHRA PRADESH,WARANGAL,GOVINDARAOPET,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,GUDUR,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,HANAMKONDA,0,1,0,0,1
ANDHRA PRADESH,WARANGAL,KOTHAGUDEM,1,25,87,0,113
ANDHRA PRADESH,WARANGAL,MANGAPET,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,NARSIMHULAPET,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,TADVAI,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,THORRUR,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,VENKATAPUR,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,BHIMADOLE,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,CHAGALLU,1,0,0,0,1
ANDHRA PRADESH,WEST GODAVARI,CHINTALAPUDI,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,DENDULURU,5,0,2,2,9
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,DWARAKA TIRUMALA,0,1,2,0,3
ANDHRA PRADESH,WEST GODAVARI,ELURU,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,GOPALAPURAM,0,0,0,2,2
ANDHRA PRADESH,WEST GODAVARI,JANGAREDDIGUDEM,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,JEELUGUMILLI,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,KAMAVARAPUKOTA,0,54,351,0,405
ANDHRA PRADESH,WEST GODAVARI,KOYYALAGUDEM,0,2,5,1,8
ANDHRA PRADESH,WEST GODAVARI,LINGAPALEM,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,NALLAJERLA,0,0,3,2,5
ANDHRA PRADESH,WEST GODAVARI,NIDADAVOLE,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,PEDAPADU,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,T NARASAPURAM,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,0,0,0,0,0
ANDHRA PRADESH,WEST GODAVARI,UNGUTURU,0,0,1,0,1
ARUNACHAL PRADESH,PAPUMPARE,KIMIN-DOIMUKH,0,0,0,0,0
ASSAM,BARPETA,BARPETA,0,0,0,0,0
ASSAM,BARPETA,CHENGA,0,1,3,1,5
ASSAM,BARPETA,GOBARDHANA,3,0,1,0,4
ASSAM,BONGAIGAON,DANGTOLA,0,9,0,0,9
ASSAM,BONGAIGAON,SIDLI- CHIRANG PT,0,0,0,0,0
ASSAM,BONGAIGAON,TAPALARI,0,0,3,0,3
ASSAM,CACHAR,NARSINGPUR,0,0,0,0,0
ASSAM,CACHAR,SILCHAR,0,0,0,0,0
ASSAM,DARRANG,BECHIMARI,0,1,0,0,1
ASSAM,DARRANG,BHERGAON,2,6,6,0,14
ASSAM,DARRANG,DOLGAON-SIALMARI,0,2,3,8,13
ASSAM,DARRANG,KALAIGAON,2,8,11,1,22
ASSAM,DARRANG,MAZBAT,1,3,3,7,14
ASSAM,DARRANG,PACHIM-MANGALDAI,0,16,0,0,16
ASSAM,DARRANG,PUB-MANGALDAI,0,5,1,3,9
ASSAM,DARRANG,SIPAJHAR,38,1,0,1,40
ASSAM,DARRANG,UDALGURI,1,1,0,0,2
ASSAM,DHEMAJI,DHEMAJI,0,0,0,0,0
ASSAM,DHEMAJI,SISSIBOR GAON,0,0,0,0,0
ASSAM,DHUBRI,CHAPAR-SALKOCHS,0,0,0,0,0
ASSAM,DHUBRI,GAURIPUR,0,3,8,0,11
ASSAM,DHUBRI,GOLOKGANJ,0,0,0,0,0
ASSAM,DHUBRI,MANKACHAR,0,0,0,0,0
ASSAM,DHUBRI,SOUTH SALMARA,0,0,0,0,0
ASSAM,DIBRUGARH,KHOWANG,0,0,0,0,0
ASSAM,DIBRUGARH,LAHOWAL,4,0,0,0,4
ASSAM,DIBRUGARH,TENGAKHAT,1,0,0,0,1
ASSAM,GOALPARA,BALIJAN,0,0,0,0,0
ASSAM,GOALPARA,DUDHNAI,0,0,0,0,0
ASSAM,GOALPARA,JALESWAR,0,0,0,0,0
ASSAM,GOALPARA,KHARMUJA,0,0,0,3,3
ASSAM,GOALPARA,KRISHNAI,0,0,0,0,0
ASSAM,GOALPARA,KUSHDHAWA,0,0,0,0,0
ASSAM,GOALPARA,MATIA,0,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,0,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT EAST,0,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT NORTH,0,0,0,1,1
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,0,0,0,0,0
ASSAM,HAILAKANDI,ALGAPUR,0,0,0,0,0
ASSAM,HAILAKANDI,LALA,0,0,0,0,0
ASSAM,JORHAT,JORHAT,0,0,0,0,0
ASSAM,JORHAT,JORHAT CENTRAL,0,0,0,0,0
ASSAM,JORHAT,JORHAT NORTH WEST,0,0,0,1,1
ASSAM,JORHAT,KALIAPANI,0,0,0,3,3
ASSAM,JORHAT,MAJULI,0,0,0,0,0
ASSAM,JORHAT,TITABAR,0,0,0,0,0
ASSAM,JORHAT,UJANI MAJULI,0,0,0,0,0
ASSAM,KAMRUP,BOKO BONGAON,0,0,0,0,0
ASSAM,KAMRUP,GAROI MARI,0,0,0,0,0
ASSAM,KAMRUP,GORESWAR,0,0,0,0,0
ASSAM,KAMRUP,HAJO,0,0,0,0,0
ASSAM,KAMRUP,KAMALPUR,0,0,0,0,0
ASSAM,KAMRUP,RANGIA,0,0,0,0,0
ASSAM,KAMRUP,RANI,0,0,0,0,0
ASSAM,KARBIANGLONG,HOWRAGHAT,0,0,0,0,0
ASSAM,KARIMGANJ,NORTH KARIMGANJ,1,0,0,0,1
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,2,0,0,5,7
ASSAM,KOKRAJHAR,GOSSAIGAON,0,0,0,1,1
ASSAM,KOKRAJHAR,KOKRAJHAR,0,0,0,1,1
ASSAM,LAKHIMPUR,BIHPURIA,0,0,0,0,0
ASSAM,LAKHIMPUR,BOGINODI,0,0,0,0,0
ASSAM,LAKHIMPUR,DHAKUAKHANA,0,0,0,0,0
ASSAM,LAKHIMPUR,GHILAMARI,0,0,0,0,0
ASSAM,LAKHIMPUR,KARUNABARI,0,0,0,0,0
ASSAM,LAKHIMPUR,LAKHIMPUR,0,0,0,0,0
ASSAM,LAKHIMPUR,NARAYANPUR,0,0,1,0,1
ASSAM,LAKHIMPUR,NOWBOICHA,0,0,0,0,0
ASSAM,MORIGAON,BHUR- BANDHA,3,1,0,0,4
ASSAM,MORIGAON,DULONGGHAT,0,0,1,0,1
ASSAM,MORIGAON,LAHORIGHAT,0,0,0,0,0
ASSAM,MORIGAON,MAIRABARI,0,0,0,0,0
ASSAM,MORIGAON,MAYONG,1,0,0,0,1
ASSAM,NAGOAN,BAJIAGAON,0,0,0,0,0
ASSAM,NAGOAN,BARHAMPUR,0,0,0,0,0
ASSAM,NAGOAN,JOGIJAN,1,0,0,0,1
ASSAM,NAGOAN,KALIABOR,1,0,0,0,1
ASSAM,NAGOAN,KATHITOLI,0,0,0,3,3
ASSAM,NAGOAN,UDALI,0,0,0,1,1
ASSAM,NALBARI,BARIGOG-BANBHAG,0,0,0,2,2
ASSAM,NALBARI,BARKHETRI,0,0,0,0,0
ASSAM,NALBARI,BASKA,0,0,0,0,0
ASSAM,NALBARI,DHAMDHAMA,0,0,0,0,0
ASSAM,NALBARI,MADHUPUR,0,0,0,0,0
ASSAM,NALBARI,PACHIM NALBARI,0,0,0,0,0
ASSAM,NALBARI,PUB-NALBARI,0,0,0,11,11
ASSAM,NALBARI,TIHU BARAMA,0,0,0,0,0
ASSAM,NC HILLS,DIYUNGBRA,0,0,0,1,1
ASSAM,SIBSAGAR,GOURISAGAR,0,0,0,0,0
ASSAM,SIBSAGAR,NAZIRA,0,0,1,0,1
ASSAM,SIBSAGAR,SEPEKHATI,0,0,0,0,0
ASSAM,SIBSAGAR,SIBSAGAR,0,0,0,0,0
ASSAM,SIBSAGAR,SONARI,0,0,0,0,0
ASSAM,SONITPUR,BAGHMARA,0,0,0,4,4
ASSAM,SONITPUR,BIHAGURI,0,0,0,1,1
ASSAM,SONITPUR,BORCHALA,0,2,0,0,2
ASSAM,SONITPUR,PUB-CHAIDUAR,0,1,0,0,1
ASSAM,TINSUKIA,GUIJAN,0,0,1,0,1
ASSAM,TINSUKIA,HAPJAN,1,0,0,0,1
ASSAM,TINSUKIA,KAKAPATHAR,0,0,0,1,1
ASSAM,TINSUKIA,MARGHERITA,0,0,0,0,0
ASSAM,TINSUKIA,SAIKHOWA,107,28,4,0,139
BIHAR,AURANGABAD,AURANGABAD,0,0,0,0,0
BIHAR,AURANGABAD,BARUN,0,0,0,0,0
BIHAR,AURANGABAD,DEO,0,0,0,0,0
BIHAR,AURANGABAD,GOH,0,0,0,0,0
BIHAR,AURANGABAD,HASPURA,0,0,0,0,0
BIHAR,AURANGABAD,KUTUMBA,0,0,0,0,0
BIHAR,AURANGABAD,OBRA,0,0,0,0,0
BIHAR,BANKA,BANKA,0,0,0,0,0
BIHAR,BANKA,DHORAIYA,0,0,0,0,0
BIHAR,BEGUSARAI,BACHHAWARA,0,0,0,0,0
