-----
{
 "description": "The table refers to District wise Distribution of Surface Lift Schemes(on Drain/Canal) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftstate5.18.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Lift Schemes(on Drain/Canal) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcliftstate5.18.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"BIHAR","GOPAALGANJ",4,0,4,192,0,192,10,0,10
"BIHAR","JAMUI",4,4,8,15,22,37,13,16,29
"BIHAR","JEHANABAD",2,0,2,150,0,150,0,0,0
"BIHAR","KAIMUR (BHABUA)",4,17,21,14,53,67,9,49,58
"BIHAR","KATIHAR",0,0,0,0,0,0,0,0,0
"BIHAR","KHAGARIA",2,0,2,8,0,8,8,0,8
"BIHAR","KISHANGANJ",0,0,0,0,0,0,0,0,0
"BIHAR","LAKHISARAI",0,10,10,0,59,59,0,52,52
"BIHAR","MADHEPURA",0,0,0,0,0,0,0,0,0
"BIHAR","MADHUBANI",0,0,0,0,0,0,0,0,0
"BIHAR","MUNGER",1,0,1,60,0,60,40,0,40
"BIHAR","MUZAFFARPUR",1,1,2,11,40,51,8,6,14
"BIHAR","NALANDA",4,0,4,418,0,418,417,0,417
"BIHAR","NAWADA",1,0,1,100,0,100,100,0,100
"BIHAR","PATNA",1,8,9,4,13,17,0,13,13
"BIHAR","PURNIA",0,0,0,0,0,0,0,0,0
"BIHAR","ROHTAS(SASARAM)",2,0,2,152,0,152,92,0,92
"BIHAR","SAHARSA",0,1,1,0,7,7,0,7,7
"BIHAR","SAMASTIPUR",0,0,0,0,0,0,0,0,0
"BIHAR","SARAN",1,0,1,11,0,11,9,0,9
"BIHAR","SHEKHPURA",0,0,0,0,0,0,0,0,0
"BIHAR","SHEOHAR",0,0,0,0,0,0,0,0,0
"BIHAR","SITAMARHI",1,5,6,25,96,121,25,90,115
"BIHAR","SIWAN",0,0,0,0,0,0,0,0,0
"BIHAR","SUPAUL",0,0,0,0,0,0,0,0,0
"BIHAR","VAISHALI",0,0,0,0,0,0,0,0,0
"BIHAR","WEST CHAMPARAN",0,0,0,0,0,0,0,0,0
"CHHATTISGARH","BASTER",0,9,9,0,6,6,0,4,4
"CHHATTISGARH","BILASPUR",3,0,3,46,0,46,46,0,46
"CHHATTISGARH","DANTEWADA",0,0,0,0,0,0,0,0,0
"CHHATTISGARH","DHAMTARI",0,0,0,0,0,0,0,0,0
"CHHATTISGARH","DURG",5,19,24,361,128,489,361,103,464
"CHHATTISGARH","JANJGIR-CHAMPA",1,0,1,4,0,4,4,0,4
"CHHATTISGARH","JASHPUR",0,0,0,0,0,0,0,0,0
"CHHATTISGARH","KANKER",0,1,1,0,17,17,0,7,7
"CHHATTISGARH","KORBA",2,98,100,26,47,73,18,46,65
"CHHATTISGARH","KORIA",2,9,11,7,4,11,7,4,11
"CHHATTISGARH","KVARDHA",0,2,2,0,12,12,0,12,12
"CHHATTISGARH","MAHASAMUND",1,1,2,325,290,615,325,220,545
"CHHATTISGARH","RAIGARH",1,7,8,1,113,114,1,73,74
"CHHATTISGARH","RAIPUR",2,10,12,114,12,126,93,12,105
"CHHATTISGARH","RAJNANDGAON",10,0,10,479,0,479,479,0,479
"CHHATTISGARH","SURGUJA",18,4,22,309,6,315,306,2,308
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",0,0,0,0,0,0,0,0,0
"DELHI","NANGLOI",23,15,38,374,82,456,368,65,433
"GOA","NORTH GOA",0,0,0,0,0,0,0,0,0
"GOA","SOUTH GOA",3,2,5,31,2,33,23,2,25
"GUJARAT","AHMEDABAD",0,0,0,0,0,0,0,0,0
"GUJARAT","BANASKANTHA",0,0,0,0,0,0,0,0,0
"GUJARAT","BHARUCH",1,0,1,110,0,110,90,0,90
"GUJARAT","DAHOD",2,0,2,95,0,95,0,0,0
"GUJARAT","DANG",0,0,0,0,0,0,0,0,0
"GUJARAT","KACHCHH",0,68,68,0,270,270,0,21,21
"GUJARAT","KHEDA",0,0,0,0,0,0,0,0,0
"GUJARAT","NAVSARI",2,0,2,30,0,30,30,0,30
"GUJARAT","PATAN",0,0,0,0,0,0,0,0,0
"GUJARAT","RAJKOT",240,261,501,1438,574,2012,35,377,412
"GUJARAT","SABARKANTHA",0,163,163,0,477,477,0,84,84
"GUJARAT","SURAT",0,0,0,0,0,0,0,0,0
"GUJARAT","SURENDRANAGAR",39,0,39,95,0,95,41,0,41
"GUJARAT","VADODARA",0,0,0,0,0,0,0,0,0
"GUJARAT","VALSAD",0,0,0,0,0,0,0,0,0
"HARYANA","BHIWANI",0,6,6,0,14,14,0,14,14
"HARYANA","FATEHABAD",0,0,0,0,0,0,0,0,0
"HARYANA","PANCHKULA",0,10,10,0,51,51,0,51,51
"HARYANA","SIRSA",0,0,0,0,0,0,0,0,0
"HARYANA","SONEPAT",0,0,0,0,0,0,0,0,0
"HIMACHAL PRADESH","Bilaspur",0,0,0,0,0,0,0,0,0
"HIMACHAL PRADESH","Chamba",0,0,0,0,0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur",0,0,0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kangra",0,0,0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kullu",0,0,0,0,0,0,0,0,0
"HIMACHAL PRADESH","Lahul & Spiti",0,0,0,0,0,0,0,0,0
"HIMACHAL PRADESH","Mandi",17,0,17,1135,0,1135,542,0,542
"HIMACHAL PRADESH","Shimla",1,0,1,5,0,5,5,0,5
"HIMACHAL PRADESH","Sirmaur",1,1,2,14,4,19,12,4,16
"HIMACHAL PRADESH","Solan",1,0,1,5,0,5,4,0,4
"HIMACHAL PRADESH","Una",1,0,1,40,0,40,36,0,36
"JAMMU & KASHMIR","ANANTNAG",3,1,4,64,2,66,54,2,56
"JAMMU & KASHMIR","BADGAM",2,0,2,394,0,394,394,0,394
"JAMMU & KASHMIR","BARAMULLA",2,1,3,78,110,188,74,89,163
"JAMMU & KASHMIR","DODA",2,0,2,64,0,64,64,0,64
"JAMMU & KASHMIR","JAMMU",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","KATHUA",4,37,41,84,117,201,84,117,201
"JAMMU & KASHMIR","KUPWARA",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","POONCH",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","PULWAMA",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","RAJOURI",3,0,3,146,0,146,146,0,146
"JAMMU & KASHMIR","SRINAGAR",2,7,9,18,72,90,18,72,90
"JAMMU & KASHMIR","UDHAMPUR",0,0,0,0,0,0,0,0,0
"JHARKHAND","BOKARO",1,1,2,2,2,4,2,2,4
"JHARKHAND","CHATRA",1,0,1,10,0,10,10,0,10
"JHARKHAND","DEOGHAR",10,0,10,84,0,84,74,0,74
"JHARKHAND","DHANBAD",16,25,41,109,78,187,29,23,52
"JHARKHAND","DUMKA",11,13,24,57,16,73,29,13,43
"JHARKHAND","GARHWA",2,11,13,14,58,72,14,38,52
"JHARKHAND","GIRIDIH",15,2,17,54,7,61,36,7,42
"JHARKHAND","GODDA",2,0,2,2,0,2,2,0,2
"JHARKHAND","GUMLA",0,32,32,0,19,19,0,16,16
"JHARKHAND","HAZARIBAGH",1,0,1,3,0,3,3,0,3
"JHARKHAND","JAMTARA",11,6,17,37,3,41,23,3,26
"JHARKHAND","KODERMA",2,0,2,8,0,8,6,0,6
"JHARKHAND","LATEHAR",3,16,19,113,39,152,36,19,55
"JHARKHAND","LOHARDAGA",2,0,2,47,0,47,46,0,46
"JHARKHAND","PAKUR",29,2,31,6133,0,6133,2787,0,2787
"JHARKHAND","PALAMU",6,0,6,19,0,19,13,0,13
"JHARKHAND","RANCHI",8,68,76,66,53,119,63,50,112
"JHARKHAND","SAHEBGANJ",103,15,118,414,63,477,188,47,235
"JHARKHAND","SARAIKELA",20,12,32,279,66,345,263,36,298
"JHARKHAND","SIMDEGA",5,5,10,53,3,56,22,1,24
"JHARKHAND","WEST SINGHBHUM",4,2,6,47,25,72,32,23,55
"KARNATAKA","Bagalkote",1,345,346,243,1064,1307,85,1023,1108
"KARNATAKA","Bangalore",0,43,43,0,68,68,0,68,68
"KARNATAKA","Bangalore Rural",2,3,5,58,6,64,52,6,58
"KARNATAKA","Belgaum",4,171,175,1262,531,1793,1237,484,1720
"KARNATAKA","Bellary",44,225,269,1647,2020,3667,1387,911,2299
"KARNATAKA","Bidar",1,104,105,405,181,586,19,181,200
"KARNATAKA","Bijapur",4,716,720,1057,1739,2796,1037,1682,2719
"KARNATAKA","Chamaraja Nagara",0,0,0,0,0,0,0,0,0
"KARNATAKA","Chikmagalur",4,86,90,711,318,1029,398,277,675
"KARNATAKA","Chitradurga",11,5,16,421,7,428,358,7,365
"KARNATAKA","Dakshina Kannada",1,59,60,51,115,166,45,95,140
"KARNATAKA","Davanagere",54,501,555,1839,1465,3304,587,1381,1968
"KARNATAKA","Dharwar",0,32,32,0,103,103,0,62,62
"KARNATAKA","Gadag",0,50,50,0,157,157,0,143,143
"KARNATAKA","Gulbarga",5,75,80,2666,600,3266,2550,588,3138
"KARNATAKA","Hassan",20,0,20,962,0,962,837,0,837
"KARNATAKA","Haveri",7,396,403,5110,1387,6497,3620,1259,4880
"KARNATAKA","Kodagu",2,22,24,80,65,145,60,13,73
"KARNATAKA","Kolar",0,0,0,0,0,0,0,0,0
"KARNATAKA","Koppal",2,100,102,444,937,1381,436,559,995
"KARNATAKA","Mandya",3,0,3,444,0,444,360,0,360
"KARNATAKA","Mysore",2,1,3,748,3,751,700,2,702
"KARNATAKA","Raichur",3,89,92,1796,255,2051,1633,186,1819
"KARNATAKA","Shimoga",1,176,177,40,213,253,35,191,226
"KARNATAKA","Tumkur",1,0,1,22,0,22,18,0,18
"KARNATAKA","Udupi",0,27,27,0,82,82,0,34,34
"KARNATAKA","Uttara Kannada",3,45,48,226,73,299,187,67,254
"KERALA","ALAPPUZHA",4,201,205,243,272,514,215,269,483
"KERALA","ERANAKULAM",8,3,11,1726,4,1729,1702,4,1705
"KERALA","IDDUKKI",0,1,1,0,1,1,0,1,1
"KERALA","KANNUR",0,0,0,0,0,0,0,0,0
"KERALA","KASARAGODE",0,0,0,0,0,0,0,0,0
"KERALA","KOLLAM",0,0,0,0,0,0,0,0,0
"KERALA","KOTTAYAM",41,204,245,53,2940,2993,47,2327,2374
"KERALA","KOZHIKODE",2,1,3,88,0,88,88,0,88
"KERALA","MALAPPURAM",1,8,9,2,17,19,2,15,17
"KERALA","PALAKKAD",2,63,65,186,235,421,186,233,419
"KERALA","PATHANAMTHITTA",0,0,0,0,0,0,0,0,0
"KERALA","THIRUVANANTHAPURAM",1,0,1,10,0,10,10,0,10
"KERALA","THRISSUR",34,183,217,5455,3419,8874,4398,3300,7697
"KERALA","WAYANAD",1,11,12,8,35,43,8,24,32
"MADHYA PRADESH","BALAGHAT",18,6,24,2120,2,2122,2120,1,2121
"MADHYA PRADESH","BARWANI",0,17,17,0,39,39,0,12,12
"MADHYA PRADESH","BETUL",0,604,604,0,734,734,0,545,545
"MADHYA PRADESH","BHIND",147,0,147,8940,0,8940,7216,0,7216
"MADHYA PRADESH","BHOPAL",1,23,24,6,56,62,6,32,38
"MADHYA PRADESH","CHHATARPUR",4,98,102,291,4748,5039,271,4748,5019
"MADHYA PRADESH","CHHINDWARA",0,131,131,0,369,369,0,136,136
"MADHYA PRADESH","DAMOH",20,301,321,22,561,583,22,548,570
"MADHYA PRADESH","DATIA",0,1,1,0,1,1,0,1,1
"MADHYA PRADESH","DEWAS",1,43,44,1,59,61,1,55,57
"MADHYA PRADESH","DHAR",9,24,33,17,42,59,5,14,19
"MADHYA PRADESH","DINDORI",1,56,57,16,36,52,12,36,48
"MADHYA PRADESH","GUNA",1,689,690,1,1510,1511,1,1509,1511
"MADHYA PRADESH","GWALIOR",15,30,45,270,61,331,44,46,91
"MADHYA PRADESH","HARDA",0,66,66,0,252,252,0,221,221
"MADHYA PRADESH","HOSHANGABAD",109,1140,1249,416,1844,2259,382,1771,2154
"MADHYA PRADESH","INDORE",0,6,6,0,4,4,0,4,4
"MADHYA PRADESH","JABALPUR",0,61,61,0,105,105,0,89,89
"MADHYA PRADESH","JHABUA",0,11,11,0,12,12,0,3,3
"MADHYA PRADESH","KATNI",7,183,190,131,335,466,130,281,412
"MADHYA PRADESH","KHANDWA",7,17,24,19,83,102,11,75,86
"MADHYA PRADESH","KHARGONE",0,53,53,0,171,171,0,97,97
"MADHYA PRADESH","MANDLA",1,70,71,11,47,57,11,44,54
"MADHYA PRADESH","MANDSAUR",0,1,1,0,0,0,0,0,0
"MADHYA PRADESH","MORENA",0,78,78,0,162,162,0,161,161
"MADHYA PRADESH","NARSINGHPUR",0,107,107,0,230,230,0,227,227
"MADHYA PRADESH","NEEMUCH",0,2,2,0,8,8,0,5,5
"MADHYA PRADESH","PANNA",633,460,1093,1722,1029,2750,1711,802,2513
"MADHYA PRADESH","RAISEN",2,297,299,31,1120,1151,31,1015,1046
"MADHYA PRADESH","RAJGARH",41,65,106,48,78,126,39,50,89
"MADHYA PRADESH","RATLAM",1,39,40,23,37,61,22,30,52
"MADHYA PRADESH","REWA",0,19,19,0,122,122,0,62,62
"MADHYA PRADESH","SAGAR",3,183,186,17,284,301,17,253,270
"MADHYA PRADESH","SATNA",16,36,52,464,282,746,275,237,512
"MADHYA PRADESH","SEHORE",2,8,10,39,22,61,36,19,55
"MADHYA PRADESH","SEONI",53,161,214,324,271,595,296,245,540
"MADHYA PRADESH","SHAHDOL",37,225,262,45,8727,8772,39,387,426
"MADHYA PRADESH","SHAJAPUR",56,6,62,530,9,539,288,4,293
"MADHYA PRADESH","SHEOPUR",3,34,37,10,102,112,10,92,102
"MADHYA PRADESH","SHIVPURI",4,392,396,37,305,342,16,293,308
"MADHYA PRADESH","SIDHI",4,81,85,188,392,580,48,374,423
"MADHYA PRADESH","TIKAMGARH",12,358,370,2348,818,3166,2033,582,2615
"MADHYA PRADESH","UJJAIN",0,57,57,0,157,157,0,137,137
"MADHYA PRADESH","UMARIA",0,22,22,0,56,56,0,51,51
"MADHYA PRADESH","VIDISHA",0,151,151,0,359,359,0,290,290
"MAHARASHTRA","AHMEDNAGAR",5,323,328,79,432,511,79,428,507
"MAHARASHTRA","AKOLA",73,60,133,230,155,386,209,121,331
"MAHARASHTRA","AMRAVATI",0,31,31,0,81,81,0,14,14
"MAHARASHTRA","AURANGABAD",0,14,14,0,2748,2748,0,40,40
"MAHARASHTRA","BEED",0,2,2,0,10,10,0,10,10
"MAHARASHTRA","BHANDARA",1,2,3,150,1,151,26,0,26
"MAHARASHTRA","BULDANA",0,15,15,0,60,60,0,59,59
"MAHARASHTRA","CHANDRAPUR",4,7,11,72,58,130,72,58,130
"MAHARASHTRA","DHULE",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","GADCHIROLI",17,13,30,199,24,223,199,24,223
"MAHARASHTRA","GONDIYA",33,78,111,146,136,283,53,129,182
"MAHARASHTRA","HINGOLI",0,165,165,0,743,743,0,293,293
"MAHARASHTRA","JALGAON",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","JALNA",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","KOLHAPUR",204,8209,8413,14938,32251,47189,8836,27139,35975
"MAHARASHTRA","LATUR",0,155,155,0,306,306,0,304,304
"MAHARASHTRA","NAGPUR",0,14,14,0,343,343,0,266,266
"MAHARASHTRA","NANDED",1,428,429,44,1382,1426,44,601,646
"MAHARASHTRA","NANDURBAR",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","NASHIK",0,85,85,0,88,88,0,88,88
"MAHARASHTRA","OSMANABAD",0,362,362,0,1254,1254,0,1027,1027
"MAHARASHTRA","PARBHANI",0,121,121,0,759,759,0,416,416
"MAHARASHTRA","PUNE",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","RAIGHAR",0,36,36,0,28,28,0,28,28
"MAHARASHTRA","RATNAGIRI",0,3,3,0,2,2,0,2,2
"MAHARASHTRA","SANGLI",30,500,530,5584,1641,7226,5584,1618,7202
"MAHARASHTRA","SATARA",18,535,553,1255,1233,2487,1215,1233,2447
"MAHARASHTRA","SINDHUDURGA",92,11,103,205,23,227,171,15,186
"MAHARASHTRA","SOLAPUR",26,4596,4622,53,8090,8143,35,5690,5725
"MAHARASHTRA","THANE",0,538,538,0,402,402,0,338,338
"MAHARASHTRA","WARDHA",7,14,21,65,266,331,53,112,165
"MAHARASHTRA","WASHIM",0,50,50,0,127,127,0,122,122
"MAHARASHTRA","YAVATMAL",0,399,399,0,897,897,0,756,756
"MANIPUR","IMPHAL EAST",0,0,0,0,0,0,0,0,0
"MANIPUR","IMPHAL WEST",0,0,0,0,0,0,0,0,0
"MANIPUR","THOUBAL",0,0,0,0,0,0,0,0,0
"MEGHALAYA","EAST GARO HILLS",0,0,0,0,0,0,0,0,0
"MEGHALAYA","JAINTIA HILLS",0,0,0,0,0,0,0,0,0
"MEGHALAYA","WEST GARO HILLS",0,0,0,0,0,0,0,0,0
"MIZORAM","CHAMPHAI",0,0,0,0,0,0,0,0,0
"MIZORAM","KOLASIB",1,22,23,8,69,77,8,46,54
"MIZORAM","MAMIT",0,0,0,0,0,0,0,0,0
"MIZORAM","SERCHHIP",0,0,0,0,0,0,0,0,0
"NAGALAND","DIMAPUR",0,3,3,0,26,26,0,25,25
"ORISSA","ANGUL",33,148,181,1369,103,1472,473,64,537
"ORISSA","BALASORE",15,19,34,502,112,614,79,40,119
"ORISSA","BARGARH",32,192,224,1752,932,2684,1063,759,1822
"ORISSA","BHADRAK",50,83,133,977,478,1455,541,470,1012
"ORISSA","BOLANGIR",9,257,266,225,305,531,145,229,375
"ORISSA","BOUDH",4,5,9,12,81,93,10,77,86
"ORISSA","CUTTACK",37,268,305,2594,663,3257,800,183,983
"ORISSA","DEOGARH",16,12,28,113,32,145,38,12,49
"ORISSA","DHENKANAL",64,56,120,1803,218,2020,754,95,849
"ORISSA","GAJAPATI",10,11,21,206,43,249,150,37,187
"ORISSA","GANJAM",29,177,206,602,1212,1813,310,136,445
"ORISSA","JAGATSINGHPUR",0,0,0,0,0,0,0,0,0
"ORISSA","JAJAPUR",24,260,284,417,550,967,336,481,817
"ORISSA","JHARSUGUDA",30,98,128,208,821,1029,124,292,416
"ORISSA","KALAHANDI",9,17,26,168,91,258,106,57,163
"ORISSA","KANDHAMAL",4,2,6,36,2,38,7,2,9
"ORISSA","KENDRAPARA",73,368,441,1187,778,1965,618,434,1052
"ORISSA","KEONJHAR",110,110,220,614,964,1579,295,353,648
"ORISSA","KHURDA",22,10,32,523,140,664,165,65,230
"ORISSA","KORAPUT",16,567,583,701,680,1381,491,484,975
"ORISSA","MALKANAGIRI",1,17,18,12,19,31,12,13,25
"ORISSA","MAYURBHANJA",29,315,344,371,895,1267,169,522,691
"ORISSA","NAWARANGAPUR",265,85,350,849,75,925,585,57,641
"ORISSA","NAYAGARH",11,0,11,188,0,188,96,0,96
"ORISSA","NUAPADA",3,16,19,33,54,87,15,35,50
"ORISSA","PURI",97,687,784,188,1641,1829,157,1583,1740
"ORISSA","RAYAGADA",57,42,99,930,144,1074,610,93,703
"ORISSA","SAMBALPUR",25,267,292,1604,1096,2701,386,465,851
"ORISSA","SONEPUR",16,67,83,628,489,1117,300,377,677
"ORISSA","SUNDARGARH",67,166,233,1787,563,2351,797,262,1059
"PONDICHERRY","KARAIKAL",0,0,0,0,0,0,0,0,0
"PONDICHERRY","PONDICHERRY",0,0,0,0,0,0,0,0,0
"PUNJAB","AMRITSER",0,3,3,0,148,148,0,144,144
"PUNJAB","FATEHGARH SAHIB",0,0,0,0,0,0,0,0,0
"PUNJAB","GURDASPUR",2,10,12,33,65,98,21,65,85
"PUNJAB","HOSHIARPUR",0,0,0,0,0,0,0,0,0
"PUNJAB","MOGA",0,0,0,0,0,0,0,0,0
"PUNJAB","PATIALA",0,55,55,0,344,344,0,335,335
"PUNJAB","ROPAR",0,421,421,0,2535,2535,0,2535,2535
"PUNJAB","SANGRUR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","AJMER",0,0,0,0,0,0,0,0,0
"RAJASTHAN","BANSWARA",13,20,33,403,61,463,403,61,463
"RAJASTHAN","BARAN",4,0,4,102,0,102,102,0,102
"RAJASTHAN","BHILWARA",0,3,3,0,16,16,0,16,16
"RAJASTHAN","BUNDI",0,0,0,0,0,0,0,0,0
"RAJASTHAN","CHITTORGARH",0,0,0,0,0,0,0,0,0
"RAJASTHAN","DAUSA",0,0,0,0,0,0,0,0,0
"RAJASTHAN","DUNGARPUR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","JAIPUR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","JHALAWAR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","KOTA",5,61,66,375,98,472,375,88,463
"RAJASTHAN","PALI",0,0,0,0,0,0,0,0,0
"RAJASTHAN","RAJSAMAND",1,0,1,0,0,0,0,0,0
"RAJASTHAN","SAWAI MADHOPUR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","SIROHI",0,0,0,0,0,0,0,0,0
"RAJASTHAN","TONK",0,0,0,0,0,0,0,0,0
"RAJASTHAN","UDAIPUR",0,0,0,0,0,0,0,0,0
"TAMIL NADU","COIMBATORE",0,0,0,0,0,0,0,0,0
"TAMIL NADU","CUDDALORE",0,0,0,0,0,0,0,0,0
"TAMIL NADU","DHARMAPURI",15,81,96,34,222,257,2,23,25
"TAMIL NADU","DINDIGUL",0,0,0,0,0,0,0,0,0
"TAMIL NADU","ERODE",2,342,344,22,1629,1651,6,605,612
"TAMIL NADU","KANCHEEPURAM",0,0,0,0,0,0,0,0,0
"TAMIL NADU","KARUR",0,137,137,0,228,228,0,196,196
"TAMIL NADU","MADURAI",0,0,0,0,0,0,0,0,0
"TAMIL NADU","NAGAPATTINAM",0,1,1,0,113,113,0,60,60
"TAMIL NADU","NAMAKKAL",0,675,675,0,1212,1212,0,1212,1212
"TAMIL NADU","NILGIRIS",0,1,1,0,1,1,0,1,1
"TAMIL NADU","PERAMBALUR",8,1,9,4,0,4,2,0,2
