-----
{
 "description": "The table refers to district wise construction of Deep Tubewells over the years . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Statedptbwltab3.1.csv", 
 "title": "Download CSV for District wise Construction of Deep Tubewells over the years for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Statedptbwltab3.1.csv"
}
-----
"State","District","Upto 1986-87","During 1987-88","During 1988-89","During 1989-90","During 1990-91","During 1991-92","During 1992-93","During 1993-94","Total"
"BIHAR","KHAGARIA",105,0,11,3,2,0,0,1,122
"BIHAR","KISHANGANJ",20,0,0,0,0,0,0,0,20
"BIHAR","KODARMA",0,2,3,3,3,3,2,0,16
"BIHAR","LAKHISARAI",22,3,3,3,0,0,0,0,31
"BIHAR","LOHARDAGA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIHAR","MADHEPURA",21,0,0,0,0,0,0,0,21
"BIHAR","MADHUBANI",510,47,29,31,31,61,108,158,975
"BIHAR","MUNGER",0,0,2,0,0,0,0,0,2
"BIHAR","MUZAFFARPUR",244,16,14,9,9,0,3,1,296
"BIHAR","NALANDA",277,14,22,3,9,2,2,3,332
"BIHAR","NAWADA",111,17,27,32,5,4,13,5,214
"BIHAR","PAKUR",0,0,0,0,4,0,0,18,22
"BIHAR","PALAMU",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIHAR","PATNA",361,12,15,15,6,7,13,5,434
"BIHAR","PURNIA",7,0,0,0,0,0,0,0,7
"BIHAR","RANCHI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIHAR","ROHTAS",93,0,0,6,9,1,1,0,110
"BIHAR","SAHARSA",11,0,0,3,0,0,0,1,15
"BIHAR","SAHEBGANJ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIHAR","SAMASTIPUR",191,41,10,7,3,0,1,2,255
"BIHAR","SARAN",118,4,5,3,5,0,2,0,137
"BIHAR","SHEIKHPURA",91,0,0,0,3,0,0,0,94
"BIHAR","SHEOHAR",2,0,1,0,0,0,0,0,3
"BIHAR","SINGHBHUM EAST",6,0,0,0,0,0,0,0,6
"BIHAR","SINGHBHUM WEST",0,0,0,0,0,0,1,0,1
"BIHAR","SITAMARHI",533,44,87,94,33,59,164,206,1220
"BIHAR","SIWAN",86,2,5,0,0,0,0,0,93
"BIHAR","SUPAUL",33,0,1,0,0,0,1,0,35
"BIHAR","VAISHALI",82,3,21,2,24,0,0,0,132
"GOA","NORTH GOA",0,0,8,7,0,2,1,0,18
"GOA","SOUTH GOA",1,0,0,0,0,0,0,0,1
"GUJARAT","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARYANA","AMBALA",873,509,292,209,154,106,67,53,2263
"HARYANA","BHIWANI",2,17,6,0,0,0,0,0,25
"HARYANA","FARIDABAD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARYANA","GURGAON",34,18,22,32,15,6,2,1,130
"HARYANA","HISAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARYANA","JIND",117,34,36,49,37,9,11,7,300
"HARYANA","KAITHAL",326,63,99,99,98,64,58,20,827
"HARYANA","KARNAL",566,670,152,167,69,42,30,10,1706
"HARYANA","KURUKSHETRA",155,5,18,15,6,44,42,55,340
"HARYANA","MEHANDERGARH",95,4,1,0,0,0,0,0,100
"HARYANA","PANCHKULA",22,4,14,16,26,22,6,4,114
"HARYANA","PANIPAT",63,19,17,12,11,10,52,11,195
"HARYANA","RIWARI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARYANA","ROHTAK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARYANA","SIRSA",50,16,35,15,13,41,27,13,210
"HARYANA","SONIPAT",16,2,2,0,0,0,0,0,20
"HARYANA","YAMUNA NAGAR",70,10,18,25,25,28,4,4,184
"HIMACHAL PRADESH","Bilaspur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Chamba",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Hamirpur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Kangra",44,0,3,1,2,3,2,1,56
"HIMACHAL PRADESH","Kinnaur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Kullu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Lahul & Spiti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Mandi",1,0,1,0,0,0,0,0,2
"HIMACHAL PRADESH","Shimla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Sirmaur",9,0,0,1,0,0,0,0,10
"HIMACHAL PRADESH","Solan",16,1,0,2,1,2,0,4,26
"HIMACHAL PRADESH","Una",96,24,5,1,4,5,0,1,136
"JAMMU & KASHMIR","Anantnagh",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Baramulla",9,0,0,0,0,0,0,0,9
"JAMMU & KASHMIR","Budgam",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Doda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Jammu",52,3,2,0,3,0,4,0,64
"JAMMU & KASHMIR","Kargil",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Kathua",7,2,0,0,0,0,0,0,9
"JAMMU & KASHMIR","Kupwara",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Leh",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Poonch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Pulwama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Rajouri",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Srinagar",15,0,0,0,0,0,0,0,15
"JAMMU & KASHMIR","Udhampur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"KARNATAKA","BANGALORE RURAL",1655,832,1098,1313,1614,1717,1131,1182,10542
"KARNATAKA","BANGALORE URBAN",2445,1436,1007,727,631,555,318,468,7587
"KARNATAKA","BELGAUM",1817,783,1328,1869,1759,1721,1237,1595,12109
"KARNATAKA","BELLARY",1558,621,613,1024,1254,1073,928,3049,10120
"KARNATAKA","BIDAR",347,172,218,413,411,668,549,968,3746
"KARNATAKA","BIJAPUR",1373,450,597,741,620,734,557,594,5666
"KARNATAKA","CHIKKAMAGALORE",278,73,111,232,423,337,210,389,2053
"KARNATAKA","CHITRADURGA",1891,985,979,1356,1347,1331,863,801,9553
"KARNATAKA","DAKSHINA KANNADA",402,128,137,173,297,293,217,268,1915
"KARNATAKA","DHARWAR",3009,819,1277,1256,1363,1060,918,1467,11169
"KARNATAKA","GULBARGA",70,13,21,45,26,9,38,85,307
"KARNATAKA","HASSAN",228,78,148,163,227,200,126,97,1267
"KARNATAKA","KODAGU",8,1,1,9,2,1,0,1,23
"KARNATAKA","KOLAR",3833,1992,2068,3529,3246,3068,2605,2227,22568
"KARNATAKA","MANDYA",332,169,205,294,498,529,582,744,3353
"KARNATAKA","MYSORE",1195,570,563,752,839,727,273,593,5512
"KARNATAKA","RAICHUR",383,268,511,415,681,874,563,974,4669
"KARNATAKA","SHIMOGA",1610,240,368,599,1099,796,639,1268,6619
"KARNATAKA","TUMKUR",3036,2641,2730,3641,4929,4800,4380,5237,31394
"KARNATAKA","UTTARA KANNADA",68,22,36,83,73,47,49,32,410
"KERALA","ALAPUZHA",0,0,31,0,15,0,12,0,58
"KERALA","ERANAKULAM",6,0,0,1,0,1,1,3,12
"KERALA","IDUKKI",0,0,0,0,0,0,2,0,2
"KERALA","KANNUR",3,1,2,2,5,1,2,1,17
"KERALA","KASARAGODE",5,5,11,4,1,4,0,0,30
"KERALA","KOLLAM",4,0,0,0,0,0,3,1,8
"KERALA","KOTTAYAM",3,7,0,0,0,0,0,1,11
"KERALA","KOZHIKODE",0,0,1,0,1,0,0,0,2
"KERALA","MALAPPURAM",0,3,0,4,1,1,1,3,13
"KERALA","PALAKKAD",8,1,2,1,7,2,3,5,29
"KERALA","PATHANAMTHITTA",0,0,0,0,4,3,1,1,9
"KERALA","THIRUVANANTHAPURAM",0,2,1,2,0,0,0,1,6
"KERALA","THRISSUR",0,0,1,0,0,0,0,0,1
"KERALA","WAYANAD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MADHYA PRADESH","BALAGHAT",1,0,0,0,0,0,0,0,1
"MADHYA PRADESH","BASTAR",2,1,1,0,0,0,0,0,4
"MADHYA PRADESH","BETUL",90,3,88,8,17,16,18,14,254
"MADHYA PRADESH","BHIND",78,6,1,2,5,9,18,3,122
"MADHYA PRADESH","BHOPAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR",73,12,75,58,87,49,66,55,475
"MADHYA PRADESH","CHHATARPUR",179,3,20,3,4,3,2,0,214
"MADHYA PRADESH","CHHINDWARA",1250,148,130,46,186,34,15,72,1881
"MADHYA PRADESH","DAMOH",7,8,9,4,35,47,66,44,220
"MADHYA PRADESH","DATIA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MADHYA PRADESH","DEWAS",359,32,67,66,281,145,52,28,1030
"MADHYA PRADESH","DHAR",71,66,57,22,63,74,55,40,448
"MADHYA PRADESH","DURG",42,9,25,15,27,16,9,4,147
"MADHYA PRADESH","GUNA",61,2,5,46,75,59,94,121,463
"MADHYA PRADESH","GWALIOR",1,0,0,1,2,14,18,11,47
"MADHYA PRADESH","HOSHANGABAD",63,11,27,12,8,9,9,4,143
"MADHYA PRADESH","INDORE",103,59,41,185,173,199,100,125,985
"MADHYA PRADESH","JABALPUR",144,121,140,18,26,33,16,13,511
"MADHYA PRADESH","JHABUA",6,1,3,19,15,2,4,3,53
"MADHYA PRADESH","KHANDWA",235,36,40,94,116,161,158,122,962
"MADHYA PRADESH","KHARGONE",97,54,56,115,264,255,258,116,1215
"MADHYA PRADESH","MANDLA",1,0,1,0,0,0,0,0,2
"MADHYA PRADESH","MANDSAUR",171,36,77,97,166,152,170,296,1165
"MADHYA PRADESH","MORENA",50,4,8,73,38,34,21,60,288
"MADHYA PRADESH","NARSIMHAPUR",377,560,134,45,70,118,69,67,1440
"MADHYA PRADESH","PANNA",13,14,6,5,4,4,9,4,59
"MADHYA PRADESH","RAIGARH",178,32,37,15,90,14,38,29,433
"MADHYA PRADESH","RAIPUR",70,6,23,26,11,32,9,5,182
"MADHYA PRADESH","RAISEN",21,7,21,8,21,13,12,2,105
"MADHYA PRADESH","RAJGARH",51,9,40,10,14,8,18,7,157
"MADHYA PRADESH","RAJNANDGAON",26,16,3,10,8,1,1,5,70
"MADHYA PRADESH","RATLAM",211,45,151,139,230,342,329,380,1827
"MADHYA PRADESH","REWA",6,6,55,58,104,86,144,58,517
"MADHYA PRADESH","SAGAR",88,11,9,5,16,19,29,15,192
"MADHYA PRADESH","SATNA",86,14,93,89,291,365,465,392,1795
"MADHYA PRADESH","SEHORE",2,0,1,2,0,0,0,0,5
"MADHYA PRADESH","SEONI",724,236,211,30,12,29,18,7,1267
"MADHYA PRADESH","SHAHDOL",15,3,6,0,12,67,45,44,192
"MADHYA PRADESH","SHAJAPUR",360,78,17,23,79,21,5,5,588
"MADHYA PRADESH","SHIVPURI",48,4,8,28,35,38,56,26,243
"MADHYA PRADESH","SIDHI",0,4,0,1,3,4,4,9,25
"MADHYA PRADESH","SURGUJA",1074,75,2,0,484,0,0,0,1635
"MADHYA PRADESH","TIKAMGARH",671,14,38,2,15,12,4,51,807
"MADHYA PRADESH","UJJAIN",731,216,199,189,354,163,146,100,2098
"MADHYA PRADESH","VIDISHA",23,0,9,2,4,34,31,81,184
"MAHARASHTRA","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","BISHNUPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","CHANDEL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","IMPHAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","SENAPATI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","TAMENGLONG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","THOUBAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","UKHRUL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS",0,0,0,0,0,0,0,1,1
"MEGHALAYA","EAST KHASI HILLS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS",3,0,0,0,0,0,0,3,6
"MEGHALAYA","WEST KHASI HILLS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIZORAM","AIZAWL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIZORAM","LUNGLEI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAGALAND","KOHIMA",0,0,2,0,0,0,1,0,3
"NAGALAND","MOKOKCHUNG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAGALAND","MON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAGALAND","PHEK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAGALAND","TUENSANG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAGALAND","WOKHA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORISSA","ANGUL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORISSA","BALASORE",1251,94,19,22,23,25,19,20,1473
"ORISSA","BARAGARH",2,0,0,4,1,1,5,3,16
"ORISSA","BHADRAK",395,12,14,7,21,11,11,7,478
"ORISSA","BOLANGIR",0,0,1,0,0,0,0,1,2
"ORISSA","BOUDH",1,0,0,0,0,0,0,0,1
"ORISSA","CUTTACK",79,24,17,13,8,11,6,2,160
"ORISSA","DEOGARH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORISSA","DHENKANAL",0,0,0,0,0,0,1,0,1
"ORISSA","GAJAPATI",2,0,0,0,0,0,0,0,2
"ORISSA","GANJAM",5,0,0,1,1,0,0,0,7
"ORISSA","JAGATSINGHPUR",63,2,3,3,4,1,1,7,84
"ORISSA","JAJPUR",312,10,10,9,4,4,4,0,353
"ORISSA","JHARSUGUDA",2,0,1,0,2,1,2,3,11
"ORISSA","KALAHANDI",0,0,0,1,1,0,1,0,3
"ORISSA","KENDRAPARA",24,3,3,0,5,2,1,2,40
"ORISSA","KEONJHAR",4,1,0,0,0,0,0,0,5
"ORISSA","KHURDA",2,1,0,0,3,1,2,4,13
"ORISSA","KORAPUT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORISSA","MALKANGIRI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORISSA","MAYURBHANJ",188,7,2,9,12,7,3,2,230
"ORISSA","NAYAGARH",0,0,0,2,0,0,0,0,2
"ORISSA","NOWRANGPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORISSA","NUAPADA",1,0,0,0,0,0,0,0,1
"ORISSA","PHULBANI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORISSA","PURI",12,1,3,0,4,2,1,5,28
"ORISSA","RAYAGADA",1,0,0,0,0,0,0,0,1
"ORISSA","SAMBALPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORISSA","SONEPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORISSA","SUNDARGARH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUNJAB","AMRITSAR",1,0,0,0,0,0,0,0,1
"PUNJAB","BATHINDA",0,0,3,0,2,3,0,1,9
"PUNJAB","FARIDKOT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUNJAB","FATEHGARH SAHIB",23,4,1,1,0,0,0,0,29
"PUNJAB","FEROZEPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUNJAB","GURDASPUR",16,1,1,1,0,2,2,8,31
"PUNJAB","HOSHIARPUR",281,53,36,98,41,6,23,36,574
"PUNJAB","JALANDHAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUNJAB","KAPURTHALA",5,0,1,6,3,0,0,0,15
"PUNJAB","LUDHIANA",1,1,0,0,0,0,0,0,2
"PUNJAB","MANSA",12,1,0,0,0,0,2,0,15
"PUNJAB","PATIALA",84,14,28,74,89,36,40,45,410
"PUNJAB","ROPAR",64,15,12,21,11,7,14,18,162
"PUNJAB","SANGRUR",233,109,172,167,141,80,72,55,1029
"RAJASTHAN","AJMER",2,0,0,0,0,0,0,1,3
"RAJASTHAN","ALWAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","BANSWARA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","BARAN",15,12,43,9,28,72,146,173,498
"RAJASTHAN","BARMER",0,0,0,0,5,0,0,0,5
"RAJASTHAN","BHARATPUR",106,5,49,10,12,37,54,81,354
"RAJASTHAN","BHILWARA",0,4,5,8,14,7,9,3,50
"RAJASTHAN","BIKANER",0,0,0,0,0,0,1,18,19
"RAJASTHAN","BUNDI",6,3,7,0,6,10,21,22,75
"RAJASTHAN","CHITTORGARH",273,48,57,34,64,82,161,121,840
"RAJASTHAN","CHURU",1,0,0,0,1,1,9,24,36
"RAJASTHAN","DAUSA",0,0,0,0,0,0,3,0,3
"RAJASTHAN","DHOLPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","DUNGARPUR",13,5,0,0,11,3,9,11,52
"RAJASTHAN","GANGANAGAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","JAIPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","JAISALMER",0,0,0,0,2,0,0,0,2
"RAJASTHAN","JALORE",20,5,13,2,5,5,13,15,78
"RAJASTHAN","JHALAWAR",1,4,3,8,6,3,18,30,73
"RAJASTHAN","JHUNJHNU",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","JODHPUR",901,320,544,495,815,922,1032,1068,6097
"RAJASTHAN","KOTA",68,15,21,23,44,56,58,44,329
"RAJASTHAN","NAGAUR",467,174,328,315,513,575,654,667,3693
"RAJASTHAN","PALI",36,5,11,12,45,47,88,36,280
"RAJASTHAN","RAJSAMAND",0,0,0,6,6,0,1,0,13
"RAJASTHAN","SAWAI-MADHOPUR",0,0,3,1,2,2,7,10,25
"RAJASTHAN","SIKAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","SIROHI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","TONK",6,0,0,0,0,0,0,0,6
"RAJASTHAN","UDAIPUR",4,1,10,0,2,0,0,2,19
"SIKKIM","EAST SIKKIM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIKKIM","NORTH SIKKIM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIKKIM","SOUTH SIKKIM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SIKKIM","WEST SIKKIM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","COIMBATORE",1714,377,400,483,315,361,266,281,4197
"TAMIL NADU","CUDDALORE",3292,1136,799,873,887,396,177,133,7693
"TAMIL NADU","DHARMAPURI",100,80,11,16,31,30,51,39,358
"TAMIL NADU","DINDIGUL",18,4,1,26,20,11,5,13,98
"TAMIL NADU","ERODE",1004,57,67,118,107,42,62,16,1473
"TAMIL NADU","KANCHIPURAM",2,0,0,0,0,0,0,0,2
"TAMIL NADU","KANNIYAKUMARI",0,0,0,0,0,0,0,3,3
"TAMIL NADU","KARUR",105,10,0,3,9,6,14,2,149
"TAMIL NADU","MADRAS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAMIL NADU","MADURAI",4,0,0,0,0,0,0,0,4
"TAMIL NADU","NAGAPATTINAM",0,0,0,0,0,0,0,10,10
