-----
{
 "description": "The table refers to block wise Deep Tubewells according to water distribution system . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.7.csv", 
 "title": "Download CSV for Block wise Deep Tubewells according to Water Distribution System for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.7.csv"
}
-----
-----
{
 "description": "The table refers to district wise Deep Tubewells according to water distribution system . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Statedptbwltab3.7.csv", 
 "title": "Download CSV for District wise Deep Tubewells according to Water Distribution System for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Statedptbwltab3.7.csv"
}
-----
"State","District","Sprinkler","Drip Irrigation","Open channel","Under ground channel","Others","Total"
"HIMACHAL PRADESH","Una",0,1,30,105,0,136
"JAMMU & KASHMIR","Anantnagh",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Baramulla",0,0,9,0,0,9
"JAMMU & KASHMIR","Budgam",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Doda",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Jammu",0,0,64,0,0,64
"JAMMU & KASHMIR","Kargil",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Kathua",0,0,9,0,0,9
"JAMMU & KASHMIR","Kupwara",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Leh",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Poonch",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Pulwama",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Rajouri",NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Srinagar",0,0,15,0,0,15
"JAMMU & KASHMIR","Udhampur",NA,NA,NA,NA,NA,NA
"KARNATAKA","BANGALORE RURAL",291,112,7537,1988,614,10542
"KARNATAKA","BANGALORE URBAN",168,24,6084,628,683,7587
"KARNATAKA","BELGAUM",221,116,4262,6502,1008,12109
"KARNATAKA","BELLARY",171,24,3733,2681,3511,10120
"KARNATAKA","BIDAR",238,65,1986,1170,287,3746
"KARNATAKA","BIJAPUR",1026,90,3203,1026,321,5666
"KARNATAKA","CHIKKAMAGALORE",56,31,918,485,563,2053
"KARNATAKA","CHITRADURGA",150,224,6855,2016,308,9553
"KARNATAKA","DAKSHINA KANNADA",1390,94,194,103,134,1915
"KARNATAKA","DHARWAR",509,151,6371,2394,1744,11169
"KARNATAKA","GULBARGA",51,10,186,35,25,307
"KARNATAKA","HASSAN",90,4,448,713,12,1267
"KARNATAKA","KODAGU",0,0,14,0,9,23
"KARNATAKA","KOLAR",404,91,11147,9223,1703,22568
"KARNATAKA","MANDYA",90,25,1169,1513,556,3353
"KARNATAKA","MYSORE",170,106,3103,1448,685,5512
"KARNATAKA","RAICHUR",115,17,3096,1258,183,4669
"KARNATAKA","SHIMOGA",31,544,2940,2356,748,6619
"KARNATAKA","TUMKUR",725,243,18610,8863,2953,31394
"KARNATAKA","UTTARA KANNADA",17,9,132,104,148,410
"KERALA","ALAPUZHA",0,0,0,0,58,58
"KERALA","ERANAKULAM",0,1,1,3,7,12
"KERALA","IDUKKI",0,0,0,0,2,2
"KERALA","KANNUR",0,0,0,3,14,17
"KERALA","KASARAGODE",1,2,12,9,6,30
"KERALA","KOLLAM",0,2,1,5,0,8
"KERALA","KOTTAYAM",1,0,0,10,0,11
"KERALA","KOZHIKODE",0,1,0,0,1,2
"KERALA","MALAPPURAM",0,1,8,1,3,13
"KERALA","PALAKKAD",0,0,8,11,10,29
"KERALA","PATHANAMTHITTA",0,0,1,0,8,9
"KERALA","THIRUVANANTHAPURAM",0,0,1,5,0,6
"KERALA","THRISSUR",0,0,0,0,1,1
"KERALA","WAYANAD",NA,NA,NA,NA,NA,NA
"MADHYA PRADESH","BALAGHAT",0,0,0,0,1,1
"MADHYA PRADESH","BASTAR",0,1,3,0,0,4
"MADHYA PRADESH","BETUL",41,6,185,18,4,254
"MADHYA PRADESH","BHIND",0,4,88,0,30,122
"MADHYA PRADESH","BHOPAL",NA,NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR",10,3,325,5,132,475
"MADHYA PRADESH","CHHATARPUR",127,0,87,0,0,214
"MADHYA PRADESH","CHHINDWARA",76,2,1714,87,2,1881
"MADHYA PRADESH","DAMOH",46,1,115,58,0,220
"MADHYA PRADESH","DATIA",NA,NA,NA,NA,NA,NA
"MADHYA PRADESH","DEWAS",216,7,414,256,137,1030
"MADHYA PRADESH","DHAR",8,4,218,184,34,448
"MADHYA PRADESH","DURG",10,5,76,1,55,147
"MADHYA PRADESH","GUNA",0,0,342,36,85,463
"MADHYA PRADESH","GWALIOR",0,0,47,0,0,47
"MADHYA PRADESH","HOSHANGABAD",17,0,109,16,1,143
"MADHYA PRADESH","INDORE",10,11,532,418,14,985
"MADHYA PRADESH","JABALPUR",334,0,114,19,44,511
"MADHYA PRADESH","JHABUA",0,0,28,25,0,53
"MADHYA PRADESH","KHANDWA",9,8,341,599,5,962
"MADHYA PRADESH","KHARGONE",7,39,573,539,57,1215
"MADHYA PRADESH","MANDLA",0,0,2,0,0,2
"MADHYA PRADESH","MANDSAUR",35,3,529,585,13,1165
"MADHYA PRADESH","MORENA",6,0,282,0,0,288
"MADHYA PRADESH","NARSIMHAPUR",944,11,396,37,52,1440
"MADHYA PRADESH","PANNA",13,9,30,3,4,59
"MADHYA PRADESH","RAIGARH",0,0,394,19,20,433
"MADHYA PRADESH","RAIPUR",8,0,156,3,15,182
"MADHYA PRADESH","RAISEN",1,0,21,65,18,105
"MADHYA PRADESH","RAJGARH",2,0,104,51,0,157
"MADHYA PRADESH","RAJNANDGAON",10,2,40,3,15,70
"MADHYA PRADESH","RATLAM",19,13,975,621,199,1827
"MADHYA PRADESH","REWA",11,5,467,0,34,517
"MADHYA PRADESH","SAGAR",7,0,83,57,45,192
"MADHYA PRADESH","SATNA",107,48,1447,0,193,1795
"MADHYA PRADESH","SEHORE",0,0,0,4,1,5
"MADHYA PRADESH","SEONI",27,0,1132,42,66,1267
"MADHYA PRADESH","SHAHDOL",0,0,189,1,2,192
"MADHYA PRADESH","SHAJAPUR",64,0,137,386,1,588
"MADHYA PRADESH","SHIVPURI",0,0,224,16,3,243
"MADHYA PRADESH","SIDHI",0,1,20,4,0,25
"MADHYA PRADESH","SURGUJA",0,20,1260,211,144,1635
"MADHYA PRADESH","TIKAMGARH",31,1,772,0,3,807
"MADHYA PRADESH","UJJAIN",0,0,838,1222,38,2098
"MADHYA PRADESH","VIDISHA",26,2,63,38,55,184
"MAHARASHTRA","",NA,NA,NA,NA,NA,NA
"MANIPUR","BISHNUPUR",NA,NA,NA,NA,NA,NA
"MANIPUR","CHANDEL",NA,NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR",NA,NA,NA,NA,NA,NA
"MANIPUR","IMPHAL",NA,NA,NA,NA,NA,NA
"MANIPUR","SENAPATI",NA,NA,NA,NA,NA,NA
"MANIPUR","TAMENGLONG",NA,NA,NA,NA,NA,NA
"MANIPUR","THOUBAL",NA,NA,NA,NA,NA,NA
"MANIPUR","UKHRUL",NA,NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS",0,0,1,0,0,1
"MEGHALAYA","EAST KHASI HILLS",NA,NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS",NA,NA,NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT",NA,NA,NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS",NA,NA,NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS",0,0,6,0,0,6
"MEGHALAYA","WEST KHASI HILLS",NA,NA,NA,NA,NA,NA
"MIZORAM","AIZAWL",NA,NA,NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI",NA,NA,NA,NA,NA,NA
"MIZORAM","LUNGLEI",NA,NA,NA,NA,NA,NA
"NAGALAND","KOHIMA",0,0,0,0,3,3
"NAGALAND","MOKOKCHUNG",NA,NA,NA,NA,NA,NA
"NAGALAND","MON",NA,NA,NA,NA,NA,NA
"NAGALAND","PHEK",NA,NA,NA,NA,NA,NA
"NAGALAND","TUENSANG",NA,NA,NA,NA,NA,NA
"NAGALAND","WOKHA",NA,NA,NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO",NA,NA,NA,NA,NA,NA
"ORISSA","ANGUL",NA,NA,NA,NA,NA,NA
"ORISSA","BALASORE",12,1,1119,237,104,1473
"ORISSA","BARAGARH",0,0,16,0,0,16
"ORISSA","BHADRAK",5,0,392,79,2,478
"ORISSA","BOLANGIR",0,0,1,0,1,2
"ORISSA","BOUDH",0,0,1,0,0,1
"ORISSA","CUTTACK",2,0,128,30,0,160
"ORISSA","DEOGARH",NA,NA,NA,NA,NA,NA
"ORISSA","DHENKANAL",0,0,1,0,0,1
"ORISSA","GAJAPATI",0,0,2,0,0,2
"ORISSA","GANJAM",2,0,5,0,0,7
"ORISSA","JAGATSINGHPUR",36,0,40,8,0,84
"ORISSA","JAJPUR",1,0,271,79,2,353
"ORISSA","JHARSUGUDA",0,0,11,0,0,11
"ORISSA","KALAHANDI",0,0,3,0,0,3
"ORISSA","KENDRAPARA",2,0,33,3,2,40
"ORISSA","KEONJHAR",3,0,1,0,1,5
"ORISSA","KHURDA",1,0,6,4,2,13
"ORISSA","KORAPUT",NA,NA,NA,NA,NA,NA
"ORISSA","MALKANGIRI",NA,NA,NA,NA,NA,NA
"ORISSA","MAYURBHANJ",2,0,188,25,15,230
"ORISSA","NAYAGARH",0,0,2,0,0,2
"ORISSA","NOWRANGPUR",NA,NA,NA,NA,NA,NA
"ORISSA","NUAPADA",0,0,1,0,0,1
"ORISSA","PHULBANI",NA,NA,NA,NA,NA,NA
"ORISSA","PURI",0,0,25,3,0,28
"ORISSA","RAYAGADA",0,0,1,0,0,1
"ORISSA","SAMBALPUR",NA,NA,NA,NA,NA,NA
"ORISSA","SONEPUR",NA,NA,NA,NA,NA,NA
"ORISSA","SUNDARGARH",NA,NA,NA,NA,NA,NA
"PUNJAB","AMRITSAR",0,0,1,0,0,1
"PUNJAB","BATHINDA",0,0,9,0,0,9
"PUNJAB","FARIDKOT",NA,NA,NA,NA,NA,NA
"PUNJAB","FATEHGARH SAHIB",0,0,29,0,0,29
"PUNJAB","FEROZEPUR",NA,NA,NA,NA,NA,NA
"PUNJAB","GURDASPUR",0,1,11,19,0,31
"PUNJAB","HOSHIARPUR",37,5,255,277,0,574
"PUNJAB","JALANDHAR",NA,NA,NA,NA,NA,NA
"PUNJAB","KAPURTHALA",1,0,14,0,0,15
"PUNJAB","LUDHIANA",2,0,0,0,0,2
"PUNJAB","MANSA",0,0,15,0,0,15
"PUNJAB","PATIALA",1,0,364,37,8,410
"PUNJAB","ROPAR",7,3,127,25,0,162
"PUNJAB","SANGRUR",15,4,1007,0,3,1029
"RAJASTHAN","AJMER",0,0,1,2,0,3
"RAJASTHAN","ALWAR",NA,NA,NA,NA,NA,NA
"RAJASTHAN","BANSWARA",NA,NA,NA,NA,NA,NA
"RAJASTHAN","BARAN",6,6,480,1,5,498
"RAJASTHAN","BARMER",0,0,5,0,0,5
"RAJASTHAN","BHARATPUR",11,6,273,2,62,354
"RAJASTHAN","BHILWARA",0,0,50,0,0,50
"RAJASTHAN","BIKANER",15,2,2,0,0,19
"RAJASTHAN","BUNDI",9,0,58,7,1,75
"RAJASTHAN","CHITTORGARH",30,3,762,13,32,840
"RAJASTHAN","CHURU",35,0,0,0,1,36
"RAJASTHAN","DAUSA",0,0,3,0,0,3
"RAJASTHAN","DHOLPUR",NA,NA,NA,NA,NA,NA
"RAJASTHAN","DUNGARPUR",2,4,42,1,3,52
"RAJASTHAN","GANGANAGAR",NA,NA,NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH",NA,NA,NA,NA,NA,NA
"RAJASTHAN","JAIPUR",NA,NA,NA,NA,NA,NA
"RAJASTHAN","JAISALMER",0,0,2,0,0,2
"RAJASTHAN","JALORE",24,0,32,17,5,78
"RAJASTHAN","JHALAWAR",0,0,34,5,34,73
"RAJASTHAN","JHUNJHNU",NA,NA,NA,NA,NA,NA
"RAJASTHAN","JODHPUR",332,33,4990,682,60,6097
"RAJASTHAN","KOTA",17,0,286,25,1,329
"RAJASTHAN","NAGAUR",162,16,3166,311,38,3693
"RAJASTHAN","PALI",2,2,187,88,1,280
"RAJASTHAN","RAJSAMAND",0,0,13,0,0,13
"RAJASTHAN","SAWAI-MADHOPUR",0,0,25,0,0,25
"RAJASTHAN","SIKAR",NA,NA,NA,NA,NA,NA
"RAJASTHAN","SIROHI",NA,NA,NA,NA,NA,NA
"RAJASTHAN","TONK",0,0,6,0,0,6
"RAJASTHAN","UDAIPUR",8,0,2,2,7,19
"SIKKIM","EAST SIKKIM",NA,NA,NA,NA,NA,NA
"SIKKIM","NORTH SIKKIM",NA,NA,NA,NA,NA,NA
"SIKKIM","SOUTH SIKKIM",NA,NA,NA,NA,NA,NA
"SIKKIM","WEST SIKKIM",NA,NA,NA,NA,NA,NA
"TAMIL NADU","COIMBATORE",129,71,2769,654,574,4197
"TAMIL NADU","CUDDALORE",287,25,7103,72,206,7693
"TAMIL NADU","DHARMAPURI",0,0,358,0,0,358
"TAMIL NADU","DINDIGUL",0,0,67,20,11,98
"TAMIL NADU","ERODE",25,14,1314,65,55,1473
"TAMIL NADU","KANCHIPURAM",0,0,0,0,2,2
"TAMIL NADU","KANNIYAKUMARI",0,0,0,0,3,3
"TAMIL NADU","KARUR",0,0,42,97,10,149
"TAMIL NADU","MADRAS",NA,NA,NA,NA,NA,NA
"TAMIL NADU","MADURAI",0,0,0,4,0,4
"TAMIL NADU","NAGAPATTINAM",0,0,10,0,0,10
"TAMIL NADU","NAMAKKAL",194,4,1436,45,372,2051
"TAMIL NADU","PERAMBALUR",30,38,523,0,3,594
"TAMIL NADU","PUDUKOTTAI",28,5,1074,39,2,1148
"TAMIL NADU","RAMNATHAPURAM",1,19,129,1,4,154
"TAMIL NADU","SALEM",51,6,634,66,462,1219
"TAMIL NADU","SIVAGANGA",1,1,70,10,10,92
"TAMIL NADU","THANJAVUR",70,22,2894,9,16,3011
"TAMIL NADU","THE NILGIRIS",NA,NA,NA,NA,NA,NA
"TAMIL NADU","THENI",3,0,248,0,32,283
"TAMIL NADU","THOOTHUGUDI",NA,NA,NA,NA,NA,NA
"TAMIL NADU","TIRUNELVELI",11,2,16,4,0,33
"TAMIL NADU","TIRUVALLUR",67,0,188,2,5,262
"TAMIL NADU","TIRUVANNAMALAI",NA,NA,NA,NA,NA,NA
"TAMIL NADU","TIRUVARUR",0,0,752,26,0,778
"TAMIL NADU","TRICHIRAPPALLI",0,0,7,1,0,8
"TAMIL NADU","VELLORE",NA,NA,NA,NA,NA,NA
"TAMIL NADU","VILLUPURAM",1929,115,6317,289,692,9342
"TAMIL NADU","VIRUDHUNAGAR",0,0,3,1,0,4
"TRIPURA","DHALAI",0,0,1,1,0,2
"TRIPURA","NORTH",0,0,1,8,0,9
"TRIPURA","SOUTH",0,0,6,32,1,39
"TRIPURA","WEST",1,0,9,60,11,81
"UTTAR PRADESH","AGRA",5,1,220,169,139,534
"UTTAR PRADESH","ALIGARH",9,1,40,10,0,60
"UTTAR PRADESH","ALLAHABAD",19,9,359,109,4,500
"UTTAR PRADESH","ALMORA",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR",0,10,46,48,0,104
"UTTAR PRADESH","AZAMGARH",1,0,38,2,1,42
"UTTAR PRADESH","BADAUN",24,3,552,115,2,696
"UTTAR PRADESH","BAHRAICH",0,0,134,157,0,291
"UTTAR PRADESH","BALLIA",58,4,402,88,17,569
"UTTAR PRADESH","BANDA",19,2,130,35,0,186
"UTTAR PRADESH","BARABANKI",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY",45,9,407,235,0,696
"UTTAR PRADESH","BASTI",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","BIJNOR",13,1,335,35,3,387
"UTTAR PRADESH","BULANDSHAHR",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN",0,0,63,3,2,68
"UTTAR PRADESH","DEORIA",8,5,303,144,10,470
"UTTAR PRADESH","ETAH",4,0,21,2,0,27
"UTTAR PRADESH","ETAWAH",14,2,164,98,3,281
"UTTAR PRADESH","FAIZABAD",0,0,158,50,0,208
"UTTAR PRADESH","FARUKHABAD",1,1,23,12,0,37
"UTTAR PRADESH","FATEHPUR",2,1,173,88,9,273
"UTTAR PRADESH","FIROZABAD",7,0,82,18,1,108
"UTTAR PRADESH","GHAZIABAD",0,0,231,10,2,243
"UTTAR PRADESH","GHAZIPUR",5,2,342,0,0,349
"UTTAR PRADESH","GONDA",8,5,223,150,2,388
"UTTAR PRADESH","GORAKHPUR",13,2,390,186,2,593
"UTTAR PRADESH","HAMIRPUR",15,2,116,4,23,160
"UTTAR PRADESH","HARDOI",11,0,34,9,0,54
"UTTAR PRADESH","HARDWAR",1,0,10,0,0,11
"UTTAR PRADESH","JALAUN",9,2,361,58,6,436
"UTTAR PRADESH","JAUNPUR",0,1,90,29,5,125
"UTTAR PRADESH","JHANSI",0,0,0,2,0,2
"UTTAR PRADESH","KANPUR DEHAT",14,0,503,32,0,549
"UTTAR PRADESH","KANPUR NAGAR",0,0,7,1,0,8
"UTTAR PRADESH","KHIRI",5,1,42,127,0,175
"UTTAR PRADESH","KUSHI NAGAR",0,0,39,2,1,42
"UTTAR PRADESH","LALITPUR",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","LUCKNOW",9,1,18,5,0,33
"UTTAR PRADESH","MAHOBA",NA,NA,NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ",1,3,18,23,2,47
