-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes (on Drain/Canal) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.18.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes (on Drain/Canal) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.18.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. in use - Public,No. in use - Private,No. in use - Total,Potential created (Ha) - Public,Potential created (Ha) - Private,Potential created (Ha) - Total,Potential utilised (Ha) - Public,Potential utilised (Ha) - Private,Potential utilised (Ha) - Total
ANDHRA PRADESH,ADILABAD,KERAMERI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,KUNTALA,0,6,6,0,13,13,0,13,13
ANDHRA PRADESH,ADILABAD,LUXETTIPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,MANCHERIAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,MANDAMARRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,MUDHOLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,NERADIGONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,NIRMAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,TALAMADUGU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ANANTHAPUR,GOOTY,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,ATLUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,BADVEL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,CHAPAD,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KALASAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,RAJU PALEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,VALLUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,0,7,7,0,105,105,0,101,101
ANDHRA PRADESH,EAST GODAVARI,KADIAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,KAJULURU,0,1,1,0,49,49,0,49,49
ANDHRA PRADESH,EAST GODAVARI,KAKINADA (RURAL),0,9,9,0,57,57,0,57,57
ANDHRA PRADESH,EAST GODAVARI,KAPILESWARAPURAM,0,16,16,0,74,74,0,74,74
ANDHRA PRADESH,EAST GODAVARI,KARAPA,2,8,10,324,421,745,324,421,745
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,PEDAPUDI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY(RURAL),0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EAST GODAVARI,THALLAREVU,1,1,2,40,41,82,40,41,82
ANDHRA PRADESH,EAST GODAVARI,Y RAMAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,ACHAMPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,AMARAVATHI,0,1,1,0,3,3,0,3,3
ANDHRA PRADESH,GUNTUR,BAPATLA,1,48,49,31,2002,2033,31,2002,2033
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,12,0,12,67,0,67,65,0,65
ANDHRA PRADESH,GUNTUR,BHATTIPROLU,0,26,26,0,4,4,0,4,4
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,CHEBROLE,1,0,1,326,0,326,326,0,326
ANDHRA PRADESH,GUNTUR,CHERUKUPALLE,0,14,14,0,101,101,0,77,77
ANDHRA PRADESH,GUNTUR,CHILAKALURIPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,DACHEPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,EDLAPADU,2,52,54,146,80,226,139,37,176
ANDHRA PRADESH,GUNTUR,GUNTUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,IPURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,KAKUMANU,0,6,6,0,829,829,0,685,685
ANDHRA PRADESH,GUNTUR,KARLAPALEM,2,22,24,749,104,853,360,104,464
ANDHRA PRADESH,GUNTUR,KOLLUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,KROSURU,1,0,1,81,0,81,50,0,50
ANDHRA PRADESH,GUNTUR,MACHAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,MACHERLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,0,1,1,0,405,405,0,384,384
ANDHRA PRADESH,GUNTUR,MUPPALLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,NADENDLA,2,0,2,288,0,288,288,0,288
ANDHRA PRADESH,GUNTUR,NAGARAM,0,70,70,0,541,541,0,541,541
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,6,25,31,130,352,482,119,293,411
ANDHRA PRADESH,GUNTUR,NUZENDLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,0,5,5,0,25,25,0,25,25
ANDHRA PRADESH,GUNTUR,PEDANANDIPADU,0,2,2,0,103,103,0,40,40
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,1,17,18,198,67,266,38,67,105
ANDHRA PRADESH,GUNTUR,PONNUR,0,46,46,0,192,192,0,180,180
ANDHRA PRADESH,GUNTUR,RAJUPALEM,1,0,1,3,0,3,3,0,3
ANDHRA PRADESH,GUNTUR,REPALLE,0,54,54,0,218,218,0,211,211
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,0,1,1,0,3,3,0,3,3
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,TADIKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,THADEPALLE,8,4,12,928,41,969,832,28,860
ANDHRA PRADESH,GUNTUR,VATTICHERUKURU,1,0,1,243,0,243,109,0,109
ANDHRA PRADESH,GUNTUR,VEMURU,0,12,12,0,193,193,0,129,129
ANDHRA PRADESH,GUNTUR,VINUKONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,ELEGADE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,ODELA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,0,12,12,0,38,38,0,34,34
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,0,4,4,0,5,5,0,5,5
ANDHRA PRADESH,KHAMMAM,BAYYARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,BONAKAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,CHERLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,CHINTUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,ENKURU,1,0,1,101,0,101,101,0,101
ANDHRA PRADESH,KHAMMAM,GARLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,GUNDALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,KALLURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,0,6,6,0,17,17,0,10,10
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,0,16,16,0,35,35,0,35,35
ANDHRA PRADESH,KHAMMAM,KONIJERLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,0,32,32,0,36,36,0,36,36
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,MADHIRA,0,6,6,0,8,8,0,8,8
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,PENUBALLI,0,18,18,0,46,46,0,23,23
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,SINGARENI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,THALLADA,0,15,15,0,16,16,0,16,16
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,VEMSOOR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,WAZEED,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,WYRA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,YELLANDU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,1,0,1,468,0,468,431,0,431
ANDHRA PRADESH,KRISHNA,BAPULAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,CHATRAI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,G KONDURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,2,0,2,283,0,283,245,0,245
ANDHRA PRADESH,KRISHNA,GANNAVARAM,2,1,3,462,1368,1830,406,680,1086
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,KAIKALUR,1,1,2,39,126,165,39,83,121
ANDHRA PRADESH,KRISHNA,KALIDINDI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,MUSUNURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,NAGAYALANKA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,NANDIGAMA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,NANDIVADA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,PEDANA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,2,0,2,147,0,147,147,0,147
ANDHRA PRADESH,KRISHNA,PENAMALURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,TIRUVURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,UNGUTURU,0,2,2,0,161,161,0,161,161
ANDHRA PRADESH,KRISHNA,VATSAVAI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,VISSANNAPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,ADONI,0,2,2,0,7,7,0,6,6
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,0,75,75,0,267,267,0,162,162
ANDHRA PRADESH,KURNOOL,C.BELAGAL,1,0,1,485,0,485,300,0,300
ANDHRA PRADESH,KURNOOL,DORNIPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,GOSPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,HALAHARVI,0,3,3,0,172,172,0,170,170
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KOWTHALAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,MAHANANDI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,0,3,3,0,9,9,0,9,9
ANDHRA PRADESH,KURNOOL,NANDAVARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,NANDYAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,PANYAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,UYYALAWADA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,6,0,6,1802,0,1802,1492,0,1492
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,ANDOLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,KOWDIPALLE,0,52,52,0,123,123,0,106,106
ANDHRA PRADESH,MEDAK,KULCHARAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,MANOOR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,PAPANNAPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,PULKAL,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,SADASIVPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,ANUMULA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,CHILKUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,0,4,4,0,5,5,0,0,0
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,0,24,24,0,83,83,0,82,82
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,KETHEPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,KODAD,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,MATTAMPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,MELLACHERVU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,0,17,17,0,958,958,0,887,887
ANDHRA PRADESH,NALGONDA,MOTHEY,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,MUNAGALA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,NADIGUDEM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,NERED CHERLA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,NIDAMANUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,PEDDAVURA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,PENPAHAD,0,2,2,0,3,3,0,3,3
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,THRIPURARAM,0,2,2,0,166,166,0,166,166
ANDHRA PRADESH,NALGONDA,VEMULAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,ALLUR,0,9,9,0,24,24,0,24,24
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,1,4,5,81,11,92,0,6,6
ANDHRA PRADESH,NELLORE,ATMAKUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,BALAYAPALLE,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,BUTCHIREDDIPALEM,0,16,16,0,51,51,0,51,51
ANDHRA PRADESH,NELLORE,CHEJERLA,0,20,20,0,28,28,0,28,28
ANDHRA PRADESH,NELLORE,CHILLAKUR,0,1,1,0,1,1,0,1,1
ANDHRA PRADESH,NELLORE,CHITTAMUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,DAGADARTHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,DAKKILI,0,49,49,0,20,20,0,10,10
ANDHRA PRADESH,NELLORE,DUTTALUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,GUDUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,KALIGIRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,KALUVOYA,0,5,5,0,6,6,0,6,6
ANDHRA PRADESH,NELLORE,KAVALI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,KONDAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,MANUBOLU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,MARRIPADU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,NELLORE,0,63,63,0,137,137,0,137,137
ANDHRA PRADESH,NELLORE,PODLAKUR,0,27,27,0,77,77,0,77,77
ANDHRA PRADESH,NELLORE,RAPUR,0,8,8,0,27,27,0,27,27
ANDHRA PRADESH,NELLORE,SANGAM,0,144,144,0,401,401,0,401,401
ANDHRA PRADESH,NELLORE,SULLURPETA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NELLORE,SYDAPURAM,0,1,1,0,2,2,0,2,2
ANDHRA PRADESH,NELLORE,TADA,0,1,1,0,2,2,0,2,2
ANDHRA PRADESH,NELLORE,VARIKUNTAPADU,0,1,1,0,2,2,0,2,2
ANDHRA PRADESH,NELLORE,VENKATACHALAM,0,21,21,0,67,67,0,33,33
ANDHRA PRADESH,NELLORE,VENKATAGIRI,0,3,3,0,2,2,0,2,2
ANDHRA PRADESH,NELLORE,VIDAVALUR,1,20,21,4,49,53,4,49,53
ANDHRA PRADESH,NELLORE,VINJAMUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NIZAMABAD,BANSWADA,0,5,5,0,15,15,0,15,15
ANDHRA PRADESH,NIZAMABAD,BICHKUNDA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NIZAMABAD,BIRKOOR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NIZAMABAD,BODHAN,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NIZAMABAD,JUKKAL,0,1,1,0,2,2,0,2,2
ANDHRA PRADESH,NIZAMABAD,KOTGIRI,0,6,6,0,10,10,0,10,10
ANDHRA PRADESH,NIZAMABAD,LINGAMPET,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NIZAMABAD,MADNUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NIZAMABAD,MORTAD,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NIZAMABAD,NAGA REDDIPET,0,63,63,0,185,185,0,176,176
ANDHRA PRADESH,NIZAMABAD,NIZAM SAGAR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,NIZAMABAD,PITLAM,0,3,3,0,10,10,0,10,10
ANDHRA PRADESH,NIZAMABAD,YELLAREDDY,0,4,4,0,13,13,0,4,4
ANDHRA PRADESH,PRAKASAM,ADDANKI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,ARDHAVEEDU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,BALLIKURUVA,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,CHADRASEKARAPURAM,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,CHIMAKURTHI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,CHINAGANJAM,1,17,18,431,569,1000,0,411,411
ANDHRA PRADESH,PRAKASAM,CHIRALA,3,11,14,1504,47,1551,1504,47,1551
ANDHRA PRADESH,PRAKASAM,INKOLLU,1,0,1,8,0,8,8,0,8
ANDHRA PRADESH,PRAKASAM,JANAKAVARAMPANGULURU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,KANDUKUR,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,KANIGIRI,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,KARAMCHEDU,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,KONAKANAMITLA,1,0,1,2,0,2,2,0,2
ANDHRA PRADESH,PRAKASAM,KONDAPI,0,0,0,0,0,0,0,0,0
