-----
{
 "description": "This data provides details on the total number of days each member signed the member's attendance register of session 3 of Lok Sabha 15 from 19th November 2009 to 21st December 2009.", 
 "file_name": "Attendance_of_the_Members_of_Lok_Sabha_15_Session_3.xls", 
 "title": "Download XLS for Attendance of the Members of Lok Sabha 15 for Winter Session 3", 
 "url": "http://data.gov.in/sites/default/files/Attendance_of_the_Members_of_Lok_Sabha_15_Session_3.xls"
}
-----
"S.No.","Division/Seat No.","Name of Member","Lok Sabha","Session","State","Constituency","Total Sittings","No. of days member signed the register"
20.0,63.0,"Shri  A.H.   Khan  Choudhury                                         ",15.0,3.0,"West Bengal                                                 ","Maldaha Dakshin",21.0,"M"
21.0,64.0,"Shri  Adhir Ranjan  Chowdhury                                         ",15.0,3.0,"West Bengal                                                 ","Baharampur",21.0,"M"
22.0,65.0,"Smt.  Ranee  Narah                                             ",15.0,3.0,"Assam                                                       ","Lakhimpur",21.0,"M"
23.0,66.0,"Shri   Sarvey  Sathyanarayana                                    ",15.0,3.0,"Andhra Pradesh                                              ","Malkajgiri",21.0,"M"
24.0,67.0,"Shri  Ninong  Ering                                             ",15.0,3.0,"Arunachal Pradesh                                           ","Arunachal East",21.0,"M"
25.0,68.0,"Smt.  Deepa  Dasmunsi                                          ",15.0,3.0,"West Bengal                                                 ","Raiganj",21.0,"M"
26.0,69.0,"Shri  P.  Balram  Naik                                      ",15.0,3.0,"Andhra Pradesh                                              ","Mahabubabad",21.0,"M"
27.0,70.0,"Dr.  Krupa Rani  Killi                                             ",15.0,3.0,"Andhra Pradesh                                              ","Srikakulam",21.0,"M"
28.0,71.0,"Shri  Lal Chand  Kataria                                           ",15.0,3.0,"Rajasthan                                                   ","Jaipur Rural",21.0,"M"
29.0,72.0,"Shri  Sandeep  Dikshit                                           ",15.0,3.0,"Delhi                                                       ","East Delhi",21.0,21.0
30.0,73.0,"Shri  J.M.  Aaron Rashid                                      ",15.0,3.0,"Tamil Nadu                                                  ","Theni",21.0,11.0
31.0,74.0,"Shri  Arun  Yadav                                             ",15.0,3.0,"Madhya Pradesh                                              ","Khandwa",21.0,"M"
32.0,75.0,"Shri  Naveen  Jindal                                            ",15.0,3.0,"Haryana                                                     ","Kurukshetra",21.0,15.0
33.0,76.0,"Shri  Madhu Goud  Yaskhi                                            ",15.0,3.0,"Andhra Pradesh                                              ","Nizamabad",21.0,20.0
34.0,77.0,"Shri  Satpal  Maharaj                                           ",15.0,3.0,"Uttarakhand                                                 ","Garhwal",21.0,20.0
35.0,78.0,"Shri  Vijay  Bahuguna                                          ",15.0,3.0,"Uttarakhand                                                 ","Tehri Garhwal",21.0,19.0
36.0,78.0,"Shri  Vincent H.  Pala                                              ",15.0,3.0,"Meghalaya                                                   ","Shillong",21.0,"M"
37.0,79.0,"Shri  Madan Lal  Sharma                                            ",15.0,3.0,"Jammu and Kashmir                                           ","Jammu",21.0,16.0
38.0,80.0,"Chaudhary  Lal  Singh                                             ",15.0,3.0,"Jammu and Kashmir                                           ","Udhampur",21.0,19.0
39.0,81.0,"Shri  Mohammed  Azharuddin                                        ",15.0,3.0,"Uttar Pradesh                                               ","Moradabad",21.0,18.0
40.0,82.0,"Shri  Hamdullah  Sayeed                                            ",15.0,3.0,"Lakshadweep                                                 ","Lakshadweep",21.0,9.0
41.0,83.0,"Shri  Ashok  Tanwar                                            ",15.0,3.0,"Haryana                                                     ","Sirsa",21.0,13.0
42.0,84.0,"Shri  K.C.  Singh Baba                                        ",15.0,3.0,"Uttarakhand                                                 ","Nainital-Udhamsingh Nagar",21.0,17.0
43.0,85.0,"Shri  Vijay Inder  Singla                                            ",15.0,3.0,"Punjab                                                      ","Sangrur",21.0,"M"
44.0,88.0,"Shri  Sabbam  Hari                                              ",15.0,3.0,"Andhra Pradesh                                              ","Anakapalli",21.0,13.0
45.0,89.0,"Shri  Ravneet  Singh                                             ",15.0,3.0,"Punjab                                                      ","Anandpur Sahib",21.0,13.0
46.0,90.0,"Shri  Mahabal  Mishra                                            ",15.0,3.0,"Delhi                                                       ","West Delhi",21.0,21.0
47.0,91.0,"Shri  Ramesh  Kumar                                             ",15.0,3.0,"Delhi                                                       ","South Delhi",21.0,21.0
48.0,92.0,"Shri  Ismail Hussain  ",15.0,3.0,"Assam                                                       ","Barpeta",21.0,21.0
49.0,93.0,"Shri  Mohammad Asrarul  Haque                                             ",15.0,3.0,"Bihar                                                       ","Kishanganj",21.0,20.0
50.0,94.0,"Shri  Takam  Sanjoy                                            ",15.0,3.0,"Arunachal Pradesh                                           ","Arunachal West",21.0,17.0
51.0,97.0,"Shri  P.  Viswanathan                                       ",15.0,3.0,"Tamil Nadu                                                  ","Kancheepuram",21.0,20.0
52.0,98.0,"Shri  Sheesh Ram  Ola                                               ",15.0,3.0,"Rajasthan                                                   ","Jhunjhunu",21.0,16.0
53.0,99.0,"Shri  T.R.  Baalu                                             ",15.0,3.0,"Tamil Nadu                                                  ","Sriperumbudur",21.0,19.0
54.0,100.0,"Shri  Vilasrao Baburao  Muttemwar                                         ",15.0,3.0,"Maharashtra                                                 ","Nagpur",21.0,16.0
55.0,101.0,"Shri  Manikrao Hodlya  Gavit                                             ",15.0,3.0,"Maharashtra                                                 ","Nandurbar",21.0,"M"
56.0,102.0,"Shri  Suresh  Kalmadi                                           ",15.0,3.0,"Maharashtra                                                 ","Pune",21.0,10.0
57.0,106.0,"Dr.    Chinta Mohan                                      ",15.0,3.0,"Andhra Pradesh                                              ","Tirupati",21.0,20.0
58.0,107.0,"Shri  Biren Singh  Engti                                             ",15.0,3.0,"Assam                                                       ","Autonomous District",21.0,19.0
59.0,108.0,"Dr.  Kavuri Samba Siva  Rao                                               ",15.0,3.0,"Andhra Pradesh                                              ","Eluru",21.0,16.0
60.0,110.0,"Shri  Jai Prakash  Agarwal                                           ",15.0,3.0,"Delhi                                                       ","North East Delhi",21.0,19.0
61.0,112.0,"Shri  Datta  Meghe                                             ",15.0,3.0,"Maharashtra                                                 ","Wardha",21.0,17.0
62.0,113.0,"Shri   Rayapati S.  Rao                                               ",15.0,3.0,"Andhra Pradesh                                              ","Guntur",21.0,13.0
63.0,114.0,"Shri  Raj  Babbar                                            ",15.0,3.0,"Uttar Pradesh                                               ","Salempur",21.0,15.0
64.0,115.0,"Dr.  Manda  Jagannath                                         ",15.0,3.0,"Andhra Pradesh                                              ","Nagarkurnool",21.0,18.0
65.0,116.0,"Shri  A. Venkatarami  Reddy                                             ",15.0,3.0,"Andhra Pradesh                                              ","Anantapur",21.0,15.0
66.0,117.0,"Shri  Somabhai Gandalal Koli  Patel                                             ",15.0,3.0,"Gujarat                                                     ","Surendranagar",21.0,14.0
67.0,118.0,"Shri  Avtar Singh  Bhadana                                           ",15.0,3.0,"Haryana                                                     ","Faridabad",21.0,13.0
68.0,119.0,"Shri  P.C.  Chacko                                            ",15.0,3.0,"Kerala                                                      ","Thrissur",21.0,20.0
69.0,120.0,"Dr.  Girija  Vyas                                              ",15.0,3.0,"Rajasthan                                                   ","Chittorgarh",21.0,12.0
70.0,121.0,"Shri  Inderjit Singh  Rao                                              ",15.0,3.0,"Haryana                                                     ","Gurgaon",21.0,17.0
71.0,123.0,"Shri  Sanjay  Nirupam                                           ",15.0,3.0,"Maharashtra                                                 ","Mumbai-North",21.0,20.0
72.0,124.0,"Shri  Dip  Gogoi                                             ",15.0,3.0,"Assam                                                       ","Kaliabor",21.0,18.0
73.0,126.0,"Shri  Francisco  Sardinha                                          ",15.0,3.0,"Goa                                                         ","South Goa",21.0,20.0
74.0,127.0,"Shri  Magunta Srinivasulu  Reddy                                             ",15.0,3.0,"Andhra Pradesh                                              ","Ongole",21.0,13.0
75.0,128.0,"Shri  N.S.V.  Chitthan                                          ",15.0,3.0,"Tamil Nadu                                                  ","Dindigul",21.0,18.0
76.0,129.0,"Dr.  Arvind Kumar  Sharma                                            ",15.0,3.0,"Haryana                                                     ","Karnal",21.0,18.0
77.0,130.0,"Dr.  Sanjay  Singh                                             ",15.0,3.0,"Uttar Pradesh                                               ","Sultanpur",21.0,12.0
78.0,131.0,"Shri  Jayant  Chaudhary                                         ",15.0,3.0,"Uttar Pradesh                                               ","Mathura",21.0,16.0
79.0,132.0,"Shri  Bhaskarrao  Patil  Khatgaonkar  ",15.0,3.0,"Maharashtra                                                 ","Nanded",21.0,16.0
80.0,133.0,"Shri  Deepender Singh  Hooda                                             ",15.0,3.0,"Haryana                                                     ","Rohtak",21.0,17.0
81.0,134.0,"Shri  Bhakta Charan  Das                                               ",15.0,3.0,"Orissa                                                      ","Kalahandi",21.0,21.0
82.0,135.0,"Shri  Tarachand  Bhagora                                           ",15.0,3.0,"Rajasthan                                                   ","Banswara",21.0,12.0
83.0,137.0,"Rajkumari  Ratna  Singh                                             ",15.0,3.0,"Uttar Pradesh                                               ","Pratapgarh",21.0,20.0
84.0,138.0,"Smt.  Priya  Dutt                                              ",15.0,3.0,"Maharashtra                                                 ","Mumbai-North-Central",21.0,15.0
85.0,139.0,"Smt.  Santosh  Chowdhary                                         ",15.0,3.0,"Punjab                                                      ","Hoshiarpur",21.0,16.0
86.0,140.0,"Sardar  Sukhdev  Singh    Libra                                    ",15.0,3.0,"Punjab                                                      ","Fategarh Sabhib",21.0,21.0
87.0,141.0,"Shri  Gajendra Singh  Rajukhedi                                         ",15.0,3.0,"Madhya Pradesh                                              ","Dhar",21.0,18.0
88.0,142.0,"Shri  Sanjay Singh  Chauhan                                           ",15.0,3.0,"Uttar Pradesh                                               ","Bijnor",21.0,17.0
89.0,143.0,"Shri  Anjan Kumar  Yadav. M                                          ",15.0,3.0,"Andhra Pradesh                                              ","Secunderabad",21.0,11.0
90.0,144.0,"Shri  Gutha  Sukender Reddy                                    ",15.0,3.0,"Andhra Pradesh                                              ","Nalgonda",21.0,17.0
91.0,145.0,"Shri  G.V.  Harsha Kumar                                      ",15.0,3.0,"Andhra Pradesh                                              ","Amalapuram",21.0,18.0
92.0,146.0,"Shri  Aruna Kumar  Vundavalli                                        ",15.0,3.0,"Andhra Pradesh                                              ","Rajahmundry",21.0,21.0
93.0,147.0,"Shri  S.P.Y.  Reddy                                             ",15.0,3.0,"Andhra Pradesh                                              ","Nandyal",21.0,7.0
94.0,148.0,"Shri  Lalit  Mohan  Suklabaidya                                       ",15.0,3.0,"Assam                                                       ","Karimganj",21.0,19.0
95.0,149.0,"Shri  Vikrambhai Arjanbhai  Maadam    Ahir                                    ",15.0,3.0,"Gujarat                                                     ","Jamnagar",21.0,19.0
96.0,150.0,"Shri    Lagadapati   Rajagopal                            ",15.0,3.0,"Andhra Pradesh                                              ","Vijayawada",21.0,10.0
97.0,151.0,"Smt.    Botcha Jhansi Lakshmi                             ",15.0,3.0,"Andhra Pradesh                                              ","Vizianagaram",21.0,16.0
98.0,152.0,"Smt.  Ingrid  Mcleod                                            ",15.0,3.0,"Chhattisgarh                                                ","Nominated Anglo-Indian",21.0,5.0
99.0,153.0,"Shri    Bapiraju  Kanumuru                                ",15.0,3.0,"Andhra Pradesh                                              ","Narsapuram",21.0,20.0
100.0,154.0,"Shri  Kishan V.  Patel                                             ",15.0,3.0,"Gujarat                                                     ","Valsad",21.0,17.0
101.0,155.0,"Shri  Eknath  Gaikwad                                           ",15.0,3.0,"Maharashtra                                                 ","Mumbai-South-Central",21.0,21.0
102.0,156.0,"Dr.  Thokchom  Meinya                                            ",15.0,3.0,"Manipur                                                     ","Inner Manipur",21.0,21.0
103.0,157.0,"Shri  M.  Krishnaswamy                                      ",15.0,3.0,"Tamil Nadu                                                  ","Arani",21.0,14.0
104.0,158.0,"Dr.  Nirmal  Khatri                                            ",15.0,3.0,"Uttar Pradesh                                               ","Faizabad",21.0,19.0
105.0,160.0,"Smt.  Shruti  Choudhry                                          ",15.0,3.0,"Haryana                                                     ","Bhiwani-Mahendragarh",21.0,14.0
106.0,161.0,"Dr.  Prabha Kishore  Taviad                                            ",15.0,3.0,"Gujarat                                                     ","Dahod",21.0,20.0
107.0,162.0,"Smt.  Rajesh Nandini  Singh                                             ",15.0,3.0,"Madhya Pradesh                                              ","Shahdol",21.0,19.0
108.0,163.0,"Ms.  Mausam  Noor                                              ",15.0,3.0,"West Bengal                                                 ","Maldaha Uttar",21.0,4.0
109.0,164.0,"Smt.  Sarika  D.S. Baghel                                       ",15.0,3.0,"Uttar Pradesh                                               ","Hathras",21.0,20.0
110.0,165.0,"Smt.  Annu  Tandon                                            ",15.0,3.0,"Uttar Pradesh                                               ","Unnao",21.0,19.0
111.0,166.0,"Smt.  Meenakshi  Natrajan                                          ",15.0,3.0,"Madhya Pradesh                                              ","Mandsour",21.0,17.0
112.0,167.0,"Dr.  Jyoti  Mirdha                                            ",15.0,3.0,"Rajasthan                                                   ","Nagaur",21.0,18.0
113.0,168.0,"Shri  Devendra  Nagpal                                            ",15.0,3.0,"Uttar Pradesh                                               ","Amroha",21.0,6.0
114.0,169.0,"Shri  Manicka  Tagore                                            ",15.0,3.0,"Tamil Nadu                                                  ","Virudhunagar",21.0,18.0
115.0,170.0,"Shri  Prabhakar  Ponnam                                            ",15.0,3.0,"Andhra Pradesh                                              ","Karimnagar",21.0,21.0
116.0,171.0,"Shri  Sajjan Singh  Verma                                             ",15.0,3.0,"Madhya Pradesh                                              ","Dewas",21.0,10.0
117.0,172.0,"Shri  Abdul Mannan  Hossain                                           ",15.0,3.0,"West Bengal                                                 ","Murshidabad",21.0,8.0
118.0,173.0,"Shri  S.  Alagiri                                           ",15.0,3.0,"Tamil Nadu                                                  ","Cuddalore",21.0,18.0
119.0,174.0,"Shri  Basori Singh  Masram                                            ",15.0,3.0,"Madhya Pradesh                                              ","Mandla",21.0,20.0
120.0,175.0,"Shri  Kuvarjibhai Mohanbhai  Bavalia                                           ",15.0,3.0,"Gujarat                                                     ","Rajkot",21.0,14.0
121.0,176.0,"Shri   Vitthalbhai  Harnsrajbhai   Radadiya                           ",15.0,3.0,"Gujarat                                                     ","Porbandar",21.0,6.0
122.0,177.0,"Dr.  G.  Vivekanand                                        ",15.0,3.0,"Andhra Pradesh                                              ","Peddapalle",21.0,18.0
123.0,178.0,"Shri  Suresh Kumar  Shetkar                                           ",15.0,3.0,"Andhra Pradesh                                              ","Zahirabad",21.0,17.0
124.0,179.0,"Shri  Mukeshkumar  Bheiravdanji  Gadhvi                              ",15.0,3.0,"Gujarat                                                     ","Banaskantha",21.0,16.0
125.0,180.0,"Shri  Jagdish  Thakor                                            ",15.0,3.0,"Gujarat                                                     ","Patan",21.0,14.0
126.0,181.0,"Shri  Adagooru  Vishwanath                                        ",15.0,3.0,"Karnataka                                                   ","Mysore",21.0,11.0
127.0,182.0,"Shri  R.  Dhruvanarayana                                    ",15.0,3.0,"Karnataka                                                   ","Chamrajanagar",21.0,13.0
128.0,183.0,"Shri  K.  Sudhakaran                                        ",15.0,3.0,"Kerala                                                      ","Kannur",21.0,15.0
129.0,185.0,"Shri  M. K.  Raghavan                                          ",15.0,3.0,"Kerala                                                      ","Kozhikode",21.0,16.0
130.0,186.0,"Shri  K. P.  Dhanapalan                                        ",15.0,3.0,"Kerala                                                      ","Chalakudy",21.0,21.0
131.0,187.0,"Shri  Dara Singh  Chauhan                                           ",15.0,3.0,"Uttar Pradesh                                               ","Ghosi",21.0,19.0
132.0,188.0,"Shri    Lalu Prasad                                       ",15.0,3.0,"Bihar                                                       ","Saran",21.0,5.0
133.0,190.0,"Shri  T.K.S.  Elangovan                                         ",15.0,3.0,"Tamil Nadu                                                  ","Chennai North",21.0,21.0
134.0,191.0,"Shri  Sudip  Bandyopadhyay                                     ",15.0,3.0,"West Bengal                                                 ","Kolkata Uttar",21.0,20.0
135.0,192.0,"Smt.  Supriya  Sule                                              ",15.0,3.0,"Maharashtra                                                 ","Baramati",21.0,18.0
136.0,193.0,"Shri   Udayanraje  Bhonsle                                          ",15.0,3.0,"Maharashtra                                                 ","Satara",21.0,9.0
137.0,194.0,"Shri  Sameer  Bhujbal                                           ",15.0,3.0,"Maharashtra                                                 ","Nashik",21.0,16.0
138.0,195.0,"Shri  D.  Venugopal                                         ",15.0,3.0,"Tamil Nadu                                                  ","Tiruvannamalai",21.0,12.0
139.0,196.0,"Shri  Kalyan  Banerjee                                          ",15.0,3.0,"West Bengal                                                 ","Sreerampur",21.0,20.0
140.0,197.0,"Shri  A.K.S.  Vijayan                                           ",15.0,3.0,"Tamil Nadu                                                  ","Nagapattinam",21.0,8.0
141.0,198.0,"Shri  E.G.  Sugavanam                                         ",15.0,3.0,"Tamil Nadu                                                  ","Krisnagiri",21.0,6.0
142.0,199.0,"Shri    Adhi Sankar                                       ",15.0,3.0,"Tamil Nadu                                                  ","Kallakurichi",21.0,9.0
143.0,200.0,"Dr.  Sanjeev Ganesh  Naik                                              ",15.0,3.0,"Maharashtra                                                 ","Thane",21.0,17.0
144.0,201.0,"Shri  Asaduddin  Owaisi                                            ",15.0,3.0,"Andhra Pradesh                                              ","Hyderabad",21.0,13.0
145.0,202.0,"Shri  Sansuma Khunggur  Bwiswmuthiary                                     ",15.0,3.0,"Assam                                                       ","Kokrajhar",21.0,3.0
146.0,203.0,"Dr.  Raghuvansh Prasad  Singh                                             ",15.0,3.0,"Bihar                                                       ","Vaishali",21.0,20.0
147.0,204.0,"Shri  Hassan  Khan                                              ",15.0,3.0,"Jammu and Kashmir                                           ","Ladakh",21.0,17.0
148.0,205.0,"Shri  Sadashivrao Dadoba  Mandlik                                           ",15.0,3.0,"Maharashtra                                                 ","Kolhapur",21.0,9.0
149.0,206.0,"Shri  R.  Thamaraiselvan                                    ",15.0,3.0,"Tamil Nadu                                                  ","Dharmapuri",21.0,12.0
150.0,207.0,"Shri    Abdul Rahman                                      ",15.0,3.0,"Tamil Nadu                                                  ","Vellore",21.0,14.0
151.0,208.0,"Shri  Somendranath  Mitra                                             ",15.0,3.0,"West Bengal                                                 ","Diamond Harbour",21.0,7.0
152.0,210.0,"Shri  Badruddin  Ajmal                                             ",15.0,3.0,"Assam                                                       ","Dhubri",21.0,12.0
153.0,211.0,"Shri  Babu Lal  Marandi                                           ",15.0,3.0,"Jharkhand                                                   ","Kodarma",21.0,1.0
154.0,212.0,"Shri  Mirza Mehboob  Beg                                               ",15.0,3.0,"Jammu and Kashmir                                           ","Anantnag",21.0,14.0
155.0,213.0,"Shri  Jagdambika  Pal                                               ",15.0,3.0,"Uttar Pradesh                                               ","Domariyaganj",21.0,20.0
156.0,214.0,"Shri  N.Dharam  Singh                                             ",15.0,3.0,"Karnataka                                                   ","Bidar",21.0,6.0
157.0,215.0,"Shri  H.D.  Kumaraswamy                                       ",15.0,3.0,"Karnataka                                                   ","Bangalore Rural",21.0,13.0
158.0,217.0,"Dr.  Kakoli Ghosh  Dastidar                                          ",15.0,3.0,"West Bengal                                                 ","Barasat",21.0,19.0
159.0,218.0,"Shri  K. R. G.  Reddy                                             ",15.0,3.0,"Andhra Pradesh                                              ","Bhongir",21.0,20.0
160.0,219.0,"Shri  Rajaiah  Siricilla                                         ",15.0,3.0,"Andhra Pradesh                                              ","Warangal",21.0,20.0
161.0,220.0,"Shri  Jitendra  Singh Malik                                       ",15.0,3.0,"Rajasthan                                                   ","Alwar",21.0,14.0
162.0,221.0,"Shri  P.L.  Punia                                             ",15.0,3.0,"Uttar Pradesh                                               ","Barabanki",21.0,20.0
163.0,222.0,"Shri  Kamal  Kishor   Commando                                 ",15.0,3.0,"Uttar Pradesh                                               ","Bahraich",21.0,18.0
164.0,223.0,"Dr.  Vinay Kumar  Panday ""Vinnu""                                    ",15.0,3.0,"Uttar Pradesh                                               ","Shrawasti",21.0,18.0
165.0,224.0,"Shri  Harsh  Vardhan                                           ",15.0,3.0,"Uttar Pradesh                                               ","Maharajganj",21.0,19.0
166.0,225.0,"Shri  Praveen Singh  Aron                                              ",15.0,3.0,"Uttar Pradesh                                               ","Bareilly",21.0,18.0
167.0,226.0,"Shri  Pradeep  Tamta                                             ",15.0,3.0,"Uttarakhand                                                 ","Almora",21.0,21.0
168.0,227.0,"Shri  S. S.  Ramasubbu                                         ",15.0,3.0,"Tamil Nadu                                                  ","Tirunelveli",21.0,20.0
169.0,228.0,"Shri  Sharief Ud Din  Shariq                                            ",15.0,3.0,"Jammu and Kashmir                                           ","Baramulla",21.0,19.0
170.0,229.0,"Shri  Mahesh  Joshi                                             ",15.0,3.0,"Rajasthan                                                   ","Jaipur",21.0,13.0
171.0,230.0,"Shri  Ijyaraj  Singh                                             ",15.0,3.0,"Rajasthan                                                   ","Kota",21.0,17.0
172.0,231.0,"Shri  E. T. Muhammed  Basheer                                           ",15.0,3.0,"Kerala                                                      ","Ponnani",21.0,17.0
173.0,232.0,"Shri  Gopal  Singh  Shekhawat                                  ",15.0,3.0,"Rajasthan                                                   ","Rajsamand",21.0,15.0
174.0,233.0,"Shri  Raghuvir Singh  Meena                                             ",15.0,3.0,"Rajasthan                                                   ","Udaipur",21.0,13.0
175.0,234.0,"Shri  Harish  Choudhary                                         ",15.0,3.0,"Rajasthan                                                   ","Barmer",21.0,16.0
176.0,235.0,"Shri  Badri Ram  Jakhar                                            ",15.0,3.0,"Rajasthan                                                   ","Pali",21.0,15.0
177.0,236.0,"Shri  Khiladi Lal  Bairwa                                            ",15.0,3.0,"Rajasthan                                                   ","Karauli-Dholpur",21.0,18.0
178.0,237.0,"Shri  Ratan  Singh                                             ",15.0,3.0,"Rajasthan                                                   ","Bharatpur",21.0,16.0
179.0,238.0,"Shri  Raja Ram  Pal                                               ",15.0,3.0,"Uttar Pradesh                                               ","Akbarpur",21.0,18.0
180.0,239.0,"Shri  Bharat Ram  Meghwal                                           ",15.0,3.0,"Rajasthan                                                   ","Ganganagar",21.0,15.0
181.0,240.0,"Shri  Zafar Ali  Naqvi                                             ",15.0,3.0,"Uttar Pradesh                                               ","Kheri",21.0,6.0
182.0,242.0,"Shri  Charles  Dias                                              ",15.0,3.0,"Kerala                                                      ","Nominated Anglo-Indian",21.0,21.0
183.0,243.0,"Shri  Mohinder Singh  Kaypee                                            ",15.0,3.0,"Punjab                                                      ","Jalandhar",21.0,19.0
184.0,244.0,"Shri  Partap Singh  Bajwa                                             ",15.0,3.0,"Punjab                                                      ","Gurdaspur",21.0,21.0
185.0,245.0,"Adv.  P. T.  Thomas                                            ",15.0,3.0,"Kerala                                                      ","Idukki",21.0,21.0
186.0,246.0,"Shri  M. I.  Shanavas                                          ",15.0,3.0,"Kerala                                                      ","Wayanad",21.0,18.0
187.0,247.0,"Shri  Anto  Antony                                            ",15.0,3.0,"Kerala                                                      ","Pathanamthitta",21.0,20.0
188.0,248.0,"Shri  N.  Peethambarakurup                                  ",15.0,3.0,"Kerala                                                      ","Kollam",21.0,20.0
189.0,249.0,"Shri  Om Prakash  Yadav                                             ",15.0,3.0,"Bihar                                                       ","Siwan",21.0,9.0
190.0,250.0,"Shri    Sivakumar @  Ritheesh                             ",15.0,3.0,"Tamil Nadu                                                  ","Ramanthapuram",21.0,5.0
191.0,251.0,"Shri  Sanjay Dina  Patil                                             ",15.0,3.0,"Maharashtra                                                 ","Mumbai-North-East",21.0,17.0
192.0,252.0,"Shri  Narayan Singh  Amlabe                                            ",15.0,3.0,"Madhya Pradesh                                              ","Rajgarh",21.0,14.0
193.0,253.0,"Shri  Jose K.  Mani                                              ",15.0,3.0,"Kerala                                                      ","Kottayam",21.0,19.0
194.0,255.0,"Shri  N. Cheluvaraya Swamy  ",15.0,3.0,"Karnataka                                                   ","Mandya",21.0,11.0
195.0,256.0,"Shri  Thol Thirumaavalavan  ",15.0,3.0,"Tamil Nadu                                                  ","Chidambaram",21.0,11.0
196.0,257.0,"Shri  Prem Das  Rai                                               ",15.0,3.0,"Sikkim                                                      ","Sikkim",21.0,17.0
197.0,258.0,"Shri  C. M.  Chang                                             ",15.0,3.0,"Nagaland                                                    ","Nagaland",21.0,20.0
198.0,259.0,"Shri   Baliram  Jadhav                                          ",15.0,3.0,"Maharashtra                                                 ","Palghar",21.0,20.0
199.0,260.0,"Shri  Jagada Nand  Singh                                             ",15.0,3.0,"Bihar                                                       ","Buxar",21.0,21.0
200.0,261.0,"Shri  Uma Shanaker  Singh                                             ",15.0,3.0,"Bihar                                                       ","Maharajganj",21.0,9.0
201.0,262.0,"Smt.  J. Helen Davidson  ",15.0,3.0,"Tamil Nadu                                                  ","Kanniyakumari",21.0,8.0
202.0,263.0,"Shri  S. R.  Jeyadurai                                         ",15.0,3.0,"Tamil Nadu                                                  ","Thoothukkudi",21.0,4.0
203.0,264.0,"Shri  Uday Pratap  Singh                                             ",15.0,3.0,"Madhya Pradesh                                              ","Hoshangabad",21.0,11.0
204.0,265.0,"Shri  Premchand  Guddu                                             ",15.0,3.0,"Madhya Pradesh                                              ","Ujjain",21.0,12.0
