-----
{
 "description": "The table refers to District wise Distribution of Surface Flow Schemes(Temporary diversion) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.17.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Flow Schemes(Temporary diversion) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.17.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"PUNJAB","HOSHIARPUR",0,0,0,0,0,0,0,0,0
"PUNJAB","MOGA",0,0,0,0,0,0,0,0,0
"PUNJAB","PATIALA",0,0,0,0,0,0,0,0,0
"PUNJAB","ROPAR",21,190,211,74,584,658,74,582,656
"RAJASTHAN","AJMER",0,0,0,0,0,0,0,0,0
"RAJASTHAN","ALWAR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","BANSWARA",15,30,45,59,477,536,59,477,536
"RAJASTHAN","BARAN",5,0,5,173,0,173,173,0,173
"RAJASTHAN","BHARATPUR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","BHILWARA",1,0,1,164,0,164,164,0,164
"RAJASTHAN","BUNDI",1,0,1,6,0,6,6,0,6
"RAJASTHAN","CHITTORGARH",25,0,25,1455,0,1455,787,0,787
"RAJASTHAN","DAUSA",0,0,0,0,0,0,0,0,0
"RAJASTHAN","DHOLPUR",2,1,3,27,1,28,27,1,28
"RAJASTHAN","DUNGARPUR",2,0,2,189,0,189,91,0,91
"RAJASTHAN","JAIPUR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","JAISALMER",0,0,0,0,0,0,0,0,0
"RAJASTHAN","JALORE",0,0,0,0,0,0,0,0,0
"RAJASTHAN","JHALAWAR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","JHUNJHUNU",0,0,0,0,0,0,0,0,0
"RAJASTHAN","KAROLI",0,0,0,0,0,0,0,0,0
"RAJASTHAN","KOTA",6,0,6,50,0,50,50,0,50
"RAJASTHAN","NAGAUR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","PALI",0,0,0,0,0,0,0,0,0
"RAJASTHAN","RAJSAMAND",0,0,0,0,0,0,0,0,0
"RAJASTHAN","SAWAI MADHOPUR",0,4,4,0,18,18,0,18,18
"RAJASTHAN","SIROHI",1,1,2,117,4,121,117,2,119
"RAJASTHAN","TONK",2,0,2,361,0,361,62,0,62
"RAJASTHAN","UDAIPUR",2,0,2,65,0,65,52,0,52
"SIKKIM","EAST",0,0,0,0,0,0,0,0,0
"SIKKIM","NORTH",0,0,0,0,0,0,0,0,0
"SIKKIM","SOUTH",0,0,0,0,0,0,0,0,0
"SIKKIM","WEST",0,0,0,0,0,0,0,0,0
"TAMIL NADU","COIMBATORE",0,97,97,0,935,935,0,101,101
"TAMIL NADU","CUDDALORE",0,2,2,0,43,43,0,43,43
"TAMIL NADU","DHARMAPURI",319,1,320,379,9,388,183,3,187
"TAMIL NADU","DINDIGUL",4,0,4,262,0,262,66,0,66
"TAMIL NADU","ERODE",0,1,1,0,10,10,0,2,2
"TAMIL NADU","KANCHEEPURAM",0,0,0,0,0,0,0,0,0
"TAMIL NADU","KANYAKUMARI",107,0,107,1929,0,1929,1929,0,1929
"TAMIL NADU","KARUR",1,0,1,22,0,22,12,0,12
"TAMIL NADU","MADURAI",18,167,185,626,2081,2708,482,1989,2471
"TAMIL NADU","NAGAPATTINAM",0,0,0,0,0,0,0,0,0
"TAMIL NADU","NAMAKKAL",1,0,1,67,0,67,0,0,0
"TAMIL NADU","NILGIRIS",0,33,33,0,1359,1359,0,1357,1357
"TAMIL NADU","PERAMBALUR",0,0,0,0,0,0,0,0,0
"TAMIL NADU","PUDUKKOTTAI",0,0,0,0,0,0,0,0,0
"TAMIL NADU","RAMANATHAPURAM",8,0,8,208,0,208,146,0,146
"TAMIL NADU","SALEM",0,0,0,0,0,0,0,0,0
"TAMIL NADU","SIVAGANGA",8,0,8,139,0,139,124,0,124
"TAMIL NADU","THANJAVUR",0,1,1,0,141,141,0,141,141
"TAMIL NADU","THENI",0,0,0,0,0,0,0,0,0
"TAMIL NADU","THIRUVALLUR",0,3,3,0,1177,1177,0,480,480
"TAMIL NADU","THIRUVARUR",0,0,0,0,0,0,0,0,0
"TAMIL NADU","TIRUCHIRAPPALLI",6,1,7,1171,248,1419,1171,248,1419
"TAMIL NADU","TIRUNELVELI",23,3,26,2236,424,2661,1955,269,2224
"TAMIL NADU","TIRUVANNAMALAI",1,0,1,11,0,11,6,0,6
"TAMIL NADU","TUTICORIN DISTRICT",1,0,1,50,0,50,35,0,35
"TAMIL NADU","VELLORE",0,0,0,0,0,0,0,0,0
"TAMIL NADU","VILLUPPURAM",52,22,74,4499,402,4901,2814,308,3122
"TAMIL NADU","VIRUDHUNAGAR",0,0,0,0,0,0,0,0,0
"TRIPURA","DHALAI",2,3,5,11,24,35,11,20,31
"TRIPURA","NORTH TRIPURA",12,49,61,42,221,264,27,158,185
"TRIPURA","SOUTH TRIPURA",19,73,92,354,1125,1478,348,1078,1427
"TRIPURA","WEST TRIPURA",17,25,42,218,520,737,158,403,562
"UTTAR PRADESH","ALIGARH",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","ALLAHABAD",0,1,1,0,8,8,0,8,8
"UTTAR PRADESH","BAGHPAT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BAHARAICH",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BANDA",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BAREILLY",0,166,166,0,455,455,0,422,422
"UTTAR PRADESH","BASTI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BULAND SAHAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","CHANDAULI",0,1,1,0,3,3,0,3,3
"UTTAR PRADESH","CHITRAKOOT",0,123,123,0,214,214,0,214,214
"UTTAR PRADESH","DEORIA",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","FATEHPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","GHAZIABAD",0,35,35,0,69,69,0,69,69
"UTTAR PRADESH","GORAKHPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","HAMIRPUR",0,14,14,0,130,130,0,127,127
"UTTAR PRADESH","JALAUN",0,11,11,0,55,55,0,55,55
"UTTAR PRADESH","JAUNPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","JHANSI",0,41,41,0,91,91,0,91,91
"UTTAR PRADESH","KANNAUJ",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","KANPUR DEHAT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","KANPUR NAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","KAUSHAMBI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","LALITPUR",0,13,13,0,18,18,0,18,18
"UTTAR PRADESH","LUCKNOW",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MAHARAJ GANJ",0,21,21,0,90,90,0,77,77
"UTTAR PRADESH","MAHOBA",0,14,14,0,43,43,0,43,43
"UTTAR PRADESH","MEERUT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MIRZAPUR",0,19,19,0,207,207,0,207,207
"UTTAR PRADESH","MORADABAD",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MUZZAFARNAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","RAMPUR",0,4,4,0,17,17,0,16,16
"UTTAR PRADESH","SAHARANPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SANT KABIR NAGAR",1,0,1,120,0,120,100,0,100
"UTTAR PRADESH","SANT RAVI DAS NAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SHRAWASTI",0,10,10,0,47,47,0,45,45
"UTTAR PRADESH","SIDDHARTH NAGAR",0,8,8,0,8,8,0,8,8
"UTTAR PRADESH","SONBHADRA",0,8,8,0,31,31,0,29,29
"UTTAR PRADESH","VARANASI",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","ALMORA",858,29,887,8941,114,9056,8353,112,8464
"UTTARANCHAL","BAGESHWAR",503,174,677,5398,1433,6831,4979,1378,6357
"UTTARANCHAL","CHAMOLI",552,15,567,5212,48,5260,4222,43,4264
"UTTARANCHAL","CHAMPAWAT",237,44,281,1624,218,1843,1282,175,1457
"UTTARANCHAL","DEHRA DUN",171,226,397,6263,1933,8197,5425,1874,7300
"UTTARANCHAL","HARIDWAR",0,2,2,0,1198,1198,0,1197,1197
"UTTARANCHAL","NAINITAL",237,114,351,7096,728,7824,6201,630,6831
"UTTARANCHAL","PAURI",602,431,1033,10853,2239,13092,5756,1419,7175
"UTTARANCHAL","PITHORAGARH",1197,326,1523,8298,1958,10256,6005,1623,7628
"UTTARANCHAL","RUDHARAPARYAG",172,38,210,1110,232,1342,1003,205,1208
"UTTARANCHAL","TEHARI GARHWAL",2208,632,2840,7994,1588,9582,7587,1328,8915
"UTTARANCHAL","UDHAM SINGH NAGAR",50,16,66,11075,1100,12175,10430,1048,11478
"UTTARANCHAL","UTTARKASHI",762,272,1034,3488,548,4036,2644,453,3097
"WEST BENGAL","BANKURA",40,48,88,1909,1209,3118,1036,732,1768
"WEST BENGAL","BIRBHUM",56,62,118,964,603,1567,339,191,530
"WEST BENGAL","BURDWAN",5,19,24,205,95,300,130,80,210
"WEST BENGAL","DARJEELING",49,56,105,2917,1360,4277,1725,1003,2727
"WEST BENGAL","HAORA",109,42,151,11973,4704,16677,6519,2247,8766
"WEST BENGAL","HOOGHLY",5,110,115,144,254,398,122,218,340
"WEST BENGAL","JALPAIGURI",27,234,261,1051,2198,3249,646,1293,1939
"WEST BENGAL","MALDA",1,25,26,30,107,137,27,95,122
"WEST BENGAL","MIDNAPORE",190,165,355,2187,2204,4390,2031,2183,4214
"WEST BENGAL","MURSHIDABAD",0,2,2,0,3,3,0,2,2
"WEST BENGAL","NADIA",0,0,0,0,0,0,0,0,0
"WEST BENGAL","NORTH 24 PARGANAS",1,86,87,2,68,69,2,64,66
"WEST BENGAL","PURULIA",16,44,60,114,93,207,73,69,142
"WEST BENGAL","SOUTH 24 PARGANAS",231,248,479,8457,1435,9892,7082,879,7961
"WEST BENGAL","UTTAR DINAJPUR",0,0,0,0,0,0,0,0,0
