-----
{
 "description": "The table refers to District wise Distribution of Surface Flow Schemes by Status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.6_1.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Flow Schemes by Status", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.6_1.csv"
}
-----
"State","District","In use","Not in use - Temporarily","Not in use - Salinity","Not in use - Dried up","Not in use - Destroyed","Not in use - Others","Total - Not in use","Grand total ( Use  + Not in use)"
"BIHAR","SIWAN",303,0,0,0,1,42,43,346
"BIHAR","SUPAUL",364,0,0,0,0,0,0,364
"BIHAR","VAISHALI",193,0,1,0,0,0,1,194
"BIHAR","WEST CHAMPARAN",808,0,0,0,0,17,17,825
"CHHATTISGARH","BASTER",596,134,1,2,16,1,154,750
"CHHATTISGARH","BILASPUR",225,0,0,0,0,0,0,225
"CHHATTISGARH","DANTEWADA",2,0,0,0,0,0,0,2
"CHHATTISGARH","DHAMTARI",966,0,0,0,50,0,50,1016
"CHHATTISGARH","DURG",1916,0,0,0,0,0,0,1916
"CHHATTISGARH","JANJGIR-CHAMPA",732,13,0,2,0,5,20,752
"CHHATTISGARH","JASHPUR",26,0,0,0,0,0,0,26
"CHHATTISGARH","KANKER",198,0,0,0,3,0,3,201
"CHHATTISGARH","KORBA",101,0,0,0,0,0,0,101
"CHHATTISGARH","KORIA",131,0,0,0,0,0,0,131
"CHHATTISGARH","KVARDHA",366,6,2,0,0,0,8,374
"CHHATTISGARH","MAHASAMUND",226,0,1,0,37,0,38,264
"CHHATTISGARH","RAIGARH",510,1,0,0,1,0,2,512
"CHHATTISGARH","RAIPUR",2735,174,4,198,13,385,774,3509
"CHHATTISGARH","RAJNANDGAON",538,266,0,0,14,1,281,819
"CHHATTISGARH","SURGUJA",321,0,0,0,0,0,0,321
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",1063,1158,32,663,16,92,1961,3024
"DELHI","ALIPUR",373,2,0,1,0,0,3,376
"GOA","NORTH GOA",181,3,0,0,0,0,3,184
"GOA","SOUTH GOA",6,0,0,0,0,1,1,7
"GUJARAT","AHMEDABAD",85,0,0,4,0,0,4,89
"GUJARAT","AMRELI",0,0,0,7,0,0,7,7
"GUJARAT","BANASKANTHA",375,0,2,0,0,8,10,385
"GUJARAT","BHARUCH",253,7,3,0,0,0,10,263
"GUJARAT","BHAVNAGAR",11,0,0,9,0,0,9,20
"GUJARAT","DAHOD",883,1,0,4,1,0,6,889
"GUJARAT","DANG",577,32,1,1,4,2,40,617
"GUJARAT","GANDHINAGAR",202,1,0,0,0,1,2,204
"GUJARAT","JAMNAGAR",1823,31,5,4,2,8,50,1873
"GUJARAT","JUNAGADH",232,3,0,0,0,0,3,235
"GUJARAT","KACHCHH",92,2,4,0,4,17,27,119
"GUJARAT","KHEDA",563,7,0,0,1,3,11,574
"GUJARAT","MEHSANA",3955,47,2,19,7,7,82,4037
"GUJARAT","NARMADA",1254,59,0,5,7,26,97,1351
"GUJARAT","NAVSARI",1898,17,3,8,10,7,45,1943
"GUJARAT","PANCHMAHAL",1972,3,0,1,0,0,4,1976
"GUJARAT","PATAN",96,9,0,6,0,0,15,111
"GUJARAT","PORBANDAR",723,0,9,1,1,3,14,737
"GUJARAT","RAJKOT",355,17,47,6,1,2,73,428
"GUJARAT","SABARKANTHA",624,2,4,0,0,0,6,630
"GUJARAT","SURAT",204,28,93,0,0,0,121,325
"GUJARAT","SURENDRANAGAR",6,0,0,0,0,0,0,6
"GUJARAT","VADODARA",355,0,1,0,0,0,1,356
"GUJARAT","VALSAD",434,10,31,1,0,2,44,478
"HARYANA","AMBALA",636,0,0,0,0,0,0,636
"HARYANA","BHIWANI",119,0,1,0,0,0,1,120
"HARYANA","GURGAON",158,4,8,3,2,2,19,177
"HARYANA","KARNAL",653,0,1,1,0,0,2,655
"HARYANA","PANCHKULA",384,10,28,3,0,0,41,425
"HARYANA","REWARI",266,2,3,3,1,2,11,277
"HIMACHAL PRADESH","Bilaspur",595,7,5,1,0,5,18,613
"HIMACHAL PRADESH","Chamba",1372,26,1,1,0,0,28,1400
"HIMACHAL PRADESH","Hamirpur",2039,176,46,11,0,0,233,2272
"HIMACHAL PRADESH","Kangra",5196,100,22,16,4,1,143,5339
"HIMACHAL PRADESH","Kinnaur",1030,328,14,0,5,7,354,1384
"HIMACHAL PRADESH","Kullu",3055,289,8,45,2,0,344,3399
"HIMACHAL PRADESH","Lahul & Spiti",2547,117,3,20,45,8,193,2740
"HIMACHAL PRADESH","Mandi",1790,102,47,6,12,1,168,1958
"HIMACHAL PRADESH","Shimla",857,103,5,3,11,0,122,979
"HIMACHAL PRADESH","Sirmaur",795,19,1,21,13,0,54,849
"HIMACHAL PRADESH","Solan",985,21,5,8,0,1,35,1020
"HIMACHAL PRADESH","Una",3066,273,6,104,3,2,388,3454
"JAMMU & KASHMIR","ANANTNAG",376,10,4,6,0,0,20,396
"JAMMU & KASHMIR","BADGAM",2253,106,12,18,9,3,148,2401
"JAMMU & KASHMIR","BARAMULLA",3,0,0,1,0,0,1,4
"JAMMU & KASHMIR","DODA",1416,284,17,7,10,1,319,1735
"JAMMU & KASHMIR","JAMMU",5731,157,37,23,10,6,233,5964
"JAMMU & KASHMIR","KARGIL",244,39,7,2,0,0,48,292
"JAMMU & KASHMIR","KATHUA",1175,273,22,56,0,20,371,1546
"JAMMU & KASHMIR","KUPWARA",1986,691,16,100,19,9,835,2821
"JAMMU & KASHMIR","LEH",351,96,2,13,4,3,118,469
"JAMMU & KASHMIR","POONCH",2701,101,0,0,3,1,105,2806
"JAMMU & KASHMIR","PULWAMA",61,16,0,0,0,0,16,77
"JAMMU & KASHMIR","RAJOURI",480,7,25,0,3,2,37,517
"JAMMU & KASHMIR","SRINAGAR",880,226,1,5,9,19,260,1140
"JAMMU & KASHMIR","UDHAMPUR",255,92,0,5,0,2,99,354
"JHARKHAND","BOKARO",79,22,0,1,2,0,25,104
"JHARKHAND","CHATRA",1478,77,0,1,0,0,78,1556
"JHARKHAND","DEOGHAR",194,67,0,0,0,1,68,262
"JHARKHAND","DHANBAD",38,0,0,58,0,0,58,96
"JHARKHAND","DUMKA",1656,196,5,9,13,59,282,1938
"JHARKHAND","GARHWA",95,51,4,1,0,6,62,157
"JHARKHAND","GIRIDIH",1305,66,2,1,0,0,69,1374
"JHARKHAND","GODDA",631,13,3,3,0,10,29,660
"JHARKHAND","GUMLA",544,297,0,2,5,1,305,849
"JHARKHAND","HAZARIBAGH",37,0,0,0,0,0,0,37
"JHARKHAND","JAMTARA",464,68,1,1,0,4,74,538
"JHARKHAND","KODERMA",3705,140,4,2,1,561,708,4413
"JHARKHAND","LATEHAR",1034,605,3,11,0,46,665,1699
"JHARKHAND","LOHARDAGA",292,530,2,0,1,38,571,863
"JHARKHAND","PAKUR",3013,479,0,14,1,31,525,3538
"JHARKHAND","PALAMU",45,11,0,1,0,1,13,58
"JHARKHAND","RANCHI",346,16,0,0,0,1,17,363
"JHARKHAND","SAHEBGANJ",467,27,1,4,0,1,33,500
"JHARKHAND","SARAIKELA",427,101,0,0,0,1,102,529
"JHARKHAND","SIMDEGA",4548,158,9,0,1,1,169,4717
"JHARKHAND","WEST SINGHBHUM",1093,153,0,1,2,12,168,1261
"KARNATAKA","Bagalkote",1523,29,0,2,0,5,36,1559
"KARNATAKA","Bangalore",1518,79,3,0,1,13,96,1614
"KARNATAKA","Bangalore Rural",197,61,0,0,0,31,92,289
"KARNATAKA","Belgaum",542,2,23,0,0,0,25,567
"KARNATAKA","Bellary",407,4,1,4,4,0,13,420
"KARNATAKA","Bidar",801,43,5,0,9,0,57,858
"KARNATAKA","Bijapur",626,55,10,1,1,4,71,697
"KARNATAKA","Chamaraja Nagara",339,137,4,19,18,1,179,518
"KARNATAKA","Chikmagalur",511,17,3,0,2,0,22,533
"KARNATAKA","Chitradurga",324,38,7,0,3,5,53,377
"KARNATAKA","Dakshina Kannada",964,38,8,2,14,3,65,1029
"KARNATAKA","Davanagere",2250,40,4,3,1,1,49,2299
"KARNATAKA","Dharwar",227,14,6,0,2,0,22,249
"KARNATAKA","Gadag",1611,40,18,8,3,1,70,1681
"KARNATAKA","Gulbarga",909,2,7,3,1,0,13,922
"KARNATAKA","Hassan",374,107,1,14,22,0,144,518
"KARNATAKA","Haveri",6982,32,0,3,2,8,45,7027
"KARNATAKA","Kodagu",1276,173,5,10,1,0,189,1465
"KARNATAKA","Kolar",3277,1787,21,73,0,84,1965,5242
"KARNATAKA","Koppal",4,31,1,6,0,2,40,44
"KARNATAKA","Mandya",698,4,1,1,0,0,6,704
"KARNATAKA","Mysore",2944,4,18,1,1,0,24,2968
"KARNATAKA","Raichur",1135,9,8,0,0,4,21,1156
"KARNATAKA","Shimoga",2229,12,6,2,2,3,25,2254
"KARNATAKA","Tumkur",7,0,0,0,0,0,0,7
"KARNATAKA","Udupi",552,95,3,0,0,15,113,665
"KARNATAKA","Uttara Kannada",592,697,3,0,2,3,705,1297
"KERALA","ALAPPUZHA",3793,35,0,2,0,0,37,3830
"KERALA","ERANAKULAM",447,10,7,0,10,2,29,476
"KERALA","IDDUKKI",147,4,2,0,0,0,6,153
"KERALA","KANNUR",521,181,3,2,1,0,187,708
"KERALA","KASARAGODE",226,213,0,0,0,0,213,439
"KERALA","KOLLAM",517,0,2,0,0,2,4,521
"KERALA","KOTTAYAM",937,401,0,5,0,0,406,1343
"KERALA","KOZHIKODE",2713,0,0,0,0,0,0,2713
"KERALA","MALAPPURAM",272,150,0,4,3,11,168,440
"KERALA","PALAKKAD",713,296,3,4,0,0,303,1016
"KERALA","PATHANAMTHITTA",78,47,0,0,0,0,47,125
"KERALA","THIRUVANANTHAPURAM",45,30,2,1,0,0,33,78
"KERALA","THRISSUR",126,0,0,0,0,0,0,126
"KERALA","WAYANAD",811,1,1,0,0,0,2,813
"MADHYA PRADESH","BALAGHAT",38,2,0,0,0,0,2,40
"MADHYA PRADESH","BARWANI",3643,1,0,0,2,0,3,3646
"MADHYA PRADESH","BETUL",6,2,0,0,0,0,2,8
"MADHYA PRADESH","BHIND",1036,70,4,0,0,0,74,1110
"MADHYA PRADESH","BHOPAL",1425,846,9,110,2,0,967,2392
"MADHYA PRADESH","CHHATARPUR",369,0,0,0,0,0,0,369
"MADHYA PRADESH","CHHINDWARA",1666,3,9,5,0,13,30,1696
"MADHYA PRADESH","DAMOH",192,3,9,0,0,0,12,204
"MADHYA PRADESH","DATIA",199,191,2,0,0,0,193,392
"MADHYA PRADESH","DEWAS",735,31,13,7,0,28,79,814
"MADHYA PRADESH","DHAR",2260,0,1,1,0,0,2,2262
"MADHYA PRADESH","GUNA",359,100,0,37,1,15,153,512
"MADHYA PRADESH","GWALIOR",642,0,1,1,0,0,2,644
"MADHYA PRADESH","HARDA",3096,8,17,3,26,1,55,3151
"MADHYA PRADESH","HOSHANGABAD",139,0,1,0,1,0,2,141
"MADHYA PRADESH","INDORE",1620,0,0,1,0,1,2,1622
"MADHYA PRADESH","JABALPUR",243,65,8,0,2,0,75,318
"MADHYA PRADESH","JHABUA",278,0,0,0,0,0,0,278
"MADHYA PRADESH","KATNI",1513,2,0,0,0,0,2,1515
"MADHYA PRADESH","KHANDWA",4179,61,0,4,0,0,65,4244
"MADHYA PRADESH","KHARGONE",9209,3,3982,1,30,8,4024,13233
"MADHYA PRADESH","MANDLA",387,25,0,1,1,0,27,414
"MADHYA PRADESH","MANDSAUR",266,0,0,0,0,0,0,266
"MADHYA PRADESH","MORENA",1099,1,33,0,1,0,35,1134
"MADHYA PRADESH","NARSINGHPUR",531,12,1,5,1,4,23,554
"MADHYA PRADESH","NEEMUCH",1182,1,0,0,0,0,1,1183
"MADHYA PRADESH","PANNA",1277,16,5,37,0,2,60,1337
"MADHYA PRADESH","RAISEN",342,53,19,231,7,264,574,916
"MADHYA PRADESH","RAJGARH",4705,77,478,28,4,25,612,5317
"MADHYA PRADESH","RATLAM",635,16,7,12,0,6,41,676
"MADHYA PRADESH","REWA",30,1,0,0,0,0,1,31
"MADHYA PRADESH","SAGAR",186,0,0,0,0,0,0,186
"MADHYA PRADESH","SATNA",30,0,0,0,0,0,0,30
"MADHYA PRADESH","SEHORE",202,1,0,0,0,0,1,203
"MADHYA PRADESH","SEONI",1180,10,0,0,0,0,10,1190
"MADHYA PRADESH","SHAHDOL",301,4,2,1,0,5,12,313
"MADHYA PRADESH","SHAJAPUR",236,0,8,1,0,5,14,250
"MADHYA PRADESH","SHEOPUR",716,0,1,2,0,859,862,1578
"MADHYA PRADESH","SHIVPURI",4489,76,26,9,2,668,781,5270
"MADHYA PRADESH","SIDHI",1115,14,0,67,101,0,182,1297
"MADHYA PRADESH","TIKAMGARH",22,0,0,0,0,0,0,22
"MADHYA PRADESH","UJJAIN",9680,32,39,6,3,149,229,9909
"MADHYA PRADESH","UMARIA",274,5,1,1,0,0,7,281
"MADHYA PRADESH","VIDISHA",1150,7,88,2,9,7,113,1263
"MAHARASHTRA","AHMEDNAGAR",3324,23,0,0,2,234,259,3583
"MAHARASHTRA","AKOLA",8295,1,0,0,0,0,1,8296
"MAHARASHTRA","AMRAVATI",595,53,3,4,1,10,71,666
"MAHARASHTRA","AURANGABAD",47,0,0,0,0,0,0,47
"MAHARASHTRA","BEED",175,1,2,0,0,1,4,179
"MAHARASHTRA","BHANDARA",246,9,26,0,9,28,72,318
"MAHARASHTRA","BULDANA",3279,18,99,1,16,8,142,3421
"MAHARASHTRA","CHANDRAPUR",74,14,0,2,2,2,20,94
"MAHARASHTRA","DHULE",21,0,0,0,0,0,0,21
"MAHARASHTRA","GADCHIROLI",22,0,0,0,0,0,0,22
"MAHARASHTRA","GONDIYA",80,0,0,0,0,0,0,80
"MAHARASHTRA","HINGOLI",28,0,0,0,0,0,0,28
"MAHARASHTRA","JALGAON",37,0,0,0,0,0,0,37
"MAHARASHTRA","JALNA",26,0,0,0,0,0,0,26
"MAHARASHTRA","KOLHAPUR",39,0,0,0,0,0,0,39
"MAHARASHTRA","LATUR",23,0,0,0,0,0,0,23
"MAHARASHTRA","NAGPUR",36,0,0,0,0,0,0,36
"MAHARASHTRA","NANDED",140,23,1,1,12,17,54,194
"MAHARASHTRA","NANDURBAR",4115,34,0,0,4,0,38,4153
"MAHARASHTRA","NASHIK",1420,20,2,4,2,3,31,1451
"MAHARASHTRA","OSMANABAD",4750,0,0,0,0,0,0,4750
"MAHARASHTRA","PARBHANI",10,0,0,0,85,1,86,96
"MAHARASHTRA","PUNE",368,26,0,4,75,17,122,490
"MAHARASHTRA","RAIGHAR",1233,30,0,0,14,3,47,1280
"MAHARASHTRA","RATNAGIRI",819,357,34,3,0,0,394,1213
"MAHARASHTRA","SANGLI",2331,262,3,7,22,42,336,2667
"MAHARASHTRA","SATARA",403,26,2,0,0,0,28,431
"MAHARASHTRA","SINDHUDURGA",838,56,0,6,54,1,117,955
"MAHARASHTRA","SOLAPUR",643,20,0,10,2,6,38,681
"MAHARASHTRA","THANE",205,68,3,0,3,8,82,287
"MAHARASHTRA","WARDHA",293,54,54,0,17,1,126,419
"MAHARASHTRA","WASHIM",1049,0,0,0,0,0,0,1049
"MAHARASHTRA","YAVATMAL",993,2,0,3,3,2,10,1003
"MANIPUR","BISHNUPUR",2672,100,5,11,2,4,122,2794
"MANIPUR","CHANDEL",1048,119,2,2,3,7,133,1181
"MANIPUR","CHURACHANDPUR",588,289,17,46,113,2,467,1055
"MANIPUR","IMPHAL EAST",3685,0,1,0,0,0,1,3686
"MANIPUR","IMPHAL WEST",5014,416,41,60,59,0,576,5590
"MANIPUR","SENAPATI",1519,3,0,29,0,0,32,1551
"MANIPUR","TAMENGLONG",3086,0,0,0,0,0,0,3086
"MANIPUR","THOUBAL",564,28,1,2,0,0,31,595
"MANIPUR","UKHRUL",45,31,4,7,36,6,84,129
"MEGHALAYA","EAST GARO HILLS",2351,617,0,1,0,4,622,2973
"MEGHALAYA","EAST KHASI HILLS",172,50,2,0,8,0,60,232
"MEGHALAYA","JAINTIA HILLS",1880,200,0,1,1,3,205,2085
"MEGHALAYA","RI BHOI",260,65,0,0,0,1,66,326
"MEGHALAYA","SOUTH GARO HILLS",455,13,0,0,0,0,13,468
"MEGHALAYA","WEST GARO HILLS",280,25,0,1,0,0,26,306
"MEGHALAYA","WEST KHASI HILLS",819,336,5,37,3,7,388,1207
"MIZORAM","AIZAWL",1280,17,0,6,7,3,33,1313
"MIZORAM","CHAMPHAI",4042,460,13,38,30,3,544,4586
"MIZORAM","KOLASIB",4,2,0,1,0,0,3,7
"MIZORAM","LAWNGTLAI",196,18,0,0,2,2,22,218
"MIZORAM","LUNGLEI",488,46,0,1,0,0,47,535
"MIZORAM","MAMIT",709,240,16,16,45,1,318,1027
"MIZORAM","SAIHA",459,74,1,19,34,13,141,600
"MIZORAM","SERCHHIP",4,3,0,0,0,0,3,7
"NAGALAND","DIMAPUR",640,34,3,21,17,22,97,737
"NAGALAND","KOHIMA",468,74,0,10,14,0,98,566
"NAGALAND","MOKOKCHUNG",1448,89,0,24,60,6,179,1627
"NAGALAND","MON",339,76,4,149,5,1,235,574
"NAGALAND","PHEK",884,34,1,17,16,2,70,954
"NAGALAND","TUENSANG",167,14,0,3,1,0,18,185
"NAGALAND","WOKHA",369,146,1,7,0,0,154,523
"NAGALAND","ZUNHEBOTO",592,251,0,4,1,0,256,848
"ORISSA","ANGUL",100,498,22,5,72,48,645,745
"ORISSA","BALASORE",2947,232,9,158,58,7,464,3411
"ORISSA","BARGARH",792,33,3,4,10,1,51,843
"ORISSA","BHADRAK",402,24,2,2,0,0,28,430
"ORISSA","BOLANGIR",225,11,0,5,1,4,21,246
"ORISSA","BOUDH",16788,3,0,0,0,0,3,16791
"ORISSA","CUTTACK",2762,0,0,0,0,0,0,2762
"ORISSA","DEOGARH",589,0,0,0,0,0,0,589
"ORISSA","DHENKANAL",25,1,0,0,0,0,1,26
"ORISSA","GAJAPATI",40,0,0,0,0,0,0,40
"ORISSA","GANJAM",20,0,0,0,0,0,0,20
"ORISSA","JAGATSINGHPUR",34,0,0,0,0,0,0,34
"ORISSA","JAJAPUR",1852,2,10,1,0,1,14,1866
"ORISSA","JHARSUGUDA",417,507,1,9,1,16,534,951
"ORISSA","KALAHANDI",4,1,0,0,0,0,1,5
"ORISSA","KANDHAMAL",108,21,1,4,0,9,35,143
"ORISSA","KENDRAPARA",112,0,1,0,0,3,4,116
"ORISSA","KEONJHAR",4,0,0,0,0,0,0,4
"ORISSA","KHURDA",261,228,0,1,0,1,230,491
"ORISSA","KORAPUT",82,2,0,0,0,0,2,84
"ORISSA","MALKANAGIRI",73,13,1,0,0,0,14,87
"ORISSA","MAYURBHANJA",3,6,0,0,0,0,6,9
"ORISSA","NAWARANGAPUR",53,22,0,0,0,0,22,75
"ORISSA","NAYAGARH",16,23,0,1,0,0,24,40
"ORISSA","NUAPADA",6,12,0,0,0,0,12,18
"ORISSA","PURI",1,0,0,0,0,0,0,1
"ORISSA","RAYAGADA",10,0,0,0,0,0,0,10
"ORISSA","SAMBALPUR",37,0,0,0,0,0,0,37
"ORISSA","SONEPUR",4,0,0,0,0,0,0,4
"ORISSA","SUNDARGARH",42,108,0,18,4,8,138,180
"PONDICHERRY","KARAIKAL",31,0,0,0,0,1,1,32
"PONDICHERRY","PONDICHERRY",2,1,0,0,0,2,3,5
"PONDICHERRY","YANAM",25,16,0,0,0,1,17,42
"PUNJAB","GURDASPUR",22,52,0,0,0,1,53,75
"PUNJAB","HOSHIARPUR",51,15,0,0,2,4,21,72
"PUNJAB","MOGA",17,13,0,1,0,0,14,31
