-----
{
 "description": "The table refers to district wise distribution of dugwells according to construction over the years. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statedgwltab1.1.csv", 
 "title": "Download CSV for District wise Construction of Dugwells over the years for 2nd census of minor irrigation schemes", 
 "url": "http://data.gov.in/sites/default/files/Statedgwltab1.1.csv"
}
-----
"State","District","Upto 1986-87","During 1987-88","During 1988-89","During 1989-90","During 1990-91","During 1991-92","During 1992-93","During 1993-94","Total"
"BIHAR","BHAGALPUR",1949,373,409,293,368,223,214,235,4064
"BIHAR","BHOJPUR",2859,379,198,94,109,51,56,16,3762
"BIHAR","BOKARO",1890,563,662,784,831,1105,1058,1020,7913
"BIHAR","BUXAR",1655,115,133,91,83,23,5,8,2113
"BIHAR","CHAMPARAN EAST",30,0,0,0,0,0,0,0,30
"BIHAR","CHAMPARAN WEST",12,0,0,0,0,0,0,0,12
"BIHAR","CHATRA",5899,914,1181,881,1194,882,626,623,12200
"BIHAR","DARBHANGA",19,0,0,1,0,0,0,0,20
"BIHAR","DEOGHAR",1977,268,481,579,2492,1139,1000,509,8445
"BIHAR","DHANBAD",1040,151,142,134,222,155,367,378,2589
"BIHAR","DUMKA",2376,325,359,461,7893,9252,6222,2579,29467
"BIHAR","GARHWA",5122,1131,1250,1104,1331,1185,1100,1141,13364
"BIHAR","GAYA",8636,1586,1825,1507,1711,1048,1552,1002,18867
"BIHAR","GIRIDIH",11068,1801,1976,1686,1872,1150,1278,1535,22366
"BIHAR","GODDA",2373,589,712,854,970,755,607,445,7305
"BIHAR","GOPALGANJ",1935,64,57,18,12,9,6,0,2101
"BIHAR","GUMLA",13668,2234,3644,2778,3926,1689,1996,2411,32346
"BIHAR","HAZARIBAG",14899,3266,3255,2591,2975,2141,1693,1060,31880
"BIHAR","JAMUI",1871,387,622,475,692,571,562,667,5847
"BIHAR","JEHANABAD",2113,343,302,212,192,78,65,42,3347
"BIHAR","KATIHAR",0,0,0,0,1,1,0,0,2
"BIHAR","KHAGARIA",5,0,1,0,0,0,0,0,6
"BIHAR","KISHANGANJ",1,0,0,0,0,0,0,0,1
"BIHAR","KODARMA",4499,1002,989,1027,851,650,449,286,9753
"BIHAR","LAKHISARAI",300,17,24,37,39,43,44,105,609
"BIHAR","LOHARDAGA",9133,945,910,665,871,1119,680,1289,15612
"BIHAR","MADHEPURA",2,0,0,0,0,0,0,0,2
"BIHAR","MADHUBANI",36,1,4,2,7,0,1,8,59
"BIHAR","MUNGER",1296,80,103,102,241,121,60,125,2128
"BIHAR","MUZAFFARPUR",1385,13,11,16,17,11,7,0,1460
"BIHAR","NALANDA",11662,2522,2297,1613,1560,1083,840,878,22455
"BIHAR","NAWADA",2415,434,504,402,481,528,528,595,5887
"BIHAR","PAKUR",226,148,52,69,235,108,17,27,882
"BIHAR","PALAMU",10055,2050,2751,2031,1827,1511,1518,1042,22785
"BIHAR","PATNA",5374,512,471,198,236,110,56,101,7058
"BIHAR","PURNIA",1,0,2,0,0,0,0,0,3
"BIHAR","RANCHI",8405,3757,8913,3031,4859,4984,2863,2559,39371
"BIHAR","ROHTAS",4940,378,351,318,414,267,216,201,7085
"BIHAR","SAHARSA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIHAR","SAHEBGANJ",357,264,342,177,459,312,126,67,2104
"BIHAR","SAMASTIPUR",22,1,0,0,0,0,0,0,23
"BIHAR","SARAN",2388,268,126,40,25,18,15,2,2882
"BIHAR","SHEIKHPURA",170,35,76,94,106,40,13,10,544
"BIHAR","SHEOHAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIHAR","SINGHBHUM EAST",1285,226,163,161,237,84,116,77,2349
"BIHAR","SINGHBHUM WEST",2449,488,305,226,301,269,318,406,4762
"BIHAR","SITAMARHI",8,0,1,0,0,0,1,0,10
"BIHAR","SIWAN",10581,209,97,56,33,20,9,6,11011
"BIHAR","SUPAUL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIHAR","VAISHALI",1069,112,99,101,76,44,68,13,1582
"GOA","NORTH GOA",1873,141,195,154,146,117,126,101,2853
"GOA","SOUTH GOA",685,59,57,52,72,63,73,61,1122
"GUJARAT","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARYANA","AMBALA",932,164,230,219,96,44,29,17,1731
"HARYANA","BHIWANI",2734,368,463,271,174,148,164,190,4512
"HARYANA","FARIDABAD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARYANA","GURGAON",1584,358,371,1112,352,144,88,97,4106
"HARYANA","HISAR",97,18,16,16,7,1,0,0,155
"HARYANA","JIND",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARYANA","KAITHAL",2331,862,477,432,309,171,138,72,4792
"HARYANA","KARNAL",1070,501,281,158,71,14,5,11,2111
"HARYANA","KURUKSHETRA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HARYANA","MEHANDERGARH",1497,260,278,205,46,16,37,8,2347
"HARYANA","PANCHKULA",1,0,2,4,12,16,7,4,46
"HARYANA","PANIPAT",19,15,18,17,27,52,256,39,443
"HARYANA","RIWARI",900,172,177,76,34,14,7,2,1382
"HARYANA","ROHTAK",304,285,168,289,188,213,43,16,1506
"HARYANA","SIRSA",787,182,88,121,214,240,175,123,1930
"HARYANA","SONIPAT",49,17,14,10,11,9,6,8,124
"HARYANA","YAMUNA NAGAR",799,129,97,100,62,48,12,8,1255
"HIMACHAL PRADESH","Bilaspur",40,2,0,0,1,0,2,0,45
"HIMACHAL PRADESH","Chamba",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Hamirpur",98,4,1,7,4,5,3,0,122
"HIMACHAL PRADESH","Kangra",189,3,11,4,13,30,8,39,297
"HIMACHAL PRADESH","Kinnaur",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Kullu",2,0,0,0,0,4,3,4,13
"HIMACHAL PRADESH","Lahul & Spiti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Mandi",12,2,0,1,2,2,4,2,25
"HIMACHAL PRADESH","Shimla",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIMACHAL PRADESH","Sirmaur",108,5,6,5,9,10,11,14,168
"HIMACHAL PRADESH","Solan",482,49,23,6,17,8,3,8,596
"HIMACHAL PRADESH","Una",393,9,11,16,6,11,2,8,456
"JAMMU & KASHMIR","Anantnagh",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Baramulla",183,0,0,0,0,0,0,0,183
"JAMMU & KASHMIR","Budgam",97,0,0,0,0,0,0,0,97
"JAMMU & KASHMIR","Doda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Jammu",55,18,6,8,10,4,0,0,101
"JAMMU & KASHMIR","Kargil",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Kathua",245,15,8,7,0,0,0,0,275
"JAMMU & KASHMIR","Kupwara",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Leh",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Poonch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"JAMMU & KASHMIR","Pulwama",68,0,0,0,0,0,0,0,68
"JAMMU & KASHMIR","Rajouri",0,5,0,0,0,0,0,0,5
"JAMMU & KASHMIR","Srinagar",687,0,0,0,0,0,0,0,687
"JAMMU & KASHMIR","Udhampur",1,8,0,0,0,0,0,0,9
"KARNATAKA","BANGALORE RURAL",6317,1347,1441,855,601,536,229,444,11770
"KARNATAKA","BANGALORE URBAN",1769,173,70,72,66,41,17,247,2455
"KARNATAKA","BELGAUM",36700,5346,3531,2609,1615,852,937,3000,54590
"KARNATAKA","BELLARY",2834,383,259,286,303,133,75,305,4578
"KARNATAKA","BIDAR",10657,2187,1156,913,692,632,282,338,16857
"KARNATAKA","BIJAPUR",22123,4101,3939,2935,2512,1256,468,690,38024
"KARNATAKA","CHIKKAMAGALORE",919,215,241,351,296,223,77,264,2586
"KARNATAKA","CHITRADURGA",8506,955,555,311,253,194,91,378,11243
"KARNATAKA","DAKSHINA KANNADA",18994,3187,2575,2150,1542,989,466,941,30844
"KARNATAKA","DHARWAR",3793,645,442,304,318,234,174,184,6094
"KARNATAKA","GULBARGA",14463,1300,1084,1097,965,588,264,560,20321
"KARNATAKA","HASSAN",1444,196,189,178,239,172,138,108,2664
"KARNATAKA","KODAGU",54,16,27,40,18,7,6,8,176
"KARNATAKA","KOLAR",21253,1864,1031,715,759,405,269,278,26574
"KARNATAKA","MANDYA",4385,932,792,877,820,544,320,515,9185
"KARNATAKA","MYSORE",8193,1533,1172,1170,1002,630,253,1749,15702
"KARNATAKA","RAICHUR",7060,1364,1755,1570,1500,1727,933,1281,17190
"KARNATAKA","SHIMOGA",2192,504,611,667,604,443,296,452,5769
"KARNATAKA","TUMKUR",23169,2212,1203,1031,864,697,365,1290,30831
"KARNATAKA","UTTARA KANNADA",8066,1581,1209,1279,1033,531,308,399,14406
"KERALA","ALAPUZHA",100,183,232,320,917,625,395,242,3014
"KERALA","ERANAKULAM",4820,1168,840,1877,2393,1419,1163,982,14662
"KERALA","IDUKKI",414,349,270,433,484,999,918,715,4582
"KERALA","KANNUR",784,413,451,2450,2546,2479,1432,1104,11659
"KERALA","KASARAGODE",159,119,130,692,1023,915,687,853,4578
"KERALA","KOLLAM",306,118,156,304,322,438,450,305,2399
"KERALA","KOTTAYAM",239,271,365,1966,2250,1610,1294,640,8635
"KERALA","KOZHIKODE",835,428,639,1694,2024,1472,1441,976,9509
"KERALA","MALAPPURAM",3105,497,422,1031,1445,1129,1027,923,9579
"KERALA","PALAKKAD",1550,512,553,1018,942,604,331,287,5797
"KERALA","PATHANAMTHITTA",296,146,317,996,1017,819,780,457,4828
"KERALA","THIRUVANANTHAPURAM",445,245,298,984,2084,1654,1207,1245,8162
"KERALA","THRISSUR",16761,3917,2892,3289,3308,3911,2709,1958,38745
"KERALA","WAYANAD",94,41,63,49,101,55,64,79,546
"MADHYA PRADESH","BALAGHAT",4414,492,565,536,1133,429,351,385,8305
"MADHYA PRADESH","BASTAR",2679,389,293,420,759,752,649,498,6439
"MADHYA PRADESH","BETUL",30921,3155,2728,2321,2171,1275,993,736,44300
"MADHYA PRADESH","BHIND",7564,635,654,576,412,284,575,222,10922
"MADHYA PRADESH","BHOPAL",2840,499,569,759,842,643,476,441,7069
"MADHYA PRADESH","BILASPUR",5441,516,558,572,1014,763,703,744,10311
"MADHYA PRADESH","CHHATARPUR",33065,1727,1640,1430,1164,915,788,497,41226
"MADHYA PRADESH","CHHINDWARA",18838,2757,2119,1622,3221,1009,879,517,30962
"MADHYA PRADESH","DAMOH",4229,727,981,736,980,770,875,638,9936
"MADHYA PRADESH","DATIA",9146,766,838,574,581,545,967,377,13794
"MADHYA PRADESH","DEWAS",20870,1643,1293,1477,2565,1052,722,588,30210
"MADHYA PRADESH","DHAR",30924,2549,2128,1925,1779,1089,808,952,42154
"MADHYA PRADESH","DURG",4748,425,522,568,768,588,532,354,8505
"MADHYA PRADESH","GUNA",8003,843,983,1541,2057,1446,1535,965,17373
"MADHYA PRADESH","GWALIOR",9540,465,647,1025,795,723,1244,487,14926
"MADHYA PRADESH","HOSHANGABAD",8955,1642,1941,2433,2855,2507,1877,1222,23432
"MADHYA PRADESH","INDORE",10661,856,576,688,1020,595,576,375,15347
"MADHYA PRADESH","JABALPUR",2723,561,822,955,1823,1438,1610,875,10807
"MADHYA PRADESH","JHABUA",8843,1606,994,1161,1536,502,348,314,15304
"MADHYA PRADESH","KHANDWA",35796,4455,3096,2711,3157,1864,1844,1529,54452
"MADHYA PRADESH","KHARGONE",41405,6252,5322,4622,4548,2773,1643,740,67305
"MADHYA PRADESH","MANDLA",939,144,195,142,398,67,77,75,2037
"MADHYA PRADESH","MANDSAUR",95832,7858,5087,3776,3785,2357,2117,2725,123537
"MADHYA PRADESH","MORENA",13448,766,918,809,628,508,1055,220,18352
"MADHYA PRADESH","NARSIMHAPUR",5323,1355,1751,2330,3032,2096,1693,1004,18584
"MADHYA PRADESH","PANNA",2924,393,505,304,358,188,217,146,5035
"MADHYA PRADESH","RAIGARH",8060,624,413,350,1245,461,585,347,12085
"MADHYA PRADESH","RAIPUR",21530,1594,1515,1465,1745,1424,1255,2033,32561
"MADHYA PRADESH","RAISEN",1766,297,424,665,1546,1160,1119,623,7600
"MADHYA PRADESH","RAJGARH",33057,4017,3605,3316,3070,2075,1797,1833,52770
"MADHYA PRADESH","RAJNANDGAON",3196,454,284,294,527,517,535,306,6113
"MADHYA PRADESH","RATLAM",34668,1994,1952,1800,2205,1560,1285,1108,46572
"MADHYA PRADESH","REWA",3431,672,1307,1231,1588,1066,970,416,10681
"MADHYA PRADESH","SAGAR",13629,1569,1880,1918,2836,2098,2337,1533,27800
"MADHYA PRADESH","SATNA",4736,829,1010,1356,1706,1381,1621,922,13561
"MADHYA PRADESH","SEHORE",10630,1978,1907,4012,4641,1648,1288,928,27032
"MADHYA PRADESH","SEONI",5239,728,731,779,1517,918,876,706,11494
"MADHYA PRADESH","SHAHDOL",1914,239,366,493,786,810,581,361,5550
"MADHYA PRADESH","SHAJAPUR",28373,2328,2116,2608,2886,1998,1451,1155,42915
"MADHYA PRADESH","SHIVPURI",34786,2154,1474,1299,1404,958,2568,549,45192
"MADHYA PRADESH","SIDHI",2332,536,681,696,1292,912,959,766,8174
"MADHYA PRADESH","SURGUJA",32307,1747,1091,778,2458,466,406,181,39434
"MADHYA PRADESH","TIKAMGARH",35402,1879,1964,1454,802,576,1018,523,43618
"MADHYA PRADESH","UJJAIN",18547,2113,2056,2065,3043,2218,1389,1166,32597
"MADHYA PRADESH","VIDISHA",3498,395,589,941,973,1067,1320,1283,10066
"MAHARASHTRA","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","BISHNUPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","CHANDEL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","IMPHAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","SENAPATI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","TAMENGLONG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","THOUBAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MANIPUR","UKHRUL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS",0,0,0,0,0,1,1,0,2
"MEGHALAYA","WEST GARO HILLS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"MIZORAM","AIZAWL",39,76,72,16,24,15,23,18,283
"MIZORAM","CHHIMTUIPUI",2,7,3,3,4,5,5,2,31
"MIZORAM","LUNGLEI",19,66,35,21,16,9,10,0,176
"NAGALAND","KOHIMA",446,0,17,26,16,6,2,7,520
"NAGALAND","MOKOKCHUNG",0,0,0,0,0,0,3,7,10
"NAGALAND","MON",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAGALAND","PHEK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAGALAND","TUENSANG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAGALAND","WOKHA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORISSA","ANGUL",13365,1089,793,705,1260,465,487,465,18629
"ORISSA","BALASORE",927,52,71,83,140,538,549,278,2638
"ORISSA","BARAGARH",7747,794,1078,1422,1533,1218,863,337,14992
"ORISSA","BHADRAK",57,5,7,18,26,90,165,63,431
"ORISSA","BOLANGIR",34960,3239,2233,2771,3037,2500,2436,1998,53174
"ORISSA","BOUDH",7782,455,326,255,363,429,532,213,10355
"ORISSA","CUTTACK",6181,421,737,451,869,674,880,784,10997
"ORISSA","DEOGARH",3133,325,398,750,687,473,326,224,6316
"ORISSA","DHENKANAL",6600,411,380,300,492,392,592,323,9490
"ORISSA","GAJAPATI",2495,616,232,180,230,172,137,55,4117
"ORISSA","GANJAM",21900,1290,1451,1116,1244,1127,1115,1177,30420
"ORISSA","JAGATSINGHPUR",147,6,5,12,51,78,229,264,792
"ORISSA","JAJPUR",827,46,44,104,328,408,438,268,2463
"ORISSA","JHARSUGUDA",3914,253,278,459,429,291,224,228,6076
"ORISSA","KALAHANDI",7569,524,591,838,1242,1299,1175,1052,14290
"ORISSA","KENDRAPARA",39,2,5,3,22,37,85,96,289
"ORISSA","KEONJHAR",9688,721,679,753,1392,1519,1413,1196,17361
"ORISSA","KHURDA",8456,2928,333,313,491,376,346,326,13569
"ORISSA","KORAPUT",3329,262,194,317,567,502,431,176,5778
"ORISSA","MALKANGIRI",477,51,57,68,194,307,125,70,1349
"ORISSA","MAYURBHANJ",4535,169,208,344,757,1175,1418,1799,10405
"ORISSA","NAYAGARH",11654,326,259,342,509,469,438,258,14255
"ORISSA","NOWRANGPUR",6424,243,216,330,597,701,408,404,9323
"ORISSA","NUAPADA",6773,531,646,1006,1355,1587,907,855,13660
"ORISSA","PHULBANI",4081,159,115,212,304,408,423,227,5929
"ORISSA","PURI",293,23,25,41,57,91,270,222,1022
"ORISSA","RAYAGADA",887,93,85,152,196,238,203,154,2008
"ORISSA","SAMBALPUR",7478,538,520,884,1379,1060,818,601,13278
"ORISSA","SONEPUR",8605,415,221,252,272,412,485,396,11058
"ORISSA","SUNDARGARH",14112,563,363,479,738,746,792,840,18633
"PUNJAB","AMRITSAR",1202,55,73,53,16,14,20,1,1434
"PUNJAB","BATHINDA",296,9,23,13,14,5,1,5,366
"PUNJAB","FARIDKOT",302,34,53,42,37,15,14,9,506
"PUNJAB","FATEHGARH SAHIB",88,12,11,1,1,0,0,12,125
"PUNJAB","FEROZEPUR",182,43,21,13,33,41,11,0,344
"PUNJAB","GURDASPUR",579,40,20,10,1,2,3,1,656
"PUNJAB","HOSHIARPUR",530,56,55,34,14,10,4,1,704
"PUNJAB","JALANDHAR",1284,66,46,21,19,9,14,7,1466
"PUNJAB","KAPURTHALA",582,54,49,38,32,15,8,8,786
"PUNJAB","LUDHIANA",586,21,29,15,20,8,20,8,707
"PUNJAB","MANSA",174,84,105,97,51,32,16,6,565
"PUNJAB","PATIALA",142,3,4,0,0,0,0,0,149
"PUNJAB","ROPAR",1908,99,66,59,68,46,46,42,2334
"PUNJAB","SANGRUR",736,249,178,125,109,63,34,35,1529
"RAJASTHAN","AJMER",43417,1357,1357,890,675,555,440,284,48975
"RAJASTHAN","ALWAR",51389,2594,3650,3455,2062,1258,550,653,65611
"RAJASTHAN","BANSWARA",8603,779,606,495,726,424,317,194,12144
"RAJASTHAN","BARAN",16621,1359,1296,1288,1044,1033,579,664,23884
"RAJASTHAN","BARMER",5224,1298,957,1110,1291,1252,973,1329,13434
"RAJASTHAN","BHARATPUR",11100,278,230,214,227,194,112,130,12485
"RAJASTHAN","BHILWARA",87054,2599,2845,1952,1700,1385,1088,846,99469
"RAJASTHAN","BIKANER",18,1,0,1,6,7,48,140,221
"RAJASTHAN","BUNDI",19167,630,522,569,449,312,270,227,22146
"RAJASTHAN","CHITTORGARH",59583,3780,3904,3040,2735,2424,2208,2159,79833
"RAJASTHAN","CHURU",382,116,131,113,110,272,469,261,1854
"RAJASTHAN","DAUSA",28575,1734,1543,1083,1017,843,754,891,36440
"RAJASTHAN","DHOLPUR",11576,1140,1292,678,576,373,212,368,16215
"RAJASTHAN","DUNGARPUR",10480,2776,1118,543,455,251,178,180,15981
"RAJASTHAN","GANGANAGAR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH",170,254,245,190,96,72,48,14,1089
"RAJASTHAN","JAIPUR",89712,4631,4361,2844,2459,2517,1622,1507,109653
"RAJASTHAN","JAISALMER",71,2,2,2,78,12,28,17,212
"RAJASTHAN","JALORE",30182,2171,2103,1939,2261,1993,1402,1163,43214
"RAJASTHAN","JHALAWAR",43844,2815,2737,2090,1949,1817,1447,1222,57921
"RAJASTHAN","JHUNJHNU",16075,2117,2645,1770,1554,1383,1222,853,27619
"RAJASTHAN","JODHPUR",6761,580,642,736,660,428,385,317,10509
"RAJASTHAN","KOTA",11985,471,475,402,332,624,400,776,15465
"RAJASTHAN","NAGAUR",17920,1670,1532,1206,1302,939,570,697,25836
"RAJASTHAN","PALI",39257,725,734,374,297,262,275,255,42179
"RAJASTHAN","RAJSAMAND",42398,1498,1562,942,787,715,591,621,49114
"RAJASTHAN","SAWAI-MADHOPUR",37829,2728,1915,1597,1331,1100,1199,1026,48725
"RAJASTHAN","SIKAR",32968,2307,2744,3061,1828,1426,840,751,45925
"RAJASTHAN","SIROHI",12193,810,629,513,468,433,255,295,15596
"RAJASTHAN","TONK",36664,1529,1279,976,615,504,473,499,42539
"RAJASTHAN","UDAIPUR",46697,2480,2200,1661,1685,2043,1119,904,58789
"SIKKIM","EAST SIKKIM",NA,NA,NA,NA,NA,NA,NA,NA,NA
