-----
{
 "description": "The table refers to district wise distribution of Deep Tubewells according to social status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Statedptbwltab3.4.csv", 
 "title": "Download CSV for District wise Distribution of Deep Tubewells according to Social status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Statedptbwltab3.4.csv"
}
-----
"State","District","Scheduled caste","Scheduled tribe","Other social status of farmers","Total"
"KERALA","ERANAKULAM",0,0,3,3
"KERALA","IDUKKI",0,0,0,0
"KERALA","KANNUR",0,0,1,1
"KERALA","KASARAGODE",4,1,0,5
"KERALA","KOLLAM",0,0,0,0
"KERALA","KOTTAYAM",0,1,10,11
"KERALA","KOZHIKODE",0,0,1,1
"KERALA","MALAPPURAM",0,0,2,2
"KERALA","PALAKKAD",0,0,0,0
"KERALA","PATHANAMTHITTA",0,0,0,0
"KERALA","THIRUVANANTHAPURAM",0,0,2,2
"KERALA","THRISSUR",0,0,1,1
"KERALA","WAYANAD",NA,NA,NA,NA
"MADHYA PRADESH","BALAGHAT",0,0,0,0
"MADHYA PRADESH","BASTAR",0,0,0,0
"MADHYA PRADESH","BETUL",0,0,10,10
"MADHYA PRADESH","BHIND",0,0,40,40
"MADHYA PRADESH","BHOPAL",NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR",4,1,10,15
"MADHYA PRADESH","CHHATARPUR",0,3,11,14
"MADHYA PRADESH","CHHINDWARA",0,0,261,261
"MADHYA PRADESH","DAMOH",0,0,29,29
"MADHYA PRADESH","DATIA",NA,NA,NA,NA
"MADHYA PRADESH","DEWAS",0,0,42,42
"MADHYA PRADESH","DHAR",1,10,13,24
"MADHYA PRADESH","DURG",0,0,0,0
"MADHYA PRADESH","GUNA",1,0,20,21
"MADHYA PRADESH","GWALIOR",0,0,1,1
"MADHYA PRADESH","HOSHANGABAD",0,1,1,2
"MADHYA PRADESH","INDORE",6,0,80,86
"MADHYA PRADESH","JABALPUR",0,0,405,405
"MADHYA PRADESH","JHABUA",0,0,0,0
"MADHYA PRADESH","KHANDWA",0,0,0,0
"MADHYA PRADESH","KHARGONE",0,0,14,14
"MADHYA PRADESH","MANDLA",0,0,0,0
"MADHYA PRADESH","MANDSAUR",0,1,574,575
"MADHYA PRADESH","MORENA",1,0,44,45
"MADHYA PRADESH","NARSIMHAPUR",0,0,1023,1023
"MADHYA PRADESH","PANNA",0,0,0,0
"MADHYA PRADESH","RAIGARH",2,11,13,26
"MADHYA PRADESH","RAIPUR",0,0,3,3
"MADHYA PRADESH","RAISEN",0,0,0,0
"MADHYA PRADESH","RAJGARH",0,0,11,11
"MADHYA PRADESH","RAJNANDGAON",0,1,0,1
"MADHYA PRADESH","RATLAM",4,2,77,83
"MADHYA PRADESH","REWA",0,0,11,11
"MADHYA PRADESH","SAGAR",1,5,88,94
"MADHYA PRADESH","SATNA",3,0,153,156
"MADHYA PRADESH","SEHORE",0,0,0,0
"MADHYA PRADESH","SEONI",344,363,560,1267
"MADHYA PRADESH","SHAHDOL",0,0,3,3
"MADHYA PRADESH","SHAJAPUR",0,0,346,346
"MADHYA PRADESH","SHIVPURI",1,0,54,55
"MADHYA PRADESH","SIDHI",0,0,0,0
"MADHYA PRADESH","SURGUJA",0,0,0,0
"MADHYA PRADESH","TIKAMGARH",26,1,408,435
"MADHYA PRADESH","UJJAIN",0,0,38,38
"MADHYA PRADESH","VIDISHA",1,0,24,25
"MAHARASHTRA","",NA,NA,NA,NA
"MANIPUR","BISHNUPUR",NA,NA,NA,NA
"MANIPUR","CHANDEL",NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR",NA,NA,NA,NA
"MANIPUR","IMPHAL",NA,NA,NA,NA
"MANIPUR","SENAPATI",NA,NA,NA,NA
"MANIPUR","TAMENGLONG",NA,NA,NA,NA
"MANIPUR","THOUBAL",NA,NA,NA,NA
"MANIPUR","UKHRUL",NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS",0,0,0,0
"MEGHALAYA","EAST KHASI HILLS",NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS",NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT",NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS",0,0,0,0
"MEGHALAYA","WEST KHASI HILLS",NA,NA,NA,NA
"MIZORAM","AIZAWL",NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI",NA,NA,NA,NA
"MIZORAM","LUNGLEI",NA,NA,NA,NA
"NAGALAND","KOHIMA",0,0,0,0
"NAGALAND","MOKOKCHUNG",NA,NA,NA,NA
"NAGALAND","MON",NA,NA,NA,NA
"NAGALAND","PHEK",NA,NA,NA,NA
"NAGALAND","TUENSANG",NA,NA,NA,NA
"NAGALAND","WOKHA",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO",NA,NA,NA,NA
"ORISSA","ANGUL",NA,NA,NA,NA
"ORISSA","BALASORE",0,0,1,1
"ORISSA","BARAGARH",0,0,0,0
"ORISSA","BHADRAK",0,0,0,0
"ORISSA","BOLANGIR",0,0,1,1
"ORISSA","BOUDH",0,0,1,1
"ORISSA","CUTTACK",0,0,1,1
"ORISSA","DEOGARH",NA,NA,NA,NA
"ORISSA","DHENKANAL",0,0,0,0
"ORISSA","GAJAPATI",0,0,1,1
"ORISSA","GANJAM",0,0,0,0
"ORISSA","JAGATSINGHPUR",0,0,0,0
"ORISSA","JAJPUR",0,0,2,2
"ORISSA","JHARSUGUDA",0,0,0,0
"ORISSA","KALAHANDI",0,0,0,0
"ORISSA","KENDRAPARA",0,0,0,0
"ORISSA","KEONJHAR",0,0,0,0
"ORISSA","KHURDA",0,0,1,1
"ORISSA","KORAPUT",NA,NA,NA,NA
"ORISSA","MALKANGIRI",NA,NA,NA,NA
"ORISSA","MAYURBHANJ",0,0,1,1
"ORISSA","NAYAGARH",0,0,0,0
"ORISSA","NOWRANGPUR",NA,NA,NA,NA
"ORISSA","NUAPADA",0,0,0,0
"ORISSA","PHULBANI",NA,NA,NA,NA
"ORISSA","PURI",0,0,3,3
"ORISSA","RAYAGADA",0,0,0,0
"ORISSA","SAMBALPUR",NA,NA,NA,NA
"ORISSA","SONEPUR",NA,NA,NA,NA
"ORISSA","SUNDARGARH",NA,NA,NA,NA
"PUNJAB","AMRITSAR",0,0,0,0
"PUNJAB","BATHINDA",0,0,9,9
"PUNJAB","FARIDKOT",NA,NA,NA,NA
"PUNJAB","FATEHGARH SAHIB",0,0,28,28
"PUNJAB","FEROZEPUR",NA,NA,NA,NA
"PUNJAB","GURDASPUR",1,0,18,19
"PUNJAB","HOSHIARPUR",18,1,106,125
"PUNJAB","JALANDHAR",NA,NA,NA,NA
"PUNJAB","KAPURTHALA",0,0,0,0
"PUNJAB","LUDHIANA",1,1,0,2
"PUNJAB","MANSA",1,0,14,15
"PUNJAB","PATIALA",0,0,401,401
"PUNJAB","ROPAR",0,0,10,10
"PUNJAB","SANGRUR",4,1,631,636
"RAJASTHAN","AJMER",0,0,2,2
"RAJASTHAN","ALWAR",NA,NA,NA,NA
"RAJASTHAN","BANSWARA",NA,NA,NA,NA
"RAJASTHAN","BARAN",6,62,161,229
"RAJASTHAN","BARMER",0,0,5,5
"RAJASTHAN","BHARATPUR",6,54,182,242
"RAJASTHAN","BHILWARA",1,0,25,26
"RAJASTHAN","BIKANER",0,0,3,3
"RAJASTHAN","BUNDI",0,2,6,8
"RAJASTHAN","CHITTORGARH",29,7,496,532
"RAJASTHAN","CHURU",1,0,2,3
"RAJASTHAN","DAUSA",0,0,3,3
"RAJASTHAN","DHOLPUR",NA,NA,NA,NA
"RAJASTHAN","DUNGARPUR",1,0,27,28
"RAJASTHAN","GANGANAGAR",NA,NA,NA,NA
"RAJASTHAN","HANUMANGARH",NA,NA,NA,NA
"RAJASTHAN","JAIPUR",NA,NA,NA,NA
"RAJASTHAN","JAISALMER",0,0,2,2
"RAJASTHAN","JALORE",3,0,40,43
"RAJASTHAN","JHALAWAR",1,0,24,25
"RAJASTHAN","JHUNJHNU",NA,NA,NA,NA
"RAJASTHAN","JODHPUR",296,9,3188,3493
"RAJASTHAN","KOTA",36,0,273,309
"RAJASTHAN","NAGAUR",143,5,1661,1809
"RAJASTHAN","PALI",19,0,190,209
"RAJASTHAN","RAJSAMAND",0,0,2,2
"RAJASTHAN","SAWAI-MADHOPUR",3,0,8,11
"RAJASTHAN","SIKAR",NA,NA,NA,NA
"RAJASTHAN","SIROHI",NA,NA,NA,NA
"RAJASTHAN","TONK",0,0,0,0
"RAJASTHAN","UDAIPUR",0,0,5,5
"SIKKIM","EAST SIKKIM",NA,NA,NA,NA
"SIKKIM","NORTH SIKKIM",NA,NA,NA,NA
"SIKKIM","SOUTH SIKKIM",NA,NA,NA,NA
"SIKKIM","WEST SIKKIM",NA,NA,NA,NA
"TAMIL NADU","COIMBATORE",0,0,11,11
"TAMIL NADU","CUDDALORE",130,26,2790,2946
"TAMIL NADU","DHARMAPURI",3,6,343,352
"TAMIL NADU","DINDIGUL",0,0,18,18
"TAMIL NADU","ERODE",14,3,933,950
"TAMIL NADU","KANCHIPURAM",0,0,0,0
"TAMIL NADU","KANNIYAKUMARI",0,0,3,3
"TAMIL NADU","KARUR",0,0,0,0
"TAMIL NADU","MADRAS",NA,NA,NA,NA
"TAMIL NADU","MADURAI",0,0,4,4
"TAMIL NADU","NAGAPATTINAM",0,0,0,0
"TAMIL NADU","NAMAKKAL",90,11,1748,1849
"TAMIL NADU","PERAMBALUR",0,0,37,37
"TAMIL NADU","PUDUKOTTAI",3,0,20,23
"TAMIL NADU","RAMNATHAPURAM",0,0,2,2
"TAMIL NADU","SALEM",45,68,1106,1219
"TAMIL NADU","SIVAGANGA",0,0,12,12
"TAMIL NADU","THANJAVUR",0,0,0,0
"TAMIL NADU","THE NILGIRIS",NA,NA,NA,NA
"TAMIL NADU","THENI",12,0,271,283
"TAMIL NADU","THOOTHUGUDI",NA,NA,NA,NA
"TAMIL NADU","TIRUNELVELI",0,0,4,4
"TAMIL NADU","TIRUVALLUR",23,6,233,262
"TAMIL NADU","TIRUVANNAMALAI",NA,NA,NA,NA
"TAMIL NADU","TIRUVARUR",0,0,0,0
"TAMIL NADU","TRICHIRAPPALLI",0,0,0,0
"TAMIL NADU","VELLORE",NA,NA,NA,NA
"TAMIL NADU","VILLUPURAM",633,169,7382,8184
"TAMIL NADU","VIRUDHUNAGAR",0,0,0,0
"TRIPURA","DHALAI",0,0,0,0
"TRIPURA","NORTH",0,0,0,0
"TRIPURA","SOUTH",0,0,0,0
"TRIPURA","WEST",0,0,0,0
"UTTAR PRADESH","AGRA",0,0,0,0
"UTTAR PRADESH","ALIGARH",0,0,0,0
"UTTAR PRADESH","ALLAHABAD",5,0,45,50
"UTTAR PRADESH","ALMORA",NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR",0,0,0,0
"UTTAR PRADESH","AZAMGARH",0,0,0,0
"UTTAR PRADESH","BADAUN",0,0,0,0
"UTTAR PRADESH","BAHRAICH",0,0,0,0
"UTTAR PRADESH","BALLIA",1,0,1,2
"UTTAR PRADESH","BANDA",2,0,25,27
"UTTAR PRADESH","BARABANKI",NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY",0,0,2,2
"UTTAR PRADESH","BASTI",NA,NA,NA,NA
"UTTAR PRADESH","BIJNOR",0,0,2,2
"UTTAR PRADESH","BULANDSHAHR",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)",NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN",0,0,6,6
"UTTAR PRADESH","DEORIA",3,0,0,3
"UTTAR PRADESH","ETAH",0,0,0,0
"UTTAR PRADESH","ETAWAH",1,0,1,2
"UTTAR PRADESH","FAIZABAD",0,0,0,0
"UTTAR PRADESH","FARUKHABAD",0,0,0,0
"UTTAR PRADESH","FATEHPUR",0,0,3,3
"UTTAR PRADESH","FIROZABAD",0,0,3,3
"UTTAR PRADESH","GHAZIABAD",0,0,0,0
"UTTAR PRADESH","GHAZIPUR",0,0,2,2
"UTTAR PRADESH","GONDA",0,0,0,0
"UTTAR PRADESH","GORAKHPUR",0,0,0,0
"UTTAR PRADESH","HAMIRPUR",0,0,1,1
"UTTAR PRADESH","HARDOI",0,0,0,0
"UTTAR PRADESH","HARDWAR",1,0,6,7
"UTTAR PRADESH","JALAUN",0,0,47,47
"UTTAR PRADESH","JAUNPUR",0,0,2,2
"UTTAR PRADESH","JHANSI",0,0,0,0
"UTTAR PRADESH","KANPUR DEHAT",2,1,110,113
"UTTAR PRADESH","KANPUR NAGAR",0,0,0,0
"UTTAR PRADESH","KHIRI",0,0,0,0
"UTTAR PRADESH","KUSHI NAGAR",0,0,0,0
"UTTAR PRADESH","LALITPUR",NA,NA,NA,NA
"UTTAR PRADESH","LUCKNOW",0,1,2,3
"UTTAR PRADESH","MAHOBA",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ",1,0,0,1
"UTTAR PRADESH","MAINPURI",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA",NA,NA,NA,NA
"UTTAR PRADESH","MAU",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT",0,0,0,0
"UTTAR PRADESH","MIRZAPUR",0,0,0,0
"UTTAR PRADESH","MORADABAD",0,0,0,0
"UTTAR PRADESH","MUZAFFER NAGAR",0,0,9,9
"UTTAR PRADESH","NAINITAL",0,0,0,0
"UTTAR PRADESH","PAURI GARHWAL",0,0,0,0
"UTTAR PRADESH","PILIBHIT",0,0,1,1
"UTTAR PRADESH","PITHORAGARH",NA,NA,NA,NA
"UTTAR PRADESH","PRATAPGARH",NA,NA,NA,NA
"UTTAR PRADESH","RAEBARELY",0,0,0,0
"UTTAR PRADESH","RAMPUR",0,0,20,20
"UTTAR PRADESH","SAHARANPUR",NA,NA,NA,NA
"UTTAR PRADESH","SANT RAVIDAS NAGAR",0,0,0,0
"UTTAR PRADESH","SHAHJAHANPUR",0,0,2,2
"UTTAR PRADESH","SIDDHARTH NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","SITAPUR",2,0,0,2
"UTTAR PRADESH","SONBHADRA",NA,NA,NA,NA
"UTTAR PRADESH","SULTANPUR",0,0,0,0
"UTTAR PRADESH","TEHRI GARHWAL",NA,NA,NA,NA
"UTTAR PRADESH","UDHAMSINGH NAGAR",0,0,5,5
"UTTAR PRADESH","UNNAO",NA,NA,NA,NA
"UTTAR PRADESH","UTTARKASHI",NA,NA,NA,NA
"UTTAR PRADESH","VARANASI",0,0,1,1
"WEST BENGAL","BANKURA",0,0,0,0
"WEST BENGAL","BIRBHUM",0,0,0,0
"WEST BENGAL","BURDWAN",0,0,0,0
"WEST BENGAL","COOCHBEHAR",0,0,0,0
"WEST BENGAL","DAKSHIN DINAJPUR",0,0,0,0
"WEST BENGAL","DARJEELING",0,0,0,0
"WEST BENGAL","HOOGLY",0,0,0,0
"WEST BENGAL","HOWRAH",0,0,0,0
"WEST BENGAL","JALPAIGURI",0,0,1,1
"WEST BENGAL","MALDA",0,0,0,0
"WEST BENGAL","MIDNAPORE",0,0,0,0
"WEST BENGAL","MURSHIDABAD",0,0,0,0
"WEST BENGAL","NADIA",0,0,0,0
"WEST BENGAL","NORTH 24 PARGANAS",0,0,0,0
"WEST BENGAL","PURULIA",NA,NA,NA,NA
"WEST BENGAL","SOUTH 24 PARGANAS",0,0,0,0
"WEST BENGAL","UTTAR DINAJPUR",0,0,0,0
"ANDAMAN & NICOBARS","ANDAMAN",NA,NA,NA,NA
"ANDAMAN & NICOBARS","NICOBARS",NA,NA,NA,NA
"CHANDIGARH","",NA,NA,NA,NA
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",NA,NA,NA,NA
"DAMAN & DIU","",NA,NA,NA,NA
"DELHI","CENTRAL-DELHI",NA,NA,NA,NA
"DELHI","EAST",NA,NA,NA,NA
"DELHI","NORTH-EAST",NA,NA,NA,NA
"DELHI","NORTH-WEST",NA,NA,NA,NA
"DELHI","SOUTH-EAST",0,0,0,0
"DELHI","SOUTH-WEST",0,0,191,191
"DELHI","WEST",NA,NA,NA,NA
"LAKSHADWEEP","",NA,NA,NA,NA
"PONDICHERRY","KARAIKAL",NA,NA,NA,NA
"PONDICHERRY","MAHE",NA,NA,NA,NA
"PONDICHERRY","PONDICHERRY",0,0,3,3
"PONDICHERRY","YANAM",NA,NA,NA,NA
