-----
{
 "description": "The table refers to District wise Distribution of Surface Lift Schemes(on Tank/Pond) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftstate5.19.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Lift Schemes(on Tank/Pond) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcliftstate5.19.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"ASSAM","DHEMAJI",0,0,0,0,0,0,0,0,0
"ASSAM","DHUBRI",0,0,0,0,0,0,0,0,0
"ASSAM","DIBRUGARH",0,0,0,0,0,0,0,0,0
"ASSAM","GOALPARA",0,0,0,0,0,0,0,0,0
"ASSAM","GOLAGHAT",0,29,29,0,58,58,0,58,58
"ASSAM","HAILAKANDI",0,0,0,0,0,0,0,0,0
"ASSAM","JORHAT",3,0,3,356,0,356,356,0,356
"ASSAM","KAMRUP",0,19,19,0,19,19,0,19,19
"ASSAM","KARBIANGLONG",0,4,4,0,20,20,0,20,20
"ASSAM","KARIMGANJ",0,0,0,0,0,0,0,0,0
"ASSAM","KOKRAJHAR",1,13,14,40,25,65,30,22,52
"ASSAM","LAKHIMPUR",1,1,2,2,2,4,2,2,4
"ASSAM","MORIGAON",0,0,0,0,0,0,0,0,0
"ASSAM","NAGOAN",2,85,87,588,664,1252,588,373,961
"ASSAM","NALBARI",0,3,3,0,13,13,0,8,8
"ASSAM","NC HILLS",0,0,0,0,0,0,0,0,0
"ASSAM","SIBSAGAR",1,4,5,1,606,607,1,2,3
"ASSAM","SONITPUR",0,1,1,0,1,1,0,0,0
"ASSAM","TINSUKIA",0,59,59,0,123,123,0,123,123
"BIHAR","AURANGABAD",0,1,1,0,1,1,0,1,1
"BIHAR","BANKA",41,16,57,217,89,306,206,79,285
"BIHAR","BEGUSARAI",1,122,123,5,484,489,5,483,488
"BIHAR","BHAGALPUR",18,6,24,104,32,136,102,23,126
"BIHAR","BHOJPUR",0,0,0,0,0,0,0,0,0
"BIHAR","BUXAR",0,0,0,0,0,0,0,0,0
"BIHAR","DARBHANGA",112,52,164,864,304,1167,743,277,1019
"BIHAR","EAST CHAMPARAN",6,12,18,2955,429,3384,2449,330,2779
"BIHAR","GAYA",10,2,12,70,11,81,68,4,72
"BIHAR","GOPAALGANJ",2,0,2,92,0,92,0,0,0
"BIHAR","JAMUI",41,19,60,558,135,693,503,114,617
"BIHAR","JEHANABAD",0,23,23,0,11,11,0,11,11
"BIHAR","KAIMUR (BHABUA)",2,19,21,6,80,86,2,69,71
"BIHAR","KATIHAR",0,0,0,0,0,0,0,0,0
"BIHAR","KHAGARIA",0,0,0,0,0,0,0,0,0
"BIHAR","KISHANGANJ",0,0,0,0,0,0,0,0,0
"BIHAR","LAKHISARAI",1,0,1,4,0,4,2,0,2
"BIHAR","MADHEPURA",0,0,0,0,0,0,0,0,0
"BIHAR","MADHUBANI",17,30,47,150,180,330,145,150,294
"BIHAR","MUNGER",1,0,1,7,0,7,6,0,6
"BIHAR","MUZAFFARPUR",9,2,11,80,61,141,50,25,75
"BIHAR","NALANDA",50,3,53,3213,568,3781,3202,568,3770
"BIHAR","NAWADA",0,16,16,0,56,56,0,56,56
"BIHAR","PATNA",6,10,16,68,17,85,63,17,80
"BIHAR","PURNIA",0,0,0,0,0,0,0,0,0
"BIHAR","ROHTAS(SASARAM)",9,0,9,98,0,98,83,0,83
"BIHAR","SAHARSA",0,6,6,0,41,41,0,27,27
"BIHAR","SAMASTIPUR",1,0,1,40,0,40,40,0,40
"BIHAR","SARAN",5,0,5,13,0,13,12,0,12
"BIHAR","SHEKHPURA",8,0,8,199,0,199,173,0,173
"BIHAR","SHEOHAR",0,0,0,0,0,0,0,0,0
"BIHAR","SITAMARHI",1,4,5,28,8,36,24,8,32
"BIHAR","SIWAN",71,12,83,461,102,563,305,44,349
"BIHAR","SUPAUL",0,0,0,0,0,0,0,0,0
"BIHAR","VAISHALI",0,0,0,0,0,0,0,0,0
"BIHAR","WEST CHAMPARAN",0,0,0,0,0,0,0,0,0
"CHHATTISGARH","BASTER",1,51,52,2,293,295,2,238,240
"CHHATTISGARH","BILASPUR",2,1,3,18,2,21,18,2,21
"CHHATTISGARH","DANTEWADA",0,7,7,0,18,18,0,5,5
"CHHATTISGARH","DHAMTARI",0,2,2,0,6,6,0,3,3
"CHHATTISGARH","DURG",5,24,29,17,106,123,7,57,64
"CHHATTISGARH","JANJGIR-CHAMPA",57,45,102,149,12,160,34,12,45
"CHHATTISGARH","JASHPUR",4,39,43,2,13,15,2,12,14
"CHHATTISGARH","KANKER",1,50,51,3,68,71,1,60,62
"CHHATTISGARH","KORBA",14,144,158,22,44,66,12,44,56
"CHHATTISGARH","KORIA",4,14,18,15,21,36,10,10,20
"CHHATTISGARH","KVARDHA",0,2,2,0,7,7,0,4,4
"CHHATTISGARH","MAHASAMUND",13,66,79,130,93,223,84,54,139
"CHHATTISGARH","RAIGARH",101,280,381,419,204,623,242,117,359
"CHHATTISGARH","RAIPUR",34,58,92,425,294,718,407,190,597
"CHHATTISGARH","RAJNANDGAON",0,6,6,0,80,80,0,80,80
"CHHATTISGARH","SURGUJA",157,154,311,1406,334,1740,1098,281,1379
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",0,0,0,0,0,0,0,0,0
"DELHI","NANGLOI",0,0,0,0,0,0,0,0,0
"GOA","NORTH GOA",3,68,71,51,131,182,51,125,177
"GOA","SOUTH GOA",0,17,17,0,30,30,0,28,28
"GUJARAT","AHMEDABAD",1,0,1,8,0,8,6,0,6
"GUJARAT","BANASKANTHA",0,12,12,0,84,84,0,84,84
"GUJARAT","BHARUCH",0,0,0,0,0,0,0,0,0
"GUJARAT","DAHOD",5,0,5,324,0,324,0,0,0
"GUJARAT","DANG",0,0,0,0,0,0,0,0,0
"GUJARAT","KACHCHH",11,21,32,207,398,605,12,88,100
"GUJARAT","KHEDA",0,0,0,0,0,0,0,0,0
"GUJARAT","NAVSARI",2,12,14,0,3,3,0,3,3
"GUJARAT","PATAN",0,0,0,0,0,0,0,0,0
"GUJARAT","RAJKOT",7,15,22,68,186,254,60,180,240
"GUJARAT","SABARKANTHA",0,54,54,0,144,144,0,22,22
"GUJARAT","SURAT",0,0,0,0,0,0,0,0,0
"GUJARAT","SURENDRANAGAR",2,0,2,65,0,65,19,0,19
"GUJARAT","VADODARA",1,0,1,5,0,5,5,0,5
"GUJARAT","VALSAD",0,0,0,0,0,0,0,0,0
"HARYANA","BHIWANI",0,26,26,0,124,124,0,121,121
"HARYANA","FATEHABAD",0,0,0,0,0,0,0,0,0
"HARYANA","PANCHKULA",1,110,111,14,360,374,14,358,372
"HARYANA","SIRSA",0,0,0,0,0,0,0,0,0
"HARYANA","SONEPAT",0,35,35,0,141,141,0,141,141
"HIMACHAL PRADESH","Bilaspur",2,7,9,77,7,84,25,7,32
"HIMACHAL PRADESH","Chamba",0,0,0,0,0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur",0,3,3,0,2,2,0,2,2
"HIMACHAL PRADESH","Kangra",1,0,1,72,0,72,61,0,61
"HIMACHAL PRADESH","Kullu",0,0,0,0,0,0,0,0,0
"HIMACHAL PRADESH","Lahul & Spiti",0,0,0,0,0,0,0,0,0
"HIMACHAL PRADESH","Mandi",6,0,6,226,0,226,77,0,77
"HIMACHAL PRADESH","Shimla",0,0,0,0,0,0,0,0,0
"HIMACHAL PRADESH","Sirmaur",0,1,1,0,267,267,0,7,7
"HIMACHAL PRADESH","Solan",0,1,1,0,0,0,0,0,0
"HIMACHAL PRADESH","Una",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","ANANTNAG",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","BADGAM",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","BARAMULLA",1,0,1,26,0,26,26,0,26
"JAMMU & KASHMIR","DODA",18,0,18,1362,0,1362,1362,0,1362
"JAMMU & KASHMIR","JAMMU",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","KATHUA",1,2,3,2,17,19,2,17,19
"JAMMU & KASHMIR","KUPWARA",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","POONCH",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","PULWAMA",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","RAJOURI",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","SRINAGAR",0,0,0,0,0,0,0,0,0
"JAMMU & KASHMIR","UDHAMPUR",0,0,0,0,0,0,0,0,0
"JHARKHAND","BOKARO",176,252,428,636,313,949,548,307,855
"JHARKHAND","CHATRA",20,12,32,54,38,92,51,35,86
"JHARKHAND","DEOGHAR",53,14,67,452,67,519,380,60,440
"JHARKHAND","DHANBAD",24,47,71,83,101,184,27,36,63
"JHARKHAND","DUMKA",117,1051,1168,245,1608,1853,194,1189,1383
"JHARKHAND","GARHWA",13,35,48,35,133,168,34,95,129
"JHARKHAND","GIRIDIH",87,120,207,287,284,571,175,158,333
"JHARKHAND","GODDA",4,0,4,17,0,17,15,0,15
"JHARKHAND","GUMLA",2,20,22,14,35,49,9,8,17
"JHARKHAND","HAZARIBAGH",8,7,15,29,41,71,23,39,62
"JHARKHAND","JAMTARA",197,2488,2685,348,3465,3813,237,2590,2827
"JHARKHAND","KODERMA",0,0,0,0,0,0,0,0,0
"JHARKHAND","LATEHAR",133,85,218,2452,798,3250,769,248,1017
"JHARKHAND","LOHARDAGA",3,52,55,79,62,141,71,58,130
"JHARKHAND","PAKUR",114,40,154,660,120,780,229,70,299
"JHARKHAND","PALAMU",2,9,11,56,48,104,54,45,99
"JHARKHAND","RANCHI",11,78,89,54,217,270,53,208,261
"JHARKHAND","SAHEBGANJ",1067,1041,2108,2834,1941,4775,1820,1183,3003
"JHARKHAND","SARAIKELA",5,98,103,20,265,285,17,209,226
"JHARKHAND","SIMDEGA",0,19,19,0,29,29,0,8,8
"JHARKHAND","WEST SINGHBHUM",1,0,1,6,0,6,5,0,5
"KARNATAKA","Bagalkote",0,297,297,0,943,943,0,926,926
"KARNATAKA","Bangalore",0,152,152,0,96,96,0,96,96
"KARNATAKA","Bangalore Rural",0,34,34,0,39,39,0,36,36
"KARNATAKA","Belgaum",2,512,514,1780,2564,4344,1535,1957,3492
"KARNATAKA","Bellary",1,151,152,56,1767,1823,56,1090,1146
"KARNATAKA","Bidar",1,111,112,202,263,465,200,233,433
"KARNATAKA","Bijapur",2,180,182,625,546,1171,218,545,763
"KARNATAKA","Chamaraja Nagara",1,0,1,700,0,700,567,0,567
"KARNATAKA","Chikmagalur",0,622,622,0,2994,2994,0,2741,2741
"KARNATAKA","Chitradurga",0,12,12,0,30,30,0,17,17
"KARNATAKA","Dakshina Kannada",0,65,65,0,82,82,0,51,51
"KARNATAKA","Davanagere",18,255,273,36,916,952,36,903,939
"KARNATAKA","Dharwar",1,82,83,65,156,221,65,154,219
"KARNATAKA","Gadag",0,141,141,0,549,549,0,502,502
"KARNATAKA","Gulbarga",1,44,45,177,154,332,177,153,330
"KARNATAKA","Hassan",0,0,0,0,0,0,0,0,0
"KARNATAKA","Haveri",1,354,355,94,1597,1691,94,1424,1518
"KARNATAKA","Kodagu",0,134,134,0,290,290,0,120,120
"KARNATAKA","Kolar",0,0,0,0,0,0,0,0,0
"KARNATAKA","Koppal",0,36,36,0,168,168,0,168,168
"KARNATAKA","Mandya",0,1,1,0,196,196,0,196,196
"KARNATAKA","Mysore",0,2,2,0,6,6,0,4,4
"KARNATAKA","Raichur",1,23,24,820,271,1091,44,251,294
"KARNATAKA","Shimoga",1,245,246,140,383,523,78,368,446
"KARNATAKA","Tumkur",0,0,0,0,0,0,0,0,0
"KARNATAKA","Udupi",0,223,223,0,412,412,0,133,133
"KARNATAKA","Uttara Kannada",0,36,36,0,42,42,0,33,33
"KERALA","ALAPPUZHA",0,36,36,0,76,76,0,61,61
"KERALA","ERANAKULAM",9,687,696,386,2611,2997,362,2432,2794
"KERALA","IDDUKKI",67,58,125,628,498,1126,539,419,958
"KERALA","KANNUR",44,630,674,575,912,1488,550,870,1420
"KERALA","KASARAGODE",7,30,37,329,109,437,317,94,411
"KERALA","KOLLAM",6,13,19,356,10,366,342,9,350
"KERALA","KOTTAYAM",14,323,337,259,419,679,229,336,564
"KERALA","KOZHIKODE",28,146,174,491,274,765,487,270,757
"KERALA","MALAPPURAM",49,641,690,424,1343,1767,395,1276,1671
"KERALA","PALAKKAD",1,728,729,137,1640,1777,137,1471,1609
"KERALA","PATHANAMTHITTA",0,14,14,0,117,117,0,98,98
"KERALA","THIRUVANANTHAPURAM",3,3,6,100,61,161,92,41,133
"KERALA","THRISSUR",14,1865,1879,953,1991,2943,929,1846,2775
"KERALA","WAYANAD",12,133,145,409,817,1226,409,753,1162
"MADHYA PRADESH","BALAGHAT",4,18,22,69,18,87,12,16,28
"MADHYA PRADESH","BARWANI",0,14,14,0,35,35,0,18,18
"MADHYA PRADESH","BETUL",0,129,129,0,345,345,0,145,145
"MADHYA PRADESH","BHIND",8,0,8,86,0,86,41,0,41
"MADHYA PRADESH","BHOPAL",0,8,8,0,106,106,0,105,105
"MADHYA PRADESH","CHHATARPUR",40,260,300,448,1619,2067,404,1619,2023
"MADHYA PRADESH","CHHINDWARA",0,54,54,0,45,45,0,45,45
"MADHYA PRADESH","DAMOH",7,185,192,189,518,707,189,500,689
"MADHYA PRADESH","DATIA",0,14,14,0,30,30,0,15,15
"MADHYA PRADESH","DEWAS",0,39,39,0,84,84,0,71,71
"MADHYA PRADESH","DHAR",42,163,205,104,967,1070,22,195,217
"MADHYA PRADESH","DINDORI",0,0,0,0,0,0,0,0,0
"MADHYA PRADESH","GUNA",1,571,572,2,6934,6935,2,6933,6935
"MADHYA PRADESH","GWALIOR",10,0,10,400,0,400,37,0,37
"MADHYA PRADESH","HARDA",5,46,51,8,180,188,4,149,153
"MADHYA PRADESH","HOSHANGABAD",1,260,261,20,597,617,8,435,443
"MADHYA PRADESH","INDORE",2,116,118,3,271,274,3,271,274
"MADHYA PRADESH","JABALPUR",1,43,44,83,235,318,83,177,260
"MADHYA PRADESH","JHABUA",7,136,143,96,356,452,34,140,174
"MADHYA PRADESH","KATNI",27,354,381,60,3518,3578,29,1057,1086
"MADHYA PRADESH","KHANDWA",0,171,171,0,626,626,0,546,546
"MADHYA PRADESH","KHARGONE",1,140,141,90,434,524,21,305,325
"MADHYA PRADESH","MANDLA",0,108,108,0,81,81,0,69,69
"MADHYA PRADESH","MANDSAUR",2,0,2,22,0,22,13,0,13
"MADHYA PRADESH","MORENA",0,17,17,0,22,22,0,22,22
"MADHYA PRADESH","NARSINGHPUR",0,27,27,0,80,80,0,61,61
"MADHYA PRADESH","NEEMUCH",0,1,1,0,3,3,0,3,3
"MADHYA PRADESH","PANNA",105,206,311,255,453,708,254,442,695
"MADHYA PRADESH","RAISEN",2,955,957,109,4119,4227,104,2398,2502
"MADHYA PRADESH","RAJGARH",59,59,118,177,85,261,106,44,151
"MADHYA PRADESH","RATLAM",3,11,14,38,22,61,21,18,39
"MADHYA PRADESH","REWA",35,481,516,278,3902,4180,128,1636,1763
"MADHYA PRADESH","SAGAR",2,846,848,13,1606,1619,13,1419,1432
"MADHYA PRADESH","SATNA",8,154,162,208,899,1107,99,642,741
"MADHYA PRADESH","SEHORE",0,16,16,0,78,78,0,59,59
"MADHYA PRADESH","SEONI",12,24,36,182,31,213,115,28,142
"MADHYA PRADESH","SHAHDOL",173,217,390,1557,396,1953,181,299,480
"MADHYA PRADESH","SHAJAPUR",0,27,27,0,64,64,0,25,25
"MADHYA PRADESH","SHEOPUR",19,99,118,26,171,197,6,168,174
"MADHYA PRADESH","SHIVPURI",21,27,48,144,40,184,127,24,150
"MADHYA PRADESH","SIDHI",11,128,139,119,825,944,117,620,737
"MADHYA PRADESH","TIKAMGARH",10,60,70,710,73,783,695,67,762
"MADHYA PRADESH","UJJAIN",1,66,67,251,152,403,34,126,161
"MADHYA PRADESH","UMARIA",0,229,229,0,343,343,0,282,282
"MADHYA PRADESH","VIDISHA",0,1043,1043,0,3706,3706,0,3018,3018
"MAHARASHTRA","AHMEDNAGAR",12,450,462,1080,1587,2667,471,676,1147
"MAHARASHTRA","AKOLA",1,191,192,0,339,340,0,241,242
"MAHARASHTRA","AMRAVATI",0,24,24,0,81,81,0,80,80
"MAHARASHTRA","AURANGABAD",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","BEED",0,127,127,0,284,284,0,284,284
"MAHARASHTRA","BHANDARA",2,137,139,403,292,696,37,281,318
"MAHARASHTRA","BULDANA",0,110,110,0,353,353,0,353,353
"MAHARASHTRA","CHANDRAPUR",3,323,326,77,1682,1759,76,1556,1632
"MAHARASHTRA","DHULE",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","GADCHIROLI",5,17,22,22,44,66,22,44,66
"MAHARASHTRA","GONDIYA",2,36,38,62,57,119,62,53,115
"MAHARASHTRA","HINGOLI",73,741,814,330,2692,3022,153,990,1143
"MAHARASHTRA","JALGAON",0,1,1,0,4,4,0,4,4
"MAHARASHTRA","JALNA",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","KOLHAPUR",25,2093,2118,2150,6098,8248,1856,4435,6292
"MAHARASHTRA","LATUR",0,763,763,0,1625,1625,0,1478,1478
"MAHARASHTRA","NAGPUR",2,21,23,66,284,350,63,240,303
"MAHARASHTRA","NANDED",32,2184,2216,256,6272,6529,240,3644,3884
"MAHARASHTRA","NANDURBAR",0,55,55,0,116,116,0,116,116
"MAHARASHTRA","NASHIK",0,1,1,0,2,2,0,2,2
"MAHARASHTRA","OSMANABAD",33,520,553,173,1996,2169,5,1616,1622
"MAHARASHTRA","PARBHANI",2,69,71,25,289,313,25,76,101
"MAHARASHTRA","PUNE",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","RAIGHAR",1,782,783,0,519,519,0,517,517
"MAHARASHTRA","RATNAGIRI",1,19,20,10,49,59,7,45,52
"MAHARASHTRA","SANGLI",7,124,131,467,3145,3612,467,3143,3610
"MAHARASHTRA","SATARA",7,140,147,469,413,882,469,413,882
"MAHARASHTRA","SINDHUDURGA",57,70,127,132,136,269,105,87,192
"MAHARASHTRA","SOLAPUR",0,1839,1839,0,4705,4705,0,3501,3501
"MAHARASHTRA","THANE",0,246,246,0,490,490,0,447,447
"MAHARASHTRA","WARDHA",5,34,39,106,815,920,102,546,648
"MAHARASHTRA","WASHIM",0,294,294,0,665,665,0,566,566
"MAHARASHTRA","YAVATMAL",0,751,751,0,1700,1700,0,1328,1328
"MANIPUR","IMPHAL EAST",0,0,0,0,0,0,0,0,0
"MANIPUR","IMPHAL WEST",0,0,0,0,0,0,0,0,0
"MANIPUR","THOUBAL",0,0,0,0,0,0,0,0,0
"MEGHALAYA","EAST GARO HILLS",0,0,0,0,0,0,0,0,0
"MEGHALAYA","JAINTIA HILLS",0,0,0,0,0,0,0,0,0
"MEGHALAYA","WEST GARO HILLS",3,0,3,130,0,130,118,0,118
"MIZORAM","CHAMPHAI",0,0,0,0,0,0,0,0,0
"MIZORAM","KOLASIB",0,0,0,0,0,0,0,0,0
"MIZORAM","MAMIT",0,0,0,0,0,0,0,0,0
"MIZORAM","SERCHHIP",0,0,0,0,0,0,0,0,0
"NAGALAND","DIMAPUR",0,8,8,0,109,109,0,77,77
"ORISSA","ANGUL",43,31,74,378,150,528,175,60,235
"ORISSA","BALASORE",2,27,29,60,27,87,1,4,5
"ORISSA","BARGARH",31,91,122,216,266,482,155,193,349
"ORISSA","BHADRAK",21,224,245,19,217,237,10,27,37
"ORISSA","BOLANGIR",5,74,79,81,99,180,45,75,121
"ORISSA","BOUDH",0,8,8,0,25,25,0,24,24
"ORISSA","CUTTACK",31,1259,1290,951,752,1703,223,298,520
"ORISSA","DEOGARH",157,234,391,606,477,1082,162,111,273
"ORISSA","DHENKANAL",4,35,39,36,56,93,33,49,83
"ORISSA","GAJAPATI",7,11,18,124,38,162,104,35,139
"ORISSA","GANJAM",12,67,79,142,296,438,86,72,158
"ORISSA","JAGATSINGHPUR",0,2,2,0,0,0,0,0,0
"ORISSA","JAJAPUR",7,90,97,125,149,274,110,98,208
"ORISSA","JHARSUGUDA",21,152,173,155,1260,1414,108,517,625
"ORISSA","KALAHANDI",3,21,24,44,63,106,34,50,84
"ORISSA","KANDHAMAL",1,5,6,28,7,35,11,6,16
"ORISSA","KENDRAPARA",6,101,107,34,169,203,22,118,140
"ORISSA","KEONJHAR",269,298,567,936,1171,2107,389,514,902
"ORISSA","KHURDA",98,78,176,414,331,744,188,152,340
"ORISSA","KORAPUT",14,317,331,36,445,481,24,384,408
"ORISSA","MALKANAGIRI",1,13,14,4,134,138,2,7,9
"ORISSA","MAYURBHANJA",90,243,333,329,415,744,182,235,417
"ORISSA","NAWARANGAPUR",197,762,959,392,549,940,298,378,676
"ORISSA","NAYAGARH",17,12,29,165,15,180,68,8,76
"ORISSA","NUAPADA",0,0,0,0,0,0,0,0,0
"ORISSA","PURI",266,1574,1840,443,1104,1547,392,963,1355
"ORISSA","RAYAGADA",4,7,11,60,43,104,34,23,56
"ORISSA","SAMBALPUR",57,231,288,599,808,1407,135,301,436
"ORISSA","SONEPUR",0,8,8,0,4,4,0,4,4
"ORISSA","SUNDARGARH",25,112,137,454,661,1115,173,183,356
"PONDICHERRY","KARAIKAL",0,0,0,0,0,0,0,0,0
"PONDICHERRY","PONDICHERRY",0,0,0,0,0,0,0,0,0
"PUNJAB","AMRITSER",0,0,0,0,0,0,0,0,0
"PUNJAB","FATEHGARH SAHIB",0,0,0,0,0,0,0,0,0
"PUNJAB","GURDASPUR",0,0,0,0,0,0,0,0,0
"PUNJAB","HOSHIARPUR",5,0,5,362,0,362,108,0,108
"PUNJAB","MOGA",0,0,0,0,0,0,0,0,0
"PUNJAB","PATIALA",0,131,131,0,916,916,0,916,916
"PUNJAB","ROPAR",0,26,26,0,61,61,0,61,61
"PUNJAB","SANGRUR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","AJMER",1,0,1,424,0,424,0,0,0
"RAJASTHAN","BANSWARA",0,9,9,0,85,85,0,71,71
"RAJASTHAN","BARAN",9,0,9,737,0,737,428,0,428
"RAJASTHAN","BHILWARA",0,16,16,0,119,119,0,59,59
"RAJASTHAN","BUNDI",0,0,0,0,0,0,0,0,0
"RAJASTHAN","CHITTORGARH",0,16,16,0,183,183,0,45,45
"RAJASTHAN","DAUSA",0,0,0,0,0,0,0,0,0
"RAJASTHAN","DUNGARPUR",0,10,10,0,68,68,0,61,61
"RAJASTHAN","JAIPUR",0,1,1,0,4,4,0,4,4
"RAJASTHAN","JHALAWAR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","KOTA",3,3,6,7,19,26,7,19,26
"RAJASTHAN","PALI",0,0,0,0,0,0,0,0,0
"RAJASTHAN","RAJSAMAND",0,1,1,0,23,23,0,10,10
"RAJASTHAN","SAWAI MADHOPUR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","SIROHI",0,0,0,0,0,0,0,0,0
"RAJASTHAN","TONK",5,1,6,970,15,985,718,15,733
"RAJASTHAN","UDAIPUR",0,0,0,0,0,0,0,0,0
"TAMIL NADU","COIMBATORE",0,23,23,0,92,92,0,21,21
"TAMIL NADU","CUDDALORE",0,11,11,0,9,9,0,9,9
"TAMIL NADU","DHARMAPURI",1,11,12,17,38,55,3,4,7
"TAMIL NADU","DINDIGUL",0,0,0,0,0,0,0,0,0
"TAMIL NADU","ERODE",0,3,3,0,2,2,0,1,1
"TAMIL NADU","KANCHEEPURAM",11,0,11,5,0,5,5,0,5
"TAMIL NADU","KARUR",3,61,64,7,1054,1061,5,1028,1033
"TAMIL NADU","MADURAI",0,5,5,0,7,7,0,6,6
"TAMIL NADU","NAGAPATTINAM",0,0,0,0,0,0,0,0,0
"TAMIL NADU","NAMAKKAL",89,0,89,112,0,112,105,0,105
"TAMIL NADU","NILGIRIS",0,43,43,0,77,77,0,77,77
"TAMIL NADU","PERAMBALUR",0,0,0,0,0,0,0,0,0
"TAMIL NADU","SALEM",0,14,14,0,22,22,0,18,18
