-----
{
 "description": "The table refers to block wise distribution of dugwells according to the farmers holding size. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.3.csv", 
 "title": "Download CSV for Block wise Distribution of Dugwells according to the holding size for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.3.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells by status. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.6.csv", 
 "title": "Download CSV for Block wise Distribution of Dugwells by its status for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.6.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to source of finance. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.7.csv", 
 "title": "Download CSV for Block wise Distribution of Dugwells according to Finance source for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.7.csv"
}
-----
-----
{
 "description": "The table refers to block wise culturable command area and potential created through dugwells. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.13.csv", 
 "title": "Download CSV for Block wise Culturable command area and potential created through Dugwells for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.13.csv"
}
-----
-----
{
 "description": "The table refers to village wise distribution of dugwells according to the farmers holding size. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "villdgwltab1.3.csv", 
 "title": "Download CSV for Village wise Distribution of Dugwells according to the holding size for 2nd census of minor irrigation schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villdgwltab1.3.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells in The command of major/medium projects and average pumping hours. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.11_1.csv", 
 "title": "Download CSV for Block wise Dugwells in the command of major/medium projects and average pumping hours for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.11_1.csv"
}
-----
-----
{
 "description": "The table refers to block wise irrigation through supplementary sources. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.15.csv", 
 "title": "Download CSV for Block wise Irrigation through supplementary sources with Dugwells for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.15.csv"
}
-----
"State","District","Block","Supplementary irrigation (Ha) - Kharif","Supplementary irrigation (Ha) - Rabi","Supplementary irrigation (Ha) - Perennial","Supplementary irrigation (Ha) - Others","Total"
"ANDHRA PRADESH","ADILABAD","NIRMAL",23,0,0,0,23
"ANDHRA PRADESH","ADILABAD","REBBENA",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","SARANGAPUR",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","SIRPUR",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","SIRPUR (T)",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","TALAMADUGU",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","TAMSI",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","TANDUR",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","TANUR",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","TIRYANI",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","UTNUR",2,0,0,0,2
"ANDHRA PRADESH","ADILABAD","VEMANPALLE",0,0,0,0,0
"ANDHRA PRADESH","ADILABAD","WANKDI",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","AGALI",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","AMADAGUR",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","AMARAPURAM",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","ANANTAPUR",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","ATMAKUR",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","BATHALAPALLE",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","BELUGUPPA",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","BOMMANAHAL",49,2,1,0,52
"ANDHRA PRADESH","ANANTHAPUR","BRAHMASAMUDRAM",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","BUKKAPATNAM",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","BUKKARAYASAMUDRAM",346,201,1,0,548
"ANDHRA PRADESH","ANANTHAPUR","CHENNEKOTHAPALLE",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","CHILAMATHUR",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","D.HIREHAL",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","DHARMAVARAM",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","GANDLAPENTA",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","GARLADINNE",64,33,43,0,140
"ANDHRA PRADESH","ANANTHAPUR","GOOTY",0,35,1,0,36
"ANDHRA PRADESH","ANANTHAPUR","GORANTLA",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","GUDIBANDA",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","GUMMAGATA",19,4,0,0,23
"ANDHRA PRADESH","ANANTHAPUR","GUNTAKAL",36,3,0,0,39
"ANDHRA PRADESH","ANANTHAPUR","HINDUPUR",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","KADIRI",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","KALYANDRUG",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","KAMBADUR",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","KANAGANAPALLE",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","KANEKAL",5,0,0,0,5
"ANDHRA PRADESH","ANANTHAPUR","KOTHACHERUVU",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","KUDAIR",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","KUNDURPI",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","LEPAKSHI",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","MADAKASIRA",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","MUDIGUBBA",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","NALLACHERUVU",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","NALLAMADA",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","NAMBULAPULIKUNTA",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","NARPALA",474,0,43,0,517
"ANDHRA PRADESH","ANANTHAPUR","OBULADEVARACHERUVU",1,0,0,0,1
"ANDHRA PRADESH","ANANTHAPUR","PAMIDI",37,7,0,0,44
"ANDHRA PRADESH","ANANTHAPUR","PARIGI",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","PEDDAPAPPUR",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","PEDDAVADUGUR",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","PENUKONDA",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","PUTLUR",101,114,282,0,497
"ANDHRA PRADESH","ANANTHAPUR","PUTTAPARTHI",2,0,0,0,2
"ANDHRA PRADESH","ANANTHAPUR","RAMAGIRI",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","RAPTADU",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","RAYADURG",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","RODDAM",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","ROLLA",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","SETTUR",2,0,0,0,2
"ANDHRA PRADESH","ANANTHAPUR","SINGANAMALA",95,57,85,0,237
"ANDHRA PRADESH","ANANTHAPUR","SOMANDEPALLE",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","TADIMARRI",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","TADPATRI",0,15,22,0,37
"ANDHRA PRADESH","ANANTHAPUR","TALUPULA",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","TANAKAL",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","URAVAKONDA",1,0,0,0,1
"ANDHRA PRADESH","ANANTHAPUR","VAJRAKARUR",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","VIDAPANAKAL",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","YADIKI",0,0,0,0,0
"ANDHRA PRADESH","ANANTHAPUR","YELLANUR",0,0,2,0,2
"ANDHRA PRADESH","CHITTOOR","B.KOTHAKOTA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","BAIREDDIPALLE",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","BANGARUPALEM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","BUCHINAIDU KHANDRIGA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","CHANDRAGIRI",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","CHINNAGOTTIGALLU",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","CHITTOOR",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","CHOWDE[ALLE",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","GANGADHARA NELLORE",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","GANGAVARAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","GUDIPALA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","GUDUPALLE",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","GURRAMKONDA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","IRALA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","K.V.B. PURAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","KALAKADA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","KALIKIRI",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","KAMACHANDRA PURAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","KAMBHAMVARIPALLE",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","KARVETINAGAR",0,1,0,0,1
"ANDHRA PRADESH","CHITTOOR","KUPPAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","KURABALAKOTA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","MADANAPALLE",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","MULAKALACHERUVU",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","NAGALAPURAM",179,122,0,0,301
"ANDHRA PRADESH","CHITTOOR","NAGARI",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","NARAYANAVANAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","NIMMANAPALLE",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","NINDRA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PAKALA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PALAMANERU",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PALASAMUDRAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PEDDAMANDYAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PEDDAPANJANI",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PEDDATHIPPASAMDRAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PENUMURU",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PICHATURU",197,138,0,0,335
"ANDHRA PRADESH","CHITTOOR","PILERU",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PULICHERLA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PUNGANURU",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PUTHALAPATTU",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","PUTTURU",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","RAMAKUPPAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","RAMASAMUDRAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","RENIGUNTA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","ROMPICHERLA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","SANTHIPURAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","SATYAVEDU",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","SODAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","SOMALA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","SRIKALAHASTI",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","SRIRANGARAJAPURAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","THAMBALLAPALLE",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","THAVANAMPALLE",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","THOTTAMBEDA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","TIRUPATI (RURAL)",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","TIRUPATI (URBAN)",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","VADAMALAPETA",2,0,0,0,2
"ANDHRA PRADESH","CHITTOOR","VARADAIAHPALEM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","VAYALPAD",2,2,1,0,5
"ANDHRA PRADESH","CHITTOOR","VEDURUKUPPAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","VENKATAGIRIKOTA",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","VIJAYAPURAM",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","YADAMARI",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","YERPEDU",0,0,0,0,0
"ANDHRA PRADESH","CHITTOOR","YERRAVARIPALEM",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","ATLUR",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","B.KODUR",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","BADVEL",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","BRAHMAMGARIMATHAM",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","CHAKARAYAPET",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","CHAPAD",364,4,0,0,368
"ANDHRA PRADESH","CUDDAPAH","CHENNAMANDEM",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","CHENNUR",14,0,1,10,25
"ANDHRA PRADESH","CUDDAPAH","CHINTHAKOMMADINNE",3,0,0,0,3
"ANDHRA PRADESH","CUDDAPAH","CHITVEL",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","CUDDAPAH",32,32,0,0,64
"ANDHRA PRADESH","CUDDAPAH","DUVVUR",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","GALIVEEDU",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","GOPAVARAM",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","JAMMALAMADUGU",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","KALASAPADU",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","KAMALAPURAM",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","KHAJIPET",143,28,0,0,171
"ANDHRA PRADESH","CUDDAPAH","KODUR",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","KONDAPURAM",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","LAKKIREDDIPALLE",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","LINGALA",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","MUDDANUR",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","MYLAVARAM",1,0,0,0,1
"ANDHRA PRADESH","CUDDAPAH","NANDALUR",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","OBULAVARIPALLE",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","PEDDAMUDIUM",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","PENAGALUR",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","PENDLIMARRI",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","PORUMAMILLA",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","PRODDUTUR",32,0,0,0,32
"ANDHRA PRADESH","CUDDAPAH","PULIVENDLA",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","PULLAMPETA",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","RAJAMPET",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","RAJUPALEM",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","RAMAPURAM",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","ROYACHOTI",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","S.MYDUKUR",19,0,0,0,19
"ANDHRA PRADESH","CUDDAPAH","SAMBEPALLE",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","SIDHOUT",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","SIMHADRIPURAM",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","T.SUNDUPALLE",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","THONDUR",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","VALLUR",2,0,0,0,2
"ANDHRA PRADESH","CUDDAPAH","VEERABALLE",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","VEERAPUNAYUNIPALLE",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","VEMPALLE",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","VEMULA",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","VONTIMITTA",0,0,0,0,0
"ANDHRA PRADESH","CUDDAPAH","YERRAGUNTLA",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","ADDATEEGALA",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","AINAVILLI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","ALAMURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","ALLAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","AMALAPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","AMBAJIPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","ANAPARTHY",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","ATREYAPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","BICCAVOLU",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","DEVIPATNAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","GANDEPALLE",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","GANGAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","GOKAVARAM",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","GOLLAPROLU",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","I. POLAVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","JAGGAMPETA",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","KADIAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KAJULURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KAKINADA RURAL",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KAKINADA URBAN",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KAPILESWARAPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KARAPA",6,6,0,0,12
"ANDHRA PRADESH","EAST GODAVARI","KATRENIKONA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","KIRLAMPUDI",0,0,0,0,0
"ANDHRA PRADESH","EAST GODAVARI","KORUKONDA",1,0,0,0,1
"ANDHRA PRADESH","EAST GODAVARI","KOTANANDURU",146,0,0,0,146
"ANDHRA PRADESH","EAST GODAVARI","KOTHAPALLE",4,4,1,0,9
"ANDHRA PRADESH","EAST GODAVARI","KOTHAPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","MALIKIPURAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","MAMIDIKUDURU",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","MANDAPETA",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","MAREDUMILLI",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","MUMMIDIVARAM",NA,NA,NA,NA,NA
"ANDHRA PRADESH","EAST GODAVARI","P.GANNAVARAM",NA,NA,NA,NA,NA
