-----
{
 "description": "The table refers to District wise Distribution of Surface Flow Schemes(Other Storage) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.15.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Flow Schemes(Other Storage) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.15.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"JAMMU & KASHMIR","PULWAMA",120,322,442,9063,32365,41428,8293,27650,35943
"JAMMU & KASHMIR","RAJOURI",1,0,1,3,0,3,3,0,3
"JAMMU & KASHMIR","SRINAGAR",3,0,3,96,0,96,92,0,92
"JAMMU & KASHMIR","UDHAMPUR",20,29,49,288,331,619,223,251,474
"JHARKHAND","BOKARO",338,811,1149,1178,2111,3289,986,1814,2800
"JHARKHAND","CHATRA",1351,67,1418,6940,213,7153,6629,205,6834
"JHARKHAND","DEOGHAR",1341,2363,3704,4463,5663,10126,3475,4007,7483
"JHARKHAND","DHANBAD",108,457,565,650,493,1143,133,165,298
"JHARKHAND","DUMKA",359,1898,2257,1365,3053,4418,1057,2268,3325
"JHARKHAND","GARHWA",1063,1264,2327,5582,5821,11404,4899,4668,9566
"JHARKHAND","GIRIDIH",672,594,1266,3582,3031,6613,3122,2676,5798
"JHARKHAND","GODDA",510,159,669,1643,255,1898,1387,207,1594
"JHARKHAND","GUMLA",3,144,147,23,156,179,10,104,114
"JHARKHAND","HAZARIBAGH",600,158,758,3339,585,3924,2728,502,3230
"JHARKHAND","JAMTARA",266,1953,2219,557,3271,3828,380,2298,2679
"JHARKHAND","KODERMA",208,51,259,1737,349,2087,1582,298,1880
"JHARKHAND","LATEHAR",1348,299,1647,7418,2677,10094,5062,2424,7485
"JHARKHAND","LOHARDAGA",1,0,1,69,0,69,42,0,42
"JHARKHAND","PAKUR",466,663,1129,1668,1378,3046,1051,949,2001
"JHARKHAND","PALAMU",2145,1036,3181,11958,5605,17563,9553,4660,14212
"JHARKHAND","RANCHI",5,67,72,10,193,203,9,176,185
"JHARKHAND","SAHEBGANJ",277,520,797,726,535,1261,519,382,902
"JHARKHAND","SARAIKELA",264,694,958,1334,1381,2715,617,764,1381
"JHARKHAND","SIMDEGA",10,168,178,710,208,919,307,129,436
"JHARKHAND","WEST SINGHBHUM",370,1500,1870,2026,3109,5135,1605,2277,3882
"KARNATAKA","Bagalkote",9,1,10,634,2,636,585,2,586
"KARNATAKA","Bangalore",20,0,20,271,0,271,211,0,211
"KARNATAKA","Bangalore Rural",20,4,24,622,10,632,450,10,460
"KARNATAKA","Belgaum",12,10,22,437,55,492,37,44,82
"KARNATAKA","Bellary",3,0,3,471,0,471,471,0,471
"KARNATAKA","Bidar",14,0,14,22,0,22,20,0,20
"KARNATAKA","Bijapur",17,16,33,3527,32,3559,2054,32,2086
"KARNATAKA","Chamaraja Nagara",1,0,1,16,0,16,16,0,16
"KARNATAKA","Chikmagalur",267,0,267,540,0,540,494,0,494
"KARNATAKA","Chitradurga",6,0,6,356,0,356,181,0,181
"KARNATAKA","Dakshina Kannada",57,20,77,214,23,237,204,23,227
"KARNATAKA","Davanagere",27,1,28,287,1,288,276,1,277
"KARNATAKA","Dharwar",9,0,9,517,0,517,8,0,8
"KARNATAKA","Gadag",6,1,7,2522,1,2523,1024,1,1025
"KARNATAKA","Gulbarga",56,2,58,603,37,640,478,19,496
"KARNATAKA","Hassan",194,4,198,2809,542,3351,916,7,922
"KARNATAKA","Haveri",21,0,21,599,0,599,501,0,501
"KARNATAKA","Kodagu",63,0,63,164,0,164,87,0,87
"KARNATAKA","Kolar",271,2,273,4707,5,4712,2566,1,2567
"KARNATAKA","Koppal",0,0,0,0,0,0,0,0,0
"KARNATAKA","Mandya",61,0,61,1047,0,1047,761,0,761
"KARNATAKA","Mysore",144,0,144,366,0,366,346,0,346
"KARNATAKA","Raichur",249,0,249,1872,0,1872,1759,0,1759
"KARNATAKA","Shimoga",217,65,282,1816,62,1877,1644,56,1700
"KARNATAKA","Tumkur",82,0,82,2590,0,2590,1467,0,1467
"KARNATAKA","Udupi",41,107,148,144,66,210,123,66,189
"KARNATAKA","Uttara Kannada",292,82,374,840,323,1163,766,308,1074
"KERALA","ALAPPUZHA",46,28,74,3376,95,3471,3205,84,3289
"KERALA","ERANAKULAM",131,158,289,1962,1028,2990,1799,1000,2799
"KERALA","IDDUKKI",141,5,146,4550,15,4565,4202,14,4216
"KERALA","KANNUR",46,51,97,800,282,1083,774,268,1042
"KERALA","KASARAGODE",192,13,205,6718,28,6746,6350,25,6375
"KERALA","KOLLAM",136,5,141,3046,2,3048,2589,2,2591
"KERALA","KOTTAYAM",15,25,40,150,68,217,127,62,189
"KERALA","KOZHIKODE",17,2,19,754,30,783,695,30,724
"KERALA","MALAPPURAM",201,124,325,5336,1858,7193,4758,1536,6294
"KERALA","PALAKKAD",93,955,1048,2295,4603,6897,2162,4335,6497
"KERALA","PATHANAMTHITTA",49,11,60,1311,184,1495,1199,158,1357
"KERALA","THIRUVANANTHAPURAM",172,10,182,3276,6,3282,3132,6,3138
"KERALA","THRISSUR",138,179,317,5082,491,5574,4674,476,5149
"KERALA","WAYANAD",31,15,46,1854,73,1926,1467,68,1535
"MADHYA PRADESH","BALAGHAT",19,47,66,638,156,794,139,151,291
"MADHYA PRADESH","BARWANI",0,77,77,0,193,193,0,89,89
"MADHYA PRADESH","BETUL",0,177,177,0,405,405,0,384,384
"MADHYA PRADESH","BHIND",0,0,0,0,0,0,0,0,0
"MADHYA PRADESH","BHOPAL",0,38,38,0,104,104,0,71,71
"MADHYA PRADESH","CHHATARPUR",0,44,44,0,122,122,0,122,122
"MADHYA PRADESH","CHHINDWARA",0,32,32,0,18,18,0,18,18
"MADHYA PRADESH","DAMOH",0,53,53,0,39,39,0,39,39
"MADHYA PRADESH","DATIA",0,0,0,0,0,0,0,0,0
"MADHYA PRADESH","DEWAS",1,5,6,100,11,111,31,7,38
"MADHYA PRADESH","DHAR",1,1,2,2,2,4,0,0,0
"MADHYA PRADESH","GUNA",9,75,84,30,262,291,30,244,274
"MADHYA PRADESH","GWALIOR",4,0,4,29,0,29,28,0,28
"MADHYA PRADESH","HARDA",0,0,0,0,0,0,0,0,0
"MADHYA PRADESH","HOSHANGABAD",0,0,0,0,0,0,0,0,0
"MADHYA PRADESH","INDORE",1,46,47,3,105,108,3,105,108
"MADHYA PRADESH","JABALPUR",1,8,9,3,28,31,3,22,25
"MADHYA PRADESH","JHABUA",11,2,13,106,3,108,1,2,2
"MADHYA PRADESH","KATNI",26,105,131,18,72,90,18,71,89
"MADHYA PRADESH","KHANDWA",0,1,1,0,2,2,0,2,2
"MADHYA PRADESH","KHARGONE",4,192,196,918,485,1403,222,470,692
"MADHYA PRADESH","MANDLA",0,3,3,0,27,27,0,27,27
"MADHYA PRADESH","MANDSAUR",0,1,1,0,4,4,0,2,2
"MADHYA PRADESH","MORENA",0,0,0,0,0,0,0,0,0
"MADHYA PRADESH","NARSINGHPUR",0,4,4,0,12,12,0,8,8
"MADHYA PRADESH","NEEMUCH",0,0,0,0,0,0,0,0,0
"MADHYA PRADESH","PANNA",86,41,127,204,134,338,202,126,328
"MADHYA PRADESH","RAISEN",1,0,1,20,0,20,20,0,20
"MADHYA PRADESH","RAJGARH",0,2,2,0,3,3,0,3,3
"MADHYA PRADESH","RATLAM",15,501,516,165,7932,8097,84,218,302
"MADHYA PRADESH","REWA",0,4,4,0,57,57,0,17,17
"MADHYA PRADESH","SAGAR",0,3,3,0,9,9,0,8,8
"MADHYA PRADESH","SATNA",5,1,6,687,20,707,199,19,218
"MADHYA PRADESH","SEHORE",0,12,12,0,17,17,0,7,7
"MADHYA PRADESH","SEONI",4,34,38,267,226,493,85,210,294
"MADHYA PRADESH","SHAHDOL",8,69,77,27,132,159,24,49,73
"MADHYA PRADESH","SHAJAPUR",0,21,21,0,13,13,0,3,3
"MADHYA PRADESH","SHEOPUR",0,1,1,0,1,1,0,0,0
"MADHYA PRADESH","SHIVPURI",130,36,166,205,55,261,205,53,259
"MADHYA PRADESH","SIDHI",1,4,5,122,46,168,122,46,168
"MADHYA PRADESH","TIKAMGARH",0,2,2,0,2,2,0,2,2
"MADHYA PRADESH","UJJAIN",0,40,40,0,55,55,0,55,55
"MADHYA PRADESH","UMARIA",0,0,0,0,0,0,0,0,0
"MADHYA PRADESH","VIDISHA",0,21,21,0,95,95,0,46,46
"MAHARASHTRA","AHMEDNAGAR",51,107,158,509,163,672,509,163,672
"MAHARASHTRA","AKOLA",1,544,545,3,563,566,1,563,564
"MAHARASHTRA","AMRAVATI",0,50,50,0,187,187,0,160,160
"MAHARASHTRA","AURANGABAD",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","BEED",0,9,9,0,26,26,0,26,26
"MAHARASHTRA","BHANDARA",85,5,90,13905,247,14152,9361,157,9519
"MAHARASHTRA","BULDANA",0,545,545,0,1119,1119,0,1022,1022
"MAHARASHTRA","CHANDRAPUR",18,126,144,512,3101,3614,500,3094,3594
"MAHARASHTRA","DHULE",0,29,29,0,32,32,0,32,32
"MAHARASHTRA","GADCHIROLI",47,663,710,329,1715,2044,329,1682,2011
"MAHARASHTRA","GONDIYA",56,0,56,3480,0,3480,2260,0,2260
"MAHARASHTRA","HINGOLI",1,0,1,108,0,108,37,0,37
"MAHARASHTRA","JALGAON",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","JALNA",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","KOLHAPUR",0,2,2,0,13,13,0,0,0
"MAHARASHTRA","LATUR",0,77,77,0,219,219,0,219,219
"MAHARASHTRA","NAGPUR",1,17,18,8,968,976,7,445,452
"MAHARASHTRA","NANDED",2,6,8,235,231,466,235,122,357
"MAHARASHTRA","NANDURBAR",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","NASHIK",0,430,430,0,563,563,0,563,563
"MAHARASHTRA","OSMANABAD",0,106,106,0,390,390,0,299,299
"MAHARASHTRA","PARBHANI",0,0,0,0,0,0,0,0,0
"MAHARASHTRA","PUNE",7,360,367,42,1592,1634,42,1288,1330
"MAHARASHTRA","RAIGHAR",19,3,22,326,26,352,326,26,352
"MAHARASHTRA","RATNAGIRI",11,34,45,215,41,256,203,20,223
"MAHARASHTRA","SANGLI",0,55,55,0,455,455,0,250,250
"MAHARASHTRA","SATARA",3,587,590,73,893,966,73,890,963
"MAHARASHTRA","SINDHUDURGA",49,3,52,525,20,545,314,12,326
"MAHARASHTRA","SOLAPUR",0,4,4,0,693,693,0,313,313
"MAHARASHTRA","THANE",10,90,100,443,94,537,443,50,493
"MAHARASHTRA","WARDHA",2,21,23,209,1606,1814,195,1259,1454
"MAHARASHTRA","WASHIM",0,415,415,0,916,916,0,915,915
"MAHARASHTRA","YAVATMAL",0,2,2,0,218,218,0,0,0
"MANIPUR","BISHNUPUR",0,0,0,0,0,0,0,0,0
"MANIPUR","CHANDEL",0,0,0,0,0,0,0,0,0
"MANIPUR","CHURACHANDPUR",1,0,1,110,0,110,66,0,66
"MANIPUR","IMPHAL EAST",0,0,0,0,0,0,0,0,0
"MANIPUR","IMPHAL WEST",0,0,0,0,0,0,0,0,0
"MANIPUR","SENAPATI",1,0,1,100,0,100,60,0,60
"MANIPUR","TAMENGLONG",0,0,0,0,0,0,0,0,0
"MANIPUR","THOUBAL",0,0,0,0,0,0,0,0,0
"MANIPUR","UKHRUL",0,0,0,0,0,0,0,0,0
"MEGHALAYA","EAST GARO HILLS",2,1,3,13,52,65,13,52,65
"MEGHALAYA","EAST KHASI HILLS",0,40,40,0,129,129,0,114,114
"MEGHALAYA","JAINTIA HILLS",0,53,53,0,98,98,0,96,96
"MEGHALAYA","RI BHOI",0,5,5,0,155,155,0,155,155
"MEGHALAYA","SOUTH GARO HILLS",5,0,5,194,0,194,72,0,72
"MEGHALAYA","WEST GARO HILLS",15,17,32,250,313,563,183,286,469
"MEGHALAYA","WEST KHASI HILLS",0,15,15,0,291,291,0,238,238
"MIZORAM","AIZAWL",0,4,4,0,7,7,0,3,3
"MIZORAM","CHAMPHAI",0,118,118,0,140,140,0,99,99
"MIZORAM","KOLASIB",0,166,166,0,444,444,0,428,428
"MIZORAM","LAWNGTLAI",0,1,1,0,1,1,0,0,0
"MIZORAM","LUNGLEI",0,2,2,0,4,4,0,4,4
"MIZORAM","MAMIT",0,0,0,0,0,0,0,0,0
"MIZORAM","SAIHA",0,56,56,0,111,111,0,97,97
"MIZORAM","SERCHHIP",0,2,2,0,3,3,0,2,2
"NAGALAND","DIMAPUR",0,27,27,0,787,787,0,140,140
"NAGALAND","KOHIMA",0,13,13,0,133,133,0,95,95
"NAGALAND","MOKOKCHUNG",0,0,0,0,0,0,0,0,0
"NAGALAND","MON",0,0,0,0,0,0,0,0,0
"NAGALAND","PHEK",0,3,3,0,13,13,0,10,10
"NAGALAND","TUENSANG",0,0,0,0,0,0,0,0,0
"NAGALAND","WOKHA",0,0,0,0,0,0,0,0,0
"NAGALAND","ZUNHEBOTO",0,41,41,0,137,137,0,65,65
"ORISSA","ANGUL",62,10,72,3176,119,3295,1877,60,1938
"ORISSA","BALASORE",7,0,7,762,0,762,356,0,356
"ORISSA","BARGARH",192,73,265,9976,370,10346,4366,193,4559
"ORISSA","BHADRAK",8,5,13,314,11,325,277,9,287
"ORISSA","BOLANGIR",553,103,656,19108,577,19685,8706,144,8850
"ORISSA","BOUDH",99,42,141,3308,160,3468,1593,110,1703
"ORISSA","CUTTACK",60,76,136,5531,440,5971,2157,351,2508
"ORISSA","DEOGARH",67,10,77,1774,46,1820,634,16,650
"ORISSA","DHENKANAL",128,61,189,7884,821,8705,4408,487,4896
"ORISSA","GAJAPATI",128,10,138,3150,52,3202,2478,46,2524
"ORISSA","GANJAM",580,36,616,34762,1589,36350,19116,822,19938
"ORISSA","JAGATSINGHPUR",0,0,0,0,0,0,0,0,0
"ORISSA","JAJAPUR",36,12,48,2851,125,2977,1487,22,1510
"ORISSA","JHARSUGUDA",257,8,265,5263,139,5402,4329,68,4397
"ORISSA","KALAHANDI",196,16,212,9084,221,9305,5031,159,5190
"ORISSA","KANDHAMAL",107,3,110,3630,21,3651,2095,14,2109
"ORISSA","KENDRAPARA",0,0,0,0,0,0,0,0,0
"ORISSA","KEONJHAR",235,28,263,13508,400,13908,9188,213,9401
"ORISSA","KHURDA",92,31,123,4992,286,5278,2677,129,2805
"ORISSA","KORAPUT",98,75,173,1453,358,1811,991,322,1313
"ORISSA","MALKANAGIRI",17,44,61,516,17,532,306,10,317
"ORISSA","MAYURBHANJA",334,59,393,21158,1016,22173,14642,713,15354
"ORISSA","NAWARANGAPUR",63,10,73,2248,9,2257,1684,8,1691
"ORISSA","NAYAGARH",132,15,147,8443,119,8562,5775,82,5857
"ORISSA","NUAPADA",264,40,304,5476,358,5834,2328,159,2487
"ORISSA","PURI",15,10,25,145,86,231,145,86,231
"ORISSA","RAYAGADA",384,94,478,7993,1082,9076,4428,590,5018
"ORISSA","SAMBALPUR",410,29,439,11716,790,12506,6187,509,6696
"ORISSA","SONEPUR",138,4,142,4480,40,4519,3949,23,3972
"ORISSA","SUNDARGARH",55,8,63,4893,249,5142,1571,38,1609
