-----
{
 "description": "The table refers to block wise distribution of surface flow schemes according to source of finance. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes according to Finance source for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.7.csv"
}
-----
State,District,Block,Government funds,Farmers saving,Loan & Saving,Subsidy & Bank loan,Subsidy only,Others,Total
BIHAR,CHAMPARAN WEST,NARKATIYAGANJ,NA,NA,NA,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,NAUTAN,0,0,0,0,0,0,0
BIHAR,CHAMPARAN WEST,PIPRASI,NA,NA,NA,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,RAMNAGAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,SIDHAW,NA,NA,NA,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,SIKTA,NA,NA,NA,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,THAKRAHA,NA,NA,NA,NA,NA,NA,NA
BIHAR,CHAMPARAN WEST,YOGAPATTI,NA,NA,NA,NA,NA,NA,NA
BIHAR,CHATRA,CHATRA,30,3,1,33,2,2,71
BIHAR,CHATRA,GIDDHAUR,45,0,6,0,25,0,76
BIHAR,CHATRA,HUNTERGANJ,522,11,5,10,32,2,582
BIHAR,CHATRA,ITKHORI,263,1,3,193,32,0,492
BIHAR,CHATRA,KUNDA,9,13,2,66,47,0,137
BIHAR,CHATRA,LAVALONG,0,1,0,0,3,0,4
BIHAR,CHATRA,PATTHERGARHA,20,0,0,5,0,0,25
BIHAR,CHATRA,PRATAP PUR,62,10,0,6,11,0,89
BIHAR,CHATRA,SEMARIA,3,4,0,0,3,0,10
BIHAR,CHATRA,TANDAWA,0,2,0,0,0,0,2
BIHAR,DARBHANGA,AUNAGAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,BAHADURPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,BAHERI,NA,NA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,BENIPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,BIRAUL,NA,NA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,DARBHANGA,NA,NA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,GHANSHYAMPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,GORA BOURAM,NA,NA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,HAYAGHAT,NA,NA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,JALE,0,41,1,0,0,43,85
BIHAR,DARBHANGA,KEOTI(RANWAY),NA,NA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,KIRATPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,KUSHESHWAR ASTHAN-EA,NA,NA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,KVSHESHWAR ASTHAN,NA,NA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,MANIGACHHI,NA,NA,NA,NA,NA,NA,NA
BIHAR,DARBHANGA,SINGHWARA,NA,NA,NA,NA,NA,NA,NA
BIHAR,DEOGHAR,DEOGHAR,78,51,2,35,3,1,170
BIHAR,DEOGHAR,DEVIPUR,81,125,9,37,14,1,267
BIHAR,DEOGHAR,KARON,NA,NA,NA,NA,NA,NA,NA
BIHAR,DEOGHAR,MADHUPUR,95,4,4,47,10,0,160
BIHAR,DEOGHAR,MOHANPUR,60,106,0,54,2,1,223
BIHAR,DEOGHAR,PALAJORI,NA,NA,NA,NA,NA,NA,NA
BIHAR,DEOGHAR,SARATH,110,97,1,1,0,1,210
BIHAR,DEOGHAR,SARWAN,139,85,2,10,1,42,279
BIHAR,DHANBAD,BAGHMARA,2,0,0,0,0,0,2
BIHAR,DHANBAD,BALIAPUR,54,15,6,11,8,0,94
BIHAR,DHANBAD,DHANBAD,2,16,0,0,0,3,21
BIHAR,DHANBAD,GOBINDPUR,4,32,0,11,1,0,48
BIHAR,DHANBAD,JHARIA,NA,NA,NA,NA,NA,NA,NA
BIHAR,DHANBAD,NIRSA,83,34,2,90,42,0,251
BIHAR,DHANBAD,TOPCHACHI,30,3,0,3,4,0,40
BIHAR,DHANBAD,TUNDI,72,22,16,62,10,15,197
BIHAR,DUMKA,DUMKA,11,0,0,9,0,0,20
BIHAR,DUMKA,GOPIKANDAR,13,17,1,173,166,0,370
BIHAR,DUMKA,JAMA,68,28,7,28,25,8,164
BIHAR,DUMKA,JAMTARA,60,153,3,115,102,0,433
BIHAR,DUMKA,JARMUNDI,19,11,4,8,4,0,46
BIHAR,DUMKA,KATHIKUND,13,2,0,145,43,1,204
BIHAR,DUMKA,KUNDHIT,157,105,4,713,456,23,1458
BIHAR,DUMKA,MASALIA,49,82,6,334,234,4,709
BIHAR,DUMKA,NALA,111,141,108,967,649,25,2001
BIHAR,DUMKA,NARAYANPUR,85,89,5,121,102,0,402
BIHAR,DUMKA,RAMGARH,44,0,0,4,0,0,48
BIHAR,DUMKA,RANESHWAR,127,110,22,422,326,0,1007
BIHAR,DUMKA,SARAIYAHAT,93,15,1,47,0,78,234
BIHAR,DUMKA,SHIKARIPARA,39,31,21,374,314,48,827
BIHAR,GARHWA,BHANDARIA,0,0,0,13,51,3,67
BIHAR,GARHWA,BHAWNATHPUR,49,3,1,0,73,0,126
BIHAR,GARHWA,CHIRIA,35,2,0,51,14,2,104
BIHAR,GARHWA,DANDAI,53,11,0,3,4,0,71
BIHAR,GARHWA,DHURKI,22,3,9,46,13,0,93
BIHAR,GARHWA,GARHWA,111,6,8,38,94,14,271
BIHAR,GARHWA,KHARAUNDHI,2,49,0,10,14,0,75
BIHAR,GARHWA,MAJHIAURA,15,15,21,142,98,0,291
BIHAR,GARHWA,MEVAL,39,0,0,10,49,1,99
BIHAR,GARHWA,NAYARKTARI,33,0,0,11,37,0,81
BIHAR,GARHWA,RAMIA,40,10,4,64,134,0,252
BIHAR,GARHWA,RAMKANDA,2,9,0,1,27,11,50
BIHAR,GARHWA,RANKA,14,26,1,17,198,12,268
BIHAR,GAYA,AMAS,0,2,0,0,0,0,2
BIHAR,GAYA,ATARI,109,0,0,113,8,0,230
BIHAR,GAYA,BANROYBAZAR,1,0,0,1,0,0,2
BIHAR,GAYA,BARACHATTI,0,1,0,0,0,0,1
BIHAR,GAYA,BELAGANJ,1,0,0,0,0,0,1
BIHAR,GAYA,BODHGAYA,0,0,0,1,0,3,4
BIHAR,GAYA,DOBBI,16,0,1,12,10,13,52
BIHAR,GAYA,DUMARIA,3,2,0,0,0,0,5
BIHAR,GAYA,FETHPUR,1,0,0,0,0,0,1
BIHAR,GAYA,GARARU,8,0,1,0,2,0,11
BIHAR,GAYA,GAYA SADAR,0,0,0,0,0,0,0
BIHAR,GAYA,GURUA,107,0,0,0,0,0,107
BIHAR,GAYA,IMAMGANJ,0,1,1,23,0,0,25
BIHAR,GAYA,KHIZIRSORAI,3,0,0,15,0,0,18
BIHAR,GAYA,KONCH,13,0,0,18,7,5,43
BIHAR,GAYA,MANPUR,22,0,3,0,11,8,44
BIHAR,GAYA,MOHANPUR,45,0,0,76,0,0,121
BIHAR,GAYA,NIMCHAK BATHANI,0,0,0,5,26,8,39
BIHAR,GAYA,PARAIYA,0,0,0,0,0,0,0
BIHAR,GAYA,SHERGHATI,0,0,0,0,0,9,9
BIHAR,GAYA,TANKUPPA,0,0,0,0,0,0,0
BIHAR,GAYA,TEKARI,35,5,0,5,81,0,126
BIHAR,GAYA,WAZGANJ,180,7,32,29,456,1,705
BIHAR,GIRIDIH,BAGODAR,5,12,0,24,6,10,57
BIHAR,GIRIDIH,BENGABAD,16,0,1,9,3,0,29
BIHAR,GIRIDIH,BIRNI,27,0,1,14,0,0,42
BIHAR,GIRIDIH,DEORI,56,28,0,4,26,0,114
BIHAR,GIRIDIH,DYMIR,55,28,1,3,1,0,88
BIHAR,GIRIDIH,GANDEY,8,8,2,10,1,1,30
BIHAR,GIRIDIH,GAWAN,4,4,0,4,12,5,29
BIHAR,GIRIDIH,GIRIDIH,0,0,0,1,0,0,1
BIHAR,GIRIDIH,JAMYA,98,28,3,16,4,2,151
BIHAR,GIRIDIH,PIRTANR,6,3,0,2,27,0,38
BIHAR,GIRIDIH,RAJ DHANWAR,52,40,0,0,0,2,94
BIHAR,GIRIDIH,TISRI,3,3,0,1,2,3,12
BIHAR,GODDA,BOARIJORE,23,21,1,44,21,1,111
BIHAR,GODDA,GODDA,64,31,9,19,20,0,143
BIHAR,GODDA,MAHAGAMA,57,6,1,27,4,6,101
BIHAR,GODDA,MEHARWAN,2,1,0,9,18,9,39
BIHAR,GODDA,PATHARGAMA,31,95,0,63,4,2,195
BIHAR,GODDA,PORAIYHAT,NA,NA,NA,NA,NA,NA,NA
BIHAR,GODDA,SUNDAR PAHARI,6,9,5,26,17,0,63
BIHAR,GODDA,THAKUR BANGTI,5,0,0,12,2,0,19
BIHAR,GOPALGANJ,BAIKUNTHPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,BARAULI,NA,NA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,BHOREY,NA,NA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,BIJAIPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,GOPALGANJ,NA,NA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,HATHUA,NA,NA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,KATAIYA,NA,NA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,KUCHAIKOTE,NA,NA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,MANJHA,NA,NA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,PHULWARIYA,NA,NA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,PUNCHDEORI,NA,NA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,SIDHWALIA,NA,NA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,THAWE,NA,NA,NA,NA,NA,NA,NA
BIHAR,GOPALGANJ,UCHKAGAON,NA,NA,NA,NA,NA,NA,NA
BIHAR,GUMLA,BALBA,3,0,0,0,0,0,3
BIHAR,GUMLA,BANO,0,0,0,0,0,0,0
BIHAR,GUMLA,BASIA,NA,NA,NA,NA,NA,NA,NA
BIHAR,GUMLA,BHARNO,23,0,0,3,0,0,26
BIHAR,GUMLA,BISHUNPUR,1,0,0,8,17,0,26
BIHAR,GUMLA,CHAINPUR,0,0,0,0,0,16,16
BIHAR,GUMLA,DUMRI,0,0,0,0,0,0,0
BIHAR,GUMLA,GHAGHRA,0,6,0,10,0,0,16
BIHAR,GUMLA,GUMLA,0,0,0,0,0,0,0
BIHAR,GUMLA,JALDEGA,NA,NA,NA,NA,NA,NA,NA
BIHAR,GUMLA,KANIDARA,NA,NA,NA,NA,NA,NA,NA
BIHAR,GUMLA,KOLUBIRA,11,2,0,4,1,0,18
BIHAR,GUMLA,KURDEG,4,0,0,15,1,0,20
BIHAR,GUMLA,PALKOT,2,0,0,0,3,0,5
BIHAR,GUMLA,RAIDIH,5,0,0,0,0,0,5
BIHAR,GUMLA,SIMDEGA,1,0,0,0,4,0,5
BIHAR,GUMLA,SISAI,NA,NA,NA,NA,NA,NA,NA
BIHAR,GUMLA,THETHAITANGA,0,0,0,0,0,0,0
BIHAR,HAZARIBAG,BARHI,8,2,1,6,2,0,19
BIHAR,HAZARIBAG,BARKAGAON,0,0,0,4,0,0,4
BIHAR,HAZARIBAG,BARKATTHA,0,0,0,0,0,0,0
BIHAR,HAZARIBAG,BISHNUGARH,5,0,0,0,0,0,5
BIHAR,HAZARIBAG,CHAUPARAN,5,0,16,62,4,1,88
BIHAR,HAZARIBAG,CHURCHU,0,0,0,0,0,0,0
BIHAR,HAZARIBAG,GOLA,5,0,0,1,0,0,6
BIHAR,HAZARIBAG,HAZARIBAGH,5,0,0,0,0,0,5
BIHAR,HAZARIBAG,ICHAK,1,0,0,1,1,0,3
BIHAR,HAZARIBAG,KATKAMSANDI,0,0,0,2,0,0,2
BIHAR,HAZARIBAG,KEREDARI,0,0,2,0,0,0,2
BIHAR,HAZARIBAG,MANDY,NA,NA,NA,NA,NA,NA,NA
BIHAR,HAZARIBAG,PADMA,0,0,0,1,0,0,1
BIHAR,HAZARIBAG,PATRATU,NA,NA,NA,NA,NA,NA,NA
BIHAR,HAZARIBAG,RAMGARH,NA,NA,NA,NA,NA,NA,NA
BIHAR,JAMUI,ALIGANJ,36,0,0,92,32,26,186
BIHAR,JAMUI,BARHAT,0,5,0,16,0,0,21
BIHAR,JAMUI,CHAKAI,13,2,2,160,3,11,191
BIHAR,JAMUI,GIDHOUR,0,0,0,0,0,0,0
BIHAR,JAMUI,JAMUI,41,0,0,140,46,0,227
BIHAR,JAMUI,JHAJHA,1,10,0,3,53,3,70
BIHAR,JAMUI,KHAIRA,16,0,0,0,0,3,19
BIHAR,JAMUI,LAKSHMIPUR,7,0,0,93,0,2,102
BIHAR,JAMUI,SIKANDRA,0,0,0,5,20,0,25
BIHAR,JAMUI,SONO,31,7,7,201,94,14,354
BIHAR,JEHANABAD,ARWAL,0,0,0,0,12,11,23
BIHAR,JEHANABAD,BANSI SURUJPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,JEHANABAD,GHOSI,2,0,0,10,0,0,12
BIHAR,JEHANABAD,JEHANABAD,31,0,1,5,0,17,54
BIHAR,JEHANABAD,KAKU,0,0,0,0,0,0,0
BIHAR,JEHANABAD,KALEV,0,0,0,0,0,0,0
BIHAR,JEHANABAD,KARPI,42,0,0,0,0,1,43
BIHAR,JEHANABAD,KURTHA,NA,NA,NA,NA,NA,NA,NA
BIHAR,JEHANABAD,MAKHDOMPUR,1,0,0,0,0,0,1
BIHAR,JEHANABAD,RATNI FARIDPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,AMDABAET,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,AZAMNAGAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BALRAMPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BANPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BARARI,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,BARSOI,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,DANDKHORA,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,FALKA,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,HASANGANJ,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KADWA,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KATIHAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KORHA,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,KURSELA,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,MANIHARI,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,MANSHAHI,NA,NA,NA,NA,NA,NA,NA
BIHAR,KATIHAR,SAMELI,NA,NA,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,ALAULI,0,0,0,0,2,0,2
BIHAR,KHAGARIA,BELDAUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,CHAUTHAM,NA,NA,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,GOGRI,NA,NA,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,KHAGARIA,NA,NA,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,MANSI,NA,NA,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,PARBATTA,NA,NA,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,BAHADURGANJ,NA,NA,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,DHIGHATBANK,NA,NA,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,KISHANGANJ,NA,NA,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,KOCHADHAMIN,NA,NA,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,POTHIA,NA,NA,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,TERHAGACHH,NA,NA,NA,NA,NA,NA,NA
BIHAR,KISHANGANJ,THAKURGANJ,NA,NA,NA,NA,NA,NA,NA
BIHAR,KODARMA,CHANDWA,0,0,0,0,0,0,0
BIHAR,KODARMA,JAINAGAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,KODARMA,KODARAMA,3,1,1,13,1,0,19
BIHAR,KODARMA,MARKACHO,11,1,1,19,1,0,33
BIHAR,KODARMA,SATGAWAN,0,0,0,0,0,0,0
BIHAR,LAKHISARAI,BARAHIYA,NA,NA,NA,NA,NA,NA,NA
BIHAR,LAKHISARAI,HALSI,0,0,0,0,0,0,0
BIHAR,LAKHISARAI,LOKHISARAI,0,0,0,0,0,2,2
BIHAR,LAKHISARAI,PIPARIA,0,0,0,0,0,0,0
BIHAR,LAKHISARAI,SURAJGARA,0,0,0,1,0,0,1
BIHAR,LOHARDAGA,BHANDRA,33,0,0,0,0,0,33
BIHAR,LOHARDAGA,KISKO,65,0,0,2,0,0,67
BIHAR,LOHARDAGA,KURU,1,0,0,0,0,0,1
BIHAR,LOHARDAGA,LOHARDAGA,NA,NA,NA,NA,NA,NA,NA
BIHAR,LOHARDAGA,SENHA,0,0,2,33,0,0,35
BIHAR,MADHEPURA,ALAMNAGAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,BIHARIGANJ,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,CHAUSA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,GAWALPARA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,KUMAR KHAND,0,0,0,0,0,0,0
BIHAR,MADHEPURA,MADHEPURA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,MURLIGANJ,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,PURAINI,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,SHANKERPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,SINGHESWAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHEPURA,UDA KISHANGANJ,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,ANDHARADATHI,1,0,0,0,0,0,1
BIHAR,MADHUBANI,BABUBARHI,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,BASOPATTI,65,0,0,0,0,0,65
BIHAR,MADHUBANI,BENIPATTI,0,0,0,0,0,0,0
BIHAR,MADHUBANI,BISFI,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,GHOGARDIHA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,HARLAKHI,0,0,0,0,0,1,1
BIHAR,MADHUBANI,JAITYAGAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,JHANJHARPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,KHAJAULI,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LADANIA,0,0,0,0,0,0,0
BIHAR,MADHUBANI,LAKHNAUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LAUKAHA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,LAUKAHI,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,MADHAWAPUR,0,0,0,0,0,0,0
BIHAR,MADHUBANI,MADUBANI,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,MEDEPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,PANDAUL,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,PHULPARAS,NA,NA,NA,NA,NA,NA,NA
BIHAR,MADHUBANI,RAJNAGAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUNGER,BARIAPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUNGER,DHARHARA,247,1,0,8,21,18,295
BIHAR,MUNGER,JAMALPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUNGER,KHARAGPUR,1,0,0,0,1,7,9
BIHAR,MUNGER,MUNGER,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUNGER,SANGRAMPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUNGER,TARAPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUNGER,TETIA BUMBER,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,AURAI,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,BANDRA,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,BOCHAHA,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,GAIGHAT,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,KANTI,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,KATRA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,KURHANI,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MINAPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MORAUL,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MOTIPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,MUSHAHARI,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,PAROO,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SAHEBGANJ,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SAKRA,NA,NA,NA,NA,NA,NA,NA
BIHAR,MUZAFFARPUR,SARAIYA,NA,NA,NA,NA,NA,NA,NA
BIHAR,NALANDA,ASTHAWAN,0,0,0,0,0,0,0
BIHAR,NALANDA,BEN,0,0,0,0,0,0,0
BIHAR,NALANDA,BIHARSARIF,0,0,0,0,0,0,0
BIHAR,NALANDA,BIND,0,0,0,0,0,0,0
BIHAR,NALANDA,CHANDI,NA,NA,NA,NA,NA,NA,NA
BIHAR,NALANDA,EKANGARSARAI,2,0,0,9,0,0,11
BIHAR,NALANDA,GIRIAK,3,0,0,0,1,2,6
BIHAR,NALANDA,HARNAUT,1,1,1,1,4,1,9
BIHAR,NALANDA,HILSA,0,0,0,0,0,0,0
BIHAR,NALANDA,ISLAMPUR,3,0,0,0,0,0,3
BIHAR,NALANDA,KARAI PARSURAI,0,0,0,0,0,0,0
BIHAR,NALANDA,KATRISARAI,NA,NA,NA,NA,NA,NA,NA
BIHAR,NALANDA,NAGAR NAUSA,NA,NA,NA,NA,NA,NA,NA
BIHAR,NALANDA,NOORSARAI,0,0,0,0,0,0,0
BIHAR,NALANDA,PARWALPUR,0,0,0,0,0,0,0
BIHAR,NALANDA,RAHUI,0,0,0,0,0,0,0
BIHAR,NALANDA,RAJGIR,6,9,0,1,0,0,16
BIHAR,NALANDA,SARMERA,0,0,0,0,0,0,0
BIHAR,NALANDA,SILAO,2,0,1,0,0,0,3
BIHAR,NALANDA,THARTHARI,0,0,0,1,0,0,1
BIHAR,NAWADA,AKBARPUR,60,32,8,69,50,5,224
BIHAR,NAWADA,GOBINDPUR,2,0,0,0,0,0,2
BIHAR,NAWADA,HISUA,0,0,0,0,0,0,0
BIHAR,NAWADA,KANWAKOL,10,0,2,10,20,0,42
BIHAR,NAWADA,KASHICHOK,1,0,0,0,0,0,1
BIHAR,NAWADA,MESKAUR,148,1,12,186,0,0,347
BIHAR,NAWADA,NARDIGANJ,23,0,16,0,0,18,57
BIHAR,NAWADA,NARHAT,27,0,0,24,0,9,60
BIHAR,NAWADA,NAWADA,25,2,2,7,5,0,41
BIHAR,NAWADA,PAKRIWARAMA,12,4,4,72,44,0,136
BIHAR,NAWADA,RAJANLI,14,1,7,9,10,0,41
BIHAR,NAWADA,ROH,1,0,3,87,2,0,93
BIHAR,NAWADA,SIRDOLA,115,6,4,86,8,7,226
BIHAR,NAWADA,WARSHALAGANJ,28,0,0,35,0,0,63
BIHAR,PAKUR,AMRAPARA,4,8,5,20,258,0,295
BIHAR,PAKUR,HIRANPUR,79,41,2,43,126,1,292
BIHAR,PAKUR,LITIPARA,47,41,2,301,77,4,472
BIHAR,PAKUR,MAHESHPUR,9,442,2,5,177,43,678
BIHAR,PAKUR,PAKUR,18,0,0,64,54,0,136
BIHAR,PAKUR,PAKURIA,10,68,1,61,233,29,402
BIHAR,PALAMU,BALUMATH,5,0,0,67,85,1,158
BIHAR,PALAMU,BARWADIH,5,0,0,15,7,0,27
BIHAR,PALAMU,BISHRAMPUR,9,1,20,33,19,2,84
BIHAR,PALAMU,CHAINPUR,55,3,0,112,7,0,177
BIHAR,PALAMU,CHANDWA,8,0,3,42,3,0,56
BIHAR,PALAMU,CHHALAPUR,30,5,15,206,312,11,579
BIHAR,PALAMU,DALTENGANJ,0,0,0,0,0,0,0
BIHAR,PALAMU,GARU,1,0,0,6,59,8,74
BIHAR,PALAMU,HARIHARGANJ,0,0,0,0,11,0,11
BIHAR,PALAMU,HUSAINABAD,203,1,1,13,133,0,351
BIHAR,PALAMU,LATEHAR,2,0,0,4,4,1,11
BIHAR,PALAMU,LESTIGANJ,108,0,0,61,45,0,214
BIHAR,PALAMU,MAHUADANR,17,7,0,67,16,2,109
BIHAR,PALAMU,MANATU,0,0,0,0,0,0,0
BIHAR,PALAMU,MANIKA,77,2,0,69,244,0,392
BIHAR,PALAMU,PANKI,4,2,0,3,9,0,18
BIHAR,PALAMU,PATAN,7,0,1,0,31,8,47
BIHAR,PALAMU,SATWARWH,16,0,0,21,31,1,69
BIHAR,PATNA,ATHMAL GOLA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,BAKHTIARPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,BARH,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,BELCHI,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,BIHTA,29,0,0,0,0,1,30
BIHAR,PATNA,BIKRAM,2,0,0,0,0,0,2
BIHAR,PATNA,DANAPUR,0,0,0,0,0,0,0
BIHAR,PATNA,DANIAWAN,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,DHANARUA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,DULHAN BAZAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,FATUHA,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,GHOSWARI,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,KHUSRUPUR,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,MANER,1,0,0,3,0,0,4
BIHAR,PATNA,MASAURHI,0,0,0,0,0,0,0
BIHAR,PATNA,MOKAMAH,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,NAUBATPUR,1,0,0,0,0,0,1
BIHAR,PATNA,PALIGANJ,1,0,0,0,0,0,1
BIHAR,PATNA,PANDARAK,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,PATNA SADAR,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,PHULWARISARIF,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,PUNPUN,NA,NA,NA,NA,NA,NA,NA
BIHAR,PATNA,SAMPATCHAK,NA,NA,NA,NA,NA,NA,NA
